GEO_ID,B01002G_001E,B01002G_001M,B01002G_002E,B01002G_002M,B01002G_003E,B01002G_003M,NAME,B01002G_001MA,B01002G_001EA,B01002G_002MA,B01002G_002EA,B01002G_003MA,B01002G_003EA,state
0400000US08,21.1,1.5,19.9,1.4,22.6,1.3,Colorado,null,null,null,null,null,null,08
0400000US18,17.7,0.6,17.1,1.1,18.5,1.0,Indiana,null,null,null,null,null,null,18
0400000US21,16.7,0.9,15.6,1.5,18.0,1.7,Kentucky,null,null,null,null,null,null,21
0400000US22,17.2,1.4,16.0,1.9,18.5,2.3,Louisiana,null,null,null,null,null,null,22
0400000US17,18.8,0.8,17.6,1.0,20.0,1.3,Illinois,null,null,null,null,null,null,17
0400000US19,15.6,1.4,15.0,2.0,16.0,1.4,Iowa,null,null,null,null,null,null,19
0400000US33,20.0,2.4,23.5,5.5,18.6,2.7,New Hampshire,null,null,null,null,null,null,33
0400000US05,18.7,1.4,18.8,1.8,18.6,2.4,Arkansas,null,null,null,null,null,null,05
0400000US10,19.7,2.6,22.5,4.0,18.3,3.6,Delaware,null,null,null,null,null,null,10
0400000US27,17.3,0.6,16.9,1.0,17.5,0.9,Minnesota,null,null,null,null,null,null,27
0400000US30,23.7,2.8,20.8,3.2,30.1,3.3,Montana,null,null,null,null,null,null,30
0400000US23,27.3,2.6,24.8,7.3,28.4,3.5,Maine,null,null,null,null,null,null,23
0400000US37,18.8,0.7,18.6,1.1,18.8,1.0,North Carolina,null,null,null,null,null,null,37
0400000US13,18.8,0.8,18.8,1.1,18.9,1.1,Georgia,null,null,null,null,null,null,13
0400000US02,20.4,2.3,20.8,2.3,19.3,3.9,Alaska,null,null,null,null,null,null,02
0400000US01,21.0,1.0,20.0,1.7,22.8,2.9,Alabama,null,null,null,null,null,null,01
0400000US50,28.9,12.0,22.6,21.6,29.7,8.3,Vermont,null,null,null,null,null,null,50
0400000US32,20.5,1.5,19.2,2.8,22.4,1.9,Nevada,null,null,null,null,null,null,32
0400000US54,18.6,0.8,17.7,3.1,18.9,2.5,West Virginia,null,null,null,null,null,null,54
0400000US40,21.7,0.5,20.8,0.7,22.5,0.9,Oklahoma,null,null,null,null,null,null,40
0400000US55,17.7,0.7,18.1,0.9,17.3,1.0,Wisconsin,null,null,null,null,null,null,55
0400000US72,40.4,2.0,37.4,2.9,42.9,2.4,Puerto Rico,null,null,null,null,null,null,72
0400000US51,19.3,0.7,18.2,0.8,20.1,1.1,Virginia,null,null,null,null,null,null,51
0400000US38,22.4,3.2,21.9,4.5,23.3,4.5,North Dakota,null,null,null,null,null,null,38
0400000US45,18.0,1.4,17.4,2.0,18.3,2.0,South Carolina,null,null,null,null,null,null,45
0400000US41,23.7,1.0,23.4,1.2,24.0,1.7,Oregon,null,null,null,null,null,null,41
0400000US56,24.5,4.6,25.1,5.0,20.9,8.0,Wyoming,null,null,null,null,null,null,56
0400000US06,22.6,0.4,22.0,0.6,23.1,0.5,California,null,null,null,null,null,null,06
0400000US28,16.1,2.2,15.9,1.9,17.4,3.5,Mississippi,null,null,null,null,null,null,28
0400000US09,18.6,0.9,17.8,1.5,19.8,1.9,Connecticut,null,null,null,null,null,null,09
0400000US48,20.7,0.8,21.1,0.9,20.2,1.0,Texas,null,null,null,null,null,null,48
0400000US24,20.4,1.1,18.9,1.1,22.5,2.3,Maryland,null,null,null,null,null,null,24
0400000US12,21.4,0.8,20.1,1.0,22.7,1.0,Florida,null,null,null,null,null,null,12
0400000US25,21.7,0.8,21.2,0.9,22.3,1.3,Massachusetts,null,null,null,null,null,null,25
0400000US11,26.7,1.2,26.3,1.9,27.3,1.7,District of Columbia,null,null,null,null,null,null,11
0400000US49,17.4,1.0,18.1,1.5,17.1,1.3,Utah,null,null,null,null,null,null,49
0400000US36,23.8,0.6,22.5,0.7,25.2,0.8,New York,null,null,null,null,null,null,36
0400000US34,21.4,1.2,19.9,1.7,22.5,1.7,New Jersey,null,null,null,null,null,null,34
0400000US39,17.5,0.5,17.6,0.8,17.3,0.8,Ohio,null,null,null,null,null,null,39
0400000US29,18.0,0.9,16.9,1.7,19.1,1.4,Missouri,null,null,null,null,null,null,29
0400000US42,18.9,0.6,18.9,0.9,19.0,0.7,Pennsylvania,null,null,null,null,null,null,42
0400000US26,19.9,0.7,19.1,1.0,20.6,0.9,Michigan,null,null,null,null,null,null,26
0400000US31,17.2,1.5,18.6,1.5,16.2,1.6,Nebraska,null,null,null,null,null,null,31
0400000US16,21.1,1.7,20.3,2.7,23.0,3.7,Idaho,null,null,null,null,null,null,16
0400000US35,23.1,3.1,22.6,4.7,23.3,3.9,New Mexico,null,null,null,null,null,null,35
0400000US15,26.6,0.9,26.3,1.0,27.0,1.2,Hawaii,null,null,null,null,null,null,15
0400000US46,18.1,2.9,14.8,4.3,19.3,3.3,South Dakota,null,null,null,null,null,null,46
0400000US53,21.2,0.7,21.2,0.9,21.2,1.2,Washington,null,null,null,null,null,null,53
0400000US44,21.7,1.7,21.0,4.2,22.0,1.4,Rhode Island,null,null,null,null,null,null,44
0400000US04,21.8,0.9,21.5,1.3,22.1,1.2,Arizona,null,null,null,null,null,null,04
0400000US47,17.6,1.6,15.7,1.5,19.3,2.1,Tennessee,null,null,null,null,null,null,47
0400000US20,18.5,1.2,18.4,2.0,18.5,1.3,Kansas,null,null,null,null,null,null,20
