GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002MA,B17010_002EA,B17010_003MA,B17010_003EA,B17010_004MA,B17010_004EA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007EA,B17010_007MA,B17010_008EA,B17010_008MA,B17010_009MA,B17010_009EA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012MA,B17010_012EA,B17010_013MA,B17010_013EA,B17010_014MA,B17010_014EA,B17010_015MA,B17010_015EA,B17010_016MA,B17010_016EA,B17010_017EA,B17010_017MA,B17010_018EA,B17010_018MA,B17010_019MA,B17010_019EA,B17010_020MA,B17010_020EA,B17010_021MA,B17010_021EA,B17010_022MA,B17010_022EA,B17010_023MA,B17010_023EA,B17010_024MA,B17010_024EA,B17010_025MA,B17010_025EA,B17010_026MA,B17010_026EA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029EA,B17010_029MA,B17010_030EA,B17010_030MA,B17010_031MA,B17010_031EA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036MA,B17010_036EA,B17010_037MA,B17010_037EA,B17010_038MA,B17010_038EA,B17010_039EA,B17010_039MA,B17010_040EA,B17010_040MA,B17010_041EA,B17010_041MA,state
0400000US08,1372705,11369,85547,4645,33505,2957,19092,2383,2637,976,6457,1422,9998,1977,14413,2021,52042,3833,9781,1619,7716,1540,959,478,1148,648,5609,1305,2065,659,42261,3590,36331,3330,5158,1424,11378,1843,19795,2420,5930,1299,1287158,12066,1034680,11425,442024,8331,88306,4215,87293,5732,266425,7199,592656,9303,252478,7778,88954,4188,48840,3478,9814,2165,7107,1462,31919,2728,40114,3496,163524,6574,92032,5824,11464,2195,11475,2150,69093,4691,71492,3604,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,32525,3420,4697,1002,10230,2189,17598,2248,22396,2361,101664,5687,17619,2467,13803,2452,3381,1113,2798,1041,7624,1654,3816,878,84045,5207,74568,4806,16241,2328,19512,2548,38815,2987,9477,1496,1526591,12372,1193356,14682,466824,9841,79675,5278,102074,4989,285075,8586,726532,11925,333235,9913,112408,5718,63588,4253,14678,2041,8523,1506,40387,3678,48820,4266,220827,7451,130000,6831,19918,2201,19906,2890,90176,5765,90827,4424,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,31592,2664,4791,989,10338,1774,16463,2031,23579,2132,88328,5350,13980,1967,10398,1771,2281,736,2033,976,6084,1518,3582,1001,74348,4793,62982,4444,13907,2534,16670,2607,32405,3046,11366,1385,995428,11461,782808,10652,309928,6250,62276,3160,57978,3935,189674,5355,472880,8927,212620,7320,69704,4330,37527,3041,9655,1689,5739,1389,22133,2351,32177,3192,142916,6010,75520,4858,10798,1965,8991,1361,55731,4043,67396,3983,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,20700,2577,3110,1036,6334,1491,11256,1807,20145,2436,109845,5963,18642,2556,12291,2134,3163,1005,2207,1077,6921,1732,6351,1561,91203,5519,78796,5485,14605,2324,23090,2617,41101,3909,12407,1825,954157,12371,707759,11650,278647,8134,53288,4397,54171,4773,171188,7466,429112,8241,246398,8481,69647,4560,35512,3637,6400,1488,6588,1823,22524,2800,34135,3725,176751,6439,97414,5265,13777,2303,11728,2196,71909,4452,79337,4626,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,48790,3781,7920,1756,16504,2396,24366,2658,38409,3197,177479,7404,27547,2604,19402,2469,4471,1114,4164,1105,10767,1728,8145,1448,149932,7200,125054,7066,22321,3064,35791,3579,66942,4429,24878,2737,2854423,16905,2205892,15963,913442,10699,182715,6402,170483,6165,560244,8669,1292450,12379,648531,10751,199653,6299,97879,4540,21296,2723,13607,2097,62976,4275,101774,5191,448878,8558,241643,7731,34277,3121,34149,3390,173217,7234,207235,6772,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,10259,1716,2270,761,4047,1093,3942,941,8883,1140,38169,3292,5738,1309,4521,1180,1461,688,1093,468,1967,701,1217,464,32431,2670,28767,2689,5755,1526,7111,1273,15901,1933,3664,790,743018,8166,603000,8814,234530,5974,45462,3009,49899,3527,139169,4668,368470,6878,140018,5254,51405,3386,33387,2998,7980,1525,5483,1246,19924,2215,18018,2127,88613,4043,56210,3397,9405,1872,7130,1186,39675,2761,32403,2547,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2378,768,84,117,736,465,1558,693,2636,682,11164,1824,1628,708,1507,688,495,323,344,227,668,504,121,127,9536,1739,8391,1655,1627,840,2238,952,4526,1153,1145,474,325574,5975,269295,5998,91582,4213,15998,1721,15883,1978,59701,3322,177713,4149,56279,3710,20561,2285,10510,1586,2076,657,828,601,7606,1371,10051,1687,35718,2833,20007,2191,2571,933,2198,731,15238,2423,15711,1725,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,17698,2349,2878,1041,7186,1397,7634,1624,15689,1982,64066,4417,10347,1934,7345,1636,2351,1102,1012,576,3982,1150,3002,1033,53719,4100,45967,4022,8682,1831,13710,2136,23575,2953,7752,1629,671681,9873,520074,8925,200433,6273,34143,2804,39026,3084,127264,4699,319641,7346,151607,6598,47299,3860,25815,2843,6089,1434,3842,1251,15884,2533,21484,2590,104308,4843,58182,3694,10023,1755,9124,1870,39035,3080,46126,3023,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,4237,1314,301,271,906,557,3030,1163,2927,797,12862,1831,2133,702,1679,617,600,348,292,257,787,474,454,408,10729,1770,9466,1712,1030,574,3324,1080,5112,1324,1263,521,218373,5852,166670,4828,57623,3776,10487,1463,9683,1829,37453,2664,109047,3468,51703,3861,16090,2287,8354,1677,1415,697,1588,773,5351,1252,7736,1332,35613,3033,18806,2050,2228,804,1933,829,14645,1924,16807,2331,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,16799,1744,2850,726,6963,1329,6986,1280,12845,1486,50108,3748,8104,1274,5636,1088,766,309,1251,468,3619,918,2468,812,42004,3165,36567,3061,7554,1575,9512,1254,19501,2340,5437,1253,1317075,9514,1073467,10241,434731,7085,85656,3745,88643,4215,260432,5909,638736,7921,243608,5880,88196,4329,50456,2946,11375,1719,7464,1312,31617,2517,37740,2705,155412,5083,95425,3928,15825,1770,11567,1301,68033,3483,59987,2867,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
