GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002MA,B18101H_002EA,B18101H_003MA,B18101H_003EA,B18101H_004MA,B18101H_004EA,B18101H_005MA,B18101H_005EA,B18101H_006MA,B18101H_006EA,B18101H_007MA,B18101H_007EA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010MA,B18101H_010EA,state
0400000US72,30511,3917,4642,1274,435,395,4207,1246,21330,3165,3757,962,17573,2889,4539,1052,1473,709,3066,752,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5101132,4843,989658,1368,42975,3427,946683,3671,3138035,4323,303776,9233,2834259,10507,973439,1199,320327,6176,653112,6240,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,624165,1630,134880,337,3976,1011,130904,1081,383865,1334,31491,2835,352374,3155,105420,380,34891,1922,70529,1960,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3184441,3314,597944,1594,27100,3207,570844,3430,1911984,2484,222662,7690,1689322,7747,674513,986,223430,5419,451083,5344,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3119965,2793,549458,1447,26104,2960,523354,3315,1912402,1818,239038,8135,1673364,8695,658105,1346,220218,6575,437887,6450,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,477250,1145,103612,280,3983,1024,99629,1053,287908,872,29449,2647,258459,2715,85730,337,28543,2178,57187,2224,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14311663,8626,2281782,2937,73816,4400,2207966,5532,8874227,6435,803414,14330,8070813,15301,3155654,3707,1030767,14816,2124887,15440,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1653125,2174,345440,971,16167,2400,329273,2672,980957,2187,145846,7365,835111,7433,326728,1073,126359,4852,200369,4826,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2337032,3187,397347,1388,12958,1935,384389,2416,1441791,2331,112094,5290,1329697,5425,497894,1085,139700,5267,358194,5163,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11690876,8602,2310000,2227,93004,5283,2216996,5757,7183795,7794,740576,16466,6443219,17726,2197081,3037,761734,11716,1435347,11744,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2986121,4596,550803,2345,21790,2338,529013,3521,1839869,3221,174113,6653,1665756,7255,595449,1432,176260,5114,419189,5183,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11192504,9222,1735219,4166,76178,4514,1659041,6045,6315676,6628,702378,13495,5613298,14790,3141609,2242,1001923,13419,2139686,13205,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4831114,6535,819798,2639,34291,2715,785507,4186,3063307,4177,260460,9866,2802847,11389,948009,1925,286804,6686,661205,6605,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,256547,1131,28520,634,589,400,27931,734,199526,607,7368,1456,192158,1643,28501,359,6811,1155,21690,1111,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2441362,2604,681173,1572,21916,2861,659257,3140,1448605,1743,124669,6236,1323936,6449,311584,646,102816,3591,208768,3551,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10675358,6623,1932422,2043,68068,4189,1864354,4587,6596720,4947,566731,11598,6029989,11410,2146216,2712,652600,8108,1493616,8685,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4812853,5405,889162,3012,24753,2547,864409,4090,2918413,3287,228129,7981,2690284,8199,1005278,1960,298939,6595,706339,6417,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9067798,4883,1839754,1838,88222,5820,1751532,6063,5537683,4288,649025,12629,4888658,13230,1690361,2737,565729,10359,1124632,10608,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4779133,3429,995511,1120,42392,3452,953119,3528,2902075,2767,355930,10459,2546145,10859,881547,1429,318860,6225,562687,6161,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9598856,4413,1748483,1911,83760,5086,1664723,5377,5862716,3224,626417,11106,5236299,11605,1987657,2282,638113,8556,1349544,8824,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7413125,3491,1443599,1044,66903,4121,1376696,4345,4540721,2652,524196,9080,4016525,9915,1428805,1639,473289,7003,955516,7413,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1493799,1909,325947,672,13143,1701,312804,1803,897371,1606,84339,4399,813032,4836,270481,527,90029,2704,180452,2716,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1419416,1538,334082,399,13601,2044,320481,2043,831052,1346,99362,5560,731690,5595,254282,598,88878,3645,165404,3727,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,760169,2115,114638,718,4903,1278,109735,1439,434660,1839,56409,3668,378251,3933,210871,1042,73076,3311,137795,3471,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,282774,2002,42701,38,1608,806,41093,805,171120,1945,19312,2344,151808,3019,68953,542,19608,1616,49345,1524,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,706353,917,153909,346,4540,1039,149369,1054,420090,817,41604,3500,378486,3495,132354,427,40626,2648,91728,2691,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5041393,3935,928842,1831,35260,3351,893582,3771,3141542,3235,350568,10292,2790974,10466,971009,1167,330794,6435,640215,6222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,742797,3462,116946,883,5361,1401,111585,1665,471478,2769,53655,3894,417823,4270,154373,627,48172,3088,106201,3017,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3845089,3785,635882,994,26152,3040,609730,3217,2216660,3194,258535,8664,1958125,8929,992547,1028,321765,6762,670782,7091,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4917416,3738,975603,1451,48970,3612,926633,3946,3016730,3013,423044,10966,2593686,11663,925083,1208,346580,7666,578503,7774,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2163717,1996,468011,580,21065,2947,446946,2969,1298572,1865,147575,6080,1150997,6198,397134,832,142909,4216,254225,4292,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
