GEO_ID,C11010_001E,C11010_001M,C11010_002E,C11010_002M,C11010_003E,C11010_003M,C11010_004E,C11010_004M,C11010_005E,C11010_005M,C11010_006E,C11010_006M,C11010_007E,C11010_007M,C11010_008E,C11010_008M,C11010_009E,C11010_009M,C11010_010E,C11010_010M,C11010_011E,C11010_011M,NAME,C11010_001EA,C11010_001MA,C11010_002EA,C11010_002MA,C11010_003EA,C11010_003MA,C11010_004EA,C11010_004MA,C11010_005MA,C11010_005EA,C11010_006MA,C11010_006EA,C11010_007MA,C11010_007EA,C11010_008MA,C11010_008EA,C11010_009EA,C11010_009MA,C11010_010MA,C11010_010EA,C11010_011MA,C11010_011EA,state
0400000US08,804052,11317,396809,9312,287764,8457,217978,6857,69786,4165,109045,5040,407243,7486,323091,7524,180974,6223,142117,4314,84152,4548,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,915993,11777,437358,8948,347810,8933,255393,7952,92417,4099,89548,4509,478635,8137,404231,7363,207527,6751,196704,4930,74404,4587,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,593786,10422,278648,6919,219887,6363,159262,6001,60625,3226,58761,3799,315138,6842,266547,6466,135756,5839,130791,4361,48591,3468,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,632373,10923,292306,7607,238131,7540,175716,6787,62415,3426,54175,3953,340067,7950,293872,7628,165344,6346,128528,4866,46195,4308,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1745763,17387,820202,10836,647044,10405,471303,8751,175741,6168,173158,6742,925561,12443,790543,10681,407913,7622,382630,6922,135018,6152,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,467544,8556,227870,5787,174513,5080,126356,4403,48157,2834,53357,3138,239674,6321,200717,5732,94285,4627,106432,3905,38957,3001,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,189460,5952,93539,4642,68245,4117,47719,3777,20526,1885,25294,2453,95921,4400,78225,4134,38015,3408,40210,2352,17696,2054,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,387213,9216,178720,6639,144451,5670,103678,4982,40773,3040,34269,3570,208493,5683,181520,5346,93116,3785,88404,3324,26973,2962,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,129272,5606,58564,3789,46266,3197,32943,2802,13323,1453,12298,2059,70708,3884,60009,3681,33169,2964,26840,1846,10699,1684,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,797625,8679,382258,6664,293070,6360,212684,5309,80386,3652,89188,4109,415367,7339,337709,7601,173999,6260,163710,4280,77658,4040,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,165778,5123,82640,3888,61337,3295,41189,2990,20148,1834,21303,2315,83138,3815,68013,3658,36102,2690,31911,2184,15125,2045,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,227765,6229,105797,4300,78466,4245,52619,3771,25847,2082,27331,2516,121968,4659,97165,4336,44410,3045,52755,2690,24803,2267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
