GEO_ID,B07403_001E,B07403_001M,B07403_002E,B07403_002M,B07403_003E,B07403_003M,B07403_004E,B07403_004M,B07403_005E,B07403_005M,B07403_006E,B07403_006M,B07403_007E,B07403_007M,B07403_008E,B07403_008M,B07403_009E,B07403_009M,B07403_010E,B07403_010M,B07403_011E,B07403_011M,B07403_012E,B07403_012M,B07403_013E,B07403_013M,B07403_014E,B07403_014M,B07403_015E,B07403_015M,NAME,B07403_001EA,B07403_001MA,B07403_002EA,B07403_002MA,B07403_003MA,B07403_003EA,B07403_004MA,B07403_004EA,B07403_005EA,B07403_005MA,B07403_006EA,B07403_006MA,B07403_007EA,B07403_007MA,B07403_008EA,B07403_008MA,B07403_009EA,B07403_009MA,B07403_010EA,B07403_010MA,B07403_011EA,B07403_011MA,B07403_012EA,B07403_012MA,B07403_013EA,B07403_013MA,B07403_014EA,B07403_014MA,B07403_015MA,B07403_015EA,state
0400000US08,5559024,18583,2796604,11635,2762420,11916,4626834,24416,2319422,14749,2307412,13652,442917,16982,227329,9528,215588,9552,285813,14321,145036,8123,140777,7979,203460,10631,104817,6249,98643,6362,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6572108,17383,3236323,11356,3335785,10600,5614432,25211,2756827,15984,2857605,13020,570401,17567,280681,11144,289720,9775,250712,11094,131627,7228,119085,5851,136563,9982,67188,5915,69375,5851,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4392237,13301,2156054,8673,2236183,8899,3744188,18273,1836284,11811,1907904,10932,385723,14419,183949,8300,201774,8416,161812,10445,84849,6084,76963,5675,100514,9498,50972,4605,49542,5781,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4604014,12179,2249141,9723,2354873,9778,4033845,20655,1961892,14013,2071953,12368,333806,16572,163619,10052,170187,9438,141037,10177,72389,5940,68648,5958,95326,8182,51241,4880,44085,4572,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12630112,22755,6214926,13832,6415186,13594,11029483,28667,5416024,16535,5613459,17308,977256,25592,473969,13584,503287,15337,318340,13194,168306,7914,150034,7636,305033,15164,156627,8453,148406,8386,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3104793,8085,1541482,5372,1563311,6501,2662849,14455,1318325,9492,1344524,8420,257959,12028,127224,7072,130735,6768,113326,6321,58346,4225,54980,3785,70659,5916,37587,3445,33072,3737,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1333981,6077,658636,4473,675345,3746,1170412,9723,577678,5423,592734,6592,85531,8027,41850,4410,43681,4689,34405,4370,17978,2562,16427,2639,43633,3966,21130,2557,22503,2218,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2963792,10001,1449530,6565,1514262,7000,2539294,19535,1239396,11508,1299898,12035,245956,13756,117656,7195,128300,8737,108818,9061,57880,5903,50938,4930,69724,7078,34598,3975,35126,4028,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,954902,6437,461670,3747,493232,4256,853523,7519,413359,4299,440164,4765,58690,5872,28376,3248,30314,3748,9294,1878,4215,1105,5079,1332,33395,5130,15720,2505,17675,3180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5529588,12137,2752392,7814,2777196,8139,4781432,18432,2376044,10595,2405388,11465,380857,16654,188314,9614,192543,9666,255071,11838,130333,6980,124738,6749,112228,8305,57701,4823,54527,4485,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1040539,6860,524059,4935,516480,5096,891554,8487,447372,5997,444182,5022,79289,5783,40438,3394,38851,3300,34404,3584,18547,2227,15857,2228,35292,4592,17702,2682,17590,2645,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1311077,5388,641362,4092,669715,3482,1143612,8051,558056,5633,585556,4622,105328,7229,52225,4502,53103,4088,37125,3446,18447,2477,18678,1984,25012,3629,12634,2439,12378,1877,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10141232,19897,4921951,13320,5219281,14389,8723401,36579,4226624,20678,4496777,21394,784750,27758,381753,15712,402997,14894,394134,14996,193020,9180,201114,9121,238947,12845,120554,7158,118393,8199,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10315663,20191,5019974,14476,5295689,15232,8909803,34965,4314014,21727,4595789,21637,680865,26760,328758,14715,352107,16329,493658,19936,260540,12794,233118,10965,231337,12114,116662,7316,114675,6847,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,729182,6308,378469,4136,350713,3975,608707,7474,314902,4391,293805,4468,64118,5634,32845,3381,31273,3098,17111,2417,9685,1489,7426,1310,39246,3869,21037,2463,18209,2580,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4806134,12947,2324591,9623,2481543,9057,4173026,19530,2014869,11090,2158157,13790,381301,16678,184116,8014,197185,11330,153613,10575,76169,6150,77444,6149,98194,7723,49437,4140,48757,4963,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,613827,5099,302487,3054,311340,3547,542177,5046,267317,3011,274860,3256,37669,3961,18023,2264,19646,2707,13149,2223,6891,1221,6258,1360,20832,3139,10256,1588,10576,2212,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2951818,14080,1479431,8355,1472387,8454,2495398,19156,1249864,9821,1245534,11528,339040,16215,169938,8634,169102,9058,27589,4689,14640,2233,12949,2864,89791,7818,44989,4878,44802,4164,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1788798,6965,883711,5773,905087,5181,1585832,8806,782632,5959,803200,5461,108316,7471,53579,4841,54737,4527,48104,4487,24419,3214,23685,2497,46546,5361,23081,3204,23465,3248,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3872310,11341,1913045,7279,1959265,7211,3226343,19150,1582923,10829,1643420,10584,387869,15203,195727,8122,192142,8252,160624,8158,83452,4725,77172,4962,97474,8403,50943,4352,46531,5298,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
