GEO_ID,C16002_001E,C16002_001M,C16002_002E,C16002_002M,C16002_003E,C16002_003M,C16002_004E,C16002_004M,C16002_005E,C16002_005M,C16002_006E,C16002_006M,C16002_007E,C16002_007M,C16002_008E,C16002_008M,C16002_009E,C16002_009M,C16002_010E,C16002_010M,C16002_011E,C16002_011M,C16002_012E,C16002_012M,C16002_013E,C16002_013M,C16002_014E,C16002_014M,NAME,C16002_001EA,C16002_001MA,C16002_002EA,C16002_002MA,C16002_003MA,C16002_003EA,C16002_004MA,C16002_004EA,C16002_005EA,C16002_005MA,C16002_006EA,C16002_006MA,C16002_007EA,C16002_007MA,C16002_008EA,C16002_008MA,C16002_009MA,C16002_009EA,C16002_010EA,C16002_010MA,C16002_011EA,C16002_011MA,C16002_012EA,C16002_012MA,C16002_013MA,C16002_013EA,C16002_014MA,C16002_014EA,state
0400000US08,2176757,7548,1786082,10433,249918,8000,38904,3824,211014,6983,73960,4236,7026,1774,66934,4294,46041,2785,9175,1426,36866,2763,20756,2053,4632,1234,16124,1963,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,2357220,11617,123920,4467,23136,2622,100784,4852,64789,4473,7570,1695,57219,4136,39266,2904,10481,1944,28785,2394,13974,1973,1524,762,12450,1926,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1627666,9114,50020,2669,12158,1577,37862,2868,27527,2517,4217,910,23310,2364,18295,2027,5289,1144,13006,2018,9205,1898,2016,867,7189,1530,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1567335,10649,69827,3861,21593,3000,48234,3602,68856,3865,4876,1214,63980,3888,22545,1993,5881,1215,16664,2133,8657,1907,932,510,7725,1896,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3747255,15462,580936,8095,106040,5313,474896,8088,319215,8013,64472,4028,254743,7141,161575,4306,35169,2867,126406,4817,55883,3770,8225,1481,47658,3716,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,1153424,8073,51933,2582,9270,1449,42663,2568,28857,2749,4254,1286,24603,2603,22013,2056,6596,1429,15417,1754,11646,1810,4418,1391,7228,1391,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,477494,6212,15941,1551,2636,999,13305,1702,26550,2445,2910,1029,23640,2130,8723,1080,1543,648,7180,1042,2504,707,309,294,2195,675,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,1068010,7047,58398,3052,12863,2046,45535,2991,12580,1957,872,545,11708,1940,15322,1638,3795,1179,11527,1561,2037,779,216,211,1821,731,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,320446,4204,22747,1623,4299,1148,18448,1754,12433,1813,1358,579,11075,1684,9011,1380,2285,841,6726,1212,3034,990,63,81,2971,996,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1930893,8975,84383,3438,13981,2062,70402,3239,60506,3179,6115,1279,54391,3192,62777,2511,12926,1694,49851,2421,55893,3626,15476,2409,40417,3324,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,405624,4723,10836,1858,311,231,10525,1820,8710,1305,555,395,8155,1291,2822,777,355,350,2467,675,3429,858,202,170,3227,826,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,523467,6052,6259,1033,243,213,6016,1034,30570,2760,3183,900,27387,2710,6262,1262,478,303,5784,1272,3749,803,1236,672,2513,641,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,3536123,16585,278464,6764,59019,3838,219445,6697,93619,5313,9863,1881,83756,4793,78746,3725,15649,2097,63097,3207,24510,2890,3426,1282,21084,2403,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,3264765,14625,283682,7053,63501,4772,220181,7125,115208,6080,14227,2748,100981,5828,97949,4762,25313,2759,72636,4596,41408,3506,4987,1394,36421,3410,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,207635,3673,11796,1479,621,359,11175,1496,7505,994,459,266,7046,945,14650,1234,2729,700,11921,1192,12965,1125,393,170,12572,1133,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,1747797,11805,60126,3479,14268,2068,45858,3773,23943,2351,2555,904,21388,2233,17803,1790,5424,1170,12379,1687,5515,1456,1129,571,4386,1325,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,242076,3559,4238,736,186,188,4052,726,11457,1293,1779,877,9678,1171,2829,921,490,320,2339,840,773,426,0,157,773,426,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,776161,6331,221237,4532,45711,3165,175526,5003,40550,3134,4018,902,36532,3025,76168,2621,13442,1896,62726,2707,15694,2297,2842,1082,12852,2007,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,710097,6122,11286,1655,1463,818,9823,1504,7749,1230,623,400,7126,1175,3982,858,965,582,3017,665,1589,582,163,183,1426,550,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,1322038,6272,102791,3219,19563,2114,83228,3396,19452,2225,1624,635,17828,2086,24941,1825,6906,1105,18035,1954,16088,1643,1423,638,14665,1772,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,2156521,7821,111344,4552,21135,2084,90209,4065,55736,3280,5456,987,50280,3055,37351,2274,7426,1060,29925,2190,11008,1714,901,420,10107,1610,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,53440,3646,1124245,10102,808370,11488,315875,8558,1351,460,345,236,1006,385,545,329,255,246,290,211,56,92,0,228,56,92,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,2638830,13465,222303,6009,40767,3645,181536,6198,133264,5427,10766,1679,122498,5139,127779,4806,25291,2683,102488,4198,53348,3623,6172,1578,47176,3322,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,290733,4675,8539,1623,524,252,8015,1571,10426,1640,2256,909,8170,1524,2981,929,516,454,2465,875,6676,1323,975,658,5701,1219,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,1773194,12042,90050,4841,17480,2510,72570,4814,38270,3152,3680,1087,34590,2868,20501,2219,4323,1155,16178,1949,5976,1411,439,515,5537,1314,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,1380998,8045,138892,3947,23494,3028,115398,4061,51840,3442,4554,1181,47286,3259,55698,2896,12984,1881,42714,2464,12542,1878,2062,951,10480,1619,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,230252,3746,208951,3931,13461,1746,1726,870,11735,1752,3726,970,122,126,3604,951,2233,723,494,422,1739,706,1881,556,0,203,1881,556,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13072122,21485,7235116,23742,3425262,19750,650211,13172,2775051,16639,769085,13064,118911,6932,650174,12485,1474513,13868,383321,9383,1091192,13358,168146,5718,26633,2386,141513,6135,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1108630,9460,1059096,9135,27187,2673,5577,1160,21610,2498,9687,1660,896,498,8791,1649,7802,1600,1668,591,6134,1443,4858,1027,493,436,4365,929,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
