GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001MA,B17006_001EA,B17006_002MA,B17006_002EA,B17006_003EA,B17006_003MA,B17006_004EA,B17006_004MA,B17006_005MA,B17006_005EA,B17006_006MA,B17006_006EA,B17006_007MA,B17006_007EA,B17006_008MA,B17006_008EA,B17006_009MA,B17006_009EA,B17006_010MA,B17006_010EA,B17006_011MA,B17006_011EA,B17006_012MA,B17006_012EA,B17006_013MA,B17006_013EA,B17006_014EA,B17006_014MA,B17006_015MA,B17006_015EA,B17006_016MA,B17006_016EA,B17006_017MA,B17006_017EA,B17006_018MA,B17006_018EA,B17006_019MA,B17006_019EA,B17006_020MA,B17006_020EA,B17006_021MA,B17006_021EA,B17006_022MA,B17006_022EA,B17006_023MA,B17006_023EA,B17006_024MA,B17006_024EA,B17006_025EA,B17006_025MA,B17006_026EA,B17006_026MA,B17006_027EA,B17006_027MA,B17006_028MA,B17006_028EA,B17006_029MA,B17006_029EA,state
0400000US08,1247488,3719,143078,10784,49947,7382,14458,2868,2459,867,33030,5570,93131,7946,14919,3016,2441,943,792,564,11686,2580,78212,7448,22409,2711,5305,1586,50498,5559,1104410,10994,867068,13199,242884,5388,45549,3207,578635,10705,237342,11200,77177,5921,20201,3134,4892,1211,52084,4361,160165,10038,29417,3576,8930,1598,121818,8312,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1521430,6455,265735,12411,81127,8937,22101,3236,3454,883,55572,6392,184608,10977,24519,4427,7464,1865,744,600,16311,3195,160089,10132,51940,4805,8315,1227,99834,6836,1255695,14029,925919,16114,246261,6034,50989,3359,628669,13632,329776,14039,106900,7280,30635,3458,5576,1324,70689,6438,222876,11963,49389,4546,11338,2412,162149,9549,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,976217,4762,221371,11904,76662,6823,21133,2876,4863,1240,50666,4913,144709,10346,17878,3529,5546,1495,701,503,11631,2656,126831,9129,38648,3950,7214,1465,80969,6260,754846,11288,569437,10394,157884,4760,30646,2852,380907,8561,185409,9985,59224,4907,18861,2881,2683,845,37680,3905,126185,8038,23664,3014,5576,1315,96945,6182,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1080523,3483,281354,12812,52941,7700,14890,2659,3379,1400,34672,5272,228413,12926,25853,5010,8157,2170,1769,731,15927,3624,202560,12557,63494,5821,13368,3198,125698,8706,799169,13184,552594,13303,151549,5806,30050,3297,370995,10566,246575,12821,66111,7272,18927,3232,3266,1181,43918,5402,180464,10872,40369,4902,8339,1636,131756,8181,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2806387,4556,446282,18205,124716,10682,36807,4370,6575,1299,81334,7915,321566,17108,40967,5842,13203,2452,2736,919,25028,3903,280599,16907,82765,6711,15345,2275,182489,11721,2360105,18921,1763004,20878,479859,8737,87333,3869,1195812,16792,597101,15483,169634,9384,44047,4325,8363,1837,117224,7822,427467,14109,92379,6513,19881,3053,315207,11376,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,715678,2894,93518,7363,24969,4255,8314,1705,2472,950,14183,2723,68549,6204,7369,1989,2912,1012,416,228,4041,1453,61180,5933,17020,2888,3553,903,40607,4116,622160,7280,470268,9201,130224,3798,25308,2092,314736,7000,151892,8342,55707,5101,17034,2430,3412,1067,35261,3866,96185,6245,20026,2934,3848,1049,72311,5056,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,250778,2248,25523,4204,4885,1798,1199,813,162,177,3524,1307,20638,4028,3285,1360,1608,786,93,113,1584,810,17353,3835,5188,1529,883,467,11282,2651,225255,4464,175008,5974,43589,2152,9540,1631,121879,5047,50247,4607,16757,2525,3930,1283,932,424,11895,1953,33490,3841,5815,1356,1554,736,26121,3605,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,687279,3175,167359,10364,46387,5560,15274,2450,2879,922,28234,4041,120972,8836,13553,3167,5084,1956,1099,589,7370,2045,107419,8817,33272,3806,4540,1104,69607,6580,519920,10411,384502,10600,96888,4578,20091,2677,267523,7786,135418,7267,37412,4557,11353,1890,1714,808,24345,4095,98006,6868,23674,3287,4914,1251,69418,5269,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,198163,1522,36594,5073,10458,3059,1435,734,759,542,8264,2574,26136,4304,3294,1341,1441,777,242,202,1611,835,22842,4324,7198,1886,900,583,14744,2893,161569,5382,113045,5078,31290,2344,4830,1288,76925,4013,48524,4805,15935,3651,4837,1463,220,147,10878,2599,32589,4047,6429,1806,1261,842,24899,3121,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1274187,3345,144080,8944,47712,5773,15116,2312,2565,695,30031,4283,96368,7429,11712,2470,2697,816,579,353,8436,1974,84656,6636,25020,2758,4710,1154,54926,4929,1130107,8902,880502,10852,248876,4532,48328,3085,583298,8572,249605,8512,86121,5521,23762,2773,3903,816,58456,4510,163484,7613,34277,2941,9095,1333,120112,5635,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
