GEO_ID,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,NAME,B03002_001EA,B03002_001MA,B03002_002EA,B03002_002MA,B03002_003MA,B03002_003EA,B03002_004MA,B03002_004EA,B03002_005EA,B03002_005MA,B03002_006EA,B03002_006MA,B03002_007MA,B03002_007EA,B03002_008MA,B03002_008EA,B03002_009MA,B03002_009EA,B03002_010EA,B03002_010MA,B03002_011EA,B03002_011MA,B03002_012MA,B03002_012EA,B03002_013EA,B03002_013MA,B03002_014MA,B03002_014EA,B03002_015EA,B03002_015MA,B03002_016EA,B03002_016MA,B03002_017MA,B03002_017EA,B03002_018MA,B03002_018EA,B03002_019MA,B03002_019EA,B03002_020EA,B03002_020MA,B03002_021EA,B03002_021MA,state
0400000US08,5695564,-555555555,4460437,-555555555,3859171,2530,223299,5703,31977,2526,177495,5095,6616,1474,10755,2453,151124,7740,5359,1569,145765,7605,1235127,-555555555,931506,16310,14279,3442,23169,4045,2782,958,969,684,186076,12917,76346,9295,31492,5253,44854,7576,Colorado,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,6219459,1664,5266285,4452,628603,6990,10560,1670,152940,5500,3249,1363,15103,4581,142719,8202,3977,1415,138742,7987,472419,1664,273642,10760,8674,2455,3480,1407,1280,654,221,219,147200,9335,37922,5677,22567,3840,15355,3941,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,4306896,2471,3776055,2079,349542,6483,6878,1800,64830,3422,4003,2292,8661,3179,96927,6909,2713,1099,94214,6886,161506,2471,98968,6206,5219,1573,1592,902,470,336,940,992,43226,4933,11091,2213,5979,1643,5112,1624,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,4420024,2568,2720774,2746,1499008,7841,22714,2542,74845,2845,606,420,10835,2766,91242,7446,2441,852,88801,7498,239954,2568,156341,7275,10399,3493,2943,1760,1410,1153,527,640,54531,7336,13803,2738,6441,1783,7362,2179,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,10532212,1158,7760732,3669,1759316,8262,17215,2351,711970,6521,2887,697,24310,3879,255782,10111,11405,2606,244377,10212,2208868,1158,1374413,26609,33763,5076,18631,4332,5968,1829,2430,1638,688468,25315,85195,7346,46722,5544,38473,4478,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,2964672,901,2695583,2165,113562,4619,9710,951,79643,3042,2945,1388,4000,1973,59229,4832,493,321,58736,4738,191473,901,150516,5234,1575,972,1784,744,328,213,518,485,26713,4780,10039,2129,4977,1481,5062,1476,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,1303810,687,1217767,1255,18950,2145,3538,1383,35901,2332,473,484,1860,969,25321,2940,674,354,24647,2913,52648,687,36164,2986,4482,1729,24,31,147,181,42,69,7153,2532,4636,1460,1219,628,3417,1356,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,2783525,2006,2174167,1149,454521,5892,17615,2133,46681,2620,9278,1039,4612,1843,76651,5978,844,626,75807,5850,230300,2006,131929,6902,2193,813,3336,1539,867,678,120,165,80305,6580,11550,2663,6632,1606,4918,2202,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,875196,-555555555,598105,652,210908,2999,3397,823,38860,1549,820,647,1258,807,21848,3532,817,779,21031,3272,91975,-555555555,61676,4506,6686,1780,1000,1172,163,167,76,126,18394,3943,3980,1480,1785,864,2195,1200,Delaware,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,5303166,760,4455388,2053,362419,5610,54989,3049,271051,4320,2025,1015,8194,2322,149100,7672,3647,1462,145453,7449,308013,760,173987,7658,5234,1881,5994,1643,2075,1107,371,303,94620,7484,25732,3498,10044,2190,15688,2634,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1062305,-555555555,1020700,885,912200,764,4899,988,65452,2501,8474,1304,929,653,980,544,27766,2652,783,518,26983,2672,41605,885,29238,2166,157,262,2561,1205,43,64,61,118,4848,1774,4697,1592,1868,861,2829,1174,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1338404,-555555555,1315993,627,1245001,1050,18501,1684,8204,1081,15356,1303,89,115,1315,989,27527,2506,461,408,27066,2472,22411,627,16452,1356,453,332,362,395,327,233,376,446,1949,658,2492,1101,1608,955,884,520,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10383620,-555555555,9388091,373,6505973,4099,2184448,10789,108795,2806,303651,5005,8539,3130,25927,5362,250758,10394,10100,2805,240658,10323,995529,373,592596,17843,38085,5764,12050,3594,3031,1064,1679,1073,300703,16723,47385,6607,19777,3891,27608,4990,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10519475,-555555555,9497721,1889,5493804,4489,3281137,13739,17359,2503,431551,5561,11618,4737,33630,5556,228622,11733,7548,1987,221074,11699,1021754,1889,633841,17151,38554,5730,17126,5221,4500,1855,2431,1712,267518,17174,57784,5871,36025,4938,21759,3958,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,737438,-555555555,684369,496,443304,640,24011,1839,107887,3567,45513,2453,7877,1564,895,630,54882,4470,863,721,54019,4447,53069,496,31251,3173,1186,709,3484,1505,868,546,81,88,8885,2450,7314,1768,2836,1029,4478,1636,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4887871,-555555555,4676386,2959,3192169,2083,1298603,6789,20450,2627,64942,3517,1797,889,6970,2108,91455,7474,3111,1434,88344,7183,211485,2959,114669,6494,8437,2613,1613,1005,153,134,0,201,77057,6825,9556,2454,5237,1656,4319,1600,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,626299,-555555555,613849,575,579944,589,7206,1275,1701,727,11841,1193,139,220,1143,515,11875,1596,245,316,11630,1587,12450,575,9393,1069,415,281,42,83,18,39,0,157,1672,770,910,474,180,168,730,429,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,3034392,-555555555,2153247,-555555555,1469593,1806,266440,5865,30185,2060,244471,5630,18249,1393,11810,3634,112499,8253,3740,1741,108759,8217,881145,-555555555,455383,16635,13945,3966,14481,3375,5666,1325,1363,948,346976,15964,43331,5155,23530,3797,19801,3668,Nevada,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1805832,-555555555,1780263,1724,1661773,1584,68042,2783,2535,775,13311,1999,451,352,2286,938,31865,2709,335,260,31530,2720,25569,1724,18000,2157,637,425,94,178,148,142,0,201,4144,2035,2546,687,842,414,1704,621,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3943079,-555555555,3514000,-555555555,2570367,2078,282571,5280,293505,5613,83919,2839,3512,1198,7652,2048,272474,8236,2515,1149,269959,8259,429079,-555555555,275539,8401,5109,1371,13678,1945,775,383,347,255,102361,8169,31270,3378,11629,2042,19641,3048,Oklahoma,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5813568,-555555555,5409735,556,4707567,2730,363642,5718,47092,2209,163421,3964,1800,500,6629,2672,119584,7400,2648,1050,116936,7599,403833,556,249676,8036,6990,2299,3272,1238,1959,850,161,184,114846,7890,26929,3913,12154,2361,14775,3079,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3195153,-555555555,41136,4708,30793,3930,4372,1314,0,228,1747,918,0,228,3077,1078,1147,1145,0,228,1147,1145,3154017,4708,2048511,21870,396564,17141,4013,1404,3397,1419,767,976,548696,16914,152069,9536,10771,1808,141298,9230,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8517685,-555555555,7704875,3129,5224295,2491,1597761,11689,18281,2653,550696,7932,4587,1084,20390,3745,288865,12834,6736,2023,282129,12606,812810,3129,513285,15085,33751,5472,3984,2077,4726,1811,1072,643,195353,13047,60639,6298,27467,5630,33172,4824,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,760077,-555555555,732633,1653,636952,1370,25541,1820,39559,2183,13642,2150,339,360,1584,1468,15016,2264,218,211,14798,2260,27444,1653,14735,1744,355,362,1711,790,107,114,0,161,7985,2069,2551,1102,689,464,1862,977,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,5084127,-555555555,4789625,3786,3229793,2198,1345077,8963,16553,2780,80638,3648,3685,1904,11601,2934,102278,9361,4395,1737,97883,9367,294502,3786,177913,8211,8522,1987,7119,3702,331,303,319,342,81379,8380,18919,2884,10258,2638,8661,2339,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
