GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001MA,C24030_001EA,C24030_002MA,C24030_002EA,C24030_003MA,C24030_003EA,C24030_004MA,C24030_004EA,C24030_005MA,C24030_005EA,C24030_006MA,C24030_006EA,C24030_007MA,C24030_007EA,C24030_008MA,C24030_008EA,C24030_009MA,C24030_009EA,C24030_010EA,C24030_010MA,C24030_011MA,C24030_011EA,C24030_012MA,C24030_012EA,C24030_013MA,C24030_013EA,C24030_014MA,C24030_014EA,C24030_015MA,C24030_015EA,C24030_016MA,C24030_016EA,C24030_017MA,C24030_017EA,C24030_018MA,C24030_018EA,C24030_019MA,C24030_019EA,C24030_020MA,C24030_020EA,C24030_021EA,C24030_021MA,C24030_022MA,C24030_022EA,C24030_023MA,C24030_023EA,C24030_024MA,C24030_024EA,C24030_025MA,C24030_025EA,C24030_026MA,C24030_026EA,C24030_027MA,C24030_027EA,C24030_028MA,C24030_028EA,C24030_029MA,C24030_029EA,C24030_030MA,C24030_030EA,C24030_031MA,C24030_031EA,C24030_032EA,C24030_032MA,C24030_033MA,C24030_033EA,C24030_034MA,C24030_034EA,C24030_035MA,C24030_035EA,C24030_036MA,C24030_036EA,C24030_037MA,C24030_037EA,C24030_038MA,C24030_038EA,C24030_039MA,C24030_039EA,C24030_040MA,C24030_040EA,C24030_041MA,C24030_041EA,C24030_042MA,C24030_042EA,C24030_043EA,C24030_043MA,C24030_044MA,C24030_044EA,C24030_045MA,C24030_045EA,C24030_046MA,C24030_046EA,C24030_047MA,C24030_047EA,C24030_048MA,C24030_048EA,C24030_049MA,C24030_049EA,C24030_050MA,C24030_050EA,C24030_051MA,C24030_051EA,C24030_052MA,C24030_052EA,C24030_053MA,C24030_053EA,C24030_054EA,C24030_054MA,C24030_055MA,C24030_055EA,state
0400000US08,2982794,18123,1594353,11806,54017,4268,26206,2659,27811,2852,215286,8411,136483,6208,49382,4267,174947,6715,110399,4761,91296,4596,19103,1983,53153,3446,94651,4531,62414,3835,32237,2743,245855,7378,170734,6004,3459,929,71662,4845,169104,5938,88062,4578,81042,4281,149651,6380,37095,3505,112556,5861,59984,4487,81441,4901,1388441,11922,13829,1713,8047,1353,5782,1068,29104,3150,57638,3668,19173,2445,155783,7190,31913,2640,27009,2222,4904,1111,29041,2617,114642,5503,78130,4262,36512,3295,173768,7404,118502,5521,2931,943,52335,3998,457479,9253,181000,6582,276479,7531,162204,7427,38963,3516,123241,6808,83307,5161,60560,3936,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3238769,17111,1698000,10899,33802,3179,27662,2930,6140,1165,178882,7077,456393,10042,53532,4203,172708,7175,130698,6019,111797,5942,18901,2178,24388,2646,67755,4109,43114,2985,24641,2599,151923,6035,84075,4325,1440,457,66408,4429,170561,5924,91316,4887,79245,4413,119227,5849,28584,3035,90643,4901,72816,4679,65315,4534,1540769,12750,7194,1301,6686,1305,508,262,17260,2188,172931,6255,22756,2862,181097,8080,46892,3863,40328,3684,6564,1233,17435,2144,105082,4830,81743,4934,23339,2541,117515,5856,71399,4740,2274,870,43842,3445,564527,10666,197684,6184,366843,8889,161564,6869,27179,2602,134385,6190,76198,3987,50318,3933,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1995789,14195,1043858,8963,39064,3277,25190,2671,13874,1933,110543,5325,202439,6770,32674,2695,113532,5998,92976,4796,78492,4220,14484,1980,18924,2307,43401,2828,30516,2501,12885,1751,101502,3941,50870,2724,1864,621,48768,3645,114963,5378,59743,3620,55220,4076,79827,5120,17332,2564,62495,4503,43107,3564,50906,3569,951931,10748,4592,1102,4093,944,499,353,10802,1609,75564,4563,13168,2127,114802,6013,33317,2878,28134,2711,5183,1099,14428,2214,66066,3901,52162,3605,13904,1849,77837,4815,44651,3538,1326,574,31860,2992,360666,8730,131361,5888,229305,7391,93383,4967,12906,1854,80477,4810,46856,3140,40450,3256,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2015672,17879,1029182,10608,60062,4416,17614,2417,42448,3709,149313,7019,125613,6251,37610,3412,109137,5864,83324,4853,65946,4144,17378,2645,15884,2339,39028,2799,23143,2472,15885,2279,109561,6855,61973,4877,451,296,47137,4438,105486,5861,48974,4159,56512,4314,90701,5541,23785,2805,66916,4569,46404,4261,57059,3861,986490,12652,9774,1864,4433,1446,5341,1116,17674,2654,29995,3313,13687,1857,118986,6510,26877,2893,22761,2807,4116,1111,11394,2015,60125,4689,43175,3117,16950,2842,84094,5266,52484,3935,402,299,31208,4097,377297,10170,138652,7198,238645,9376,130410,6959,31113,3340,99297,6094,54151,4623,52026,4740,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6294086,22560,3291779,13601,56750,3685,47223,3222,9527,1587,306820,9616,520284,10564,118334,5646,331669,8786,317916,9115,286250,8243,31666,3062,65459,4103,216221,7602,157755,5576,58466,4354,436143,10557,270749,7379,7333,1308,158061,7262,379476,9848,199392,7254,180084,6856,281211,9318,63619,4438,217592,8178,134519,6322,126977,5640,3002307,15055,11921,1732,11213,1690,708,295,33953,3334,220986,7589,58698,3391,330750,7487,112712,5334,103748,5536,8964,1427,49924,3408,235227,7052,185481,6789,49746,3708,323988,9429,212693,6683,6910,1414,104385,5536,1081048,12766,399706,10111,681342,12485,290079,8488,64048,3382,226031,7978,157840,6792,95181,4731,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1615999,9976,845207,6194,48173,2558,45848,2556,2325,520,90515,4804,176357,6150,34637,2874,100420,4618,64996,4125,54108,3686,10888,1477,12163,1644,50115,3244,39012,2951,11103,2187,63715,3524,37314,2778,569,354,25832,2307,93555,4637,53601,3968,39954,3014,54959,3894,12965,1482,41994,3686,29014,2452,26588,2576,770792,7692,7758,1134,7542,1138,216,153,9215,1411,68065,3792,9726,1403,92909,4177,18331,1895,15863,1685,2468,820,11135,1480,71737,3967,63879,3802,7858,1263,50732,3375,29769,2690,853,573,20110,2169,303032,6682,110078,4487,192954,5884,69532,4272,15197,1841,54335,3819,36560,3029,22060,1851,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,729001,7362,379821,4660,3063,723,2625,726,438,294,43937,3087,64476,3888,11787,1745,49691,4243,18651,2372,14965,2143,3686,962,7573,1384,21907,2441,16351,2153,5556,1356,52437,3497,31689,2634,228,203,20520,2128,46312,3313,22027,1985,24285,2791,30237,3050,6024,1090,24213,2730,13856,1955,15894,1934,349180,5201,2587,894,2412,854,175,194,5682,965,28416,2609,5278,1068,43907,3428,7315,1160,6472,1110,843,346,5690,1206,21948,2139,16255,1795,5693,965,33121,2551,22111,2040,254,200,10756,1533,130339,5189,49299,3294,81040,4644,34755,2946,6158,1199,28597,2819,19584,2540,10558,1468,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1317275,12542,689487,9576,32428,3457,27016,3069,5412,1279,80968,5493,133374,6558,23512,2556,85231,4838,59276,4042,50358,3505,8918,1485,10194,1564,25202,2716,15156,1901,10046,1972,57242,4087,26966,2916,1011,471,29265,2996,74608,4395,33715,2514,40893,3581,46570,3977,9584,2103,36986,3688,30958,3109,29924,2788,627788,7893,5133,1105,4616,1013,517,306,7487,1711,54443,4503,8076,1553,83984,4454,15719,2207,13653,2090,2066,789,7879,1615,33684,2750,26425,2663,7259,1315,44119,3238,24532,2457,1528,744,18059,2315,248825,7034,84049,4493,164776,6846,58904,4597,6543,1318,52361,4570,32796,3041,26739,2727,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,458434,6653,232197,4340,4665,1010,4497,992,168,162,27611,3217,26455,2849,6891,1620,27692,2582,18341,2245,15466,2031,2875,975,2786,753,18486,2152,13975,1873,4511,1166,25349,2419,14127,1961,639,452,10583,1965,27120,2524,15331,2108,11789,2128,21713,2824,5519,1412,16194,2424,11017,1930,14071,2207,226237,4529,1481,532,1444,528,37,60,2814,1017,14190,2323,2437,746,28375,2802,5261,1349,4584,1307,677,415,1845,698,21732,2117,18344,2266,3388,817,18125,2040,12014,1581,670,418,5441,1057,86906,4335,33548,3120,53358,3792,21785,2293,3901,1075,17884,2163,10175,1619,11111,1586,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2973535,12514,1535294,8881,54781,2594,49543,2319,5238,917,155380,4902,274627,6637,60386,3573,170632,5934,107158,4022,91662,3891,15496,1570,26152,2188,100998,4854,78624,4046,22374,2223,163307,5645,105073,4635,3448,855,54786,3865,197227,5654,90046,3974,107181,3999,110568,4588,34344,3078,76224,4049,60354,2980,53724,3742,1438241,8894,10201,1051,9861,1057,340,149,16265,1654,114917,4508,21739,2137,161783,5934,36121,3012,31395,2743,4726,945,19945,1639,110038,4928,90354,4399,19684,1708,127191,4714,87076,4258,4349,982,35766,2828,568384,9193,180010,5331,388374,7833,130363,5464,29947,3076,100416,4981,69894,3723,51400,2847,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
