GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002EA,B24032_002MA,B24032_003EA,B24032_003MA,B24032_004EA,B24032_004MA,B24032_005EA,B24032_005MA,B24032_006EA,B24032_006MA,B24032_007EA,B24032_007MA,B24032_008EA,B24032_008MA,B24032_009EA,B24032_009MA,B24032_010EA,B24032_010MA,B24032_011MA,B24032_011EA,B24032_012EA,B24032_012MA,B24032_013EA,B24032_013MA,B24032_014EA,B24032_014MA,B24032_015EA,B24032_015MA,B24032_016EA,B24032_016MA,B24032_017EA,B24032_017MA,B24032_018EA,B24032_018MA,B24032_019EA,B24032_019MA,B24032_020EA,B24032_020MA,B24032_021EA,B24032_021MA,B24032_022MA,B24032_022EA,B24032_023EA,B24032_023MA,B24032_024EA,B24032_024MA,B24032_025EA,B24032_025MA,B24032_026EA,B24032_026MA,B24032_027EA,B24032_027MA,B24032_028EA,B24032_028MA,B24032_029EA,B24032_029MA,B24032_030EA,B24032_030MA,B24032_031EA,B24032_031MA,B24032_032EA,B24032_032MA,B24032_033MA,B24032_033EA,B24032_034EA,B24032_034MA,B24032_035EA,B24032_035MA,B24032_036EA,B24032_036MA,B24032_037EA,B24032_037MA,B24032_038EA,B24032_038MA,B24032_039EA,B24032_039MA,B24032_040EA,B24032_040MA,B24032_041EA,B24032_041MA,B24032_042EA,B24032_042MA,B24032_043EA,B24032_043MA,B24032_044MA,B24032_044EA,B24032_045EA,B24032_045MA,B24032_046EA,B24032_046MA,B24032_047EA,B24032_047MA,B24032_048EA,B24032_048MA,B24032_049EA,B24032_049MA,B24032_050EA,B24032_050MA,B24032_051EA,B24032_051MA,B24032_052EA,B24032_052MA,B24032_053EA,B24032_053MA,B24032_054EA,B24032_054MA,state
0400000US08,48223,999,51794,3551,31288,1085,73288,5901,44937,2711,60378,3664,52415,3345,30103,1168,49581,2861,44037,4200,76600,7949,68901,5120,68543,4209,74049,3864,56526,5058,66761,2409,85123,4097,94379,24619,34924,2579,47922,2495,43963,1906,55927,4373,24428,1197,26529,2322,23926,1259,40090,2959,66026,2631,35160,413,32371,7885,23861,4774,73673,21765,32179,3053,45136,3723,46914,4334,24242,937,43005,3769,40029,4164,65843,15772,44711,5130,49023,2781,50525,1378,45515,2513,42383,3006,51568,993,57565,9295,25656,1325,38255,1138,38059,1997,38378,1283,17757,1181,18037,2344,17673,1337,25008,1204,52242,1701,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,43010,927,42039,1501,40561,1408,61725,9542,43534,2338,50608,486,46801,2539,29924,1394,50430,900,47905,2043,75404,9274,50294,5896,60961,3520,75298,6658,40447,3650,48150,3682,66676,3942,87464,21961,30749,1003,42425,1962,40758,1604,48026,3372,16219,900,26103,4562,15336,949,36065,2767,50457,1286,29894,478,29534,8364,27569,9853,65508,58100,33389,3447,35266,661,33635,3245,20150,653,35019,2446,32612,2559,48109,9980,25618,4884,40779,1726,42125,1970,33497,3021,34300,1533,38400,2674,46145,3973,26090,2209,32511,883,31787,1115,33042,1189,11856,442,15936,3656,11646,447,18434,2260,36997,799,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,40216,394,40676,6586,26722,2585,65942,3535,39348,2174,47405,1349,50150,2704,27350,1442,45537,2304,41744,1717,61977,6600,41715,4479,57947,6216,66642,5139,37851,5170,40381,1846,65031,4192,82273,44431,25301,1930,43285,2664,41254,1764,47562,5148,16117,1351,16944,4706,15918,1456,31317,1604,45858,2387,29085,679,22976,9077,21185,4498,45540,29970,34314,4932,34223,1913,32176,3907,17349,842,30777,1854,27882,2807,40070,4464,27840,3090,40200,1525,41393,1345,30748,4127,31050,1017,37768,2594,56613,18912,22484,2487,33345,1212,35116,1817,32685,1226,12188,604,13010,4180,12149,599,20960,1608,38777,1898,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43605,1396,55015,5439,31073,4404,63218,7357,40869,1100,61614,877,51003,2555,25428,1505,51636,1458,50815,1603,56812,11178,52064,9401,65147,8835,81597,7820,41769,5736,51147,1477,70997,5938,60185,20697,31420,1766,48565,3049,45047,2699,53322,4522,20151,1142,20863,2526,19916,1484,32876,2658,52681,2354,26943,415,36072,7206,13190,6529,54806,10681,40635,3789,36565,3302,30594,2335,20351,886,34340,2977,31380,3140,57018,7721,31000,2706,35976,1601,38115,2749,30265,6540,31543,1526,42080,2610,21519,22067,20944,1272,31607,676,38209,2123,29583,1195,15366,873,20530,1799,14041,1359,19354,2193,35819,1808,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,47711,627,46076,2372,41679,1322,66523,4886,49289,1968,51084,624,52525,3332,29972,1373,49449,1734,46272,988,82408,7374,62042,5266,81054,1634,91415,2105,53693,4468,62180,1527,84273,3924,80148,12632,31775,709,47271,1580,45459,1717,50591,1908,21366,601,25631,1910,20840,573,36439,1142,74207,2735,32914,566,28080,6870,27070,6516,33889,27741,37149,1953,37279,907,43274,3225,20961,488,36180,1428,35070,2391,63561,7555,42310,2736,50639,757,52141,1414,41468,1697,45876,1171,57321,3291,60783,7164,26328,782,36110,446,40786,682,34186,906,15545,598,16790,1725,15281,672,21685,559,50829,1235,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,44968,835,41581,1389,41149,1386,55007,9757,42252,1265,49113,1378,51985,1902,30587,1983,51960,937,50555,1237,72486,6690,41837,8538,60460,2797,65698,3504,45390,10832,51275,1995,68144,4023,69530,74813,30340,2699,45976,2515,46145,2769,45630,4139,16495,1927,16513,5563,16491,2151,36246,1431,65099,3127,30725,333,29492,5188,28824,5284,36429,22848,37909,6033,37233,1183,37673,3389,19801,1624,37450,2482,36099,1896,61526,8999,31962,3307,44306,1808,45719,1735,36219,3049,36060,1590,42783,2793,51328,5062,22122,1507,31549,492,32481,1950,31271,539,11879,651,16434,5980,11601,659,21440,943,50020,3077,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,51102,765,31276,2495,30597,1948,73681,54231,50180,2250,60325,3629,54932,7613,31714,1997,62281,4457,56068,7935,88000,16167,66328,11295,85090,7682,90848,5392,46648,17236,63308,6109,99981,8210,60868,27086,35513,3798,51792,2316,50467,6399,52613,3799,22160,2655,20674,13507,22316,2786,40591,3091,71378,3778,34112,1545,19516,6003,17975,10017,-666666666,-222222222,35341,5221,41311,1813,48797,3518,18865,2408,41561,8087,39897,8567,51969,37269,47475,10806,55194,5326,62357,4404,40037,5229,47135,3343,60131,6903,150694,159935,30840,5274,37032,1299,39587,3033,36406,1403,17447,2093,19738,5737,17278,2005,22046,1523,42082,1700,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,36974,572,36544,5195,31595,1782,63849,7948,32714,2801,40165,1355,42787,2752,31101,1266,47793,3244,46318,3266,57946,8914,41166,2468,51392,4582,62203,8146,45156,7896,36614,3679,62829,12602,91136,52672,26588,1488,41740,3002,40983,2332,43390,8245,15267,1989,23392,6212,13083,2196,32493,4389,41601,1431,28174,847,15095,4727,14781,4123,23524,27028,27779,4066,30257,1768,38193,4752,21681,730,38069,4552,37573,4579,40480,8168,38079,6827,36010,1825,36879,2399,31265,3653,31335,1427,36605,1722,46743,16128,21135,1820,32456,1528,35499,1419,31800,815,13019,1805,22802,3042,12281,1002,18177,2546,36246,2962,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,42447,2327,35922,2843,35532,5016,60833,82490,40020,6177,55938,5558,37906,6547,27263,3347,51875,8689,47259,6000,79521,28351,60799,10362,71855,11982,84849,9378,46835,6440,52653,7914,83753,6209,85678,13053,27283,4806,51033,2836,48456,7852,60759,11866,15764,5811,20770,7140,12215,6331,39025,4836,53417,3416,32722,1253,21704,4563,21506,4795,-666666666,-222222222,30844,15441,37681,6108,33362,9119,17980,1656,30551,2478,29220,2365,53820,15682,32360,9282,46728,5561,47126,6293,43750,11752,45521,5391,56324,11839,36082,27391,25144,7594,39529,2002,47255,3772,34678,1922,15234,1758,22318,13774,14859,1973,19737,4093,48798,3320,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,48480,855,39349,1709,36821,1046,85029,8479,51896,566,51704,644,56185,2616,31280,837,51255,858,46967,1598,81664,2334,55056,6022,76380,2644,85032,4504,47499,3700,61522,1058,80927,1953,74468,7629,33473,3412,46150,1263,46858,1705,45217,2078,21520,759,26966,3730,20558,894,40011,2275,62549,2499,35520,347,26013,1575,25540,1872,81848,7353,40780,1580,40810,989,45988,2283,21806,759,40722,2880,37382,2703,66168,6050,44370,6167,51961,1240,54982,2378,40291,3876,46230,1909,53293,2739,73419,12857,28351,3404,36574,468,37188,1408,36395,546,15506,803,22139,1582,13791,1319,23978,1768,52311,1187,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
