GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001EA,C08101_001MA,C08101_002MA,C08101_002EA,C08101_003MA,C08101_003EA,C08101_004MA,C08101_004EA,C08101_005MA,C08101_005EA,C08101_006MA,C08101_006EA,C08101_007MA,C08101_007EA,C08101_008MA,C08101_008EA,C08101_009MA,C08101_009EA,C08101_010MA,C08101_010EA,C08101_011MA,C08101_011EA,C08101_012EA,C08101_012MA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015MA,C08101_015EA,C08101_016MA,C08101_016EA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019MA,C08101_019EA,C08101_020MA,C08101_020EA,C08101_021MA,C08101_021EA,C08101_022MA,C08101_022EA,C08101_023EA,C08101_023MA,C08101_024MA,C08101_024EA,C08101_025MA,C08101_025EA,C08101_026MA,C08101_026EA,C08101_027MA,C08101_027EA,C08101_028MA,C08101_028EA,C08101_029MA,C08101_029EA,C08101_030MA,C08101_030EA,C08101_031MA,C08101_031EA,C08101_032MA,C08101_032EA,C08101_033MA,C08101_033EA,C08101_034EA,C08101_034MA,C08101_035MA,C08101_035EA,C08101_036MA,C08101_036EA,C08101_037MA,C08101_037EA,C08101_038MA,C08101_038EA,C08101_039MA,C08101_039EA,C08101_040MA,C08101_040EA,C08101_041MA,C08101_041EA,C08101_042MA,C08101_042EA,state
0400000US08,2963212,17754,118447,4881,283325,6100,1359283,11203,571973,5794,261613,7262,368571,7746,2220259,19615,82076,4356,200287,6810,1026273,11219,430547,6100,205053,7490,276023,7769,253437,10333,15415,2230,31069,3914,123844,7001,44606,3582,17919,1891,20584,2304,81665,5061,3386,1130,11896,2035,40645,3470,12846,2167,4920,1170,7972,1593,154331,6439,14093,1529,29345,2957,67903,5129,20313,1915,8602,1345,14075,1625,253520,8712,3477,1093,10728,2180,100618,5327,63661,4240,25119,2133,49917,2992,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,136594,5572,324561,6664,1333489,10153,653743,7439,314803,7816,411832,8451,2631206,20103,93160,5024,254304,6742,1108778,11644,552193,7243,270375,7357,352396,7685,282715,9460,23856,2516,35560,3587,129546,6299,54242,4390,18831,2251,20680,1942,29453,3251,1448,621,4689,1205,12103,1796,6192,1286,2201,698,2820,873,109363,5600,15244,1532,23020,2082,36098,3162,14645,1699,8494,1558,11862,1600,122285,5492,2886,858,6988,1393,46964,3386,26471,2519,14902,2268,24074,2165,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,84150,4242,204809,5585,842584,9990,404445,6343,187741,6316,241229,6970,1618938,17895,62082,3578,161940,5433,691250,11795,337275,5973,160476,6150,205915,7045,183996,8639,11250,1624,23244,2669,89179,5904,34333,3038,12228,2057,13762,1924,19302,2508,357,241,2389,886,8760,1677,3959,1189,1906,734,1931,670,62958,3873,8942,1649,13999,1789,22520,2342,7812,1663,5001,1181,4684,1208,79764,4166,1519,633,3237,805,30875,3338,21066,1998,8130,1399,14937,1764,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,59935,4441,185012,6783,904641,10239,398581,8150,187549,5638,258261,7344,1650009,17792,44198,3661,148077,6641,745082,10930,335057,8214,159877,5407,217718,7241,179514,8760,10018,1932,19392,2739,86822,6160,33934,3462,12728,1846,16620,2097,23178,2801,538,343,2570,1115,13696,2217,3075,858,1091,510,2208,662,74346,5574,4288,1155,12819,2651,32113,3879,11453,1758,5825,1359,7848,1172,66932,4870,893,433,2154,948,26928,3232,15062,2587,8028,1449,13867,2233,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,221499,5704,563365,9214,2714900,15609,1287656,8713,605424,10405,798742,11933,4500138,25050,149144,5347,373256,9231,1936714,17247,961088,9860,471157,9104,608779,10152,510939,14700,30227,3052,58286,4353,228306,8965,101972,5770,40523,3153,51625,3558,582223,14511,12659,2289,69901,4890,311139,11019,98179,4919,40820,3698,49525,3894,279693,8568,24115,2499,46680,3614,121343,6186,42431,2999,20194,2174,24930,2240,318593,9126,5354,1240,15242,2569,117398,5901,83986,4110,32730,2468,63883,4406,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,79963,3296,161138,4941,651105,5909,303834,4232,163546,4410,229134,5271,1295893,11943,56607,3198,125226,4553,532545,5937,255199,4504,136493,4028,189823,5328,129016,5522,10059,1585,16525,2011,59935,4193,20909,2211,10544,1371,11044,1415,16184,2444,1126,609,2819,1002,7631,1616,2031,737,978,522,1599,556,66321,3955,9272,1395,13121,1751,21265,2169,8475,1304,5201,1124,8987,1083,81306,3953,2899,753,3447,781,29729,2723,17220,2063,10330,1519,17681,1789,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,32622,2455,61572,2905,263752,4630,157393,3011,82679,4135,115967,4044,576686,8294,21572,1993,50164,2557,213470,4812,128943,3656,68573,3837,93964,3578,53106,4840,4365,1283,4633,1416,24586,3030,10749,1869,3684,895,5089,1095,6431,1731,569,448,268,225,3533,1081,798,550,397,322,866,695,28776,3065,4364,1130,4558,1258,9648,1972,3624,959,2585,797,3997,1131,48986,3627,1752,614,1949,567,12515,1468,13279,1925,7440,1578,12051,1733,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,48466,3291,131672,6131,568696,7558,262924,6188,119888,5052,169504,5643,1075012,12188,36629,2626,105346,5735,464945,8372,222463,6380,102560,4382,143069,5054,135838,6972,7813,1710,17515,2404,66385,4763,23595,2506,9715,1793,10815,1758,5009,1346,31,60,1113,548,2038,925,733,400,460,411,634,319,36525,3918,3035,856,5211,1360,16550,2893,5614,1338,2176,693,3939,850,48766,4552,958,461,2487,1099,18778,2649,10519,1981,4977,989,11047,1856,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,17574,2001,39300,2262,186751,4102,94481,2522,46430,2687,68171,3893,360283,7081,11925,1451,28504,2542,152484,4379,74007,3398,37659,2762,55704,3514,41270,3928,3265,1254,5651,1536,16701,2328,8488,1571,3065,829,4100,1226,9756,1642,725,588,879,389,3478,1145,2776,903,1381,447,517,313,15659,2149,1122,386,2948,775,5642,1347,2360,836,1591,546,1996,815,25739,2523,537,312,1318,587,8446,1710,6850,1308,2734,813,5854,1187,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,129366,4108,273548,4771,1253536,7642,581681,5154,310109,6647,374626,7080,2270810,14538,85979,3508,201227,5033,977140,9606,460659,6069,250689,5976,295116,6444,245484,7133,17874,2159,28625,2959,115275,4997,45262,2968,18534,1881,19914,2028,103737,5511,5093,1293,14103,1799,48975,3613,17617,2078,8208,1260,9741,1431,125130,5022,13131,1684,21077,2606,49876,3385,16321,1585,9417,1115,15308,1664,177705,5568,7289,1086,8516,1339,62270,3445,41822,2847,23261,1749,34547,2276,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
