GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001MA,B25070_001EA,B25070_002MA,B25070_002EA,B25070_003MA,B25070_003EA,B25070_004MA,B25070_004EA,B25070_005MA,B25070_005EA,B25070_006MA,B25070_006EA,B25070_007MA,B25070_007EA,B25070_008MA,B25070_008EA,B25070_009EA,B25070_009MA,B25070_010MA,B25070_010EA,B25070_011MA,B25070_011EA,state
0400000US50,72575,3626,2511,798,4773,1082,10473,1672,8579,1460,9472,1547,5455,1041,4936,1159,4987,1091,15993,1661,5396,1030,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,488259,7615,15022,1816,36777,3193,58930,3978,65150,4020,50253,3568,42740,3711,33067,3499,47649,3177,112176,5055,26495,2976,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,202029,6481,9490,1714,16299,2092,18944,2307,18370,2137,19663,2093,13452,2135,9183,1576,16083,2267,41853,3578,38692,3211,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,513320,8077,24067,1912,54090,3048,69099,3655,64001,3463,47535,2991,34459,2774,30056,2537,37797,2599,97921,4506,54295,3309,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,779520,9259,32117,2546,86984,4565,112343,5202,99733,4524,83427,4129,63711,4215,42118,3631,61133,4316,152930,6060,45024,3563,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,385846,8055,6554,1419,18263,2455,21476,2519,23545,2556,22014,2051,18473,2240,12875,1865,20442,1956,63579,4421,178625,6431,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1082319,13343,36956,3192,87393,5301,140186,6263,135310,6454,119131,5646,96096,5502,74039,5059,92448,5483,226563,8092,74197,3990,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,119888,4888,7969,1250,15457,2128,17213,2132,15901,2057,11330,1980,8247,1630,6444,1284,8573,1853,19227,2558,9527,1435,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,592505,12606,22630,3159,47368,4116,71054,5004,66108,5198,61691,4463,46930,4057,31898,3189,47900,3976,129229,5981,67697,4660,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,615117,9709,19549,2203,47797,3382,73441,5155,79059,4525,73900,4971,48952,3875,41938,4403,55228,4777,142198,6510,33055,2745,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,68440,3943,3997,1209,8242,1611,6525,1477,10265,1877,6791,1515,4369,1088,3281,1064,5267,1368,12511,2304,7192,1287,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5906458,34788,184214,6373,413162,10023,618182,13384,688984,14335,645007,14526,517772,13769,399194,10778,574884,13284,1573818,21853,291241,9254,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,352435,9380,14358,1676,25998,2724,38747,4277,37713,3918,33275,3171,25500,3329,21747,2769,26639,2632,76435,5457,52023,4142,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,471320,9219,19902,2319,33258,2900,50688,3327,56950,4530,50343,3544,39385,3376,28254,2480,45730,3627,120803,4889,26007,2724,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3742001,25752,137743,8152,310544,9667,463767,14357,451034,11368,413766,11653,313730,9368,242330,8757,326954,10495,807503,14578,274630,10091,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,733266,11942,22158,2357,54715,4032,90997,5324,96978,5534,83862,5801,64100,3997,50732,4204,60983,4238,170699,7360,38042,3041,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2661116,24600,63882,5249,150905,7150,269116,8757,302062,12672,297123,11197,241560,9062,186059,7367,266198,10335,711827,13727,172384,9155,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1003582,12125,39556,3452,77933,4238,120118,5807,121242,6271,115655,5570,99309,5537,57789,4024,80254,4529,232757,7379,58969,4075,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,165936,4411,8691,1572,13037,1913,20358,2431,22976,2500,18512,1902,13453,2091,11787,1951,9808,1763,37550,2446,9764,1542,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,294908,7126,10819,1917,26570,2657,44132,3911,40115,3241,33230,3208,25179,2817,18836,2440,23718,2629,55851,3839,16458,2136,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3413230,20193,167328,7012,274566,8303,383661,11791,373899,11390,349864,10724,289240,8299,209369,7986,269624,9629,907890,15921,187789,6615,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1170619,12338,42305,3514,97591,4796,133050,5570,144288,6423,130208,7311,93155,6094,71272,4697,98667,6118,305721,9579,54362,4165,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1599221,15627,72445,4020,164355,6814,213935,7263,196728,7984,177530,6570,121715,6150,85190,5374,118313,5957,332890,8925,116120,5393,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,808952,10736,32175,2605,80587,4426,110761,4963,98399,4773,82258,4389,64390,3852,47964,4162,63321,4536,166504,7304,62593,3718,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1592286,14831,65678,4492,148691,6098,203952,8407,180620,7733,164773,7156,132570,6467,90291,4489,117798,5676,363866,11437,124047,5858,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1139982,13162,43684,2969,103114,5276,140928,5735,135076,5759,122335,6781,93935,4761,64561,4011,97259,5205,253817,7790,85273,4240,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,259824,5116,12976,1525,26066,2230,38717,2802,34168,2774,28898,2391,18351,2046,14211,1710,17184,2068,49571,3233,19682,1858,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,187354,6717,7443,1457,17757,2538,24358,2629,23361,2397,19489,2945,14471,2175,13981,2261,16496,2340,33841,3200,16157,2475,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,268744,6808,11245,1664,21826,2636,29662,3578,32021,3473,25061,2936,23058,3045,15925,2587,20156,2649,57439,4300,32351,2525,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,189945,5617,7956,1565,13124,1762,20103,2121,21043,2289,19698,2331,15862,1975,10608,1886,18124,2026,47549,3631,15878,1841,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,110962,4183,5768,1114,12869,1671,14860,2202,13539,1791,12100,1610,8870,1470,6511,1515,8535,1521,17244,2172,10666,1362,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1076587,12122,34093,3481,85487,4191,145112,5926,140329,6201,127511,5466,97368,5710,67479,5189,89987,4996,232491,7573,56730,4112,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,155219,5238,6447,1515,12166,1614,20884,2582,18027,2376,19691,2485,13918,2216,10760,2126,11534,2205,32568,3350,9224,1671,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,919931,14039,36147,3259,74383,4736,117854,5874,118982,5743,107029,6065,81974,5235,55618,4249,77613,5483,189585,7679,60746,3803,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,879156,13188,34083,3215,73987,4659,104078,5810,99127,5361,96355,5806,77902,4990,55654,3881,72430,4433,181672,7721,83868,5059,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,383587,7870,16974,1780,34571,2988,52792,3813,48774,3715,40880,3152,30962,2923,23629,2480,28989,3108,77493,4357,28523,2800,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
