GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002EA,C05010_002MA,C05010_003EA,C05010_003MA,C05010_004EA,C05010_004MA,C05010_005MA,C05010_005EA,C05010_006MA,C05010_006EA,C05010_007EA,C05010_007MA,state
0400000US08,1216350,4945,368589,14243,242231,12872,126358,8489,847761,14411,696036,13000,151725,9838,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1464283,7782,576036,15903,483053,15514,92983,8040,888247,15681,810644,14573,77603,6246,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,922990,7447,406256,13052,359539,12785,46717,4887,516734,11535,481689,11145,35045,3854,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1024540,6778,503212,13217,459273,12020,43939,5162,521328,13230,485693,13247,35635,4196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2731791,7784,975008,22478,651680,17988,323328,14992,1756783,23371,1343454,19277,413329,13330,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,699584,4003,230702,7672,186601,8136,44101,5373,468882,7692,429362,8248,39520,4876,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,246095,2633,58318,5275,49039,5246,9279,2380,187777,5532,169343,5439,18434,2840,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,656612,4630,325342,9806,279047,9620,46295,4322,331270,9631,302601,9501,28669,3234,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,190941,2071,72782,4567,52959,5070,19823,3536,118159,4864,95905,5293,22254,3939,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1251901,4632,356156,12154,232665,9384,123491,8563,895745,11555,769971,10650,125774,7846,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,214529,2499,85297,4730,82150,4782,3147,1202,129232,4792,120877,5209,8355,2239,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,232071,2380,78810,5358,74619,5095,4191,1930,153261,5329,142496,5318,10765,1822,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2153431,8590,922122,19825,672397,18041,249725,11036,1231309,19744,1056459,18219,174850,9451,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2345496,11994,1004128,20322,745983,19307,258145,11949,1341368,21707,1091918,20667,249450,14550,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,172603,1787,49982,4515,40553,4297,9429,2872,122621,4034,106335,3555,16286,2983,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
