GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_044M,B08501_010E,B08501_045E,B08501_045M,B08501_046E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_046M,B08501_047E,B08501_047M,B08501_015E,B08501_048E,B08501_015M,B08501_048M,B08501_016E,B08501_049E,B08501_049M,B08501_016M,B08501_050E,B08501_017E,B08501_050M,B08501_051E,B08501_017M,B08501_051M,B08501_018E,B08501_052E,B08501_052M,B08501_018M,B08501_053E,B08501_019E,B08501_053M,B08501_019M,B08501_054E,B08501_020E,B08501_054M,B08501_055E,B08501_020M,B08501_055M,B08501_056E,B08501_021E,B08501_056M,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,NAME,B08501_001MA,B08501_001EA,B08501_002EA,B08501_002MA,B08501_003EA,B08501_003MA,B08501_004EA,B08501_004MA,B08501_005MA,B08501_005EA,B08501_006MA,B08501_006EA,B08501_007MA,B08501_007EA,B08501_008EA,B08501_008MA,B08501_009EA,B08501_009MA,B08501_044MA,B08501_010EA,B08501_010MA,B08501_045EA,B08501_045MA,B08501_046EA,B08501_046MA,B08501_011EA,B08501_011MA,B08501_012MA,B08501_012EA,B08501_013EA,B08501_013MA,B08501_014EA,B08501_014MA,B08501_047EA,B08501_047MA,B08501_015MA,B08501_015EA,B08501_048EA,B08501_048MA,B08501_016MA,B08501_016EA,B08501_049EA,B08501_049MA,B08501_050MA,B08501_050EA,B08501_017MA,B08501_017EA,B08501_051MA,B08501_051EA,B08501_018EA,B08501_018MA,B08501_052MA,B08501_052EA,B08501_053EA,B08501_053MA,B08501_019EA,B08501_019MA,B08501_054EA,B08501_054MA,B08501_020EA,B08501_020MA,B08501_055EA,B08501_055MA,B08501_056MA,B08501_056EA,B08501_021EA,B08501_021MA,B08501_022EA,B08501_022MA,B08501_023MA,B08501_023EA,B08501_024EA,B08501_024MA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027EA,B08501_027MA,B08501_028MA,B08501_028EA,B08501_029MA,B08501_029EA,B08501_030EA,B08501_030MA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033EA,B08501_033MA,B08501_034MA,B08501_034EA,B08501_035EA,B08501_035MA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038MA,B08501_038EA,B08501_039MA,B08501_039EA,B08501_040EA,B08501_040MA,B08501_041EA,B08501_041MA,B08501_042EA,B08501_042MA,B08501_043EA,B08501_043MA,B08501_044EA,state
0400000US08,2957533,19044,119041,4926,283211,5956,1358072,12107,570705,5923,260660,7296,202413,5403,163431,5368,2217788,20053,3194,82475,10917,1537,4403,4344,200190,6779,1026262,11489,429604,6277,204679,7563,1023,4496,1026,156678,1694,5594,488,117900,253520,8712,4923,3477,251916,1093,10728,10548,2180,15593,100618,5327,2230,63661,31153,4240,3805,25119,122957,2133,22542,7156,2319,27375,44080,2360,3696,17740,1866,11001,1612,9392,1778,81493,5074,3370,1129,11903,2055,40408,3492,12832,2175,5150,1199,3684,1157,4146,1018,87899,5439,10751,1272,21036,2566,35996,4052,9611,1464,3569,835,4012,860,2924,815,64917,4036,3375,1083,8201,1609,31831,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,135599,5619,318997,6832,1305845,10834,637808,8262,307083,7806,226838,6360,178546,6111,2575963,19050,2550,93007,6295,1293,4609,5128,249031,6773,1084393,11826,538599,7763,264258,7287,1164,2697,818,196170,2794,5479,769,150505,122285,5492,5861,2886,279617,858,6988,9259,1393,23248,46964,3386,2501,26471,35327,2519,3567,14902,129213,2268,13013,6138,1591,11061,53616,1305,4210,18414,2252,10754,1329,9045,1307,23092,2619,1246,592,4223,1109,8850,1563,4940,1224,1361,499,1311,690,1161,481,62059,3615,10924,1358,15727,1650,17109,2282,7887,1336,3539,980,2893,784,3980,966,47700,4527,4288,1058,7701,1709,19316,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,86059,4479,206590,5959,849858,10940,408577,6733,187557,6709,129727,5046,111985,4776,1633433,18870,1382,62971,3684,1130,2908,3635,164042,5648,698108,12377,341137,6208,160953,6339,1029,1212,548,111433,892,4871,399,94789,79764,4166,4787,1519,187344,633,3237,8488,805,12280,30875,3338,1777,21066,23287,1998,2729,8130,91145,1399,6967,5878,1089,7970,34506,1236,2914,12049,2018,7640,1426,6437,1149,18696,2570,459,292,2380,881,8287,1736,4008,1234,1833,680,1065,502,664,395,38428,3298,6606,1271,11052,1828,12267,1932,4176,1244,1684,631,1410,661,1233,572,22688,2599,2224,987,2592,871,9176,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,59956,4522,186827,6975,909238,10188,399916,8611,187932,5658,141220,5330,117053,5064,1656149,17739,2756,44293,6595,1394,3210,3701,149007,6782,748183,11024,336478,8299,160530,5406,1066,2105,738,120556,1630,5409,744,97102,66932,4870,4963,893,181399,433,2154,8891,948,10004,26928,3232,1971,15062,19793,2587,2768,8028,88010,1449,7227,6215,1601,6640,34472,1384,3320,12464,1912,8826,1704,7830,1543,23661,2959,538,343,2862,1251,13939,2100,2868,840,1196,532,1341,545,917,505,35687,4203,3448,1058,7171,2083,14024,2534,4441,1142,2504,881,1165,398,2934,810,38314,4251,780,407,5840,1685,18154,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,219075,5260,560965,10056,2704116,13751,1284147,8536,606672,10806,454510,9377,345872,7146,4480777,24809,4024,146207,19543,2623,9125,5173,372199,9649,1924283,16132,957263,10343,471233,9150,1503,6312,1155,349104,4636,7642,1098,260488,318593,9126,6840,5354,507467,1240,15242,14824,2569,30658,117398,5901,3128,83986,57579,4110,4152,32730,227439,2468,31335,9064,2872,32548,100397,2763,5732,40701,3021,29932,2687,20761,2091,587614,14545,12734,2255,70394,4896,313418,10689,99732,4975,41395,3697,29071,2953,20870,2452,170386,6859,18571,2114,32083,3249,69693,4867,23226,2325,11488,1789,8756,1351,6569,1068,110520,5684,5551,1067,13468,2076,51885,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,81116,3405,160887,4990,647806,6011,304148,5121,162169,4246,127606,3925,100826,3302,1292215,12295,1399,57695,2954,734,1668,3454,124917,4498,528879,6056,255912,5157,135320,4014,564,1022,373,107658,972,3998,453,81834,81306,3953,3174,2899,129495,753,3447,5754,781,10123,29729,2723,1603,17220,16744,2063,2046,10330,60465,1519,7718,4367,1012,9963,21015,1386,2215,10347,1361,7050,1163,3751,858,16120,2446,1196,606,2819,1002,7694,1630,1870,706,989,522,742,347,810,389,46832,3310,7759,1295,10104,1504,13365,1716,5177,1189,3515,902,3416,687,3496,519,18590,2064,1444,459,2856,968,7674,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,34478,2506,62189,3251,244170,5920,149139,4065,76939,4213,59093,3479,52990,2724,544813,8403,1295,22583,1080,598,891,2048,50371,2833,197307,5689,121422,3970,63193,3863,492,424,290,48638,653,2977,409,41299,48986,3627,2537,1752,53999,614,1949,4733,567,4950,12515,1468,1321,13279,5169,1925,1511,7440,24290,1578,5091,3248,942,6960,10367,1269,1586,3645,939,3541,1006,2037,618,3702,1320,814,496,356,368,922,464,694,537,237,247,203,172,476,608,18324,2502,3291,885,3146,1130,5296,1417,2297,778,1533,633,1196,513,1565,800,9174,1764,1088,643,1198,588,3840,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,47779,3254,131862,5886,566070,7355,262993,6506,119722,5041,91223,4389,77162,3855,1072570,13291,1932,36187,2683,934,1167,2647,105997,5546,462799,8512,222941,6689,102258,4500,624,526,257,78443,799,3817,494,63945,48766,4552,3511,958,134607,461,2487,6887,1099,7738,18778,2649,1729,10519,17422,1981,2435,4977,65749,989,4566,4499,1084,6481,23630,1451,2483,9329,1570,6113,1315,4626,938,4620,1307,31,60,1044,549,2025,924,600,288,460,411,286,223,174,164,19585,2462,1765,623,2838,1070,8405,1955,2620,846,1531,582,1289,478,1137,428,16663,2798,1100,519,2074,840,8314,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,17695,2136,39645,2857,184248,4955,92794,3609,44273,3059,33691,2820,33470,2927,358429,8760,596,12403,776,572,778,1493,29049,2715,150608,4925,74850,3702,36153,2962,572,407,320,27971,259,2657,244,27395,25739,2523,2662,537,39415,312,1318,4133,587,3157,8446,1710,1215,6850,5814,1308,1529,2734,17324,813,2307,2513,654,3547,6923,999,1439,2728,843,1960,775,1509,618,7636,1401,284,297,866,395,2795,806,2095,918,1140,430,95,114,361,266,9845,1501,1075,402,2025,631,3355,1050,1300,614,740,349,951,537,399,287,4752,1297,239,168,573,360,1720,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,128610,4026,274416,5295,1257824,8203,587183,5622,313533,7016,216931,5938,161080,3953,2287243,14490,2246,85638,7589,1178,4073,3472,202509,5304,981068,9590,465525,6560,253717,6390,779,2753,647,175992,1534,4861,519,122794,177705,5568,3992,7289,245736,1086,8516,7117,1339,17690,62270,3445,2207,41822,28356,2847,2961,23261,115517,1749,15841,4882,1551,18706,45379,1629,2933,18726,1783,10596,1298,9472,1495,103468,5425,5093,1293,13828,1762,48702,3636,17652,2097,8386,1268,6104,1138,3703,854,80263,4302,9544,1376,15561,2157,30056,2956,9216,1178,5370,910,5645,884,4871,932,45162,2960,3356,846,5646,1225,20211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
