GEO_ID,B13002I_001E,B13002I_001M,B13002I_002E,B13002I_002M,B13002I_003E,B13002I_003M,B13002I_004E,B13002I_004M,B13002I_005E,B13002I_005M,B13002I_006E,B13002I_006M,B13002I_007E,B13002I_007M,NAME,B13002I_001MA,B13002I_001EA,B13002I_002EA,B13002I_002MA,B13002I_003EA,B13002I_003MA,B13002I_004EA,B13002I_004MA,B13002I_005MA,B13002I_005EA,B13002I_006MA,B13002I_006EA,B13002I_007MA,B13002I_007EA,state
0400000US40,109315,1374,7591,1287,5120,948,2471,850,101724,1936,48242,2336,53482,2672,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,105492,2204,5392,1116,3045,881,2347,678,100100,2252,38915,2200,61185,2450,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,736787,3669,21107,2781,10406,1566,10701,1977,715680,4462,202290,6519,513390,7141,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,220340,3474,12649,1945,9021,1732,3628,1203,207691,3717,99517,4088,108174,4546,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,6715,879,302,252,96,101,206,231,6413,893,3390,755,3023,729,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,73629,2561,4724,1298,2824,969,1900,839,68905,2995,30892,2493,38013,3044,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,153110,2447,8630,1796,6068,1627,2562,980,144480,3380,58015,3534,86465,3971,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,14104,1285,1186,659,658,577,528,442,12918,1359,5868,1236,7050,1326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,4143835,5134,208047,8561,118824,6939,89223,5664,3935788,10209,1543266,15532,2392522,16534,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,21965,1578,846,421,431,298,415,318,21119,1553,12628,1622,8491,1360,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,162243,1260,8924,1877,5314,1477,3610,981,153319,2172,53474,3138,99845,3666,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,2969550,6413,171629,9938,103051,6370,68578,6500,2797921,12119,1222054,15275,1575867,17425,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,161735,1819,10899,1695,5117,1223,5782,1672,150836,2415,69101,3522,81735,3655,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,1413544,4541,71483,5146,42532,4312,28951,2916,1342061,7190,571436,10784,770625,12453,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,236596,1622,13376,1915,7701,1582,5675,1252,223220,2569,74017,4227,149203,4240,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,22210,268,233,234,186,226,47,81,21977,342,6646,1421,15331,1468,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,118617,1730,7756,1836,5004,1593,2752,1090,110861,2329,50081,2687,60780,2835,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,979570,3822,47033,3653,27610,2788,19423,2707,932537,5205,333156,7705,599381,8386,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,476260,2230,29495,3098,15404,2420,14091,2316,446765,4095,181345,5153,265420,5458,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,117076,2406,7625,1561,4578,1293,3047,1132,109451,2497,42542,3280,66909,3014,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,63437,1724,3615,946,2539,755,1076,513,59822,1856,26922,2243,32900,2516,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,259600,2319,16666,2559,9042,2099,7624,1596,242934,3599,85460,4235,157474,4817,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,134658,1740,6117,1397,3764,1040,2353,786,128541,2035,50766,2439,77775,2565,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,56510,1433,3923,1077,2703,895,1220,622,52587,1745,22907,1851,29680,2172,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,57330,1996,4422,1373,3296,1061,1126,746,52908,2138,21803,2138,31105,2202,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,252116,1981,13191,2093,6164,1346,7027,1755,238925,2756,90660,4241,148265,4352,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,37841,784,1656,788,1040,598,616,537,36185,1124,15456,1592,20729,1833,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,9239,1380,801,483,284,318,517,396,8438,1402,2620,818,5818,1244,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,257276,2176,17514,2489,10402,2229,7112,1542,239762,3263,102847,4351,136915,4469,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,46166,877,2830,1086,1447,757,1383,873,43336,1408,13529,2151,29807,2303,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,601298,2114,39250,3929,20843,2770,18407,2922,562048,4568,225706,6472,336342,7129,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,95303,2332,4779,1067,3333,956,1446,689,90524,2658,44234,2710,46290,2836,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,89953,2212,7182,1354,4272,913,2910,943,82771,2641,38917,2570,43854,2900,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
