GEO_ID,B11010_001E,B11010_001M,B11010_002E,B11010_002M,B11010_003E,B11010_003M,B11010_004E,B11010_004M,B11010_005E,B11010_005M,B11010_006E,B11010_006M,B11010_007E,B11010_007M,B11010_008E,B11010_008M,B11010_009E,B11010_009M,B11010_010E,B11010_010M,B11010_011E,B11010_011M,B11010_012E,B11010_012M,B11010_013E,B11010_013M,B11010_014E,B11010_014M,B11010_015E,B11010_015M,NAME,B11010_001EA,B11010_001MA,B11010_002EA,B11010_002MA,B11010_003EA,B11010_003MA,B11010_004MA,B11010_004EA,B11010_005MA,B11010_005EA,B11010_006EA,B11010_006MA,B11010_007EA,B11010_007MA,B11010_008EA,B11010_008MA,B11010_009EA,B11010_009MA,B11010_010EA,B11010_010MA,B11010_011EA,B11010_011MA,B11010_012EA,B11010_012MA,B11010_013EA,B11010_013MA,B11010_014EA,B11010_014MA,B11010_015EA,B11010_015MA,state
0400000US08,804052,11317,396809,9312,287764,8457,217978,6857,69786,4165,109045,5040,100286,4752,8759,1212,407243,7486,323091,7524,180974,6223,142117,4314,84152,4548,77160,4198,6992,1130,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,915993,11777,437358,8948,347810,8933,255393,7952,92417,4099,89548,4509,81152,4674,8396,1189,478635,8137,404231,7363,207527,6751,196704,4930,74404,4587,67376,4242,7028,1247,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,593786,10422,278648,6919,219887,6363,159262,6001,60625,3226,58761,3799,53070,3478,5691,1128,315138,6842,266547,6466,135756,5839,130791,4361,48591,3468,42714,3589,5877,1327,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,632373,10923,292306,7607,238131,7540,175716,6787,62415,3426,54175,3953,47880,3654,6295,1150,340067,7950,293872,7628,165344,6346,128528,4866,46195,4308,40905,3947,5290,1164,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1745763,17387,820202,10836,647044,10405,471303,8751,175741,6168,173158,6742,160184,6467,12974,1609,925561,12443,790543,10681,407913,7622,382630,6922,135018,6152,120988,5715,14030,1775,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,467544,8556,227870,5787,174513,5080,126356,4403,48157,2834,53357,3138,48799,3071,4558,909,239674,6321,200717,5732,94285,4627,106432,3905,38957,3001,35962,2903,2995,682,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,189460,5952,93539,4642,68245,4117,47719,3777,20526,1885,25294,2453,22343,2273,2951,800,95921,4400,78225,4134,38015,3408,40210,2352,17696,2054,14996,1862,2700,764,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,387213,9216,178720,6639,144451,5670,103678,4982,40773,3040,34269,3570,30398,3229,3871,1156,208493,5683,181520,5346,93116,3785,88404,3324,26973,2962,23502,2794,3471,725,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,129272,5606,58564,3789,46266,3197,32943,2802,13323,1453,12298,2059,10068,1781,2230,802,70708,3884,60009,3681,33169,2964,26840,1846,10699,1684,8855,1570,1844,618,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,797625,8679,382258,6664,293070,6360,212684,5309,80386,3652,89188,4109,81491,4133,7697,1050,415367,7339,337709,7601,173999,6260,163710,4280,77658,4040,69995,3786,7663,1257,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,165778,5123,82640,3888,61337,3295,41189,2990,20148,1834,21303,2315,19499,2254,1804,431,83138,3815,68013,3658,36102,2690,31911,2184,15125,2045,13038,1832,2087,792,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
