GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002MA,B14002_002EA,B14002_003MA,B14002_003EA,B14002_004MA,B14002_004EA,B14002_005MA,B14002_005EA,B14002_006MA,B14002_006EA,B14002_007EA,B14002_007MA,B14002_008MA,B14002_008EA,B14002_009MA,B14002_009EA,B14002_010MA,B14002_010EA,B14002_011MA,B14002_011EA,B14002_012MA,B14002_012EA,B14002_013MA,B14002_013EA,B14002_014MA,B14002_014EA,B14002_015MA,B14002_015EA,B14002_016MA,B14002_016EA,B14002_017MA,B14002_017EA,B14002_018EA,B14002_018MA,B14002_019MA,B14002_019EA,B14002_020MA,B14002_020EA,B14002_021MA,B14002_021EA,B14002_022MA,B14002_022EA,B14002_023MA,B14002_023EA,B14002_024MA,B14002_024EA,B14002_025MA,B14002_025EA,B14002_026MA,B14002_026EA,B14002_027MA,B14002_027EA,B14002_028MA,B14002_028EA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031MA,B14002_031EA,B14002_032MA,B14002_032EA,B14002_033MA,B14002_033EA,B14002_034MA,B14002_034EA,B14002_035MA,B14002_035EA,B14002_036MA,B14002_036EA,B14002_037MA,B14002_037EA,B14002_038MA,B14002_038EA,B14002_039MA,B14002_039EA,B14002_040EA,B14002_040MA,B14002_041MA,B14002_041EA,B14002_042MA,B14002_042EA,B14002_043MA,B14002_043EA,B14002_044MA,B14002_044EA,B14002_045MA,B14002_045EA,B14002_046MA,B14002_046EA,B14002_047MA,B14002_047EA,B14002_048MA,B14002_048EA,B14002_049MA,B14002_049EA,state
0400000US08,5502126,5505,2764213,6199,702211,9085,49160,3400,30979,3193,18181,1920,35579,2961,32658,2973,2921,708,143977,4745,132498,5132,11479,1690,149523,4239,136054,4053,13469,1752,147630,4253,135706,4246,11924,1541,142383,6412,123557,5831,18826,2560,33959,2712,22640,2623,11319,1795,2062002,9754,2737913,5429,702775,8518,45019,3350,26521,2640,18498,2105,32321,3141,28946,3045,3375,938,136026,4833,124987,4716,11039,1464,139406,4500,127243,4511,12163,1586,146534,4345,134199,4293,12335,1504,154917,5432,128235,5446,26682,2884,48552,4048,32348,3180,16204,2187,2035138,7902,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6443607,5414,3169340,6479,822580,8488,49981,3559,29051,2561,20930,2435,43257,3648,38039,3520,5218,1138,175986,5939,152852,5586,23134,2622,183298,6095,160942,6020,22356,2115,185815,4602,166489,5042,19326,2233,154852,5968,123482,5362,31370,3338,29391,2786,21111,2609,8280,1418,2346760,8248,3274267,6352,835012,9128,48348,3040,27806,2350,20542,2690,41148,3512,35021,3068,6127,1469,166804,5706,146144,5686,20660,2222,175867,5812,154516,6225,21351,2333,175547,4489,157022,4574,18525,2164,184170,5555,143027,5426,41143,3237,43128,4073,31699,3439,11429,2001,2439255,8862,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4301941,4618,2113628,5437,524147,7004,34329,2830,23579,2539,10750,1409,28935,2673,25287,2542,3648,837,114104,5159,101950,5104,12154,1905,116572,4517,103455,4100,13117,2071,116834,3612,100783,3343,16051,2083,91192,4589,76427,4212,14765,2214,22181,2501,16842,2058,5339,1260,1589481,7140,2188313,5278,525220,7067,30837,2422,20151,2245,10686,1498,22865,2094,19355,1899,3510,937,110160,4700,95860,3843,14300,2151,113254,4451,99528,4500,13726,1786,104559,3349,89851,3262,14708,1966,116365,5409,97626,5007,18739,2057,27180,2866,20076,2630,7104,1282,1663093,7333,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4478976,5261,2183620,7128,565060,8846,37256,3248,23755,2725,13501,2108,29442,3544,23659,3541,5783,1487,124976,5659,102666,5166,22310,2872,131771,5282,110233,5021,21538,2850,129754,5891,108149,5625,21605,2377,92511,6098,77603,5515,14908,3097,19350,2462,12560,1710,6790,1451,1618560,8029,2295356,7123,584742,8944,41021,3597,27311,3189,13710,2011,26884,3720,21324,3286,5560,1519,117585,5400,97773,5506,19812,2357,122595,5466,102014,5362,20581,2614,116982,5309,98499,5098,18483,2803,129724,6795,106541,6357,23183,2951,29951,2944,20133,2771,9818,1499,1710614,8781,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12291165,6715,6027540,5794,1575413,10071,108448,5127,67526,4481,40922,2967,74107,4308,63497,3977,10610,1716,307435,7396,270346,7703,37089,2817,339748,6835,305377,6970,34371,2894,357246,5722,324868,6353,32378,2723,304510,8310,224604,7320,79906,4803,83919,5100,38895,3514,45024,4203,4452127,9329,6263625,6362,1598174,11214,108520,5315,69880,5062,38640,2580,75203,5061,63903,4416,11300,1831,300601,8450,267819,8075,32782,3052,318227,8019,286376,8211,31851,2685,331320,5981,299437,5810,31883,2542,351322,7882,250931,7782,100391,4427,112981,6173,54489,4219,58492,4129,4665451,10665,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3039855,3255,1506449,3789,398902,5695,27765,2345,21090,2420,6675,1008,20023,1880,18731,1885,1292,411,80006,3022,73310,2977,6696,1373,88922,3175,80787,3268,8135,1416,86232,2674,80084,2644,6148,1075,80410,4341,61675,4142,18735,2222,15544,1834,10719,1665,4825,851,1107547,5290,1533406,4014,392693,5950,24555,2382,17765,2116,6790,1411,21643,1954,19974,1863,1669,565,74846,3492,67496,3472,7350,1402,83400,2898,76076,2897,7324,1247,78094,2833,72954,2827,5140,1040,90297,4311,66487,4077,23810,2036,19858,2333,12292,1856,7566,1354,1140713,5725,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1319426,1877,651775,2164,148851,3072,10644,1625,5126,1105,5518,1296,7054,1611,5484,1443,1570,593,26708,2392,23968,2512,2740,936,32839,2215,30114,2266,2725,863,32882,1667,28671,1763,4211,1094,32138,2447,23158,2287,8980,1383,6586,1397,3101,863,3485,1021,502924,2854,667651,2061,154597,3594,8263,1409,3714,903,4549,1007,5638,1047,4860,1009,778,447,28697,2287,26742,2186,1955,639,30006,2248,27285,2264,2721,833,33498,2089,30096,2115,3402,1018,38540,2387,25306,2498,13234,1810,9955,1578,4396,1008,5559,1293,513054,3379,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2901703,4037,1419049,4461,354739,5993,23977,2915,16148,2487,7829,1458,17575,1828,15604,1755,1971,683,78880,3722,72666,3760,6214,1260,82197,4509,73591,4424,8606,1620,77383,3397,71174,3401,6209,1223,61939,4189,51831,3903,10108,1797,12788,1922,9963,1785,2825,698,1064310,6081,1482654,3985,368911,5897,23614,2722,15987,2060,7627,1630,19201,2263,18042,2196,1159,469,75731,3790,67949,4095,7782,1673,78356,4448,71419,4484,6937,1580,78062,3911,71453,3541,6609,1425,77996,4401,66876,4399,11120,1731,15951,2481,13034,2185,2917,891,1113743,5515,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937066,2146,453594,1874,109379,3112,7551,1572,5533,1507,2018,739,4411,1194,3856,1109,555,369,21084,1921,19317,1884,1767,548,27252,2284,23591,2190,3661,752,22594,1792,20284,1821,2310,660,22997,2541,19023,2163,3974,1209,3490,1076,2423,941,1067,483,344215,3037,483472,1986,114120,3521,5812,1395,3532,1293,2280,642,5127,1339,4898,1360,229,212,23365,2167,21225,2131,2140,774,23514,2308,20688,2277,2826,754,23278,1623,20569,1565,2709,742,26838,2271,21693,2236,5145,1146,6186,1370,3729,998,2457,791,369352,3548,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5395964,4336,2684717,4518,696885,6400,52308,2954,33119,2499,19189,1657,34781,2355,30786,2548,3995,774,145256,4123,131882,4120,13374,1747,150962,4407,136465,4257,14497,1782,152398,3484,139675,3839,12723,1708,131966,4808,104646,4801,27320,2309,29214,2478,19816,2185,9398,1423,1987832,6244,2711247,4543,706842,8371,48186,2580,30420,2359,17766,1800,33978,2265,30392,2137,3586,780,140600,4134,124993,3874,15607,1796,141938,4504,127935,4535,14003,1473,140840,3064,130069,3203,10771,1379,156058,5747,118616,5115,37442,3196,45242,3320,28690,2586,16552,2182,2004405,7696,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
