GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,NAME,B25102_001EA,B25102_001MA,B25102_002MA,B25102_002EA,B25102_003MA,B25102_003EA,B25102_004MA,B25102_004EA,B25102_005EA,B25102_005MA,B25102_006EA,B25102_006MA,B25102_007MA,B25102_007EA,B25102_008EA,B25102_008MA,B25102_009EA,B25102_009MA,B25102_010EA,B25102_010MA,B25102_011EA,B25102_011MA,B25102_012MA,B25102_012EA,B25102_013MA,B25102_013EA,B25102_014MA,B25102_014EA,B25102_015EA,B25102_015MA,state
0400000US08,1417981,9500,994356,9931,111921,5394,248313,6796,164472,6364,218860,6690,237624,6337,13166,1536,423625,8439,102580,4452,95826,3802,58501,3177,74413,3169,79051,4016,13254,1782,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,330035,7689,352988,8765,159704,5220,158144,7383,137209,5176,28210,2386,625459,8925,234289,6241,158872,5774,72231,3843,70744,4255,64072,3707,25251,2628,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,142478,5886,202763,6760,99648,5064,107458,4729,88996,3952,20177,2281,506209,9323,205588,6199,117111,5368,47025,3080,45079,3184,37707,2595,53699,3469,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,194278,6727,127623,6331,59194,4160,63819,3301,61598,3954,87221,5215,543791,9848,207075,6717,66858,3962,27558,2621,31448,2268,36331,2902,174521,6244,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,61426,3329,131584,5003,109397,5263,236667,8271,1443946,14724,19404,1972,1207689,14489,117340,4396,120426,4712,86303,4269,158818,5292,677625,10160,47177,3036,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,36757,2344,97623,4033,68173,3714,123483,4904,209231,5976,7841,1513,360643,6410,55122,2991,69558,3017,46659,3482,71353,3400,107601,3872,10350,1460,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,3113,937,5796,1272,4023,986,14723,1686,212700,6699,1721,596,136666,5000,6520,1290,8056,1464,4630,1037,10194,1269,103929,4200,3337,925,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,169005,5306,112390,5400,37629,3340,37448,2560,32032,2616,21631,2586,350266,7304,176437,5796,73552,4566,26080,2534,19989,2177,15761,2049,38447,2498,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,28506,2483,44969,3329,29159,2676,30827,2338,28896,2208,3068,869,95720,3582,29995,2656,25438,2236,11323,1607,12343,1608,10668,1460,5953,1232,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,63497,2898,150405,3842,125483,4925,260821,6507,411786,7986,12982,1623,542965,7124,70359,2481,85113,3486,63223,2970,130099,4149,179254,3569,14917,1625,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
