GEO_ID,B22008_001E,B22008_001M,B22008_002E,B22008_002M,B22008_003E,B22008_003M,NAME,B22008_001MA,B22008_001EA,B22008_002EA,B22008_002MA,B22008_003MA,B22008_003EA,state
0400000US08,71953,655,23630,1590,75990,607,Colorado,null,null,null,null,null,null,08
0400000US18,55746,522,19098,968,60258,516,Indiana,null,null,null,null,null,null,18
0400000US21,50247,567,16304,790,56368,780,Kentucky,null,null,null,null,null,null,21
0400000US22,47905,740,19038,649,55138,787,Louisiana,null,null,null,null,null,null,22
0400000US17,65030,500,22403,526,72075,415,Illinois,null,null,null,null,null,null,17
0400000US19,59955,877,22103,1185,64392,989,Iowa,null,null,null,null,null,null,19
0400000US33,74991,1555,20867,2537,78764,2105,New Hampshire,null,null,null,null,null,null,33
0400000US05,47062,713,17593,1184,51287,671,Arkansas,null,null,null,null,null,null,05
0400000US10,64805,1570,27238,2270,69547,1802,Delaware,null,null,null,null,null,null,10
0400000US27,70315,539,21363,1277,74656,763,Minnesota,null,null,null,null,null,null,27
0400000US30,55328,1172,19179,1715,58973,1594,Montana,null,null,null,null,null,null,30
0400000US23,55602,1326,17363,1051,63485,1466,Maine,null,null,null,null,null,null,23
0400000US37,53855,573,21253,591,59760,592,North Carolina,null,null,null,null,null,null,37
0400000US13,58756,711,21629,614,64960,752,Georgia,null,null,null,null,null,null,13
0400000US02,74346,2288,30126,3728,81059,2857,Alaska,null,null,null,null,null,null,02
0400000US01,49861,783,16495,528,56084,806,Alabama,null,null,null,null,null,null,01
0400000US50,60782,1551,18486,2017,66695,1898,Vermont,null,null,null,null,null,null,50
0400000US32,58646,1133,27744,2571,63306,1385,Nevada,null,null,null,null,null,null,32
0400000US54,44097,1016,17126,922,51464,949,West Virginia,null,null,null,null,null,null,54
0400000US40,51924,450,20793,883,57471,807,Oklahoma,null,null,null,null,null,null,40
0400000US55,60773,391,21522,707,65659,469,Wisconsin,null,null,null,null,null,null,55
0400000US72,20296,426,10253,319,31424,556,Puerto Rico,null,null,null,null,null,null,72
0400000US51,72577,686,22379,1210,77791,802,Virginia,null,null,null,null,null,null,51
0400000US38,63837,2324,23561,2349,67635,2396,North Dakota,null,null,null,null,null,null,38
0400000US45,52306,631,19360,1036,58106,897,South Carolina,null,null,null,null,null,null,45
0400000US41,63426,1056,26675,1492,71154,836,Oregon,null,null,null,null,null,null,41
0400000US56,61584,1401,18893,5688,63685,2079,Wyoming,null,null,null,null,null,null,56
0400000US06,75277,317,31941,522,80522,303,California,null,null,null,null,null,null,06
0400000US28,44717,793,17058,973,50654,818,Mississippi,null,null,null,null,null,null,28
0400000US09,76348,921,20193,1179,85134,985,Connecticut,null,null,null,null,null,null,09
0400000US48,60629,279,25102,485,66381,403,Texas,null,null,null,null,null,null,48
0400000US24,83242,1022,27323,1635,89743,1013,Maryland,null,null,null,null,null,null,24
0400000US12,55462,384,27787,675,61056,344,Florida,null,null,null,null,null,null,12
0400000US25,79835,970,19913,888,88973,1110,Massachusetts,null,null,null,null,null,null,25
0400000US11,85203,3414,16297,2287,100186,2640,District of Columbia,null,null,null,null,null,null,11
0400000US49,71414,741,30237,3033,74311,1169,Utah,null,null,null,null,null,null,49
0400000US36,67844,637,19119,407,78037,627,New York,null,null,null,null,null,null,36
0400000US34,81740,687,22521,1287,88301,1158,New Jersey,null,null,null,null,null,null,34
0400000US39,56111,425,18116,498,62237,389,Ohio,null,null,null,null,null,null,39
0400000US29,54478,751,19691,839,60068,629,Missouri,null,null,null,null,null,null,29
0400000US42,60905,315,20707,500,68183,520,Pennsylvania,null,null,null,null,null,null,42
0400000US26,56697,406,20239,598,63100,528,Michigan,null,null,null,null,null,null,26
0400000US31,59566,1072,23830,1985,62980,1190,Nebraska,null,null,null,null,null,null,31
0400000US16,55583,915,23352,2986,58826,1552,Idaho,null,null,null,null,null,null,16
0400000US35,47169,900,19523,1437,54208,1106,New Mexico,null,null,null,null,null,null,35
0400000US15,80212,2020,31702,2796,85447,1816,Hawaii,null,null,null,null,null,null,15
0400000US46,56274,1454,17449,2563,60630,1375,South Dakota,null,null,null,null,null,null,46
0400000US53,74073,697,29602,1496,80054,634,Washington,null,null,null,null,null,null,53
0400000US44,64340,2058,18841,2061,74385,2150,Rhode Island,null,null,null,null,null,null,44
0400000US04,59246,732,25925,997,63484,673,Arizona,null,null,null,null,null,null,04
0400000US47,52375,489,19372,632,58783,764,Tennessee,null,null,null,null,null,null,47
0400000US20,58218,773,20653,852,61619,589,Kansas,null,null,null,null,null,null,20
