GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001MA,B28009H_001EA,B28009H_002MA,B28009H_002EA,B28009H_003MA,B28009H_003EA,B28009H_004MA,B28009H_004EA,B28009H_005MA,B28009H_005EA,B28009H_006MA,B28009H_006EA,state
0400000US08,3785412,3507,3675761,8466,7115,1662,3537193,12436,131453,10480,109651,6887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5131113,4738,4814550,14268,13627,2347,4472161,21604,328762,14881,316563,13492,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3677873,2724,3405590,11121,12744,2850,3147544,18375,245302,14208,272283,10650,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2664952,3766,2491754,10512,3893,1398,2300983,15119,186878,11602,173198,9798,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7592943,4936,7215970,12029,19240,2607,6857455,19267,339275,16726,376973,11754,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2615108,2705,2460274,8607,8216,1304,2312273,11365,139785,7396,154834,8438,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1184082,1447,1141117,4480,2998,918,1093881,6695,44238,4665,42965,4222,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2115956,1980,1971390,8715,5008,1350,1747387,13733,218995,13262,144566,8344,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,584190,1134,557054,3794,913,445,535934,5102,20207,3542,27136,3649,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4360148,3062,4168849,7254,15022,2290,3966928,12463,186899,8152,191299,7134,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,888491,1140,837836,4061,3756,1106,788757,6400,45323,5061,50655,3803,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1215700,1418,1144713,4729,6447,1369,1073628,7189,64638,5947,70987,4513,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6355692,6144,6030621,13391,14879,2747,5640191,22552,375551,17518,325071,10994,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,5383344,5987,5140275,12152,10709,2414,4808808,23101,320758,18170,243069,10811,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,427244,1473,417508,2481,960,541,392268,3772,24280,3436,9736,2124,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3127759,3431,2911568,10882,14529,5391,2709280,17780,187759,12265,216191,10346,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,558294,935,529491,2745,2561,568,478995,4994,47935,4762,28803,2496,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1451504,2075,1398865,6332,2087,797,1326134,8746,70644,7117,52639,5752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1626248,1607,1477878,9049,4597,1169,1356800,11801,116481,9058,148370,9248,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2505234,3307,2357309,6743,5509,1220,2173753,10213,178047,7853,147925,6661,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4601955,2594,4324310,10393,19277,2103,4106326,13647,198707,8308,277645,9949,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,30161,3901,24442,3569,1557,728,20060,3206,2825,1054,5719,1736,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5090321,4366,4839286,10583,11982,2365,4585230,19474,242074,14929,251035,10331,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,616011,1559,582315,3021,971,688,532195,6637,49149,5921,33696,2647,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3158402,3277,2998896,9426,5898,1312,2801325,16631,191673,13453,159506,9417,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3089245,3354,2988225,6941,10784,2359,2818005,12114,159436,11263,101020,6436,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,473942,912,453812,3158,877,437,423217,5295,29718,4125,20130,3111,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14182008,10331,13724450,17544,27936,3520,13186182,23367,510332,19718,457558,14473,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1640117,2794,1531172,7487,3207,1373,1383785,15004,144180,13357,108945,6815,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2290904,3431,2197167,7216,4375,1197,2115884,9873,76908,7468,93737,6338,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11633616,8928,11241342,15198,16807,3621,10638218,22637,586317,20108,392274,12611,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2970835,4616,2840623,8568,4139,1056,2741653,11882,94831,7682,130212,8594,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11125970,9251,10675618,21046,22747,4153,10047160,33394,605711,26305,450352,19657,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4712725,7950,4513064,11598,8772,2207,4340849,17022,163443,11998,199661,8488,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,244350,1626,242532,1753,0,213,238609,2195,3923,1225,1818,751,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2422973,2722,2383437,4864,3910,1044,2262544,9309,116983,7509,39536,3857,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10495117,7285,9851241,20787,24675,2891,9358103,24037,468463,18077,643876,20272,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4774827,5773,4575342,11434,8544,1745,4401230,15152,165568,11506,199485,10447,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,8962804,5300,8427590,16397,23785,3213,7967982,21416,435823,16122,535214,14822,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4732510,3547,4457403,11777,12079,1945,4135396,17585,309928,12875,275107,11759,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9449255,5700,8794464,18970,35436,2937,8375644,21589,383384,15242,654791,18292,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
