GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001MA,B28009H_001EA,B28009H_002MA,B28009H_002EA,B28009H_003MA,B28009H_003EA,B28009H_004MA,B28009H_004EA,B28009H_005MA,B28009H_005EA,B28009H_006MA,B28009H_006EA,state
0400000US26,7331328,4229,6951337,12808,17016,2445,6550334,16954,383987,15746,379991,11868,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1476513,1993,1404176,4695,6101,1478,1335986,5808,62089,4632,72337,4150,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1411907,1437,1362851,3995,4714,1618,1280074,8636,78063,8163,49056,3863,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,756887,2046,721939,4080,2816,1258,663541,6727,55582,5798,34948,3485,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,294112,1696,285706,2364,89,104,270816,3676,14801,2890,8406,1635,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,694224,1338,657974,3100,1193,432,617212,5342,39569,4482,36250,2826,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5021560,5015,4869407,8516,8313,1477,4674425,15399,186669,12340,152153,7510,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,725279,3062,682207,5166,1308,647,650240,7364,30659,5188,43072,4331,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3813624,3850,3686900,7389,12226,2789,3508031,11951,166643,9554,126724,6877,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4880879,4414,4581436,14426,9682,1852,4264498,21867,307256,17284,299443,13301,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2148668,1963,2050982,5311,5988,1633,1909522,12007,135472,10724,97686,4679,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
