GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001MA,B18101G_001EA,B18101G_002MA,B18101G_002EA,B18101G_003MA,B18101G_003EA,B18101G_004MA,B18101G_004EA,B18101G_005MA,B18101G_005EA,B18101G_006MA,B18101G_006EA,B18101G_007MA,B18101G_007EA,B18101G_008EA,B18101G_008MA,B18101G_009MA,B18101G_009EA,B18101G_010MA,B18101G_010EA,state
0400000US29,172029,7659,87065,5320,6070,1121,80995,5450,75297,4350,11921,2173,63376,4171,9667,1453,4880,1056,4787,1164,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,328322,13812,158779,8212,9598,1849,149181,7830,157021,8288,24278,2866,132743,7698,12522,1527,6253,1199,6269,1256,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,288826,10338,136004,6918,7987,1341,128017,6446,136662,5853,20150,2178,116512,5722,16160,1568,6930,1043,9230,1230,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,57838,5105,30287,3273,1225,616,29062,3171,25065,2730,3480,889,21585,2557,2486,837,1117,438,1369,660,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,52447,4999,22530,3420,1071,597,21459,3482,26823,3119,4181,1025,22642,2883,3094,1050,1144,680,1950,798,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,65309,5523,28630,4000,1585,840,27045,3803,31415,2953,4297,1324,27118,2607,5264,1168,1775,716,3489,1014,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,341241,11946,130680,6578,4937,1333,125743,6571,182959,7444,15535,1942,167424,7222,27602,2275,10015,1406,17587,1891,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,22992,3601,11626,2602,1068,629,10558,2299,10993,2170,2003,995,8990,1894,373,252,231,195,142,132,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,444795,15638,200635,9877,10190,2353,190445,9165,226027,10251,30601,3231,195426,9491,18133,2014,7518,1474,10615,1496,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,32308,3472,12515,2347,865,418,11650,2336,17881,2849,2997,1059,14884,2545,1912,641,1338,569,574,350,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,282527,13844,123861,8162,4802,1333,119059,7737,141618,7579,17364,2221,124254,7389,17048,2262,6970,1602,10078,1765,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,150602,8652,77120,6972,4173,1158,72947,6796,66224,5019,10241,2143,55983,4511,7258,1465,4092,905,3166,1089,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,105814,7325,52748,4204,3945,1008,48803,4133,49353,4587,6682,1274,42671,4095,3713,852,1308,580,2405,582,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
