GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001MA,B18101G_001EA,B18101G_002MA,B18101G_002EA,B18101G_003MA,B18101G_003EA,B18101G_004MA,B18101G_004EA,B18101G_005MA,B18101G_005EA,B18101G_006MA,B18101G_006EA,B18101G_007MA,B18101G_007EA,B18101G_008EA,B18101G_008MA,B18101G_009MA,B18101G_009EA,B18101G_010MA,B18101G_010EA,state
0400000US08,224384,10897,101206,6746,4116,1073,97090,6717,114156,6642,15522,2549,98634,5731,9022,1378,3079,867,5943,1127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,179042,10238,92006,6578,6099,1422,85907,6559,81463,5560,12004,1925,69459,5253,5573,1143,2661,774,2912,1010,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,106049,7126,57365,4753,4972,1829,52393,4412,44246,4258,9576,2322,34670,3265,4438,1238,2682,991,1756,661,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,104029,7729,54355,5506,4096,1433,50259,5156,44170,4081,6710,1667,37460,3560,5504,1197,2022,654,3482,1053,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,337696,12625,164183,7992,8322,1610,155861,7997,158315,8421,18095,2690,140220,7559,15198,1818,4901,1030,10297,1366,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,68482,5596,38473,4167,2131,731,36342,4243,28090,2924,4541,967,23549,2968,1919,541,680,404,1239,455,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,29204,3289,12957,1912,801,485,12156,1837,14596,2165,2217,686,12379,2142,1651,704,568,438,1083,477,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,87717,5903,42917,3918,3989,1182,38928,3624,39591,3342,10316,1795,29275,2994,5209,1099,2577,659,2632,790,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,25633,3652,11893,2532,1147,513,10746,2412,12853,2138,1907,763,10946,2092,887,400,149,138,738,387,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,173465,8704,90905,5507,4127,897,86778,5367,77202,5133,9966,1831,67236,4566,5358,918,2129,546,3229,736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,32155,3341,12781,2250,1366,685,11415,2067,16622,2033,2679,833,13943,2016,2752,700,1346,527,1406,460,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,29167,2686,11271,1693,614,304,10657,1693,15968,1809,3143,960,12825,1801,1928,569,671,331,1257,506,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,290041,12935,143212,8064,7546,1412,135666,7699,133973,8539,20007,2981,113966,7464,12856,1903,6723,1329,6133,1151,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,281635,13813,136386,8299,5982,1792,130404,8242,132838,8932,17202,2909,115636,8202,12411,2047,5294,1401,7117,1555,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,60432,4646,28374,2808,1329,609,27045,2709,29746,3120,4137,1095,25609,2781,2312,823,490,194,1822,801,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,99591,7682,43658,4500,2166,870,41492,4545,48481,4296,10691,2210,37790,3846,7452,1526,3253,856,4199,1084,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12654,1698,4809,1175,592,624,4217,1048,6173,1136,926,466,5247,1072,1672,545,1143,421,529,326,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,154324,9832,71910,6895,2606,911,69304,6567,75620,5292,11206,1964,64414,4890,6794,1185,3065,797,3729,885,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,33685,2912,16004,2009,1068,696,14936,1909,15857,1986,3085,1057,12772,1801,1824,716,860,455,964,518,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,298438,9284,126208,5386,7522,1295,118686,5157,151776,6143,26027,2268,125749,5248,20454,1278,10480,866,9974,980,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,143986,8682,74120,5393,5520,1472,68600,5341,63724,4774,8935,1631,54789,4273,6142,1281,2214,641,3928,934,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,152811,9511,32795,3746,3345,895,29450,3540,89562,5987,22110,2892,67452,5228,30454,2915,20214,2509,10240,1735,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,342671,14396,164256,9039,5844,1195,158412,8780,163914,8166,18049,2323,145865,7801,14501,2404,7019,1477,7482,1499,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17337,2379,7773,1464,602,441,7171,1367,9043,1528,1058,564,7985,1482,521,306,287,197,234,233,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,116670,9437,60680,6000,3459,1124,57221,5821,50774,4709,7788,1547,42986,4290,5216,1369,2351,863,2865,870,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,193995,8165,76113,5009,5183,1495,70930,5237,106196,5645,15734,2253,90462,5319,11686,1864,5214,1286,6472,1244,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,13517,2133,5525,1296,101,120,5424,1279,7377,1689,2086,820,5291,1497,615,392,151,178,464,344,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1980774,33357,853778,18944,34518,2855,819260,18837,1015811,21134,106334,6417,909477,19608,111185,4806,45170,3690,66015,3953,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,43893,5635,24193,4075,1212,748,22981,3993,17582,2853,3101,1373,14481,2812,2118,761,1066,582,1052,506,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,119551,7543,58595,5105,2733,1024,55862,5014,56853,4274,6141,1439,50712,4264,4103,1004,1316,528,2787,861,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,744914,22378,341488,16600,13874,2606,327614,15994,366805,12551,42232,3662,324573,12269,36621,3134,13769,2015,22852,2314,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,219763,10975,101913,6498,5705,1403,96208,6070,105155,6402,11420,1749,93735,6076,12695,1841,3938,934,8757,1567,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,606101,21550,265873,13524,13823,2449,252050,13061,295514,12656,32531,3238,262983,11850,44714,3840,15656,2209,29058,3009,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,232284,12615,99295,7796,4145,1146,95150,7669,122577,6827,12881,2385,109696,6126,10412,1876,4036,1180,6376,1474,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,25115,2781,8295,1447,284,252,8011,1438,15242,2081,2185,945,13057,1831,1578,704,525,361,1053,603,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,100632,6592,51957,4541,2182,906,49775,4414,46101,3376,4057,1251,42044,3220,2574,729,1180,556,1394,558,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,641916,24460,261953,12249,13644,2133,248309,12070,334583,14424,41598,4375,292985,13196,45380,3774,16966,2163,28414,3018,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,245626,16077,108809,9548,4194,1272,104615,9174,122303,8414,9843,2108,112460,7580,14514,2162,5425,1233,9089,1563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,352788,15411,183797,9965,11737,2359,172060,9379,156048,7813,25235,2964,130813,7274,12943,1915,5398,1191,7545,1272,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
