GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002EA,B16005_002MA,B16005_003EA,B16005_003MA,B16005_004EA,B16005_004MA,B16005_005MA,B16005_005EA,B16005_006MA,B16005_006EA,B16005_007EA,B16005_007MA,B16005_008EA,B16005_008MA,B16005_009EA,B16005_009MA,B16005_010MA,B16005_010EA,B16005_011MA,B16005_011EA,B16005_012EA,B16005_012MA,B16005_013EA,B16005_013MA,B16005_014EA,B16005_014MA,B16005_015EA,B16005_015MA,B16005_016EA,B16005_016MA,B16005_017MA,B16005_017EA,B16005_018MA,B16005_018EA,B16005_019MA,B16005_019EA,B16005_020EA,B16005_020MA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023MA,B16005_023EA,B16005_024MA,B16005_024EA,B16005_025EA,B16005_025MA,B16005_026EA,B16005_026MA,B16005_027MA,B16005_027EA,B16005_028MA,B16005_028EA,B16005_029MA,B16005_029EA,B16005_030EA,B16005_030MA,B16005_031EA,B16005_031MA,B16005_032MA,B16005_032EA,B16005_033MA,B16005_033EA,B16005_034MA,B16005_034EA,B16005_035EA,B16005_035MA,B16005_036EA,B16005_036MA,B16005_037MA,B16005_037EA,B16005_038MA,B16005_038EA,B16005_039MA,B16005_039EA,B16005_040MA,B16005_040EA,B16005_041MA,B16005_041EA,B16005_042EA,B16005_042MA,B16005_043MA,B16005_043EA,B16005_044EA,B16005_044MA,B16005_045MA,B16005_045EA,state
0400000US08,5359922,2467,4814645,15848,4362816,22787,366031,12617,312636,11496,38103,3480,13288,2592,2004,1034,46886,4140,41307,3859,2673,777,2812,1331,94,153,26336,2444,21699,2298,3284,794,1254,631,99,152,12576,2251,10826,2378,1036,607,714,489,0,204,545277,15245,99922,5658,256984,11352,91991,6463,67720,5713,66739,5727,30534,4554,80417,6356,55650,4886,16172,2752,6828,1495,1767,692,73508,4276,36448,3476,23463,2565,10365,1816,3232,789,34446,4862,20641,3583,8278,2106,3701,1359,1826,892,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6274104,2647,5922297,12025,5642772,15925,167460,7567,138865,7487,17861,2900,9636,1767,1098,760,86472,8570,70389,7815,12066,2333,3581,845,436,278,16575,2678,11741,2353,3186,1097,1572,705,76,120,9018,2464,8055,2259,672,525,291,363,0,198,351807,11381,73037,5990,129728,5729,49065,3962,37699,3758,33955,3471,9009,2120,53134,5907,36664,4196,11558,2880,3632,1334,1280,660,73483,5662,34078,4001,24465,3508,10944,1897,3996,1625,22425,4143,13671,3119,6681,2332,1468,693,605,510,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4194913,2663,4026794,7233,3926782,10310,58358,4342,45973,4290,8871,1828,2473,758,1041,517,27760,3990,21250,3263,5669,1645,791,492,50,75,9180,1836,7473,1561,1149,695,532,431,26,47,4714,2271,3655,2151,1059,781,0,197,0,197,168119,6690,31674,3521,58356,3567,18836,2125,16040,2437,16921,2300,6559,1807,30900,3709,18351,2636,7749,1528,4108,1292,692,655,31150,3294,14305,2608,7744,1703,7083,1564,2018,1011,16039,3745,8926,2265,4790,1578,1649,866,674,473,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4358121,2840,4165582,8289,3990246,11423,67144,4803,52615,3917,9046,2249,5019,1472,464,389,85425,5342,74547,5503,7404,1484,3474,1001,0,217,15138,2549,12247,2077,1365,668,907,688,619,674,7629,3425,7413,3389,216,178,0,217,0,217,192539,8352,34986,4226,88086,5781,29986,3283,19390,2559,24693,4170,14017,2744,18316,3243,11893,2082,4471,1535,1604,873,348,298,38270,2974,15415,2169,12671,1707,7899,1378,2285,990,12881,3548,7565,2267,3988,1601,1097,834,231,350,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11981624,2046,10200884,19908,8951417,21872,928707,15015,798034,16253,88156,6628,35550,3986,6967,1506,209736,9787,185687,8813,16018,2502,6623,1299,1408,700,69216,5221,58737,4642,6482,1381,3629,1305,368,265,41808,4530,38235,4298,3018,1077,555,334,0,190,1780740,19248,216170,7682,711520,15290,240987,8271,205392,8197,194779,10183,70362,6097,465548,13206,265936,9880,119399,6508,65901,5240,14312,2180,295932,8561,162806,7149,80518,5594,39985,3735,12623,2656,91570,7363,56296,5873,21394,3203,10298,1857,3582,2229,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2958262,2271,2784323,8183,2671185,10383,72682,4416,63137,4171,6748,2070,2502,925,295,256,25638,3756,22050,3618,2496,890,806,423,286,195,9089,2034,7677,1916,1275,675,129,193,8,17,5729,1368,4477,1180,615,429,637,611,0,163,173939,7562,25779,2842,51147,3602,16384,2269,13044,1957,15300,1929,6419,1451,33563,4515,20067,3028,8638,2122,3808,1479,1050,662,43252,3524,18563,2786,13715,2070,8644,1817,2330,691,20198,4122,9271,2455,6447,1895,3785,1863,695,618,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1293601,978,1211161,4681,1165406,5836,20726,2883,16352,2463,2068,621,1943,911,363,504,19445,2264,17987,2312,959,406,467,246,32,68,3306,1122,2732,966,299,275,275,250,0,192,2278,1076,1572,842,546,454,80,125,80,125,82440,4732,27906,3144,10366,1843,3636,1048,3009,938,2493,1055,1228,755,24289,3644,14551,2076,6188,1788,2515,1044,1035,546,16050,2385,8440,1485,4940,1152,1908,1176,762,711,3829,1063,2300,786,539,433,401,414,589,350,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2825733,2697,2682634,6842,2581816,7988,77887,4626,64042,4685,8703,1779,4133,1395,1009,983,9874,2195,9161,2167,595,356,118,126,0,201,11535,2664,8530,1962,2204,1168,407,464,394,418,1522,683,1387,666,135,129,0,201,0,201,143099,6141,27199,3691,77059,4534,24843,3991,21226,2710,22506,2592,8484,1474,9744,2533,6276,1611,2285,1085,1068,803,115,188,26767,3017,9583,1445,10598,2153,5306,1610,1280,561,2330,1094,1647,829,548,404,75,124,60,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,912836,334,823002,5527,774994,6230,33906,3226,27726,2791,4169,1184,1840,781,171,207,9948,3001,7903,1970,1853,1590,112,118,80,100,3156,1037,2472,860,346,264,338,385,0,200,998,614,998,614,0,200,0,200,0,200,89834,5510,18506,2983,31530,3091,13259,2681,7947,1584,7677,1543,2647,1088,17671,3481,11591,2704,4724,1598,971,495,385,518,17293,2531,9245,2046,4957,1161,2367,911,724,554,4834,1590,3819,1490,510,469,505,410,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5256247,1722,4775306,12340,4516594,14764,117339,6191,98842,5760,12251,1681,6059,1303,187,208,44251,3703,38181,3459,3993,763,2001,560,76,60,59761,4103,46235,4126,11354,2271,2172,713,0,147,37361,5085,33099,4799,2634,1020,1331,612,297,230,480941,12492,97773,5418,94232,5341,33926,3139,25508,2587,24313,2827,10485,2448,63912,5908,43169,4614,13405,2482,5550,1628,1788,779,117278,5563,52820,3812,35407,3342,21454,2498,7597,1545,107746,7527,53726,4612,31765,3769,17532,3317,4723,1551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
