GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001MA,C15010_001EA,C15010_002MA,C15010_002EA,C15010_003EA,C15010_003MA,C15010_004EA,C15010_004MA,C15010_005EA,C15010_005MA,C15010_006EA,C15010_006MA,state
0400000US08,1625549,16434,630585,11399,134391,4351,318325,9166,150445,6301,391803,9105,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1211066,20496,352575,9386,152205,5877,252170,8852,189124,6158,264992,8792,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,753785,13036,218862,8099,88149,4483,146397,6304,127336,6031,173041,6742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,758653,13151,211264,6825,96877,6054,154250,6499,116803,6353,179459,7784,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3052684,24472,1014507,16418,289736,7762,660387,14789,378700,10689,709354,11166,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,610540,11363,184539,6722,59587,3163,126998,4593,114633,4868,124783,5002,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,357579,7419,135163,5293,30906,2864,69875,3644,39958,2977,81677,4364,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,471275,11367,140700,6077,53798,4186,98097,4998,83366,4757,95314,6120,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,212992,6726,72769,4810,19920,2542,45830,3525,31932,3434,42541,2695,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1398128,12536,476235,9443,136798,4890,281157,7463,185252,4999,318686,7375,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,233405,6163,78742,3525,27763,2821,36288,2954,40107,2593,50505,3718,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,310050,7257,104630,4642,32466,2729,44304,3727,44189,2778,84461,4328,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2266801,22745,772203,14005,207107,7946,461878,11186,287448,9544,538165,11369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2224033,23689,712622,15123,217043,8830,548548,12990,266441,8682,479379,12108,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,146428,5876,56690,4286,14919,1822,22240,2346,19043,2040,33536,2615,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,852037,14669,246998,7973,95861,6192,199506,7389,139848,5867,169824,7387,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,172589,5057,66321,3195,14996,1540,16946,1683,21723,1651,52603,3087,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,521834,12099,164652,5849,53270,3670,128686,6488,66823,4361,108403,6261,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,273103,9435,78147,4826,38852,3680,49945,3433,53627,3496,52532,4144,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,668161,12367,195605,6214,67458,3750,146792,5559,120410,4738,137896,4841,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1198076,13101,383221,7349,133704,5080,237415,7391,182812,5376,260924,6105,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,610703,13439,165347,7171,69448,4724,181068,7546,110109,6381,84731,5287,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2290457,22685,923915,15531,176031,6534,427835,10901,213006,7573,549670,12322,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,148610,5473,36304,2827,25047,2987,28955,2457,29461,2193,28843,2408,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,989335,16944,313509,8477,94538,5224,226659,8873,148403,7215,206226,6707,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1002543,14230,394665,9788,91243,5487,155362,6919,98729,4511,262544,7398,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,105583,4800,39892,3421,10549,1548,12701,2386,21302,2325,21139,2446,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,9171076,42256,3816380,28649,749708,15047,1674658,20464,585540,12202,2344790,22164,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,458694,13262,114464,5502,61022,4374,101230,5745,88896,5236,93082,5833,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,987230,12632,363319,8249,87052,3910,195285,5764,99109,4750,242465,7482,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,5600777,37666,1970427,25792,519136,14278,1291794,18830,664598,14832,1154822,17643,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1700695,18694,697694,12156,155325,6730,300340,10069,154974,6442,392362,9945,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4647230,38508,1460500,20502,515257,13618,1127562,20159,608044,14539,935867,16080,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2152010,20636,891926,14904,184094,6660,375988,11828,183218,6211,516784,11073,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,302170,4376,145011,4986,14133,2061,37167,3463,11098,1905,94761,5119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,652445,11694,222318,6875,67063,4636,124174,5190,86910,3933,151980,5829,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,5091466,32761,1770012,21072,453127,9978,947419,13664,550608,11957,1370300,19956,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2524992,20134,938615,14184,218934,6865,552037,12158,274006,7355,541400,11582,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2325610,23805,716872,13779,264958,7810,500362,12030,363170,9737,480248,10891,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1235894,14543,376017,8492,133953,4805,265793,7561,197023,5897,263108,8531,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2862482,22906,957966,12271,314613,8420,563686,12269,402634,8456,623583,11529,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2031893,20147,674089,11686,226621,6296,427302,10640,282816,6984,421065,9589,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,410730,8231,118935,4395,42438,2502,91837,4273,72971,3522,84549,3433,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,316262,9172,113662,7051,35126,2497,55699,3475,44167,3540,67608,4376,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,391712,9466,147095,5562,37029,3253,64965,4016,59164,4117,83459,4842,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,333573,9006,128217,4824,30325,2975,62369,3732,33655,2565,79007,4439,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,170398,5848,51969,3424,19709,2166,29886,2621,34944,2716,33890,2851,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1913104,21388,791920,12792,167449,6297,315430,9497,181324,5991,456981,11422,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,254661,8358,90290,5095,25139,2287,48025,4145,29427,2873,61780,4169,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1438493,17323,478973,10933,141290,5816,305964,8110,205224,6832,307042,10370,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1275425,18128,388355,9654,143223,5542,277329,8332,179751,7210,286767,9130,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,646143,9128,188489,6675,73429,4857,136378,5200,103505,4635,144342,4481,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
