GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001EA,B08524_001MA,B08524_002EA,B08524_002MA,B08524_003EA,B08524_003MA,B08524_004EA,B08524_004MA,B08524_005EA,B08524_005MA,B08524_006EA,B08524_006MA,B08524_007EA,B08524_007MA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011MA,B08524_011EA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014EA,B08524_014MA,B08524_015EA,B08524_015MA,B08524_016MA,B08524_016EA,B08524_017EA,B08524_017MA,B08524_018EA,B08524_018MA,B08524_019EA,B08524_019MA,B08524_020MA,B08524_020EA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023EA,B08524_023MA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026EA,B08524_026MA,B08524_027MA,B08524_027EA,B08524_028EA,B08524_028MA,B08524_029EA,B08524_029MA,B08524_030MA,B08524_030EA,B08524_031MA,B08524_031EA,B08524_032MA,B08524_032EA,B08524_033MA,B08524_033EA,B08524_034MA,B08524_034EA,B08524_035EA,B08524_035MA,B08524_036EA,B08524_036MA,B08524_037EA,B08524_037MA,B08524_038MA,B08524_038EA,B08524_039EA,B08524_039MA,B08524_040EA,B08524_040MA,B08524_041EA,B08524_041MA,B08524_042EA,B08524_042MA,B08524_043MA,B08524_043EA,B08524_044MA,B08524_044EA,B08524_045EA,B08524_045MA,B08524_046EA,B08524_046MA,B08524_047EA,B08524_047MA,B08524_048EA,B08524_048MA,B08524_049MA,B08524_049EA,state
0400000US08,2957533,19044,1264761,13696,475527,11804,639605,14668,268441,10383,287813,8813,21386,2186,2217788,20053,935701,12241,351539,10095,483158,12810,209268,9019,226501,8107,11621,1734,251916,10548,84164,5157,49382,4412,50765,3937,37631,3625,28972,3228,1002,561,81493,5074,34709,2777,20042,3420,15619,2252,2641,719,8482,1819,0,198,87899,5439,31670,3314,19856,2489,18696,2616,3102,976,6327,1366,8248,1078,64917,4036,30925,2628,11255,1885,12103,1949,3714,1031,6920,1349,0,198,253520,8712,147592,5528,23453,2462,59264,4005,12085,2386,10611,1833,515,614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,1076749,16135,508495,11477,646184,13229,264481,8019,613426,12029,1381,513,2575963,19050,900957,14788,406066,10815,539357,12426,222442,6745,506160,11222,981,453,279617,9259,73921,4583,52824,4002,50720,3965,29340,3459,72745,4655,67,123,23092,2619,6043,1189,6139,1494,5649,1589,762,287,4499,1152,0,198,62059,3615,22487,2497,17795,1752,12347,1519,2414,662,7016,1367,0,198,47700,4527,8611,1710,11431,1972,7536,1613,4029,1137,16029,2298,64,106,122285,5492,64730,4115,14240,2359,30575,2793,5494,1289,6977,1407,269,174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,680760,13359,331262,10455,419844,11802,176686,7055,358984,9034,12817,1757,1633433,18870,565045,12262,261775,9853,352164,11402,145755,6427,300448,8583,8246,1641,187344,8488,54762,3743,38058,3571,33289,3062,20589,2746,39348,3701,1298,593,18696,2570,3573,906,5707,1533,4548,1262,519,294,4328,1373,21,41,38428,3298,9343,1578,9509,1798,7785,1514,3306,1121,5406,1242,3079,552,22688,2599,6578,1207,5362,1450,3807,1092,1203,466,5565,1531,173,176,79764,4166,41459,3523,10851,2046,18251,1946,5314,1129,3889,1012,0,198,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,679190,12946,391065,11887,432046,11279,230328,6950,259821,8132,9692,2072,1656149,17739,574560,12046,305710,10379,365037,11105,183006,7040,220144,8382,7692,1784,181399,8891,47655,3760,42272,4004,33627,3720,34003,3481,22215,3328,1627,938,23661,2959,3903,1051,9814,1793,5450,1434,1144,893,3350,1256,0,198,35687,4203,11229,1788,11449,2040,7110,1757,2138,840,3553,1307,208,355,38314,4251,7577,1411,13098,2488,5589,1402,5548,1507,6429,1479,73,211,66932,4870,34266,3788,8722,1691,15233,2130,4489,1339,4130,1305,92,197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,2414538,23875,1047970,15609,1344651,17849,434552,11568,926666,15224,6980,1328,4480777,24809,1686614,21150,743267,12430,982868,16677,346376,9270,718543,12443,3109,1038,507467,14824,144794,5949,105856,6424,99500,5602,48580,4147,108629,5635,108,147,587614,14545,302164,8404,96144,5371,130571,6384,13541,2191,45131,3928,63,105,170386,6859,70973,4519,37090,3474,38823,3537,5222,1077,16106,2270,2172,865,110520,5684,42493,3025,22801,2768,18886,2488,6171,1415,19914,2794,255,332,318593,9126,167500,5852,42812,3727,74003,4411,14662,2451,18343,2485,1273,686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,570929,10576,263725,7450,326168,8283,147894,5276,275471,7521,371,192,1292215,12295,468959,9360,203712,6659,270842,7320,120041,4674,228328,7079,333,191,129495,5754,36541,3266,25286,2153,22815,2043,15365,1734,29451,3082,37,61,16120,2446,6995,1513,3280,1091,2893,1106,508,312,2444,929,0,198,46832,3310,14669,1736,13524,1527,9695,1679,2952,869,5992,1243,0,198,18590,2064,4735,935,4619,1370,2794,873,1927,553,4515,1012,0,198,81306,3953,39030,3102,13304,1458,17129,2516,7101,1260,4741,1106,1,2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,264318,7825,115362,5097,154123,5755,55980,3628,88791,5737,424,569,544813,8403,213797,6620,87756,5036,126209,4816,45877,3288,70992,5030,182,206,53999,4733,13967,1907,12204,1960,10840,1885,5185,1206,11771,2354,32,54,3702,1320,773,687,1358,701,273,217,133,166,1165,611,0,198,18324,2502,5932,1271,5570,1404,3303,810,1270,603,2144,936,105,188,9174,1764,1827,638,3156,1100,1893,850,1028,723,1270,624,0,198,48986,3627,28022,2750,5318,1162,11605,1804,2487,695,1449,522,105,188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,437525,10574,217515,7675,276745,8633,127329,6744,236592,7376,1105,540,1072570,13291,368391,10061,175192,7795,234108,8158,99519,5381,194332,6372,1028,517,134607,6887,36915,3092,25432,2890,22575,3174,21540,2506,28068,3337,77,114,4620,1307,1275,629,1831,820,664,508,131,196,719,441,0,198,19585,2462,4033,980,5221,1059,4258,1209,1768,676,4305,1048,0,198,16663,2798,3613,914,4180,1286,2909,974,1086,461,4875,1634,0,198,48766,4552,23298,2842,5659,1396,12231,1979,3285,1143,4293,1170,0,198,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,180497,6853,80737,5016,97216,4586,39057,3574,47127,3827,1182,654,358429,8760,147069,5696,63260,4301,77230,4216,30360,3036,39582,3463,928,582,39415,4133,13474,2285,7610,1686,9835,1733,4946,1477,3528,1103,22,40,7636,1401,2650,727,1926,874,2098,843,526,452,436,320,0,198,9845,1501,3141,859,3507,1099,2124,745,284,318,789,496,0,198,4752,1297,1280,570,1372,676,1184,612,271,264,606,487,39,67,25739,2523,12883,1610,3062,1099,4745,1073,2670,1289,2186,946,193,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,1212428,12321,468278,8896,621015,10816,228255,6210,408340,8897,1261,615,2287243,14490,937980,11530,345593,6928,487024,9858,188389,5745,327134,8517,1123,562,245736,7117,88428,4711,44795,3284,45870,3564,23653,2111,42977,2806,13,22,103468,5425,45693,2968,20168,2648,24299,2601,2224,658,11084,1867,0,198,80263,4302,29700,2480,19926,2092,17639,2217,3734,695,9246,1464,18,30,45162,2960,15628,1598,9968,1369,7996,1496,2240,577,9330,1399,0,198,177705,5568,94999,4165,27828,2637,38187,2726,8015,1237,8569,1272,107,179,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
