GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001MA,C24020_001EA,C24020_002MA,C24020_002EA,C24020_003EA,C24020_003MA,C24020_004EA,C24020_004MA,C24020_005EA,C24020_005MA,C24020_006EA,C24020_006MA,C24020_007MA,C24020_007EA,C24020_008MA,C24020_008EA,C24020_009MA,C24020_009EA,C24020_010MA,C24020_010EA,C24020_011MA,C24020_011EA,C24020_012MA,C24020_012EA,C24020_013MA,C24020_013EA,C24020_014MA,C24020_014EA,C24020_015MA,C24020_015EA,C24020_016MA,C24020_016EA,C24020_017EA,C24020_017MA,C24020_018MA,C24020_018EA,C24020_019MA,C24020_019EA,C24020_020MA,C24020_020EA,C24020_021MA,C24020_021EA,C24020_022MA,C24020_022EA,C24020_023MA,C24020_023EA,C24020_024MA,C24020_024EA,C24020_025MA,C24020_025EA,C24020_026MA,C24020_026EA,C24020_027MA,C24020_027EA,C24020_028MA,C24020_028EA,C24020_029MA,C24020_029EA,C24020_030MA,C24020_030EA,C24020_031MA,C24020_031EA,C24020_032MA,C24020_032EA,C24020_033MA,C24020_033EA,C24020_034MA,C24020_034EA,C24020_035MA,C24020_035EA,C24020_036MA,C24020_036EA,C24020_037MA,C24020_037EA,C24020_038MA,C24020_038EA,C24020_039EA,C24020_039MA,C24020_040MA,C24020_040EA,C24020_041MA,C24020_041EA,C24020_042MA,C24020_042EA,C24020_043MA,C24020_043EA,C24020_044MA,C24020_044EA,C24020_045MA,C24020_045EA,C24020_046MA,C24020_046EA,C24020_047MA,C24020_047EA,C24020_048MA,C24020_048EA,C24020_049MA,C24020_049EA,C24020_050EA,C24020_050MA,C24020_051MA,C24020_051EA,C24020_052MA,C24020_052EA,C24020_053MA,C24020_053EA,C24020_054MA,C24020_054EA,C24020_055MA,C24020_055EA,C24020_056MA,C24020_056EA,C24020_057MA,C24020_057EA,C24020_058MA,C24020_058EA,C24020_059MA,C24020_059EA,C24020_060MA,C24020_060EA,C24020_061EA,C24020_061MA,C24020_062MA,C24020_062EA,C24020_063MA,C24020_063EA,C24020_064MA,C24020_064EA,C24020_065MA,C24020_065EA,C24020_066MA,C24020_066EA,C24020_067MA,C24020_067EA,C24020_068MA,C24020_068EA,C24020_069MA,C24020_069EA,C24020_070MA,C24020_070EA,C24020_071MA,C24020_071EA,C24020_072EA,C24020_072MA,C24020_073MA,C24020_073EA,state
0400000US08,2109163,18698,1224175,13914,531625,9912,266255,6584,191080,6498,75175,4435,154835,5864,87652,4568,53000,3372,14183,2056,78050,4292,12568,1943,13084,2007,31719,2590,20679,1977,32485,2412,23256,2113,9229,1446,131745,6687,7216,1731,40897,3284,22223,2867,18674,1991,37951,3991,36323,3544,9358,1805,191325,7658,128135,6245,63190,4205,205507,8577,7583,1461,132910,7242,65014,4631,163973,7553,62537,4605,62502,4692,38934,3673,884988,11392,457618,9022,196191,6676,118995,6039,77196,4176,47425,3602,24734,2593,11939,1802,10752,1494,131514,6058,24594,2478,14153,2101,74134,4440,18633,2422,82488,4599,57535,4024,24953,2642,126586,5671,36032,3390,9075,1379,4852,1234,4223,828,35196,3459,20337,2613,25946,2659,251215,8105,86821,5301,164394,6579,9036,1514,1233,529,4957,1300,2846,682,40533,3169,21414,2585,7987,1264,11132,1913,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2302647,18037,1325909,12517,432731,11073,219991,8333,164722,7100,55269,3907,111671,5675,49991,3594,50386,3391,11294,1995,69575,4303,15368,1892,9133,1265,31497,3035,13577,1865,31494,2941,22579,2463,8915,1581,125983,6454,7662,1523,36582,3515,16686,2421,19896,2430,28145,3077,45061,4192,8533,1619,171336,7562,111198,5790,60138,4385,216394,7343,8083,1432,113273,5365,95038,4932,379465,9309,207306,6967,80632,4772,91527,5409,976738,11857,429199,9154,166417,6010,98747,4635,67670,4183,30218,3083,15753,2338,7302,1238,7163,1408,115554,4681,26379,2512,8660,1500,69594,4259,10921,1608,117010,5581,78373,4713,38637,3433,140614,5611,47816,3538,8070,1667,3823,1182,4247,1174,39854,3748,20151,2317,24723,2277,284169,7900,84728,5541,199441,7463,7201,1339,1195,495,3375,993,2631,759,115555,5503,75980,4907,7902,1557,31673,2597,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1410641,14617,793049,8727,253695,6427,128528,5561,93590,4788,34938,2816,56475,3288,27635,2643,23171,2248,5669,1014,46467,3291,11583,1911,7036,1242,19330,2071,8518,1430,22225,2325,15050,1715,7175,1437,87036,4487,5043,1202,26993,2650,12606,1940,14387,1769,16529,2264,32914,2763,5557,1259,114690,5811,70027,4601,44663,3893,134656,6306,6551,1391,70924,4783,57181,4109,202972,7011,104745,4854,54632,3674,43595,3654,617592,9507,293137,7606,101489,4749,60381,3809,41108,3191,18552,2349,10299,1715,4054,888,4199,977,92159,4801,21363,2498,6952,1507,55910,4010,7934,1413,80937,5562,53469,4148,27468,2881,91167,5344,32428,3287,7070,1524,3503,1076,3567,1030,23819,2482,11962,1947,15888,2307,167826,5818,47244,3592,120582,5095,3794,1093,1054,481,1452,492,1288,676,61668,4025,39466,3269,6553,1315,15649,2275,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1466692,17184,804720,11030,248825,7951,122861,6077,91874,5769,30987,3094,54857,4306,19208,2423,26832,3010,8817,1547,47329,3612,9785,1665,8030,1453,18526,2144,10988,1854,23778,2881,16926,2051,6852,1526,105214,6290,3112,1022,29432,3302,11207,2282,18225,2408,31846,3834,32690,3381,8134,1619,107095,6052,73012,5027,34083,3229,178794,7441,5949,1393,108019,5639,64826,5025,164792,7379,72810,4957,55407,4609,36575,3342,661972,11054,298331,8064,96828,5406,62008,4843,34820,3225,19637,2779,7617,1857,4942,1236,7078,1715,101959,5584,16349,2701,12353,2147,66022,4465,7235,1530,79907,4803,49620,3686,30287,3105,126263,7228,40031,3974,12842,2484,7112,1878,5730,1543,35683,3833,14805,2092,22902,2671,204679,7697,70318,5414,134361,5609,4228,1015,748,371,1753,690,1727,754,28471,3245,10902,2014,8303,1608,9266,2010,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4446948,23770,2529393,13883,981345,14605,510865,10530,346897,9221,163968,7258,229417,7677,132892,6167,72745,3881,23780,2520,170071,6719,28626,2634,35461,2819,68897,4611,37087,2797,70992,5010,48870,3838,22122,2837,297905,9320,16722,2282,85220,5066,41267,3402,43953,3164,84221,5409,91295,5480,20447,2411,387611,9856,250231,8189,137380,6513,327560,9405,12169,1931,184118,7603,131273,4935,534972,12028,240068,7950,166351,5428,128553,6404,1917555,16906,946387,14624,389241,9332,221151,6499,168090,6345,74104,3614,46060,2905,11293,1416,16751,1640,274407,8111,52941,4594,29051,2697,159584,5224,32831,2593,208635,7200,142904,5987,65731,4705,280146,8385,95062,5280,21325,2381,10718,1700,10607,1737,62339,3887,44445,3933,56975,4136,533355,11165,169859,6600,363496,9638,12651,1763,1506,599,6330,1248,4815,1100,145016,6428,88218,4961,20020,2834,36778,3113,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1144012,11209,652848,7534,223462,6059,117519,4452,89227,3734,28292,2596,52716,3025,25343,2078,20925,2102,6448,1165,39065,2778,6592,1207,5986,1106,19569,2153,6918,943,14162,1668,10705,1373,3457,863,50346,3995,3194,1133,12650,1634,5772,1138,6878,1201,13997,2342,17152,1901,3353,832,97860,4372,63721,3670,34139,2727,113801,4886,12214,1448,59088,3752,42499,2936,167379,5923,83030,4073,44402,2854,39947,3540,491164,8077,234378,6878,91635,4305,52473,3334,39162,2972,17148,2285,10131,1938,2353,655,4664,977,71780,4260,14331,1895,4412,1059,46307,3274,6730,1105,53815,3043,36196,2582,17619,1692,76685,4448,24088,2269,3628,889,1175,454,2453,690,18872,2614,9342,1500,20755,2133,130844,4967,38929,3030,91915,4427,4556,893,1659,410,1791,645,1106,456,44701,3030,29381,2465,3037,611,12283,1862,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,506596,8260,291747,5905,119199,4965,57268,3652,41974,3211,15294,1861,37094,3086,18424,2332,16051,1946,2619,903,15523,1472,2154,723,1653,459,8037,1250,3679,786,9314,1749,7321,1593,1993,817,30474,2813,703,412,7742,1417,3911,1007,3831,819,9588,1598,10809,1815,1632,748,45542,3531,31715,3245,13827,1659,47118,3593,1694,742,26002,2478,19422,2413,49414,3871,26612,2887,13954,2111,8848,1679,214849,5037,108379,4436,44125,3433,27241,2760,16884,1945,11586,1684,7348,1452,2594,752,1644,534,29509,2438,5700,1307,3280,871,18204,1831,2325,640,23159,2173,15467,1703,7692,1395,27479,2692,9337,1787,1187,463,673,330,514,332,6589,1291,3935,1143,6431,1349,61553,3992,18673,2160,42880,3068,1846,629,679,416,525,313,642,371,15592,2343,11515,1954,1590,631,2487,677,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,974039,15169,546379,10283,166353,6411,84341,4737,66410,4117,17931,2422,31699,2609,16255,2055,10675,1627,4769,1045,30898,3214,7102,1421,4017,1005,12964,1697,6815,1734,19415,2243,13597,2147,5818,1245,56958,4305,3047,1029,17464,2282,6713,1628,10751,1516,12415,2062,21032,2917,3000,847,76280,4763,49944,3824,26336,2534,98808,5472,10178,1941,49351,4441,39279,3460,147980,5591,72588,4615,38471,3785,36921,2765,427660,9554,191384,6467,67602,4724,40756,3744,26846,2837,8607,1692,4352,1030,1966,935,2289,799,57736,3707,9389,1654,3658,954,40841,3203,3848,1072,57439,3920,34513,2989,22926,2748,70744,4826,25325,2959,5800,1482,2146,781,3654,1320,17388,2697,9740,2103,12491,2124,123601,6065,39482,3690,84119,5103,3299,859,2159,698,784,439,356,266,38632,3469,26598,3069,3354,955,8680,1489,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,324415,6956,174112,4885,67464,3816,31992,2593,23735,2167,8257,1309,16834,2132,9630,1626,5067,1108,2137,648,13093,1745,2515,789,2090,647,5479,1112,3009,958,5545,1552,2967,964,2578,1042,21519,2494,382,315,6433,1459,3112,934,3321,1093,4401,1226,7959,1618,2344,784,27534,2600,17112,1906,10422,1556,29961,2636,1059,489,16457,2377,12445,1881,27634,3050,11289,1808,9794,2007,6551,1875,150303,5091,76539,4430,27622,2682,14330,1703,13292,2382,6854,1379,2323,701,1079,449,3452,1009,25821,3126,4434,991,2412,814,15452,2156,3523,1138,16242,2019,9303,1401,6939,1407,24454,2366,8009,1725,1615,626,681,420,934,443,6361,1516,2990,1177,5479,1267,38886,3095,11666,1957,27220,2761,2007,791,504,354,1164,648,339,230,8417,1777,4442,1235,1481,797,2494,895,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2057638,12119,1172483,8648,475522,8367,240305,6188,169128,4492,71177,3914,131286,5489,68540,3957,47263,3492,15483,1629,74248,4198,17201,1735,9705,1565,28258,2262,19084,2223,29683,2173,21796,1726,7887,1083,103269,4378,10517,1746,21922,1970,8447,1317,13475,1516,25893,2701,37218,2471,7719,1328,189920,5670,122675,4590,67245,4114,170789,5330,14511,1384,88475,4108,67803,3400,232983,6012,125501,5271,61445,2898,46037,3030,885155,8961,461671,8196,195301,5609,107800,4429,87501,3625,45431,3036,25770,2431,8126,1190,11535,1238,124838,4474,29111,2116,13156,1524,64964,3749,17607,1711,96101,4488,61739,3504,34362,2795,115964,4849,40595,3141,4812,1038,2532,793,2280,629,24985,2482,16797,2152,28775,2020,235084,6595,69205,3813,165879,5658,7280,1103,2714,563,2048,558,2518,788,65156,3923,43485,3051,6716,1066,14955,2255,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
