GEO_ID,B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,NAME,B19001I_001MA,B19001I_001EA,B19001I_002EA,B19001I_002MA,B19001I_003EA,B19001I_003MA,B19001I_004EA,B19001I_004MA,B19001I_005EA,B19001I_005MA,B19001I_006EA,B19001I_006MA,B19001I_007EA,B19001I_007MA,B19001I_008EA,B19001I_008MA,B19001I_009EA,B19001I_009MA,B19001I_010EA,B19001I_010MA,B19001I_011EA,B19001I_011MA,B19001I_012EA,B19001I_012MA,B19001I_013EA,B19001I_013MA,B19001I_014EA,B19001I_014MA,B19001I_015EA,B19001I_015MA,B19001I_016EA,B19001I_016MA,B19001I_017EA,B19001I_017MA,state
0400000US08,352054,5975,23903,2437,15339,2320,13224,1983,17130,2261,17215,2646,18453,2605,19152,2670,17187,2193,18105,2136,27961,2670,40728,3760,50895,3515,25936,2787,16337,1986,17542,2346,12947,2352,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,129623,3568,9524,1984,4691,1246,5120,1345,10470,2096,8751,1438,8513,1938,7439,1299,6536,1524,4604,1292,12964,1705,15454,2269,15054,2050,8228,1447,4052,1173,5178,1287,3045,939,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,43976,2420,3342,924,1849,762,2719,1013,2719,728,2553,817,3754,1305,3648,925,3066,952,2498,903,3337,1063,4339,986,3633,1062,2473,815,1976,845,1154,655,916,585,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74298,3262,6414,1562,4042,1133,5228,1414,5467,1417,5030,1583,4668,1562,4132,1142,3237,1065,2659,835,5037,1352,7053,1298,8524,1680,4793,1445,3482,1028,2312,790,2220,650,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,596754,6323,30365,2753,19397,2521,25906,2603,37705,3628,30471,2957,36510,3453,31316,3297,30853,2797,27390,3053,49122,3631,68437,3991,77614,4458,52523,3590,31032,2847,28491,2622,19622,2153,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,52009,2485,3630,1014,2547,890,2696,881,3494,1068,2120,967,3538,757,2830,788,3006,788,2883,680,3723,899,5956,1171,7376,1578,3946,1081,1516,553,1844,648,904,401,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,15893,1275,940,627,846,501,574,492,728,566,897,486,1903,913,592,381,888,543,567,340,862,466,1441,607,1509,624,1071,650,1355,603,774,471,946,543,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,61579,2651,3650,1085,1917,811,4540,1286,2940,883,4825,1348,3966,1321,4527,1112,3331,1026,4198,1374,7155,1499,6811,1598,6255,1472,3760,1210,1715,695,1125,433,864,563,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,23728,1477,1730,716,265,192,1011,531,795,426,1803,975,847,521,670,353,646,400,1415,636,2513,893,3733,1149,3285,964,1933,764,432,269,1581,736,1069,668,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,79933,3083,4165,897,4003,937,2888,859,4317,1086,5389,1211,5604,1269,3942,976,4781,976,4714,1102,6113,1382,8839,1446,10267,1777,5864,1100,3183,959,3224,855,2640,713,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,12551,1584,847,435,654,493,335,314,996,536,634,346,853,722,845,635,977,591,829,492,1426,929,1278,633,1274,542,808,441,338,385,274,247,183,171,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,6834,1016,821,508,555,371,160,118,484,423,61,109,610,315,184,181,76,127,41,49,916,513,484,351,542,385,740,387,544,313,290,223,326,281,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,260513,5804,13567,2199,10700,2140,16583,1985,21378,2250,21782,2815,18557,2272,17646,2481,17274,2328,15034,2541,24584,2629,26664,3243,22674,3090,12933,2066,6575,1410,7365,1317,7197,1632,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,262118,6140,16026,2359,8194,1657,11545,2280,19943,2572,15469,2671,17071,2373,16120,2621,12003,2194,10568,2051,27641,3507,31020,3562,30112,3337,17499,2435,9635,1732,12204,2037,7068,1476,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,15499,1608,409,263,328,215,461,332,364,308,1220,707,644,430,1190,795,598,346,607,325,1361,659,1376,550,1710,602,2965,1084,793,385,883,421,590,359,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,55220,2568,7448,1744,3273,1098,4536,1608,3725,1087,4069,1098,2596,852,2879,991,3253,912,2075,939,4380,1130,5426,1511,4795,1504,1904,712,1631,686,1549,648,1681,650,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,4192,909,88,94,144,133,146,162,283,249,21,30,889,579,621,476,344,278,151,162,406,291,111,203,179,133,446,227,221,247,37,52,105,137,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,246433,4425,17435,2782,7718,1528,11092,1568,12922,2170,13614,2036,13959,2072,17492,2456,15332,2239,12502,1809,22532,2739,27316,2518,34021,3035,18375,2182,8224,1606,8314,1778,5585,1453,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,7191,1204,352,193,126,130,789,469,723,677,591,308,308,264,167,125,512,294,837,621,322,262,907,548,384,240,96,121,348,325,287,217,442,338,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,108936,3134,6761,1101,5887,1227,5442,1101,7274,1413,6268,1201,7958,1347,7682,1162,6087,1348,6628,1377,10718,1483,12031,1578,13387,1522,5185,999,3088,1007,2489,882,2051,697,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,112445,3547,7791,1618,6255,1399,4987,1128,6643,1425,6576,1570,8160,1487,8324,1528,4548,1237,6737,1391,9982,1614,13784,1938,11097,1703,8148,1279,4151,1019,2913,778,2349,682,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1164949,9880,314188,8232,142958,5961,121204,6490,99131,5627,74586,4169,64281,4087,56158,4230,47325,3234,40341,3243,57703,4376,53568,3197,43188,3543,21730,2471,9472,2099,7885,1526,11231,1658,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,210961,5623,9094,1955,3938,1113,6995,1566,8244,1939,9319,1893,10585,2042,9062,1914,11449,2156,8745,1808,17661,2282,22360,2799,29509,2694,20072,2638,13494,1919,16813,2283,13621,1866,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,10326,1280,829,683,303,317,406,260,612,457,593,474,822,515,706,421,682,513,550,458,313,236,1144,856,988,677,1157,540,429,283,653,571,139,133,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,76939,3632,6801,1929,5143,1390,4058,1309,6510,1598,5289,1621,4255,1336,3508,1084,5225,1167,3719,1097,5319,1432,7874,1819,7667,1336,5074,1156,1475,571,3232,1261,1790,716,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,149290,4338,7748,1666,4858,1428,7284,1858,8722,2033,8833,1915,10082,1983,7018,1474,6515,1554,7994,1675,14697,2544,18225,2769,18589,2358,11282,1894,6498,1477,6148,1413,4797,1419,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,17853,1619,1129,589,1414,774,774,435,783,584,785,376,1076,629,1498,761,336,334,1286,624,680,411,1868,713,2682,842,1840,704,643,385,555,354,504,447,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,3865276,17149,194152,7299,158946,6008,155993,6836,202374,8144,180021,6568,192320,7529,185496,6954,192220,7855,168735,5517,316516,9316,431365,11458,519155,11851,357102,10366,209503,7654,222405,6285,178973,6715,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,21784,1989,1709,1054,1151,619,1363,563,2499,974,761,472,641,400,1628,728,1096,502,896,523,1433,657,2361,810,2539,673,1512,739,912,540,864,611,419,400,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,184188,4017,20224,2677,14647,2193,8873,1687,12085,2266,9679,1953,11383,2072,8568,1751,10215,1860,8370,1725,14024,2099,14622,2336,18134,2390,12016,2035,7159,1441,7761,1571,6428,1340,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3121884,16225,235734,8402,173273,7696,180325,8551,188054,7422,173737,8198,184770,8410,163699,7332,161287,8250,148652,7099,274910,10723,320202,9914,369394,9551,226649,8596,123363,6580,114131,5416,83704,5547,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,156042,3733,5786,1245,5375,1276,4151,1192,4022,1024,5099,1254,5843,1424,7684,1749,8459,1602,6645,1644,12310,2114,19276,2560,24427,2923,13315,2080,9685,1686,13297,1858,10668,1745,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,1665617,15652,121049,6528,82099,4796,86670,4908,103293,6659,96774,5846,94711,5991,87383,5666,81674,5092,80479,5660,142464,7027,169898,6241,191400,7687,119244,5411,68999,4872,69513,4922,69967,4412,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,257520,4681,30853,3429,19891,2567,15123,2395,19181,2327,12486,2047,11828,1723,10246,2051,11947,2184,9962,1931,14475,2146,22923,3037,26573,2827,17355,2102,10596,1601,11831,2022,12250,2074,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,27959,1791,1667,683,1933,1040,942,691,1219,701,339,342,1625,889,533,409,877,638,1006,578,1692,683,2460,851,2267,806,3306,1178,2683,1041,1788,686,3622,1071,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,110400,3610,6081,1529,4324,1149,3116,897,5990,1383,4689,1103,6847,1601,6740,1894,6852,1551,6042,1291,10891,1911,15243,2094,13480,1915,8781,1613,4291,1069,4139,1079,2894,895,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1159248,10203,124194,6726,79192,4056,70125,5173,67420,5501,52287,4553,54658,4334,47820,3889,44435,4501,40542,3735,86893,4788,102997,6740,127677,6630,83363,5205,56203,3744,60773,3957,60669,3988,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,546543,7116,42043,3893,22293,3128,29990,3521,27619,3615,26657,2772,27853,3543,22403,2781,20790,2344,21316,3052,38779,3609,53895,4304,68077,4436,47135,3360,26147,2637,37026,3469,34520,3162,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,135755,4074,12732,2146,9181,1492,6479,1549,8800,1805,7742,1574,9290,1899,6846,1399,7049,1546,6699,1491,9721,1730,14512,2384,14761,1845,9674,1681,4783,1421,3299,840,4187,1117,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,73133,3349,4783,1308,3779,1265,3524,886,4292,1366,5177,1556,4670,1230,3145,1051,5667,1298,3555,1084,5575,1190,9397,1545,6264,1403,4572,1254,3263,897,3178,1083,2292,776,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,277679,5730,31450,3677,18352,2549,17444,2598,18383,2455,16581,2210,14384,1786,14660,2210,12536,1882,11502,1571,23147,2885,28835,3108,25238,2729,16130,1871,9545,1607,9523,1839,9969,1271,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,143797,4101,8939,1385,7685,1592,6502,1320,8262,1605,8595,1665,8512,1382,7728,1323,6302,1300,8667,1674,12488,1807,14609,1947,18871,2177,10682,1567,5955,1157,5380,1208,4620,973,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,59456,2316,3760,980,2376,885,2119,762,4166,1028,4548,1194,3306,908,4415,1090,3221,968,2969,864,6899,1387,5854,1396,6907,1482,4246,1155,2132,682,974,410,1564,693,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,57183,2424,5752,1534,2235,798,2323,957,3707,1165,2465,895,3197,1129,3423,1085,4187,1188,3259,963,7510,1681,7136,1882,5887,1143,2579,862,1107,501,1127,510,1289,692,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,339668,5465,40340,3693,27173,3139,20549,2761,24262,3216,22632,2664,19604,2584,17594,2549,16721,2743,15789,2245,24221,2459,33304,3219,32093,2956,19201,2606,10875,1644,9476,1544,5834,1170,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,35987,2151,2208,777,1047,522,1340,608,959,487,1180,524,1579,723,1400,680,2691,987,1049,552,3167,908,2930,1094,4567,963,3080,864,3793,931,2609,954,2388,769,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,10549,1138,1420,651,127,121,833,571,873,565,1043,635,719,501,208,186,702,443,491,302,1438,598,1008,490,765,428,683,388,11,19,115,157,113,177,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,255338,4333,12112,2282,6425,1419,8193,1925,13163,2042,12437,2220,14054,2348,16827,2273,15028,2188,12606,2157,25804,3132,32273,3040,33849,2899,20962,2550,10685,2012,11087,1743,9833,1695,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,51647,2356,6267,1603,5110,1580,2901,1257,3398,1179,2746,1080,3126,1367,2230,1009,2725,1040,2216,985,4670,1386,3389,995,5060,1218,3043,1035,1197,675,2318,1218,1251,588,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,608718,7881,41515,3347,24760,2253,32793,4042,38563,3645,34409,3618,35352,3470,35784,3483,33873,3014,26101,2943,63175,4404,63634,3829,80428,5494,42509,2965,22755,2567,19150,2638,13917,2006,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,99050,3699,7970,1710,4034,1009,6343,1445,5465,1371,8211,1528,7320,1561,6824,1587,5575,1327,5541,1261,9420,1676,9360,1689,8856,1538,5717,1524,3375,1062,2548,790,2491,858,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,100290,3169,5929,1443,5706,1310,4954,1274,6538,1431,6104,1294,7587,1633,5218,1188,6727,1682,6297,1152,9646,1706,13497,1707,11061,1871,4858,1199,2679,1064,2374,855,1115,497,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
