GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001MA,B08014_001EA,B08014_002EA,B08014_002MA,B08014_003EA,B08014_003MA,B08014_004EA,B08014_004MA,B08014_005MA,B08014_005EA,B08014_006MA,B08014_006EA,B08014_007EA,B08014_007MA,B08014_008EA,B08014_008MA,B08014_009EA,B08014_009MA,B08014_010EA,B08014_010MA,B08014_011MA,B08014_011EA,B08014_012EA,B08014_012MA,B08014_013EA,B08014_013MA,B08014_014EA,B08014_014MA,B08014_015MA,B08014_015EA,B08014_016MA,B08014_016EA,B08014_017EA,B08014_017MA,B08014_018EA,B08014_018MA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021EA,B08014_021MA,state
0400000US08,2932555,17470,60142,5654,527714,12524,1198614,19438,696257,17382,296654,12892,153174,11049,1579061,11650,33818,3837,259845,8888,653307,11753,381096,11292,164353,8639,86642,6197,1353494,11876,26324,3130,267869,8336,545307,11333,315161,8814,132301,6004,66532,5980,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3145559,18235,84563,5673,600512,12523,1299491,20882,705838,18753,296556,13679,158599,12470,1659913,11405,46289,3500,278906,9272,698129,11803,383162,11631,160726,8396,92701,7437,1485646,12785,38274,3941,321606,8196,601362,13147,322676,9779,135830,6706,65898,6100,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1940074,15258,44966,4449,372533,9257,820904,15837,432508,16157,178016,9510,91147,7677,1023512,9353,25418,2968,172699,7015,441092,9026,236624,9783,96521,6123,51158,4729,916562,10639,19548,2571,199834,6665,379812,9762,195884,8311,81495,4785,39989,3691,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1976842,18624,61009,5020,479937,14021,852300,20563,394867,16538,142936,10456,45793,6419,1015891,10974,28733,3304,212018,9415,455819,12914,217096,9792,77632,6634,24593,3715,960951,12574,32276,3361,267919,7748,396481,11034,177771,8905,65304,5040,21200,3725,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6145532,22897,320836,12370,1396396,21834,2529183,31166,1209561,22749,488854,18095,200702,12514,3227556,13825,157627,7509,666021,14310,1373908,18279,651216,12955,264112,10874,114672,6908,2917976,15241,163209,7609,730375,13333,1155275,17320,558345,12687,224742,9260,86030,6573,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1567870,10380,29863,3017,265248,8370,646575,12636,377498,11835,157299,9257,91387,6232,824193,6317,17794,2448,127291,6065,345105,6924,199198,6933,86008,5715,48797,3905,743677,8278,12069,1656,137957,5406,301470,7713,178300,6508,71291,4504,42590,3018,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,706153,7552,11726,2489,111229,6881,305843,9139,168536,8320,71582,6261,37237,4742,371230,4889,6797,1990,52561,3885,162691,5735,91253,5069,37359,3767,20569,2812,334923,5220,4929,1164,58668,4454,143152,4898,77283,4215,34223,3389,16668,2472,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1292208,12643,29750,3501,251712,9208,544093,14445,306259,10405,111967,8355,48427,5512,678301,9706,16316,2297,112180,5908,294288,8381,168621,6864,60410,4757,26486,3333,613907,8339,13434,1870,139532,6562,249805,8260,137638,6092,51557,4639,21941,2868,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,448816,6785,13197,2874,80927,5637,205424,8737,94853,7563,39000,5009,15415,3195,230457,4597,6619,1937,35048,3309,108218,5134,51113,4037,20789,2791,8670,2085,218359,4556,6578,1537,45879,3826,97206,5146,43740,4436,18211,2749,6745,1482,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2889051,12466,77034,4520,489507,11758,1259835,17410,652397,13958,275196,10628,135082,8081,1498474,8472,38472,3341,223702,7413,665542,10230,347537,8329,147698,6513,75523,4793,1390577,8941,38562,2574,265805,7347,594293,10697,304860,8025,127498,5558,59559,4160,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
