GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001MA,C17021_001EA,C17021_002MA,C17021_002EA,C17021_003MA,C17021_003EA,C17021_004MA,C17021_004EA,C17021_005MA,C17021_005EA,C17021_006MA,C17021_006EA,C17021_007EA,C17021_007MA,C17021_008EA,C17021_008MA,C17021_009MA,C17021_009EA,C17021_010MA,C17021_010EA,C17021_011MA,C17021_011EA,C17021_012MA,C17021_012EA,C17021_013MA,C17021_013EA,C17021_014MA,C17021_014EA,C17021_015MA,C17021_015EA,state
0400000US08,5577020,2234,537492,18885,330171,18460,137231,13017,192940,13266,42223,5520,150717,11814,207321,7453,5039528,18975,4128076,25816,3293230,33323,834846,25385,291613,15034,543233,20457,911452,16544,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,852638,24677,585188,22903,216540,17507,368648,18067,75029,8356,293619,16847,267450,9107,5636623,25565,4750038,29154,3693366,41072,1056672,30852,345083,18294,711589,24464,886585,15108,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,730408,22182,519154,19815,208633,13978,310521,16808,58484,6572,252037,14977,211254,9848,3595897,21367,3053898,23047,2391139,27587,662759,21325,210569,10990,452190,17942,541999,11696,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,843626,23603,610295,22268,161054,15013,449241,20562,78082,9256,371159,19701,233331,9819,3685402,23781,3125342,26806,2257655,34838,867687,26890,234857,15380,632830,23334,560060,11451,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,1509247,32779,1020071,31138,346246,21308,673825,27272,122766,11681,551059,25822,489176,11918,10938024,33365,9226258,31288,7087443,44914,2138815,38615,644821,22209,1493994,33728,1711766,23609,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,343504,13910,208965,13212,70835,8522,138130,10195,24070,3593,114060,9168,134539,6181,2712435,13890,2247779,15089,1812732,21528,435047,16425,157397,11011,277650,11740,464656,10284,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,100220,6538,59490,6635,18736,3781,40754,6104,7250,2135,33504,6081,40730,3506,1211786,6376,1003238,8945,825274,14894,177964,12433,62890,6975,115074,9489,208548,6869,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,504504,19795,368196,18646,128570,11402,239626,14231,41964,6088,197662,13362,136308,7714,2420944,19685,2074282,19506,1588899,24954,485383,18660,140585,10679,344798,16021,346662,10765,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,117242,9236,77878,8528,27960,6074,49918,6328,8468,2345,41450,6268,39364,3852,823544,9454,699306,11928,517310,13219,181996,11394,55796,8454,126200,9377,124238,7128,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,529077,16528,310937,15956,119563,9975,191374,12877,36184,4786,155190,10896,218140,8750,4959267,16706,4111419,19264,3332912,25855,778507,19296,280188,13762,498319,16807,847848,12206,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1037462,1216,135114,8427,77325,7119,36368,5335,40957,4961,10512,2500,30445,4685,57789,4138,902348,8454,739846,10228,609021,11973,130825,9710,46086,5893,84739,8045,162502,6853,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1301941,1553,151541,7765,83828,7019,31243,4971,52585,5856,13391,2916,39194,4896,67713,4023,1150400,7795,922110,9388,744482,14133,177628,10807,63394,6676,114234,8648,228290,7429,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10100431,4443,1417873,35989,1010409,33890,365591,21138,644818,32240,122858,12083,521960,28349,407464,11822,8682558,36090,7316938,40795,5613546,54163,1703392,43847,475772,19767,1227620,36357,1365620,20583,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10238658,5792,1468642,34068,1096045,32032,354398,19252,741647,29478,131665,15749,609982,27031,372597,10932,8770016,34716,7521791,42410,5558783,51967,1963008,44762,528054,28382,1434954,42836,1248225,21080,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,720869,846,78620,7217,56827,6618,24787,4414,32040,4778,11878,3466,20162,3347,21793,2406,642249,7059,535293,8717,425260,11684,110033,9225,43644,5306,66389,6238,106956,5484,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4763828,2786,800422,20616,572092,19342,181388,14120,390704,18621,52276,7398,338428,18284,228330,9569,3963406,20900,3411949,26872,2603570,35278,808379,26974,225925,17442,582454,24147,551457,13337,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,601261,637,66013,5347,33871,4822,15618,3384,18253,3665,3857,1259,14396,3373,32142,3140,535248,5441,428711,6339,343407,8419,85304,6400,35525,4432,49779,5495,106537,4692,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2991978,2471,387327,14864,262779,13223,101562,11735,161217,11402,44197,5510,117020,11411,124548,6501,2604651,15361,2166219,18285,1530676,26333,635543,24786,252164,15425,383379,20279,438432,12678,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1753476,2196,312188,15244,212316,13762,91506,10194,120810,9646,28391,5377,92419,8695,99872,5798,1441288,15363,1202190,16445,956214,20947,245976,14725,76185,8150,169791,11933,239098,8737,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3825027,2627,596949,16807,431738,15750,162645,11383,269093,12049,52665,6221,216428,11175,165211,5741,3228078,16426,2760040,17458,2123243,20553,636797,15646,214338,10936,422459,14072,468038,8859,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5665153,2578,625826,17423,374594,15256,140192,9281,234402,12709,50072,5672,184330,11304,251232,8558,5039327,17120,4147743,18134,3329095,29619,818648,24326,296326,14716,522322,18552,891584,12362,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3165711,1397,1363666,23647,1113942,22935,405336,18531,708606,20493,158974,13755,549632,19582,249724,7999,1802045,23877,1592125,24919,1044041,24239,548084,19014,142134,9600,405950,16562,209920,7311,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8264095,3584,884647,27692,577269,22692,199862,15456,377407,17441,64757,8001,312650,16948,307378,12332,7379448,27718,6252976,35163,4879118,41355,1373858,36316,417134,19816,956724,29693,1126472,20048,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,736671,693,78676,5987,39014,4519,13482,3077,25532,3676,5910,2801,19622,3577,39662,3495,657995,6069,529078,8635,437378,12266,91700,8924,32497,4614,59203,6727,128917,6583,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
