GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001EA,B17001I_001MA,B17001I_002MA,B17001I_002EA,B17001I_003MA,B17001I_003EA,B17001I_004MA,B17001I_004EA,B17001I_005MA,B17001I_005EA,B17001I_006MA,B17001I_006EA,B17001I_007EA,B17001I_007MA,B17001I_008EA,B17001I_008MA,B17001I_009EA,B17001I_009MA,B17001I_010EA,B17001I_010MA,B17001I_011MA,B17001I_011EA,B17001I_012EA,B17001I_012MA,B17001I_013EA,B17001I_013MA,B17001I_014EA,B17001I_014MA,B17001I_015MA,B17001I_015EA,B17001I_016MA,B17001I_016EA,B17001I_017EA,B17001I_017MA,B17001I_018EA,B17001I_018MA,B17001I_019EA,B17001I_019MA,B17001I_020EA,B17001I_020MA,B17001I_021EA,B17001I_021MA,B17001I_022EA,B17001I_022MA,B17001I_023EA,B17001I_023MA,B17001I_024EA,B17001I_024MA,B17001I_025MA,B17001I_025EA,B17001I_026MA,B17001I_026EA,B17001I_027EA,B17001I_027MA,B17001I_028EA,B17001I_028MA,B17001I_029EA,B17001I_029MA,B17001I_030EA,B17001I_030MA,B17001I_031EA,B17001I_031MA,B17001I_032EA,B17001I_032MA,B17001I_033MA,B17001I_033EA,B17001I_034EA,B17001I_034MA,B17001I_035EA,B17001I_035MA,B17001I_036EA,B17001I_036MA,B17001I_037MA,B17001I_037EA,B17001I_038MA,B17001I_038EA,B17001I_039MA,B17001I_039EA,B17001I_040EA,B17001I_040MA,B17001I_041EA,B17001I_041MA,B17001I_042EA,B17001I_042MA,B17001I_043EA,B17001I_043MA,B17001I_044MA,B17001I_044EA,B17001I_045EA,B17001I_045MA,B17001I_046EA,B17001I_046MA,B17001I_047MA,B17001I_047EA,B17001I_048MA,B17001I_048EA,B17001I_049MA,B17001I_049EA,B17001I_050EA,B17001I_050MA,B17001I_051EA,B17001I_051MA,B17001I_052EA,B17001I_052MA,B17001I_053EA,B17001I_053MA,B17001I_054EA,B17001I_054MA,B17001I_055MA,B17001I_055EA,B17001I_056EA,B17001I_056MA,B17001I_057EA,B17001I_057MA,B17001I_058EA,B17001I_058MA,B17001I_059EA,B17001I_059MA,state
0400000US08,1205551,2449,175140,13397,80108,6964,9755,1863,2135,995,15450,2577,6106,1469,1719,696,3217,1024,9238,1764,10274,2349,7660,1662,4512,1278,6000,1257,2631,754,1411,551,95032,7771,8428,1805,1218,597,13623,2041,5652,1542,1738,666,3891,1197,11383,2027,14451,2298,11836,1961,8390,1896,8046,1845,3882,852,2494,775,1030411,13484,530860,7989,43641,2313,7845,1741,57579,4390,27668,2790,7212,1568,20978,2077,58036,2400,92270,3579,83170,2774,60869,1700,38333,1540,21337,1073,11922,820,499551,8292,40514,2282,9427,2013,51971,3849,27338,2747,9624,1343,16146,1842,54297,2101,79714,2481,71908,2796,59090,2167,40167,1967,24183,1327,15172,1343,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,461239,2378,97226,9639,44139,4954,7355,1687,1052,703,7891,1807,4918,1299,709,478,1528,532,4544,1079,4016,905,5465,1361,3241,954,1616,624,1125,454,679,516,53087,5911,7420,1742,906,414,7593,1538,3987,1309,990,445,2455,774,7591,1580,8889,1418,6993,1643,2690,874,2067,752,750,334,756,377,364013,9530,191816,5280,15270,1527,3908,1244,20974,2688,12186,2069,4115,1012,5845,1070,22898,1526,29905,2005,32584,2124,22138,2230,14118,1374,4982,847,2893,653,172197,6982,15217,2167,3647,1072,23729,2540,9777,1616,3412,1026,7231,1505,17048,1812,22479,1973,27789,2019,21619,1711,11590,1022,5118,634,3541,644,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,155266,2728,38568,4254,19233,2762,2680,774,387,248,4665,1142,1207,547,317,286,1040,530,1623,726,2574,833,2614,1040,1094,681,652,408,312,334,68,91,19335,2486,2832,715,685,377,3260,785,1188,589,350,290,573,379,2170,811,4673,1096,1407,535,1074,497,500,423,395,296,228,268,116698,5010,62189,3353,5227,1050,1085,483,7547,1496,2928,890,921,502,1674,661,8555,1518,9896,1546,10902,1183,6279,1042,4516,908,1724,558,935,552,54509,3178,5952,999,984,441,7587,1564,3193,996,457,278,1291,598,5140,864,9424,1269,7595,1158,5256,709,4153,995,1747,634,1730,610,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,229848,2738,50836,7289,21760,3876,3837,1404,37,67,4069,1165,1441,672,152,202,555,394,1712,740,3554,1094,2898,1027,1834,1003,1166,672,355,247,150,140,29076,4812,3895,1360,1093,1033,3843,1237,1737,677,256,230,879,525,2380,979,5073,1358,5715,1599,2519,927,679,421,545,362,462,315,179012,6891,97980,4357,7978,1439,1951,797,8790,2014,5865,1622,879,503,2119,700,9487,1421,17284,2197,15399,1757,12219,1988,7753,970,5952,1490,2304,939,81032,4092,8090,1744,751,440,8820,1499,3324,923,1548,691,1956,785,8314,1515,12402,1583,9983,1688,9642,1576,7268,818,5171,1015,3763,769,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2175270,3484,317257,19656,141409,10939,17524,2485,4116,1337,26671,3683,11315,2066,4398,1318,8797,1985,11587,1862,15353,2473,16287,2566,11399,1832,6847,1307,4946,1068,2169,701,175848,10092,20115,2355,4873,1287,23387,3081,11810,2128,3998,1012,6296,1292,20806,2673,25869,3356,26183,2682,13133,2100,11186,1682,4881,974,3311,1019,1858013,20163,966883,11942,75451,2737,13308,2105,95997,5182,52788,4733,15450,2175,31535,2502,110134,2519,158181,2763,152465,3235,125358,2315,80918,1706,37494,1204,17804,1041,891130,10118,69377,2467,13277,2122,91471,4947,52266,4394,15789,1976,31321,2148,100783,2812,133729,3893,133184,3001,112620,2296,72915,1741,39724,1200,24674,1018,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,186209,1416,37417,4797,15415,2368,2547,955,396,276,2597,771,1655,679,1037,440,560,366,1617,635,1295,544,2152,953,835,411,501,326,94,150,129,223,22002,3496,2007,674,1013,651,2832,759,2201,1007,476,300,1164,441,3672,1009,2420,931,2720,851,1753,651,1331,736,310,243,103,151,148792,5070,78043,3169,6736,1283,1347,573,9292,1284,6736,1250,1273,487,3049,913,9561,1370,12557,1432,10703,1261,9411,1523,4596,771,2094,694,688,351,70749,3483,7779,1301,2107,706,8665,1352,4294,966,430,208,2793,865,8308,1177,10508,1449,10473,1513,7625,1122,4896,1008,1821,596,1050,495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,50156,702,10563,3046,4892,1760,737,591,0,192,682,432,724,494,104,159,406,349,728,551,720,462,524,463,97,148,120,155,24,45,26,47,5671,1830,858,653,219,274,908,611,10,20,108,175,176,205,456,292,1311,483,958,672,218,236,248,270,68,121,133,155,39593,3215,20303,1902,1106,657,169,289,1566,502,1071,399,474,261,884,440,2794,751,3700,778,3994,947,1974,795,1350,343,770,412,451,269,19290,2018,1726,812,405,365,1581,555,1383,491,340,228,418,293,1965,514,2565,622,3251,902,2362,796,1787,493,1073,427,434,285,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,225030,2501,53598,6343,22819,3209,3486,899,588,436,4559,1347,2071,773,724,359,1374,667,2422,1266,2564,827,1677,758,1939,791,387,271,893,501,135,173,30779,3843,4323,1465,617,465,5508,1418,3179,1109,407,356,1363,648,5120,1541,3952,1019,2757,868,2536,1079,491,374,494,331,32,58,171432,6235,91651,3460,6851,1171,1495,665,11767,1626,5163,1154,1326,539,3836,1082,12175,1575,16592,1536,14323,1490,9360,1122,5782,862,1860,618,1121,476,79781,4071,7767,1584,962,454,9509,1603,4735,983,1568,646,3423,914,8542,1381,13210,1517,11563,1320,9553,1143,5938,910,1578,560,1433,504,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,89340,797,17744,4090,8233,1786,1483,766,439,357,1550,626,983,617,156,169,669,387,303,234,1136,540,715,564,301,250,340,286,79,126,79,120,9511,2808,967,556,222,244,2179,828,547,519,93,133,772,720,397,320,1701,762,1205,648,797,462,285,237,233,203,113,104,71596,4244,37884,1691,3035,765,294,242,4236,804,1713,633,616,375,1153,341,4768,378,6316,703,5902,660,5122,669,2878,641,1126,462,725,419,33712,3113,2971,882,311,297,3824,1185,2019,651,441,458,842,588,4220,532,5019,701,5166,860,4286,628,2811,509,950,390,852,374,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,300637,1317,56128,6880,25362,3563,3583,707,545,343,5117,1230,2065,846,631,306,1409,645,2696,953,3528,1017,2664,812,1532,624,850,571,485,356,257,208,30766,3972,4298,1154,548,310,5393,1446,1262,638,915,448,742,410,4250,1092,5439,1103,4341,1125,1770,602,1191,551,554,339,63,72,244509,6660,127261,3746,10306,1149,1760,552,15879,1827,7372,1212,2783,718,4694,996,15986,1401,20725,1729,20556,1559,14912,1143,8375,948,2546,617,1367,525,117248,4113,11775,1252,2792,824,16109,1522,6162,1224,2973,629,4292,840,12047,1522,18295,1649,17446,1530,11988,1138,8258,896,3219,804,1892,599,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
