GEO_ID,C18105_001E,C18105_001M,C18105_002E,C18105_002M,C18105_003E,C18105_003M,C18105_004E,C18105_004M,C18105_005E,C18105_005M,C18105_006E,C18105_006M,C18105_007E,C18105_007M,C18105_008E,C18105_008M,C18105_009E,C18105_009M,C18105_010E,C18105_010M,C18105_011E,C18105_011M,C18105_012E,C18105_012M,C18105_013E,C18105_013M,C18105_014E,C18105_014M,C18105_015E,C18105_015M,C18105_016E,C18105_016M,C18105_017E,C18105_017M,C18105_018E,C18105_018M,C18105_019E,C18105_019M,C18105_020E,C18105_020M,C18105_021E,C18105_021M,NAME,C18105_001MA,C18105_001EA,C18105_002MA,C18105_002EA,C18105_003MA,C18105_003EA,C18105_004EA,C18105_004MA,C18105_005EA,C18105_005MA,C18105_006EA,C18105_006MA,C18105_007MA,C18105_007EA,C18105_008MA,C18105_008EA,C18105_009MA,C18105_009EA,C18105_010MA,C18105_010EA,C18105_011MA,C18105_011EA,C18105_012MA,C18105_012EA,C18105_013MA,C18105_013EA,C18105_014EA,C18105_014MA,C18105_015EA,C18105_015MA,C18105_016EA,C18105_016MA,C18105_017MA,C18105_017EA,C18105_018MA,C18105_018EA,C18105_019EA,C18105_019MA,C18105_020MA,C18105_020EA,C18105_021MA,C18105_021EA,state
0400000US08,5268463,3285,2621629,5311,474747,3755,2502,999,472245,3861,1782326,3924,56513,4006,1725813,6307,364556,1466,56065,3667,308491,3641,2646834,4148,454739,3372,2347,836,452392,3532,1763021,3248,72904,5103,1690117,6012,429074,1808,84709,3799,344365,4048,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6174730,2963,3015987,5618,584220,3958,3759,830,580461,3845,1982096,4104,99509,4635,1882587,6515,449671,2582,85813,3836,363858,4820,3158743,5142,561189,3611,4240,891,556949,3446,2031337,3429,129746,5561,1901591,6177,566217,2122,138696,5036,427521,5248,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4114715,2846,2002846,4901,376250,4129,3733,995,372517,4322,1310960,3442,96443,4759,1214517,6058,315636,1680,72175,3437,243461,3775,2111869,4838,355847,3529,2508,983,353339,3427,1362142,3601,119425,4689,1242717,5739,393880,2043,111472,4751,282408,4752,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4254221,3494,2041702,5857,409189,4346,3880,1345,405309,4564,1325886,3709,84057,5422,1241829,5985,306627,2448,64469,4027,242158,4359,2212519,5887,384790,4099,1672,592,383118,4169,1435471,4030,90413,5392,1345058,6867,392258,2581,108097,5287,284161,5971,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11804483,2510,5757672,4614,1070379,2941,4190,1050,1066189,3040,3841568,4091,138264,5835,3703304,7507,845725,2427,144819,4996,700906,5173,6046811,4913,1022127,2950,6010,1343,1016117,3214,3944873,3698,179484,6337,3765389,7608,1079811,3233,251747,5920,828064,6825,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2915146,2277,1439605,3646,273970,2547,1515,627,272455,2638,933168,2756,33165,2511,900003,3690,232467,1499,33754,2080,198713,2471,1475541,3570,259395,2241,1573,518,257822,2330,932908,2421,40016,2900,892892,3736,283238,1719,57197,2798,226041,3228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1276692,1118,627186,2232,97727,1336,170,166,97557,1349,420384,1780,16807,2512,403577,3148,109075,974,16135,1743,92940,1765,649506,2279,97330,1621,330,252,97000,1641,424316,1501,20343,2216,403973,2897,127860,1097,23052,2009,104808,2135,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2772411,2901,1345150,4441,260523,3340,2015,883,258508,3522,862769,3611,64668,4137,798101,5569,221858,1991,58639,3271,163219,3157,1427261,3870,253730,2963,1010,447,252720,3099,904497,3141,79029,4439,825468,5200,269034,1977,80173,3705,188861,3874,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,897876,1169,428808,1733,74794,791,352,331,74442,806,274255,1542,13067,2021,261188,2231,79759,817,12997,1695,66762,1913,469068,954,73605,654,519,415,73086,842,298335,724,16798,2070,281537,1967,97128,703,20105,2113,77023,2071,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5198632,1833,2580376,3342,484216,2312,3173,958,481043,2411,1702533,2858,51842,3196,1650691,3695,393627,1810,59080,3133,334547,3552,2618256,3286,460984,2228,2305,897,458679,2512,1692547,2916,60173,3498,1632374,4158,464725,2044,91650,3138,373075,3142,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,985387,1804,493203,2956,85880,1769,945,608,84935,1774,312768,2419,12535,1685,300233,2918,94555,990,14024,1629,80531,1482,492184,2592,81095,1599,961,666,80134,1667,310173,1899,15924,1903,294249,2737,100916,1029,19403,1533,81513,1923,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
