GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001MA,B08528_001EA,B08528_002EA,B08528_002MA,B08528_003EA,B08528_003MA,B08528_004EA,B08528_004MA,B08528_005MA,B08528_005EA,B08528_006EA,B08528_006MA,B08528_007EA,B08528_007MA,B08528_008EA,B08528_008MA,B08528_009MA,B08528_009EA,B08528_010MA,B08528_010EA,B08528_011EA,B08528_011MA,B08528_012EA,B08528_012MA,B08528_013EA,B08528_013MA,B08528_014EA,B08528_014MA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017EA,B08528_017MA,B08528_018EA,B08528_018MA,B08528_019MA,B08528_019EA,B08528_020MA,B08528_020EA,B08528_021EA,B08528_021MA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024EA,B08528_024MA,B08528_025EA,B08528_025MA,B08528_026EA,B08528_026MA,B08528_027EA,B08528_027MA,B08528_028EA,B08528_028MA,B08528_029EA,B08528_029MA,B08528_030EA,B08528_030MA,B08528_031MA,B08528_031EA,B08528_032MA,B08528_032EA,B08528_033MA,B08528_033EA,B08528_034EA,B08528_034MA,B08528_035EA,B08528_035MA,B08528_036EA,B08528_036MA,B08528_037EA,B08528_037MA,B08528_038MA,B08528_038EA,B08528_039EA,B08528_039MA,B08528_040EA,B08528_040MA,B08528_041MA,B08528_041EA,B08528_042MA,B08528_042EA,B08528_043MA,B08528_043EA,B08528_044EA,B08528_044MA,B08528_045EA,B08528_045MA,B08528_046EA,B08528_046MA,B08528_047EA,B08528_047MA,B08528_048EA,B08528_048MA,B08528_049EA,B08528_049MA,B08528_050EA,B08528_050MA,B08528_051MA,B08528_051EA,B08528_052MA,B08528_052EA,B08528_053MA,B08528_053EA,B08528_054MA,B08528_054EA,B08528_055MA,B08528_055EA,B08528_056EA,B08528_056MA,B08528_057EA,B08528_057MA,B08528_058EA,B08528_058MA,B08528_059EA,B08528_059MA,B08528_060MA,B08528_060EA,B08528_061EA,B08528_061MA,B08528_062EA,B08528_062MA,B08528_063EA,B08528_063MA,B08528_064MA,B08528_064EA,B08528_065MA,B08528_065EA,B08528_066EA,B08528_066MA,B08528_067EA,B08528_067MA,B08528_068EA,B08528_068MA,B08528_069EA,B08528_069MA,B08528_070EA,B08528_070MA,state
0400000US08,2957533,19044,2131385,20199,1983129,21287,148256,7126,230420,7561,192855,7314,115436,6291,111241,5326,169576,6645,6620,1345,2217788,20053,1612369,20458,1520524,20908,91845,5449,180194,6612,160094,7040,84532,4873,83780,5207,93261,4586,3558,912,251916,10548,184735,10218,171684,10233,13051,2186,17442,2079,16679,1885,10224,1684,7751,1756,14182,2241,903,391,81493,5074,60647,4456,60270,4510,377,274,6487,1396,4367,1286,4747,942,3372,1169,1873,1019,0,198,87899,5439,55755,4498,53093,4283,2662,771,7731,1471,4120,919,5719,1539,10422,1108,3778,1014,374,334,64917,4036,44288,3525,41894,3432,2394,762,5682,978,3566,902,5407,1400,2224,703,3507,1066,243,383,253520,8712,173591,7333,135664,6300,37927,3713,12884,1556,4029,1067,4807,1260,3692,1145,52975,3719,1542,595,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,2357681,17145,2268643,17347,89038,5124,285950,8199,162455,6599,112567,5900,49887,3716,138092,6342,4084,1117,2575963,19050,1967422,18186,1901924,18083,65498,4155,234218,7398,144166,5972,93909,5248,43526,3456,89886,5079,2836,927,279617,9259,217306,7547,210992,7413,6314,1299,25436,2315,12734,2077,8880,1716,3408,991,11280,1812,573,594,23092,2619,16668,2296,16503,2241,165,167,2745,888,467,269,2399,811,365,277,437,285,11,20,62059,3615,39838,2936,37673,2733,2165,685,10255,1231,2360,795,4516,1264,201,207,4827,1081,62,72,47700,4527,39067,4197,37513,4134,1554,651,3475,1030,1486,596,997,475,432,261,2222,632,21,38,122285,5492,77380,4588,64038,4219,13342,1946,9821,1716,1242,484,1866,606,1955,702,29440,2974,581,349,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,1435835,15941,1383239,16225,52596,3772,147157,6457,101905,5244,125389,6144,65799,4019,100551,5469,3717,1000,1633433,18870,1196472,17205,1157302,17477,39170,2888,122768,6051,88014,4976,104741,5867,53115,3649,65753,4213,2570,826,187344,8488,133719,7450,129651,7227,4068,1085,12481,1668,10433,1589,14361,2312,5758,1330,10235,1526,357,247,18696,2570,14930,2536,14776,2493,154,194,1421,772,321,200,931,560,884,476,209,200,0,198,38428,3298,23945,2725,23117,2666,828,418,4499,1339,1449,626,2080,660,4737,680,1637,609,81,111,22688,2599,17790,2457,17093,2356,697,412,852,465,301,183,689,386,298,219,2758,1074,0,198,79764,4166,48979,3755,41300,3294,7679,1527,5136,1157,1387,652,2587,833,1007,414,19959,2039,709,385,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,1458121,15679,1387357,15016,70764,4967,118713,6060,132074,7250,108911,6433,59278,4555,121481,6410,3564,876,1656149,17739,1217063,15779,1165135,15358,51928,4391,96054,5669,117308,6692,93158,5860,50413,4188,80058,4926,2095,630,181399,8891,132758,7520,127941,7653,4817,1272,13091,2361,9085,1782,8335,1397,5281,1414,12411,2054,438,486,23661,2959,19734,2696,19699,2698,35,59,1286,608,495,273,1279,602,515,383,333,232,19,32,35687,4203,23101,3245,21560,3170,1541,707,2958,943,1786,784,2719,753,1447,1290,3582,1351,94,151,38314,4251,28082,3555,27237,3482,845,377,2588,900,2051,739,1250,545,513,393,3701,1307,129,195,66932,4870,37383,3498,25785,2711,11598,2122,2736,859,1349,870,2170,960,1109,658,21396,3293,789,516,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,4622188,27237,4386625,26197,235563,6828,533614,11274,396277,10819,220637,7349,113943,6346,277481,8369,11217,1620,4480777,24809,3359431,21262,3206437,21187,152994,5285,377126,9277,328723,10812,165756,5795,82635,5224,160008,6805,7098,1277,507467,14824,393203,12526,376360,12172,16843,2606,40992,3040,27505,2621,15893,1788,7727,2234,20956,2333,1191,605,587614,14545,456775,12940,447511,12461,9264,1596,64827,3830,23033,2655,17679,2493,13018,1887,11862,1728,420,263,170386,6859,116013,5863,110355,5831,5658,1173,23806,2339,7430,1129,9361,1725,4579,1271,8866,1792,331,285,110520,5684,84339,5702,78532,5338,5807,1837,9759,1399,4545,925,4058,1159,1774,737,5714,1497,331,257,318593,9126,212427,7455,167430,6173,44997,4015,17104,1563,5041,1122,7890,1512,4210,1176,70075,4748,1846,658,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,1145261,10800,1087474,10355,57787,3511,133332,5254,95928,4621,87734,4161,24001,2212,94870,4464,3432,822,1292215,12295,956265,12097,916219,11543,40046,3081,110607,4651,84544,4146,66087,3614,19630,2135,53425,3260,1657,585,129495,5754,94798,5093,91095,5088,3703,847,10643,1669,7254,1298,7368,1374,2351,700,6719,1129,362,218,16120,2446,9164,1981,9050,1963,114,141,1093,502,748,402,4012,1310,630,329,462,410,11,21,46832,3310,29375,2884,27120,2738,2255,720,5802,847,1802,484,5522,995,710,317,3423,733,198,159,18590,2064,12745,1771,11473,1530,1272,564,1337,496,1007,518,1506,591,169,139,1744,531,82,102,81306,3953,42914,2943,32517,2417,10397,1671,3850,888,573,325,3239,828,511,245,29097,2370,1122,540,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,475760,8736,453161,8826,22599,2249,78882,5312,44630,3185,20633,2215,14966,2007,43333,2978,794,415,544813,8403,384043,8530,368829,8570,15214,1921,64975,4861,40457,3093,15937,2038,12806,1675,25900,2500,695,402,53999,4733,39275,3485,37661,3494,1614,604,6819,1696,2250,700,1851,695,1040,807,2724,776,40,78,3702,1320,2665,1236,2665,1236,0,198,643,381,17,31,125,120,0,198,252,240,0,198,18324,2502,10904,2019,10435,1963,469,258,2610,716,1115,568,1378,501,224,204,2070,983,23,35,9174,1764,7590,1524,7127,1504,463,506,913,507,72,75,112,115,40,55,447,334,0,198,48986,3627,31283,2756,26444,2217,4839,1292,2922,892,719,423,1230,472,856,487,11940,1490,36,60,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,924571,13429,878519,13295,46052,3413,93489,5184,67500,4278,93708,6374,29569,3519,85096,5116,2878,1072,1072570,13291,778035,12389,745018,12299,33017,2591,77710,4917,55730,3801,77838,5902,25798,3456,56260,4327,1199,570,134607,6887,92456,6038,88240,5664,4216,1559,9100,1689,9675,1592,10526,1763,2715,968,9170,1458,965,753,4620,1307,2723,1014,2723,1014,0,198,379,285,184,169,739,457,13,31,549,763,33,55,19585,2462,12957,2089,11925,2109,1032,423,2120,948,505,367,1638,762,143,149,1980,760,242,242,16663,2798,11688,2339,11044,2303,644,365,826,471,755,456,1421,591,192,139,1746,558,35,59,48766,4552,26712,3072,19569,2678,7143,1581,3354,1091,651,462,1546,581,708,547,15391,2086,404,321,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,324568,8783,305334,8256,19234,2540,36734,3117,9666,1434,43344,3396,12095,1982,19203,2104,206,189,358429,8760,259426,8644,246632,8171,12794,2051,29887,2862,8016,1293,37703,3184,10095,1823,13113,1657,189,179,39415,4133,29853,3566,28803,3456,1050,420,3312,1038,1188,706,2897,845,849,469,1299,652,17,28,7636,1401,6284,1362,6258,1363,26,43,455,276,40,70,733,345,124,150,0,198,0,198,9845,1501,6723,1164,6446,1152,277,253,1242,667,163,157,1114,607,192,299,411,276,0,198,4752,1297,3938,1138,3707,1119,231,185,373,321,44,75,304,280,83,99,10,20,0,198,25739,2523,18344,2188,13488,1904,4856,1421,1465,690,215,185,593,478,752,480,4370,1074,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,2113567,13026,2002689,13352,110878,4432,334437,8170,185684,5929,112323,4579,39720,3009,148904,4268,4942,816,2287243,14490,1670455,13523,1595909,13535,74546,3746,254424,6259,155644,5349,86191,3857,31801,2539,85738,3296,2990,667,245736,7117,178278,6436,170652,6340,7626,1217,31222,2540,14792,1703,8068,865,3019,738,9837,1254,520,277,103468,5425,70773,4277,70157,4299,616,280,17414,2131,5404,1190,6406,1286,2069,955,1291,491,111,134,80263,4302,51063,3121,48126,3022,2937,552,13101,1709,4069,903,5382,1366,983,404,5435,836,230,175,45162,2960,32134,2517,30946,2474,1188,392,4790,999,2708,710,2553,842,330,212,2618,623,29,32,177705,5568,110864,5086,86899,4757,23965,2068,13486,1752,3067,585,3723,750,1518,641,43985,2444,1062,401,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
