GEO_ID,C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,NAME,C18108_001MA,C18108_001EA,C18108_002EA,C18108_002MA,C18108_003EA,C18108_003MA,C18108_004EA,C18108_004MA,C18108_005MA,C18108_005EA,C18108_006MA,C18108_006EA,C18108_007MA,C18108_007EA,C18108_008MA,C18108_008EA,C18108_009MA,C18108_009EA,C18108_010MA,C18108_010EA,C18108_011MA,C18108_011EA,C18108_012EA,C18108_012MA,C18108_013EA,C18108_013MA,state
0400000US08,5604105,2082,1265128,2668,32923,2897,10046,1679,1222159,4162,3545347,3772,183135,6950,127847,7182,3234365,10983,793630,2101,128473,4630,118240,5057,546917,6066,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,1563183,2968,46319,3808,21489,2524,1495375,5299,4013433,4082,254073,8140,218371,7772,3540989,10809,1015888,3127,173321,5910,181495,5714,661072,8228,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,1005586,2538,44606,3719,17918,2467,943062,5594,2673102,3051,209897,8187,207911,7138,2255294,11467,709516,2481,127527,4770,154243,5527,427746,6884,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,1095836,1740,45534,4794,15786,2321,1034516,5775,2761357,4122,199995,8603,174426,8557,2386936,13316,698885,3199,121335,5151,144186,5881,433364,8714,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,2851931,2329,73368,4173,28070,2952,2750493,5695,7786441,4541,367362,9332,307730,9235,7111349,13791,1925536,3819,288269,6711,327823,7135,1309444,9791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,731248,2371,22525,2132,7712,1271,701011,3008,1866076,2672,96435,4677,78522,4381,1691119,6505,515705,2101,85450,3810,74976,3579,355279,4581,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,257914,1291,8876,1401,2848,725,246190,1784,844700,1722,50522,4048,40232,3475,753946,5392,236935,1307,39497,2747,32816,2306,164622,3466,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,702345,2604,31629,3086,10769,1780,659947,4279,1767266,4195,137703,6442,138007,6330,1491556,8461,490892,2821,89703,3941,115743,4622,285446,5918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,202734,218,7755,1771,1886,727,193093,1958,572590,1503,33258,2951,28273,3197,511059,4270,176887,1004,31367,2465,23260,2134,122260,2788,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,1300132,2048,31648,3117,15807,1667,1252677,4033,3395080,3003,173613,6807,122868,5404,3098599,9139,858352,2411,136123,5107,128685,4544,593544,5736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
