B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035EA,B17001_035MA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038MA,B17001_038EA,B17001_039MA,B17001_039EA,B17001_040MA,B17001_040EA,B17001_041EA,B17001_041MA,B17001_042EA,B17001_042MA,B17001_043MA,B17001_043EA,B17001_044MA,B17001_044EA,B17001_045MA,B17001_045EA,B17001_046EA,B17001_046MA,B17001_047MA,B17001_047EA,B17001_048MA,B17001_048EA,B17001_049MA,B17001_049EA,B17001_050MA,B17001_050EA,B17001_051EA,B17001_051MA,B17001_052EA,B17001_052MA,B17001_053MA,B17001_053EA,B17001_054MA,B17001_054EA,B17001_055MA,B17001_055EA,B17001_056EA,B17001_056MA,B17001_057EA,B17001_057MA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,NAME,B17001_001EA,B17001_001MA,B17001_002EA,B17001_002MA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005MA,B17001_005EA,B17001_006EA,B17001_006MA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011MA,B17001_011EA,B17001_012MA,B17001_012EA,B17001_013EA,B17001_013MA,B17001_014MA,B17001_014EA,B17001_015EA,B17001_015MA,B17001_016MA,B17001_016EA,B17001_017MA,B17001_017EA,B17001_018EA,B17001_018MA,B17001_019EA,B17001_019MA,B17001_020EA,B17001_020MA,B17001_021MA,B17001_021EA,B17001_022MA,B17001_022EA,B17001_023EA,B17001_023MA,B17001_024EA,B17001_024MA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027MA,B17001_027EA,B17001_028EA,B17001_028MA,B17001_029EA,B17001_029MA,B17001_030EA,B17001_030MA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033EA,B17001_033MA,B17001_034EA,B17001_034MA,state
35095,1886,16130,1673,5735,879,10074,990,36206,2097,59848,2156,56821,2005,54405,1536,65975,1532,55101,1202,31904,829,444959,5583,24502,1195,5112,1067,29134,2354,16687,1923,5502,1071,10741,1228,29271,1880,56744,2190,54002,1886,54745,1761,68473,1734,54293,1310,35753,1241,0400000US30,1037462,1216,135114,8427,63966,5287,6299,1282,1181,516,5779,1217,2974,895,711,351,2121,641,11363,1535,5490,1214,7748,1687,5208,1195,7542,1352,5099,908,2451,737,71148,4940,4682,1160,543,255,6167,1287,2442,777,971,362,2129,606,10866,1540,9663,1369,8359,1365,5631,1310,8825,1342,5500,1026,5370,1005,902348,8454,457389,5283,25104,1727,4991,1130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
33667,1955,19109,1703,5947,1070,14434,1389,39619,1990,70376,2235,68876,1595,79833,1601,91584,1680,72464,1149,40702,1067,580695,6042,25558,1278,5821,1398,31728,1873,18866,1906,6732,999,10828,1242,34643,1775,67105,1871,66287,1994,84730,1762,98224,1933,77779,1315,52394,1790,0400000US23,1301941,1553,151541,7765,65931,3730,4973,1048,1329,732,4617,869,3060,886,1108,423,1849,559,6846,1980,8859,1799,6614,1117,8067,1509,10236,1493,4943,951,3430,805,85610,5632,4621,1023,1165,536,6489,1374,2773,847,526,281,2368,652,9510,1511,11885,1683,10797,1561,6884,1316,12704,1807,7428,1052,8460,1420,1150400,7795,569705,4712,26808,1324,6286,1166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
303226,8324,168582,5947,54848,4042,111016,4705,348227,8223,595224,7831,565996,6594,595773,5625,563158,5375,425686,3907,243523,3034,4423794,23093,221607,5521,48673,3775,296271,7930,152808,5989,53543,3417,107584,4472,309503,7448,573817,7905,577556,6449,626591,5850,618978,5222,500204,3983,336659,3552,0400000US37,10100431,4443,1417873,35989,620621,18091,62212,5021,12525,2174,85159,4406,37857,3843,11590,1842,23515,2583,81693,6490,69546,4361,57102,4567,61932,3770,63439,4537,33501,2530,20550,2023,797252,22560,65213,4829,11083,2132,76483,5339,35717,4238,12570,1937,22047,2729,104768,6536,119909,6120,93889,6071,80180,4868,86471,4901,44456,3271,44466,3302,8682558,36090,4258764,18731,237425,6019,46080,4090,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
342051,8181,177488,7463,58322,4208,124979,4634,377113,6902,618058,7543,593098,6436,608549,5747,534895,4172,368265,3885,202384,3336,4460658,22807,241310,6254,48668,4221,317285,9619,168350,7142,56254,3729,119828,4936,359288,7148,608040,7516,614897,8033,631338,7113,585975,6228,432822,5446,276603,4150,0400000US13,10238658,5792,1468642,34068,632176,18482,70866,5583,11604,1932,93778,5582,45330,5098,12490,1878,23333,2844,80562,6071,64307,5030,57016,4753,57523,4468,63370,4091,32870,2914,19127,2106,836466,21550,69576,6179,10578,2265,88643,5887,41427,4268,11976,2025,25144,2524,103923,6382,117430,6206,108477,6421,81424,5589,84140,4875,52235,4230,41493,3204,8770016,34716,4309358,18518,253342,5847,50814,4334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
25701,1935,14246,1699,4508,809,8557,927,28068,1783,54795,1798,43364,1782,42614,1997,42420,1359,28592,1509,12376,640,310390,4182,21085,1109,4191,945,25903,2089,12164,1474,4030,657,7928,824,24363,1636,47030,1628,44299,1663,38283,1570,41513,1467,26479,1048,13122,918,0400000US02,720869,846,78620,7217,38912,3914,4057,803,569,246,3706,911,1755,629,734,413,869,362,4533,1358,5517,1046,5061,1197,3926,872,5277,863,2137,877,771,342,39708,4087,4327,1045,1016,470,4420,1147,1828,588,735,344,1311,393,4887,1186,7507,1148,3462,843,3597,724,3697,984,1771,547,1150,511,642249,7059,331859,4127,21860,1033,4758,939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
142143,5224,76747,5249,23039,2367,51244,3137,166156,4522,266029,5414,244998,5151,261263,4540,267676,3213,205920,3127,121254,2217,2008838,14731,100293,4089,21303,3106,131425,5415,69016,4845,20659,2252,51113,2815,145452,5656,255896,5341,250185,5004,275927,4603,285937,3922,233015,3145,168617,2817,0400000US01,4763828,2786,800422,20616,343856,10565,38094,3249,6740,1553,46774,4160,18567,2602,7618,1677,15523,2041,46692,3882,34874,3884,30982,3318,33015,2867,37799,2714,17726,1733,9452,1429,456566,13842,35380,3931,6352,1371,41690,4028,19887,2464,5334,1275,13227,1975,57516,4796,66483,4640,54974,3988,45432,3544,54221,3398,31619,2859,24451,2313,3963406,20900,1954568,10476,108244,4043,19855,2364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
17026,1376,8658,1148,2734,603,6383,913,19737,1517,33798,1019,30737,1005,36569,1202,41994,1114,33811,919,18069,673,270233,3517,12027,554,3421,1048,15785,1280,8999,1295,2548,694,6141,861,17273,1754,33748,1323,31801,1053,35864,1299,45147,996,34467,1362,23012,878,0400000US50,601261,637,66013,5347,30405,3071,1539,492,514,472,2149,789,1536,694,834,451,601,294,5074,1219,2911,793,3471,1017,3337,872,4392,866,2672,772,1375,525,35608,3162,1435,468,469,424,2025,742,1191,475,328,255,1091,465,5856,1439,3472,808,3781,956,4750,1171,4051,785,4036,897,3123,800,535248,5441,265015,3449,13058,617,2441,612,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
97057,3936,48696,3634,16629,2135,33290,2493,105358,2582,202972,2700,181201,2601,179083,2820,160884,2771,126105,1771,75711,1763,1286755,10075,71819,2349,13900,2013,91342,3823,49147,3388,15467,2215,29093,2266,98717,2572,179846,3127,174127,2864,173272,2503,167388,3090,136748,2303,85889,1851,0400000US32,2991978,2471,387327,14864,175404,7742,17903,2801,2590,793,21300,2513,10432,1637,2939,824,5965,1365,16458,2344,18518,2422,18263,2062,18216,2003,23091,2449,11852,1586,7877,1507,211923,9688,17120,2264,3062,980,19505,2383,9139,1688,3305,1021,6831,1451,20942,2505,34203,2868,25461,2543,22231,2180,23682,2727,15407,2143,11035,1845,2604651,15361,1317896,8496,74580,3149,16330,2120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
43779,2898,23604,2212,8202,1606,18920,2034,54728,2352,85461,2659,89878,2970,98935,2474,106632,2215,93459,1608,54459,1303,719928,9146,31534,2278,5051,1103,46298,2323,24087,2601,6935,1069,15296,1507,45029,2858,79919,2985,88384,2945,97451,2572,111038,2076,98545,1626,70361,1503,0400000US54,1753476,2196,312188,15244,143349,7750,11666,1988,2277,793,17958,2599,6339,1481,2510,824,4518,984,20246,2252,14629,2018,16423,2030,15451,2359,17802,1906,8999,1140,4531,939,168839,9512,13569,2446,2036,888,12856,1909,5638,1432,1972,625,5374,1363,24346,2765,23566,2296,18654,2736,18160,2212,21035,2075,11776,1333,9857,1571,1441288,15363,721360,8757,34290,2799,9013,1840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
123182,4467,66719,3035,24440,1823,41341,2196,133439,4236,227995,3581,213393,3184,202279,3019,207485,2601,153337,1605,95903,1298,1620983,10247,91658,2704,19862,1801,121034,3351,62673,3083,20625,1804,44136,2188,119528,3549,217229,3790,202138,2685,201545,2627,221492,2412,172712,2011,126351,2111,0400000US40,3825027,2627,596949,16807,269559,9506,31583,2493,7150,1207,35183,2873,16517,1921,5343,962,8455,1357,41199,3544,31229,2397,25351,2346,21569,1989,26826,2138,12858,1402,6296,850,327390,9753,30551,2549,5294,1136,35955,2964,14344,1625,4965,1177,7439,1043,45493,3139,51475,2977,39568,2652,26560,1952,32538,2127,17647,1709,15561,1583,3228078,16426,1607095,9663,97360,2428,20222,1654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
183533,4238,96311,3707,31780,2024,66225,2282,195583,4218,335137,4682,325862,3504,338751,3398,370437,3038,257703,2159,155870,1997,2515352,9912,133222,2794,29238,1875,169828,3941,98142,3739,30428,2016,66549,2024,174621,4855,307584,3826,316054,3189,336705,3014,381154,2682,268391,2243,203436,2412,0400000US55,5665153,2578,625826,17423,282420,10910,27340,2511,5195,1018,33057,2721,12077,1745,4929,987,9849,1531,55501,3756,28619,3163,22840,2234,25240,2573,30595,2315,16106,1582,11072,1391,343406,9282,24356,2115,5479,1113,28230,2601,11698,1676,4627,916,8406,1457,61726,4345,50472,3272,32232,2336,31510,2515,35813,2397,23336,1666,25521,1999,5039327,17120,2523975,10790,139214,3278,27569,2056,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
44717,3784,27775,2557,8909,1596,20109,1970,85497,4251,113268,4391,123767,4227,129801,4081,120567,3501,105546,3437,77156,2726,917670,14677,22327,2432,5319,1344,39727,3229,29145,3156,7666,1316,20498,2288,77520,3846,96973,4295,118957,3874,140252,3991,138242,3885,125406,3377,95638,3602,0400000US72,3165711,1397,1363666,23647,616743,12804,41827,2620,9995,1952,60424,3357,28731,3027,9755,1657,22018,2273,71402,4451,68674,4061,60992,4129,66674,4103,73869,3516,57078,3435,45304,2673,746923,14780,38494,2718,7725,1248,60349,3973,25556,2482,9841,1537,20329,2206,74540,3818,98285,4417,89890,3850,82702,3930,92013,3871,72701,3426,74498,3711,1802045,23877,884375,13016,22009,2506,5254,1230,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
270621,6703,145972,5934,47276,2967,91429,3995,289487,6650,528908,6272,506416,5416,499578,4851,477888,4555,333970,3682,200209,2993,3724728,16975,200091,3904,40636,3085,262422,6320,128939,5230,47201,3164,90259,3780,265528,6150,497752,5773,504255,5950,519943,4651,517833,4626,381589,3419,268280,3654,0400000US51,8264095,3584,884647,27692,379961,14867,37673,3755,5929,1526,40945,3785,20339,2798,5477,1320,15031,2538,62608,4715,44103,3731,29167,3724,35942,3362,41774,3526,24465,2676,16508,2097,504686,16807,37922,3647,7944,1672,42670,4003,19833,3120,8134,1987,10578,1721,79652,4836,72226,4514,57567,4490,46043,3430,54750,4077,32802,2580,34565,2936,7379448,27718,3654720,16615,218133,4779,44833,3822,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
28517,2186,14224,1779,3341,919,7855,1033,27743,1996,57985,1994,44158,1586,37191,1337,44660,1160,29999,596,17694,827,318199,3924,22588,1438,5536,1114,23618,1695,12304,1642,4113,780,6961,816,25762,2319,45861,2015,39404,1482,38110,1283,42719,898,29483,656,21740,1111,0400000US38,736671,693,78676,5987,38436,3530,3747,1033,287,172,3048,963,1272,473,273,167,905,411,10225,1623,4620,1230,3138,933,3197,948,3562,865,1678,487,2484,767,40240,3471,2521,759,471,315,2917,948,821,278,223,158,660,267,9214,1837,6812,1332,3330,861,2497,723,3598,822,2113,493,5063,885,657995,6069,339796,4436,22367,1651,4062,866,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
146441,5471,76765,4789,23946,2496,55213,3268,171848,5833,275956,5055,265851,5881,269049,3441,272395,3853,232075,2543,130780,2311,2136328,13967,104785,3940,20581,2917,143562,5436,67719,4619,23666,2198,47145,2881,148487,4915,265917,4876,276931,4995,291207,4738,311067,4240,266837,3386,168424,3051,0400000US45,4944754,2221,755215,23160,326340,12918,35036,3196,7509,1751,44890,4538,19666,2420,6880,1636,10818,1963,43566,4044,31052,3623,27163,3165,30789,3059,40749,3672,18214,2258,10008,1586,428875,14470,32953,3147,6059,1402,42897,4101,23086,2910,4999,1451,11028,1530,54476,4476,66632,4672,43172,3556,38733,3521,49522,4028,29814,3009,25504,2802,4189539,23282,2053211,13606,109868,3910,23024,2278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
129487,4712,62255,3969,23575,2434,41219,2958,137684,3524,262619,4032,249656,4214,234243,3481,227440,3476,197096,2640,117016,1827,1798257,10953,89845,3451,17724,2260,117170,4230,60341,3740,20279,2044,42668,2304,124612,3517,242929,4313,248021,3342,227033,4007,250905,2954,213530,2725,143200,2807,0400000US41,4113142,3089,516570,19440,234333,11453,18578,2952,3481,1249,23093,3051,10776,1918,3452,1045,7081,1465,35748,3090,32932,3313,23628,2749,24632,2214,30273,3008,13563,1675,7096,1166,282237,10818,19974,2909,3270,1106,22626,3135,10238,2204,3978,1156,7836,1497,41162,3078,46780,3906,29615,3221,28689,3038,31139,2680,19040,2266,17890,2135,3596572,19500,1798315,11685,96676,3428,19349,2323,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
19593,1800,11323,1433,2420,743,7572,1000,18912,1543,35388,2249,35033,1577,32197,1475,36148,1104,27809,1147,15327,821,242742,4759,14556,1498,2583,954,19044,2213,9282,1408,3433,829,5717,904,15425,1793,31160,1961,31060,1522,29648,1162,36619,1315,27129,1440,17086,936,0400000US56,563374,898,62301,6775,25538,3607,3574,1046,548,372,2551,974,1234,546,160,163,845,415,3651,1011,5072,1360,1679,635,1672,664,2573,879,1255,542,724,400,36763,3990,2317,902,869,564,2767,1007,1366,664,573,271,1182,523,8113,1378,4518,1047,3384,889,3285,943,3517,940,2656,693,2216,782,501073,6875,258331,4193,14230,1297,2379,1023,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
1246308,15074,665124,13780,212343,7085,425882,7080,1471954,11538,2769313,12298,2369957,10929,2270461,8294,2073645,8268,1380759,5822,882912,5308,16874485,39896,964396,9745,181789,8322,1184327,14951,621876,9982,211935,6991,402898,8339,1344226,11438,2522319,12371,2257190,10171,2285595,9466,2175826,8205,1559657,6247,1162451,8148,0400000US06,38818454,7167,4969326,62249,2230015,34352,213125,9461,43048,3847,261361,9252,135783,6096,41180,3690,83772,4341,300685,11082,262597,10323,232317,9933,212740,7480,224427,7670,132144,4773,86836,4839,2739311,37695,203561,9053,39992,3672,266599,8971,132102,6375,41087,3222,79457,4461,354670,11037,386757,11168,343698,9797,254309,8746,269530,7894,184628,6443,182921,7764,33849128,62685,16974643,35042,1011189,10637,194796,6916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
91553,4497,45348,3209,15330,1931,33341,2690,105034,4807,147804,4151,155126,4737,146116,4570,149941,3007,116227,2444,64720,1923,1172999,11455,60229,3255,13178,2276,77540,4026,46280,3301,15580,1894,28463,2425,85278,4129,148559,4679,155567,4760,152518,4121,166766,3249,131678,2708,91363,2715,0400000US28,2886448,1942,567645,18752,239218,9811,27072,2729,4807,1289,36153,3301,15600,2140,3111,964,8353,1664,33846,3707,23571,3200,19886,2572,20526,3214,26823,2975,13154,1783,6316,959,328427,12133,25416,3010,5996,1599,33503,3604,18494,2881,4053,1025,10394,1492,41459,4501,46716,3484,39788,3836,31722,3072,33319,3113,19477,1926,18090,1935,2318803,18660,1145804,11132,61220,3765,14044,1865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
104926,3439,60996,2946,18326,1922,43173,2056,128888,3222,204195,3277,191005,2790,217041,2763,227735,2608,146478,1849,96525,1648,1577871,9073,74891,2268,14890,1793,100878,4571,56369,3494,18528,1949,41763,2163,113811,3442,190652,3030,191931,2575,231122,3118,240916,2543,164934,1965,137186,2177,0400000US09,3468263,1416,361377,14037,154384,8514,14148,2210,3628,1078,17016,1934,8469,1488,3110,836,4822,1161,18534,2485,19395,2959,13960,2395,18525,2315,16658,2140,9744,1674,6375,1016,206993,8866,12743,2026,2681,953,19358,2619,9118,1754,1988,806,5002,1278,25320,3340,27205,2619,23511,2306,24628,2748,24480,2230,15420,1831,15539,1890,3106886,14383,1529015,9022,76797,2424,12930,1754,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
