GEO_ID,C27001D_001E,C27001D_001M,C27001D_002E,C27001D_002M,C27001D_003E,C27001D_003M,C27001D_004E,C27001D_004M,C27001D_005E,C27001D_005M,C27001D_006E,C27001D_006M,C27001D_007E,C27001D_007M,C27001D_008E,C27001D_008M,C27001D_009E,C27001D_009M,C27001D_010E,C27001D_010M,NAME,C27001D_001EA,C27001D_001MA,C27001D_002EA,C27001D_002MA,C27001D_003EA,C27001D_003MA,C27001D_004EA,C27001D_004MA,C27001D_005EA,C27001D_005MA,C27001D_006EA,C27001D_006MA,C27001D_007EA,C27001D_007MA,C27001D_008MA,C27001D_008EA,C27001D_009EA,C27001D_009MA,C27001D_010EA,C27001D_010MA,state
0400000US30,8501,1307,1763,873,1763,873,0,172,5455,895,5106,903,349,313,1283,584,1272,585,11,19,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,15675,1316,3494,739,3409,738,85,101,10359,1235,9634,1271,725,396,1822,659,1822,659,0,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,303482,5022,75498,3341,71841,3583,3657,1301,202457,3731,181932,5106,20525,3731,25527,1614,25219,1639,308,267,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,434031,6279,102807,3501,94164,3722,8643,2262,291978,5500,255681,6388,36297,5316,39246,1761,37786,1878,1460,720,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,45934,2678,10172,1592,9517,1501,655,558,30148,1825,26102,1757,4046,1086,5614,959,5444,981,170,216,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,64772,3498,15467,2023,14565,2003,902,706,42279,2887,37263,2855,5016,1634,7026,1619,6814,1577,212,251,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,11859,1196,2829,1024,2515,968,314,406,7504,822,7364,845,140,124,1526,504,1465,495,61,88,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,249099,6016,40242,3550,37473,3581,2769,1459,163593,3771,146594,4209,16999,2665,45264,887,44187,1174,1077,604,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,13365,1992,3020,899,2963,903,57,45,8707,1532,7539,1188,1168,734,1638,701,1638,701,0,201,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,83777,2906,19440,1494,18207,1591,1233,596,56056,1897,47652,2306,8404,1631,8281,887,8139,891,142,136,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,164935,4029,45160,2486,43224,2513,1936,915,110622,2659,101145,2410,9477,1421,9153,1081,8833,1112,320,274,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,5144,1803,1193,812,1193,812,0,228,3182,1068,2959,989,223,284,769,524,769,524,0,228,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,549347,8385,121645,4858,113931,4643,7714,1872,364929,5290,333673,5084,31256,4367,62773,1936,60504,1906,2269,787,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,13651,2160,3288,991,3150,967,138,145,9814,1567,8915,1434,899,531,549,278,549,278,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,80413,3676,18569,2335,17295,2422,1274,686,54440,2533,46968,3078,7472,2228,7404,1171,7404,1171,0,214,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,190117,5279,37034,2637,36341,2742,693,484,132577,3750,122448,4052,10129,2147,20506,1248,19415,1421,1091,636,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,5548,1131,755,454,742,453,13,24,4133,959,3793,953,340,292,660,538,660,538,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5791349,21594,1096596,12330,1070769,12231,25827,2681,3801759,13428,3591576,14179,210183,9329,892994,4381,880439,5124,12555,1931,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,25691,2279,5872,1241,5326,1233,546,401,17653,1590,14788,1360,2865,1181,2166,801,2136,810,30,56,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,165308,2620,36625,2126,35613,2182,1012,635,114106,1748,105531,2803,8575,2017,14577,878,13866,984,711,423,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1423463,9640,337456,6164,316472,6508,20984,3185,943355,7422,816410,9506,126945,9595,142652,2941,133423,3508,9229,2256,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,377190,5970,82117,3357,80603,3263,1514,625,246349,4229,229995,4869,16354,3263,48724,1503,47147,1612,1577,606,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,590871,8090,116908,5401,107849,4858,9059,2701,389057,5178,334694,5180,54363,5069,84906,2747,81881,2753,3025,1608,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,471373,6216,100439,3872,98485,3706,1954,820,327980,4001,316025,4034,11955,1990,42954,1206,42132,1259,822,528,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,27332,1407,2486,750,2486,750,0,213,22578,1260,21964,1380,614,497,2268,494,2268,494,0,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,75631,3301,13602,1754,12570,1965,1032,912,54892,2342,49193,2635,5699,1567,7137,885,6882,908,255,224,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1659791,12392,324528,7009,313507,7336,11021,2508,1121315,7141,1027142,8111,94173,5680,213948,2463,208780,2876,5168,1656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,866383,6136,196506,3397,190016,3910,6490,1821,570150,4437,533361,6269,36789,4007,99727,1760,97256,1855,2471,809,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,271135,5943,64122,3811,60536,4084,3586,1020,181721,4150,167560,4537,14161,3117,25292,1678,23744,1818,1548,761,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,119970,3556,26420,2185,25452,2200,968,615,81978,2564,75060,2793,6918,1610,11572,1169,10922,1193,650,554,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,453590,6407,104697,3555,101973,3674,2724,875,303381,4142,278958,5057,24423,3132,45512,1705,43760,1924,1752,847,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,325030,5422,74296,3126,72430,3056,1866,689,221409,3888,208431,4041,12978,2315,29325,1543,28562,1462,763,535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45466,2127,11446,1027,10593,1127,853,527,30875,1744,26928,1655,3947,1021,3145,594,3063,609,82,106,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,26790,2633,5025,1539,4909,1536,116,166,17814,1946,15422,1956,2392,1008,3951,1306,3894,1300,57,98,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,33919,2402,7105,1379,6789,1361,316,343,22431,1782,20489,1777,1942,817,4383,648,4245,681,138,225,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,527456,10477,78461,5833,76520,5540,1941,1140,311105,6369,293925,6611,17180,2020,137890,2077,137391,2104,499,268,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,14944,2224,3171,798,2674,655,497,399,11113,2092,9465,1960,1648,812,660,442,660,442,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,656126,8203,123273,4952,120143,4993,3130,822,455644,5798,430729,6522,24915,3061,77209,1401,75431,1536,1778,700,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,35945,1695,7627,1033,7254,1031,373,393,25331,1549,24012,1620,1319,813,2987,716,2774,810,213,324,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,236530,5257,47667,3518,45711,3205,1956,1095,160065,3591,149430,4387,10635,2533,28798,1238,28437,1233,361,279,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,118170,4278,27536,2225,26072,2267,1464,1015,79555,3319,68912,3641,10643,2121,11079,1499,10129,1548,950,849,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,81608,3860,18951,2145,18585,2138,366,288,56048,2374,51450,2619,4598,1101,6609,1143,6507,1138,102,139,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
