GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001EA,B23008_001MA,B23008_002EA,B23008_002MA,B23008_003EA,B23008_003MA,B23008_004EA,B23008_004MA,B23008_005EA,B23008_005MA,B23008_006EA,B23008_006MA,B23008_007MA,B23008_007EA,B23008_008MA,B23008_008EA,B23008_009EA,B23008_009MA,B23008_010EA,B23008_010MA,B23008_011EA,B23008_011MA,B23008_012EA,B23008_012MA,B23008_013EA,B23008_013MA,B23008_014EA,B23008_014MA,B23008_015MA,B23008_015EA,B23008_016EA,B23008_016MA,B23008_017EA,B23008_017MA,B23008_018EA,B23008_018MA,B23008_019MA,B23008_019EA,B23008_020MA,B23008_020EA,B23008_021MA,B23008_021EA,B23008_022EA,B23008_022MA,B23008_023EA,B23008_023MA,B23008_024EA,B23008_024MA,B23008_025EA,B23008_025MA,B23008_026MA,B23008_026EA,B23008_027EA,B23008_027MA,state
0400000US08,1216350,4945,392389,5098,292415,7304,173700,7331,108408,6805,7913,1714,2394,843,99974,6377,27039,3244,25119,3156,1920,959,72935,5802,56336,5308,16599,2825,823961,6975,593472,10165,392240,10977,175522,8310,18458,3109,7252,1874,230489,8569,61233,4853,54459,4715,6774,1571,169256,8193,150445,8226,18811,2960,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1464283,7782,475155,5851,305886,7338,187677,6449,105209,5650,10358,1803,2642,918,169269,7246,43795,4435,40649,4075,3146,1240,125474,6820,99101,6489,26373,3698,989128,7370,652832,12462,439228,11459,174364,8989,27262,3893,11978,2746,336296,11961,87988,7237,78716,7003,9272,2076,248308,11148,209389,10979,38919,4936,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,922990,7447,304797,5180,196179,5467,121903,4709,62726,4134,6257,1681,5293,1816,108618,6029,28273,3328,24977,3276,3296,1044,80345,5232,55597,4502,24748,3339,618193,6725,402877,8577,272355,9358,98261,7331,19656,2703,12605,2397,215316,7680,49909,4343,41552,4341,8357,1662,165407,6251,126834,6471,38573,4336,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1024540,6778,343700,6574,180586,6415,115428,5686,55694,5197,7211,1832,2253,1039,163114,7051,30297,4044,24706,3675,5591,1519,132817,7746,96577,7624,36240,4157,680840,7317,377036,11464,251418,9697,97545,8493,20659,3519,7414,1963,303804,11069,57133,6089,47672,5659,9461,2071,246671,10253,195763,10442,50908,5696,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2731791,7784,872610,6652,577001,9643,375381,9183,184375,6964,12713,1996,4532,1386,295609,10056,67928,5528,61410,5342,6518,1766,227681,9344,182577,8499,45104,5462,1859181,9088,1226226,14654,845356,18478,318633,12456,47605,4966,14632,2967,632955,15026,134884,8350,120294,7922,14590,3583,498071,14333,422036,14253,76035,6558,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,699584,4003,231199,3901,160106,4411,116825,4634,38115,3985,3582,1130,1584,925,71093,4772,23112,2510,21523,2664,1589,791,47981,4305,39104,3916,8877,2029,468385,4492,320088,7174,251778,6999,57827,4441,7020,1489,3463,1361,148297,6757,38336,4323,35431,4129,2905,901,109961,5717,97567,5124,12394,2090,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,246095,2633,72834,2109,50685,2875,33790,2816,15922,2034,579,424,394,271,22149,2549,7267,1660,6173,1463,1094,626,14882,2300,11607,2113,3275,1448,173261,2963,121180,5125,91656,4915,25080,3656,3306,1105,1138,596,52081,4946,14736,1967,13778,1940,958,563,37345,4458,29697,3810,7648,2367,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,656612,4630,213739,4194,125245,5160,73193,4532,45036,4162,5121,1488,1895,776,88494,4804,17073,2571,15040,2512,2033,1123,71421,4978,52907,4662,18514,2590,442873,4874,278101,7779,182067,7033,73888,4997,15527,3169,6619,2087,164772,7514,31947,3734,26603,3705,5344,1503,132825,7176,102314,7102,30511,4017,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,190941,2071,59319,1895,35804,2557,24518,2347,10646,1914,582,518,58,103,23515,2289,5581,1412,5581,1412,0,200,17934,2447,12560,2542,5374,2079,131622,2238,79330,3720,57573,3984,18425,3188,2672,1029,660,543,52292,3682,11070,2308,10311,2229,759,532,41222,3384,32656,3497,8566,2983,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1251901,4632,413963,4363,305082,5468,222758,6455,73132,4723,7433,1300,1759,635,108881,4838,31428,2952,29221,2759,2207,710,77453,4475,65812,4431,11641,2257,837938,5195,598890,8606,465185,9549,108749,7760,19261,2735,5695,1704,239048,8180,67733,5215,61903,4973,5830,1618,171315,7107,152006,7159,19309,2724,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,214529,2499,70728,2414,52271,2874,31710,3005,17653,2440,2188,645,720,524,18457,2254,6444,1534,5846,1515,598,301,12013,1842,9111,1581,2902,1004,143801,2990,101086,4387,72097,4101,23081,3125,3859,1177,2049,920,42715,3501,11702,1949,9198,1904,2504,871,31013,3571,24845,3006,6168,1739,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,232071,2380,74791,2342,53116,2985,37335,3191,12379,1973,2295,987,1107,876,21675,2523,5662,1096,4759,1081,903,417,16013,2435,12641,2102,3372,962,157280,2574,105971,4294,78448,4389,21396,2795,4380,1231,1747,813,51309,4190,14292,2783,12121,2639,2171,916,37017,4003,30641,3547,6376,1718,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2153431,8590,683319,7519,424746,9137,252369,9768,154085,7343,12303,1870,5989,2111,258573,9033,53733,5116,49160,4980,4573,1173,204840,7966,156177,7819,48663,4662,1470112,9518,944086,13102,628598,14124,260157,10919,39780,5098,15551,2970,526026,13066,119911,8096,104516,7516,15395,2732,406115,11972,330190,13107,75925,7556,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
