GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001MA,B23022_001EA,B23022_002MA,B23022_002EA,B23022_003EA,B23022_003MA,B23022_004MA,B23022_004EA,B23022_005EA,B23022_005MA,B23022_006EA,B23022_006MA,B23022_007EA,B23022_007MA,B23022_008MA,B23022_008EA,B23022_009MA,B23022_009EA,B23022_010MA,B23022_010EA,B23022_011MA,B23022_011EA,B23022_012MA,B23022_012EA,B23022_013MA,B23022_013EA,B23022_014MA,B23022_014EA,B23022_015MA,B23022_015EA,B23022_016EA,B23022_016MA,B23022_017EA,B23022_017MA,B23022_018MA,B23022_018EA,B23022_019MA,B23022_019EA,B23022_020MA,B23022_020EA,B23022_021MA,B23022_021EA,B23022_022MA,B23022_022EA,B23022_023MA,B23022_023EA,B23022_024MA,B23022_024EA,B23022_025MA,B23022_025EA,B23022_026MA,B23022_026EA,B23022_027EA,B23022_027MA,B23022_028MA,B23022_028EA,B23022_029MA,B23022_029EA,B23022_030MA,B23022_030EA,B23022_031MA,B23022_031EA,B23022_032MA,B23022_032EA,B23022_033MA,B23022_033EA,B23022_034MA,B23022_034EA,B23022_035MA,B23022_035EA,B23022_036MA,B23022_036EA,B23022_037MA,B23022_037EA,B23022_038EA,B23022_038MA,B23022_039EA,B23022_039MA,B23022_040EA,B23022_040MA,B23022_041MA,B23022_041EA,B23022_042MA,B23022_042EA,B23022_043MA,B23022_043EA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046MA,B23022_046EA,B23022_047MA,B23022_047EA,B23022_048MA,B23022_048EA,B23022_049EA,B23022_049MA,state
0400000US08,3762294,4830,1920298,4248,1653162,10352,1393827,11475,1208063,14366,25432,2690,59801,4830,44021,4061,29333,2998,27177,2574,210395,7309,95771,5816,5365,1079,22005,2843,30511,3187,24434,3052,32309,3280,48940,3534,10210,1886,875,510,3631,1079,6016,1104,8460,1527,19748,2197,267136,9412,1841996,3716,1439672,10842,1011729,11382,859416,11092,20210,2332,48026,3891,36280,3375,25947,2843,21850,2420,341294,10854,182502,7821,13872,1829,31063,2503,41758,3038,35899,3245,36200,3154,86649,4372,21172,2557,1842,621,8800,1414,11230,1755,13923,2035,29682,2634,402324,10449,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4252007,5602,2122971,4834,1746272,9374,1486093,11168,1283166,12260,28487,2679,56005,4249,44746,3112,34684,2670,39005,3311,204447,7323,95078,5667,4729,910,18432,2417,25323,2491,26454,3073,34431,3402,55732,3696,12435,1720,1753,867,4476,1210,7146,1375,8653,1476,21269,2585,376699,9283,2129036,4785,1598357,9439,1123684,10246,948385,11174,20644,2446,51586,3514,41022,3711,30452,2756,31595,3223,381994,6823,200359,6637,11189,2006,38959,2702,46487,3681,42111,3648,42889,3551,92679,4408,22440,2397,2359,819,9514,1552,12931,1509,14172,1957,31263,2875,530679,9319,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2840662,4157,1416278,4078,1090813,8546,914749,8620,779377,8015,14564,2032,38687,3146,32297,3143,20902,2422,28922,2907,147422,5830,63025,4067,2796,762,14388,2041,23894,2936,17320,2200,25999,2254,28642,2924,7163,1332,390,249,2842,884,3745,1084,4278,1029,10224,1834,325465,7851,1424384,4044,997021,9857,707334,10160,601154,9294,9858,1614,31123,2925,27614,2859,20023,2604,17562,1994,230960,7424,119638,5331,6850,1330,22589,2415,28002,2746,26889,2564,26992,2925,58727,3716,15299,1869,1705,689,4576,944,7650,1535,11648,1811,17849,1850,427363,9710,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2962251,4900,1460298,4197,1065896,10660,909415,11379,784201,10651,11094,1740,40082,3781,33105,3141,23023,2442,17910,1934,126610,6387,59673,4944,1946,740,11964,2185,17500,2206,14120,1984,21407,2706,29871,3258,10002,2067,50,83,1616,646,3095,956,4740,1289,10368,1651,394402,11120,1501953,4738,1017787,10968,742058,10571,643412,10817,8187,1486,33794,3502,24456,3158,14846,2236,17363,2390,232438,7804,129860,6662,5588,1167,19643,2505,26341,2884,20505,2232,30501,3628,43291,3338,13571,1982,638,359,3285,893,5606,1539,6236,1258,13955,1929,484166,10594,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8225756,6477,4104890,4877,3363875,12108,2825451,14518,2442501,13712,45142,3473,118398,5415,96234,4785,58752,3168,64424,4316,430421,10215,200661,8210,10377,1746,41948,3108,56188,3334,52345,3560,68902,4172,108003,5697,24292,2471,1967,556,7870,1367,12271,1765,18021,1861,43582,3420,741015,11176,4120866,5130,3102982,12964,2179859,15091,1859493,16581,38278,2777,103773,5856,71786,4306,50346,3432,56183,3750,733639,11979,388313,10628,24584,2534,72800,4264,89647,4509,71764,4072,86531,4498,189484,7210,52038,3883,5717,912,15094,1885,28586,2775,28407,2294,59642,3743,1017884,12768,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1968762,3647,992104,3600,857210,5824,715952,6875,627667,7269,10502,1747,24859,2010,21514,2415,16600,2507,14810,1749,104236,4878,44040,2981,3889,999,11349,1531,16037,2073,13233,1710,15688,2008,37022,2975,9593,1642,547,288,3038,666,4896,757,5612,1091,13336,1706,134894,5509,976658,3118,793847,6249,554974,7750,478316,7768,8179,1407,25443,2064,17953,1710,13172,2084,11911,1656,183181,5951,101703,4571,5916,1295,18077,1873,22386,2140,15402,1890,19697,2071,55692,2811,16259,1761,2353,714,6054,1118,6969,1182,9657,1341,14400,1596,182811,5800,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,884526,2306,442845,2128,381210,4105,319689,5105,278132,5593,5198,1127,11960,1678,9892,1532,7443,1386,7064,1258,49573,3167,20735,2657,1379,683,5735,1167,7335,1696,6474,1171,7915,1479,11948,1845,4302,1070,117,143,1005,431,1018,446,2256,780,3250,876,61635,3812,441681,1985,354039,4691,242278,5039,206297,5001,4628,977,10679,1317,8429,1540,4736,944,7509,1469,88185,4478,46047,3406,2760,738,10688,1578,12137,1603,7671,1385,8882,1485,23576,2514,6921,1367,1214,427,2207,646,4910,1329,2723,840,5601,1216,87642,4458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1881932,5041,933374,4239,705000,8040,605124,9377,527695,9688,8772,1494,20376,2591,19729,2476,12866,1920,15686,2092,79522,4908,35322,3551,3187,931,8030,1574,10510,1333,8651,1931,13822,1958,20354,2122,5673,1307,285,233,1614,602,3220,818,2298,685,7264,1194,228374,7777,948558,3868,651124,7617,491038,8219,413490,8982,6379,1220,23569,2635,19103,2411,11310,1933,17187,1972,131878,5838,68180,4541,3539,878,9673,1947,16541,2268,15538,2000,18407,2337,28208,2534,7700,1548,1199,604,2780,999,3525,930,3993,991,9011,1567,297434,6921,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,607543,1766,296676,1469,235195,3879,197664,4418,168933,4662,4646,1245,6135,1210,7775,1578,4465,948,5710,1148,30509,3053,11224,1824,808,526,3373,1025,3321,985,5798,1428,5985,1151,7022,1201,1681,706,433,281,1033,448,766,469,1034,446,2075,715,61481,4145,310867,1180,232600,3938,170632,5061,144691,5073,2279,796,8343,1487,7069,1925,3643,1045,4607,1150,47590,3305,23012,2496,1624,861,4654,1015,5449,1145,5838,1290,7013,1371,14378,2054,4900,1060,149,115,1499,788,2220,717,1788,688,3822,1185,78267,4004,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3563315,3999,1798869,4102,1568143,7640,1306492,8460,1136431,8681,18915,1901,51230,3837,48581,3132,26150,2204,25185,2201,201825,5689,94047,4700,6719,1125,20141,1968,27938,1932,23102,2025,29878,2380,59826,3184,15396,1846,1710,692,6163,1159,8249,1022,7987,1097,20321,1758,230726,7312,1764446,3238,1467895,7444,991590,9219,861192,8560,15664,1656,48973,2943,30729,2501,15454,1644,19578,1856,377473,8433,220836,6392,12977,1471,40345,2608,42037,3005,31578,2293,29700,2112,98832,4058,29113,2585,2668,619,9507,1413,14988,1362,14959,1574,27597,2483,296551,6830,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
