GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001MA,B17026_001EA,B17026_002MA,B17026_002EA,B17026_003MA,B17026_003EA,B17026_004MA,B17026_004EA,B17026_005MA,B17026_005EA,B17026_006MA,B17026_006EA,B17026_007MA,B17026_007EA,B17026_008MA,B17026_008EA,B17026_009MA,B17026_009EA,B17026_010EA,B17026_010MA,B17026_011MA,B17026_011EA,B17026_012MA,B17026_012EA,B17026_013MA,B17026_013EA,state
0400000US08,1372705,11369,36007,3445,24487,2472,25053,2560,34046,3565,39465,4146,43893,3629,19815,2532,27037,2606,188520,6810,182412,6460,164530,7103,587440,9598,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,64919,4546,42064,3299,49602,3636,58945,4194,60767,3717,64695,3746,31200,3314,37615,3139,287749,9176,269762,7822,226125,8224,489733,10530,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,62213,4544,41439,3184,39847,3178,45171,3684,51542,3808,51676,3489,22614,2740,29559,2895,189108,6805,177391,6814,126471,4931,301896,7867,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,62104,3813,39835,3551,48751,4301,58000,4059,52052,4280,51406,4361,19494,2456,31049,3012,173481,7198,141534,5978,115130,5395,312011,8772,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,104892,6060,76107,4286,83679,5237,105955,5440,105198,5136,104892,5134,46350,3604,65588,4304,453142,11156,416176,9824,358561,8566,1198561,12322,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,22410,2159,16620,2045,18281,1923,25048,2336,25011,1976,27785,2715,11376,1412,19405,2027,127348,5056,130145,4485,106192,4140,270708,6606,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,7596,1549,3490,973,5092,1186,6695,1185,6671,1167,8933,1493,4039,980,4895,1113,43767,2861,47573,3385,42470,3188,160531,5105,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,34904,3227,28908,3086,33641,3587,36191,3187,38923,3109,38794,3659,15223,2354,22187,2190,141026,5464,111136,4969,80055,4125,188146,6156,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,7624,1435,5288,1155,7114,1593,6827,1271,6130,1353,8981,1861,3533,1161,4689,1150,34463,2938,31200,2756,32313,2609,90237,3329,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,31198,2926,19271,1816,29283,2750,32484,2815,39723,2565,38428,2997,17185,1808,24108,1979,182930,5576,197947,6057,188126,5178,596144,7896,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,8021,1400,5396,1032,6994,1233,9265,1323,9576,1627,12426,1488,4155,1123,6765,1434,45368,2969,41724,2861,35669,2884,80284,3731,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,9282,1480,7765,1350,8119,1418,9152,1713,10137,1458,13576,1821,7144,1444,7922,1336,56729,3698,52424,3453,45665,3452,114627,4183,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,108844,6234,70152,4796,87434,5916,99965,5488,107009,5813,108874,6607,54043,4110,69529,4984,439754,11087,365369,9126,301472,8665,809850,12118,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,115250,6163,71939,5543,88013,5101,101886,5654,104098,6032,104344,6818,46638,4031,60283,4978,397568,10816,346076,9263,273095,10066,828216,13796,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,4897,766,3416,856,4308,1127,3787,1075,4835,978,5254,1113,3014,1144,2532,574,23494,2695,22463,2139,21083,2125,68444,2959,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,62955,4234,39936,3158,45712,3583,48109,3671,52782,3873,55426,4009,25426,3127,26047,2900,202908,7628,181447,6852,139495,6178,334551,9330,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,4139,1164,2659,747,2860,712,3484,787,3963,745,5833,998,1459,460,3346,785,24018,1936,22425,1612,22181,1906,59437,2793,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,24584,2691,16859,1894,22828,2567,25533,2968,27673,2483,30557,3046,11896,2340,17153,2444,127752,5816,104441,4623,77353,4529,220009,6011,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,24243,2750,17680,2424,18349,2325,21664,2700,19536,2821,21735,2728,9919,1575,11357,1610,85711,4223,70343,4383,50123,3556,111251,4756,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,47154,2798,30651,2302,34737,2328,38832,2640,42399,2427,44898,2790,20048,2035,27250,1978,175083,5265,150335,4973,108685,4388,263235,5795,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,40324,3287,29284,2818,33901,2636,42528,2752,43858,3003,47099,3484,26231,2410,33047,2532,232325,5496,237966,5696,200801,4651,520006,8422,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
