GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001MA,B01002I_001EA,B01002I_002MA,B01002I_002EA,B01002I_003MA,B01002I_003EA,state
0400000US08,28.7,0.2,28.3,0.3,29.1,0.3,Colorado,null,null,null,null,null,null,08
0400000US18,25.5,0.4,25.9,0.6,25.1,0.6,Indiana,null,null,null,null,null,null,18
0400000US21,25.3,0.8,25.0,1.3,25.7,1.1,Kentucky,null,null,null,null,null,null,21
0400000US22,29.7,0.6,30.2,2.0,29.1,1.0,Louisiana,null,null,null,null,null,null,22
0400000US17,28.9,0.1,29.0,0.2,28.8,0.2,Illinois,null,null,null,null,null,null,17
0400000US19,23.6,0.8,22.9,1.4,24.1,0.9,Iowa,null,null,null,null,null,null,19
0400000US33,27.6,1.1,26.8,1.3,28.9,2.5,New Hampshire,null,null,null,null,null,null,33
0400000US05,23.9,0.8,23.9,1.3,23.7,1.3,Arkansas,null,null,null,null,null,null,05
0400000US10,27.2,0.4,27.7,0.6,26.7,0.8,Delaware,null,null,null,null,null,null,10
0400000US27,25.1,0.5,25.3,0.5,24.9,0.7,Minnesota,null,null,null,null,null,null,27
0400000US30,27.0,3.1,24.0,3.8,30.0,2.0,Montana,null,null,null,null,null,null,30
0400000US23,29.6,2.6,26.3,5.4,30.5,1.4,Maine,null,null,null,null,null,null,23
0400000US37,24.8,0.4,24.7,0.5,25.0,0.5,North Carolina,null,null,null,null,null,null,37
0400000US13,26.1,0.3,26.3,0.6,25.9,0.5,Georgia,null,null,null,null,null,null,13
0400000US02,26.5,0.9,26.0,1.0,27.2,0.9,Alaska,null,null,null,null,null,null,02
0400000US01,24.8,1.0,23.5,1.8,26.0,1.1,Alabama,null,null,null,null,null,null,01
0400000US50,28.4,3.8,27.2,6.6,31.3,2.6,Vermont,null,null,null,null,null,null,50
0400000US32,28.7,0.2,28.6,0.4,28.8,0.2,Nevada,null,null,null,null,null,null,32
0400000US54,29.6,2.4,30.3,5.8,29.3,3.5,West Virginia,null,null,null,null,null,null,54
0400000US40,23.9,0.4,24.8,0.4,23.2,0.5,Oklahoma,null,null,null,null,null,null,40
0400000US55,25.6,0.3,26.0,0.6,25.0,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US72,42.9,0.2,41.0,0.2,44.6,0.2,Puerto Rico,null,null,null,null,null,null,72
0400000US51,28.5,0.2,28.0,0.5,28.9,0.4,Virginia,null,null,null,null,null,null,51
0400000US38,26.5,1.2,25.4,2.1,27.8,2.0,North Dakota,null,null,null,null,null,null,38
0400000US45,26.4,0.7,26.8,1.3,26.0,1.0,South Carolina,null,null,null,null,null,null,45
0400000US41,26.3,0.3,26.4,0.5,26.3,0.4,Oregon,null,null,null,null,null,null,41
0400000US56,30.1,1.3,30.3,1.7,29.3,3.8,Wyoming,null,null,null,null,null,null,56
0400000US06,29.7,0.1,29.2,0.1,30.2,0.1,California,null,null,null,null,null,null,06
0400000US28,25.9,1.5,25.7,1.6,26.6,3.5,Mississippi,null,null,null,null,null,null,28
0400000US09,29.6,0.2,28.7,0.4,30.7,0.3,Connecticut,null,null,null,null,null,null,09
0400000US48,28.9,0.1,28.3,0.2,29.5,0.1,Texas,null,null,null,null,null,null,48
0400000US24,28.7,0.3,28.8,0.4,28.5,0.7,Maryland,null,null,null,null,null,null,24
0400000US12,35.9,0.1,34.6,0.1,37.4,0.2,Florida,null,null,null,null,null,null,12
0400000US25,28.1,0.2,27.2,0.3,29.2,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US11,30.7,0.3,30.5,0.6,31.3,1.4,District of Columbia,null,null,null,null,null,null,11
0400000US49,25.0,0.2,24.8,0.3,25.4,0.3,Utah,null,null,null,null,null,null,49
0400000US36,32.4,0.1,31.2,0.2,33.6,0.2,New York,null,null,null,null,null,null,36
0400000US34,32.2,0.2,31.3,0.2,33.0,0.2,New Jersey,null,null,null,null,null,null,34
0400000US39,25.8,0.4,25.1,0.6,26.6,0.7,Ohio,null,null,null,null,null,null,39
0400000US29,26.4,0.5,26.2,0.8,26.7,0.9,Missouri,null,null,null,null,null,null,29
0400000US42,27.2,0.2,26.7,0.4,27.6,0.3,Pennsylvania,null,null,null,null,null,null,42
0400000US26,26.3,0.3,26.0,0.6,26.5,0.4,Michigan,null,null,null,null,null,null,26
0400000US31,24.3,0.4,24.2,0.8,24.4,0.6,Nebraska,null,null,null,null,null,null,31
0400000US16,25.0,0.5,25.2,0.8,24.6,1.0,Idaho,null,null,null,null,null,null,16
0400000US35,32.4,0.2,31.5,0.4,33.4,0.4,New Mexico,null,null,null,null,null,null,35
0400000US15,25.1,0.3,24.8,0.4,25.5,0.3,Hawaii,null,null,null,null,null,null,15
0400000US46,24.1,1.2,24.5,2.5,23.8,1.3,South Dakota,null,null,null,null,null,null,46
0400000US53,25.6,0.2,25.6,0.3,25.5,0.3,Washington,null,null,null,null,null,null,53
0400000US44,28.1,0.6,27.2,1.0,28.8,0.6,Rhode Island,null,null,null,null,null,null,44
0400000US04,27.9,0.1,27.4,0.2,28.5,0.2,Arizona,null,null,null,null,null,null,04
0400000US47,24.2,0.5,25.0,0.7,23.4,0.8,Tennessee,null,null,null,null,null,null,47
0400000US20,25.1,0.4,25.3,0.6,24.9,0.6,Kansas,null,null,null,null,null,null,20
