GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001MA,B19037H_001EA,B19037H_002MA,B19037H_002EA,B19037H_003EA,B19037H_003MA,B19037H_004EA,B19037H_004MA,B19037H_005MA,B19037H_005EA,B19037H_006MA,B19037H_006EA,B19037H_007MA,B19037H_007EA,B19037H_008EA,B19037H_008MA,B19037H_009MA,B19037H_009EA,B19037H_010MA,B19037H_010EA,B19037H_011MA,B19037H_011EA,B19037H_012MA,B19037H_012EA,B19037H_013EA,B19037H_013MA,B19037H_014EA,B19037H_014MA,B19037H_015MA,B19037H_015EA,B19037H_016MA,B19037H_016EA,B19037H_017MA,B19037H_017EA,B19037H_018EA,B19037H_018MA,B19037H_019EA,B19037H_019MA,B19037H_020MA,B19037H_020EA,B19037H_021MA,B19037H_021EA,B19037H_022MA,B19037H_022EA,B19037H_023MA,B19037H_023EA,B19037H_024MA,B19037H_024EA,B19037H_025EA,B19037H_025MA,B19037H_026EA,B19037H_026MA,B19037H_027EA,B19037H_027MA,B19037H_028MA,B19037H_028EA,B19037H_029MA,B19037H_029EA,B19037H_030EA,B19037H_030MA,B19037H_031MA,B19037H_031EA,B19037H_032EA,B19037H_032MA,B19037H_033MA,B19037H_033EA,B19037H_034MA,B19037H_034EA,B19037H_035EA,B19037H_035MA,B19037H_036EA,B19037H_036MA,B19037H_037EA,B19037H_037MA,B19037H_038MA,B19037H_038EA,B19037H_039MA,B19037H_039EA,B19037H_040EA,B19037H_040MA,B19037H_041EA,B19037H_041MA,B19037H_042MA,B19037H_042EA,B19037H_043MA,B19037H_043EA,B19037H_044MA,B19037H_044EA,B19037H_045EA,B19037H_045MA,B19037H_046EA,B19037H_046MA,B19037H_047EA,B19037H_047MA,B19037H_048MA,B19037H_048EA,B19037H_049MA,B19037H_049EA,B19037H_050EA,B19037H_050MA,B19037H_051EA,B19037H_051MA,B19037H_052EA,B19037H_052MA,B19037H_053MA,B19037H_053EA,B19037H_054MA,B19037H_054EA,B19037H_055EA,B19037H_055MA,B19037H_056EA,B19037H_056MA,B19037H_057EA,B19037H_057MA,B19037H_058MA,B19037H_058EA,B19037H_059MA,B19037H_059EA,B19037H_060MA,B19037H_060EA,B19037H_061EA,B19037H_061MA,B19037H_062EA,B19037H_062MA,B19037H_063MA,B19037H_063EA,B19037H_064MA,B19037H_064EA,B19037H_065EA,B19037H_065MA,B19037H_066EA,B19037H_066MA,B19037H_067EA,B19037H_067MA,B19037H_068MA,B19037H_068EA,B19037H_069MA,B19037H_069EA,state
0400000US08,1623055,7271,59776,3040,8679,1692,3434,987,2871,894,5355,1436,3263,1128,4143,993,3668,1122,2739,926,1989,709,7375,1503,5972,1240,4509,1221,2545,795,1801,639,859,512,574,524,534724,6562,12679,1850,6591,1230,8244,1601,13370,1800,10993,2033,16732,2163,16102,2344,16952,1894,18351,2647,38396,3047,57348,3729,85362,4547,75756,3978,52582,3733,54195,3220,51071,3583,603938,6492,24969,2697,13519,1704,11844,1674,14496,1764,13324,1820,18491,2250,16820,1841,20755,2752,17630,1948,35167,2994,53983,3288,79447,4117,72033,3297,49813,3113,72511,3763,89136,3583,424617,4614,19403,1856,23362,2468,27609,2261,24978,2154,21798,2202,20316,1959,20770,2095,20918,2434,18346,1621,34005,2161,42180,2804,51036,2668,34096,2370,21106,2018,22403,1960,22291,2141,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2138890,11742,92779,4464,11496,1686,5968,1392,7350,1350,8805,1814,6267,1276,8793,1869,6275,1525,4861,1241,4968,1290,8369,1537,7206,1557,7305,1510,2770,993,1024,688,648,513,674,434,633708,7681,24670,2744,13172,1964,16221,2345,22054,2915,19108,2043,28709,2876,25106,2344,31078,3055,27739,2822,58143,4121,79246,4410,114072,5444,72098,4096,42743,3784,37017,2919,22532,2331,817235,7061,40880,3047,28203,2689,25656,2696,26161,2471,25752,2414,31877,3136,29908,2413,35857,2834,29783,2898,62908,3472,87849,4826,124897,5215,94473,4668,59347,3661,59207,3416,54477,3833,595168,5446,31423,2747,39162,2865,47156,3133,46184,2811,40817,3089,39903,2671,36869,2722,32128,2595,31348,2280,54019,3257,63152,3607,61316,3219,29961,2490,16085,1853,12227,1340,13418,1601,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1501845,8091,61399,3725,10120,1631,4455,1091,4177,956,5733,1307,4213,1004,4538,1053,4115,1026,3944,903,2867,944,3994,1016,5480,1250,5178,1486,1835,973,463,299,58,96,229,246,439202,6111,30075,3060,12997,2086,14521,2010,15720,2206,18460,2237,21000,2284,19174,2285,18703,2375,18566,1977,38176,2847,55077,3306,67493,4126,44090,3123,27514,2659,20006,2013,17630,1888,578967,5139,48384,3749,27857,2306,25844,2662,24059,2405,23322,2374,26547,2539,24937,2494,23115,2384,19464,2328,43065,2997,56654,3451,71432,4196,58365,2831,35446,2549,36026,2628,34450,2688,422277,4771,30527,2758,34894,2373,36118,2740,35357,2636,29707,2434,26569,1982,23575,2030,23396,1999,20515,2108,35122,2547,36783,2549,38420,2515,19709,1505,11440,1596,8318,1043,11827,1598,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1078469,7878,35734,2816,5052,1084,2455,877,1782,568,3195,1141,2157,689,2181,804,3157,993,1773,659,2219,865,3705,981,2622,818,2583,880,1289,722,1288,679,63,70,213,219,328502,5271,16137,2405,8870,1657,8848,1609,14956,2194,11050,2067,14246,2198,12889,2025,14060,2231,11933,2036,24067,2539,32834,2953,48266,3370,41441,3526,23939,2462,27638,2911,17328,2351,400767,5304,25458,2673,13499,1957,15735,1878,14930,2116,14030,2148,13870,1677,14350,1949,13675,1792,14366,1970,27567,2794,36809,3528,57718,4244,42899,3042,26963,2355,31719,2586,37179,3068,313466,4858,19809,2443,23261,2300,25970,2461,24655,2180,21670,2040,19855,2401,17796,2113,14829,1897,15506,2403,24026,2280,28175,2267,28983,2549,17295,1931,10477,1717,9230,1421,11929,1545,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3283875,11545,97898,3960,17821,2452,7529,1371,5640,1065,6433,1080,5010,964,6580,1461,5024,1133,7435,1489,4788,879,6949,1351,9995,1630,7849,1335,3293,986,758,381,1475,784,1319,519,959584,7067,29062,2708,18217,2631,20512,1997,25232,3006,21550,2381,33170,3015,29151,2689,33635,2643,30784,2491,68052,4241,105065,4588,151816,5173,125207,4616,82973,4764,90859,4763,94299,4341,1261427,6776,59082,3436,29802,2625,29812,3106,31061,2461,33825,3000,33567,2572,35260,2315,36844,2832,36599,2554,79934,3798,118009,5135,167903,4731,143198,4920,104835,4567,138314,5656,183382,5003,964966,6725,53363,3320,52205,3401,64567,4099,68767,3921,63344,2940,57953,2841,50620,3529,46084,2536,39250,2622,78366,3932,95019,4399,105603,4394,65617,3500,36778,2409,41081,2303,46349,2602,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1137235,7193,58498,3664,9013,1557,4761,1333,3510,893,3396,908,4098,1250,4096,912,3645,958,4130,1044,3026,857,5382,1247,5890,1101,4446,1066,1643,661,636,358,551,485,275,217,338097,4348,11306,1788,8397,1590,7102,1271,10852,1541,9244,1270,12357,1727,12058,1391,14252,1752,13656,1838,29841,2502,41992,2988,62998,3173,43140,2548,26635,2321,19760,2268,14507,1611,414092,3875,18448,1841,11952,1390,11772,1420,13066,1339,13746,1601,17119,1828,15026,1590,16170,1492,13989,1744,30045,2344,45978,2868,66003,2743,48257,2826,31031,2251,30896,2374,30594,2373,326548,3523,17315,1645,22939,1957,25055,2210,23543,1962,22957,2178,19531,1707,19958,1648,18095,1984,17608,1600,29051,1969,33346,2266,34167,2441,16433,1425,8509,1261,7134,1041,10907,1415,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,491963,4896,13155,1749,2058,875,589,331,439,339,376,317,820,418,1012,538,887,639,429,376,626,486,1136,448,1586,614,1423,654,883,618,491,368,190,207,210,263,127480,3375,4277,1169,2951,1016,2609,856,2581,853,3536,1111,3268,880,3118,864,6030,1271,4034,1026,9296,1632,13990,1833,21595,2005,17504,2108,11343,1488,11409,1610,9939,1714,209788,3342,7355,1363,4513,1219,6313,1535,5675,1089,5717,1055,6377,1354,5170,1020,7145,1356,4648,961,11053,1829,17668,1730,28173,2616,27569,2395,20333,1874,24097,2022,27982,2282,141540,2657,6095,1196,7569,1217,9997,1517,9602,1390,8886,1691,8015,1124,6962,1148,6463,989,6064,1037,12203,1437,13087,1415,17772,1887,8866,1160,6659,1185,6787,1180,6513,1031,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,880894,6049,40187,3162,8026,1699,3673,1122,2955,995,2799,777,3127,909,2811,844,1777,645,3055,1101,1902,631,2850,932,3469,1026,2600,881,856,525,81,98,44,59,162,158,253230,5425,12521,1621,8894,1601,8501,1454,12675,2004,9092,1500,12740,1959,12476,1716,12977,1827,13837,2157,22679,2660,31604,2639,34923,2966,24532,2134,14517,1775,12469,2076,8793,1471,314135,4993,22632,2362,15487,1923,11423,1526,15687,2111,12866,1751,14056,1898,13699,1687,12732,1660,12813,1818,22881,1935,30488,2612,41721,3019,29950,2435,18342,2178,19200,2635,20158,1983,273342,3511,17457,2243,20840,2021,22557,2210,23719,2172,19737,2095,18276,2208,15454,1744,15154,1880,14902,1818,23347,2325,24770,2209,21332,2086,14600,1889,6322,1070,7311,1302,7564,1368,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,245001,3785,4912,1061,950,458,462,324,427,252,463,423,121,173,208,181,119,147,253,260,371,309,651,533,244,207,390,293,192,222,10,17,0,200,51,61,57272,2855,1590,868,766,394,982,540,1465,710,1869,928,1818,870,2412,842,1882,619,2171,815,3506,1220,6717,1250,9728,1459,9310,1545,5464,1271,3810,923,3782,862,96488,2274,4858,1340,3202,807,1952,635,2634,741,2646,889,2954,874,3347,961,3591,1034,3034,877,6434,1240,8088,1457,13005,1461,10969,1262,8591,1464,10218,1489,10965,1529,86329,1931,2892,793,4539,925,3470,873,6470,892,4652,885,5509,1030,3787,825,3469,682,3558,955,8528,987,9632,1262,13327,1414,5523,943,3195,718,4272,794,3506,771,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1870540,6194,65908,3522,5746,1183,3944,889,3773,1076,5214,1266,4813,967,5297,1147,4137,997,3659,716,3530,749,6047,1103,7717,1312,7450,1356,2926,830,788,350,619,340,248,168,561939,4614,11032,1556,8102,1013,6863,1111,11287,1331,13194,1721,15645,1543,19149,2093,21129,2218,18475,1881,39420,2881,60367,3020,95977,3925,82225,3745,58268,3354,53627,3059,47179,3093,719773,4221,26642,2232,17504,1615,15162,1522,17636,1524,17615,1637,19022,1909,23394,1945,23590,2026,20576,1869,44381,2858,69471,3242,105027,3592,89513,2901,65318,2838,77428,3088,87494,3279,522920,4006,24386,1952,34934,2820,36695,2564,35393,2424,31245,2148,30094,2348,29107,2008,25856,1792,26126,1897,47399,2378,55089,2973,58592,2724,33942,1993,19871,1710,16567,1659,17624,1752,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
