GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001MA,B22002_001EA,B22002_002MA,B22002_002EA,B22002_003MA,B22002_003EA,B22002_004MA,B22002_004EA,B22002_005MA,B22002_005EA,B22002_006MA,B22002_006EA,B22002_007EA,B22002_007MA,B22002_008MA,B22002_008EA,B22002_009MA,B22002_009EA,B22002_010MA,B22002_010EA,B22002_011MA,B22002_011EA,B22002_012MA,B22002_012EA,B22002_013MA,B22002_013EA,B22002_014MA,B22002_014EA,B22002_015MA,B22002_015EA,B22002_016MA,B22002_016EA,B22002_017MA,B22002_017EA,B22002_018MA,B22002_018EA,B22002_019MA,B22002_019EA,B22002_020MA,B22002_020EA,B22002_021MA,B22002_021EA,B22002_022MA,B22002_022EA,B22002_023MA,B22002_023EA,B22002_024MA,B22002_024EA,B22002_025EA,B22002_025MA,B22002_026MA,B22002_026EA,B22002_027MA,B22002_027EA,state
0400000US08,2176757,7548,156794,5881,75318,4455,27558,2699,46885,4119,7975,1506,38910,3896,875,399,81476,4424,11333,1683,14738,1867,4360,941,10378,1561,55405,4170,2019963,9232,576939,8163,434766,8272,138284,5876,48831,3512,89453,5175,3889,969,1443024,10384,594528,9032,104613,5016,37569,3381,67044,3789,743883,10632,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,230522,7550,118891,6226,34257,3342,82044,5152,13911,2038,68133,4745,2590,986,111631,4925,14550,2254,20242,2337,5200,1213,15042,1996,76839,4485,2368647,11696,675682,10098,467848,9579,201374,8105,64412,4594,136962,6420,6460,1644,1692965,13585,731622,11387,131239,6842,46504,4291,84735,4597,830104,11307,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,229058,7892,111891,5975,42612,3388,66898,4593,11836,1853,55062,3936,2381,739,117167,5648,18929,1903,21573,2402,5403,1288,16170,1963,76665,4400,1503655,10558,427736,8400,300416,6277,120410,5790,36574,2969,83836,4876,6910,1618,1075919,10498,476022,8918,92067,5173,29871,3169,62196,3950,507830,9729,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,260842,8723,127245,6641,31678,3460,94596,5592,11500,2039,83096,5152,971,512,133597,6249,17380,2038,30289,3129,8809,1909,21480,2358,85928,4799,1476378,11681,402046,10159,269272,8443,129818,5752,36380,3768,93438,4184,2956,843,1074332,11794,430274,8038,101540,5338,31600,3410,69940,4066,542518,10025,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,599358,11724,277213,9365,89296,4913,184267,7647,27849,3073,156418,7270,3650,1094,322145,7848,48328,3333,72946,4193,18267,2268,54679,3931,200871,6226,4265506,15032,1184768,13050,876562,10768,301444,8406,90330,4800,211114,7806,6762,1349,3080738,15810,1278905,11406,267353,8587,90754,4865,176599,6660,1534480,17599,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,122222,4311,61428,3352,18728,2153,41871,3391,7471,1599,34400,2786,829,330,60794,2940,7320,1173,8232,1183,2273,586,5959,1080,45242,2808,1145651,9071,310808,6185,226993,5858,81734,4727,30790,2771,50944,3521,2081,507,834843,8691,369101,6965,46350,3138,16609,2081,29741,2427,419392,7908,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,35405,3142,15652,1940,4976,1259,10236,1747,1500,588,8736,1618,440,408,19753,2356,2339,655,2836,924,592,432,2244,786,14578,2189,495807,6423,121412,4835,89522,4298,30292,2973,10574,1612,19718,2433,1598,664,374395,6123,177472,4054,24079,2242,9523,1593,14556,1609,172844,5758,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,131342,5544,64839,4269,18749,2215,45104,3760,5973,1402,39131,3754,986,500,66503,3939,8622,1356,13940,1981,3184,895,10756,1702,43941,3065,1025005,7919,296117,7445,200261,6289,93086,4651,27622,3164,65464,3817,2770,904,728888,8543,325829,7537,63543,4012,20867,2920,42676,2968,339516,8979,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,41515,3341,19962,2473,5435,1329,13967,2072,2408,902,11559,1864,560,442,21553,2588,2842,727,4962,1326,995,462,3967,1240,13749,2105,326156,4590,81546,4131,56480,3534,24606,2141,7634,1438,16972,1846,460,386,244610,5411,109077,3542,21030,2515,7186,1277,13844,1893,114503,5493,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,160758,4844,74389,3843,24691,2408,48556,3221,8230,1418,40326,2770,1142,639,86369,3778,8076,1088,12834,1542,4532,966,8302,1313,65459,3311,2033694,8804,574648,7853,428140,7494,140039,4470,48136,3072,91903,3973,6469,1305,1459046,7849,642204,7797,92287,3583,35402,2607,56885,2898,724555,8673,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
