GEO_ID,C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,NAME,C18103_001EA,C18103_001MA,C18103_002EA,C18103_002MA,C18103_003EA,C18103_003MA,C18103_004MA,C18103_004EA,C18103_005MA,C18103_005EA,C18103_006EA,C18103_006MA,C18103_007MA,C18103_007EA,C18103_008MA,C18103_008EA,C18103_009MA,C18103_009EA,C18103_010MA,C18103_010EA,C18103_011EA,C18103_011MA,C18103_012EA,C18103_012MA,C18103_013EA,C18103_013MA,C18103_014MA,C18103_014EA,C18103_015MA,C18103_015EA,C18103_016MA,C18103_016EA,C18103_017EA,C18103_017MA,C18103_018MA,C18103_018EA,C18103_019MA,C18103_019EA,C18103_020MA,C18103_020EA,C18103_021MA,C18103_021EA,state
0400000US30,1047075,795,525012,2718,117689,1751,1615,649,116074,1832,312768,2419,5713,1158,307055,2545,94555,990,4838,918,89717,1328,522063,2665,110974,1792,1075,659,109899,1808,310173,1899,5299,1082,304874,2232,100916,1029,4936,866,95980,1358,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1323289,517,646823,2231,128035,1352,749,428,127286,1366,397249,1622,8703,1865,388546,2475,121539,911,6225,1062,115314,1399,676466,2176,120052,1378,1078,445,118974,1477,410353,1921,7377,1516,402976,2407,146061,1286,7518,1208,138543,1682,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10183721,3716,4892959,7859,1174986,6510,8857,2188,1166129,6692,2994713,6178,61807,4448,2932906,6738,723260,3174,43774,2776,679486,3822,5290762,7151,1118744,6345,8748,1891,1109996,6455,3246233,4322,77324,4667,3168909,6822,925785,2714,58835,4404,866950,4369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10334958,2874,4973125,7923,1282176,5522,9464,1976,1272712,5436,3068303,6744,67407,5617,3000896,8539,622646,3105,40224,3247,582422,3848,5361833,7510,1218199,5132,10062,1695,1208137,5352,3340481,5585,74426,4481,3266055,6469,803153,3866,52899,3841,750254,4979,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,713033,1423,362282,1964,93093,1186,590,364,92503,1235,225313,2199,6262,1012,219051,2482,43876,1110,3658,842,40218,1421,350751,1720,89947,1106,1180,465,88767,1124,218282,1400,6146,1224,212136,1814,42522,986,4318,745,38204,1280,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4810094,1546,2313941,5729,563058,5368,5368,1375,557690,5383,1396531,4309,36460,3957,1360071,5134,354352,2690,24993,2534,329359,3803,2496153,5540,524300,4530,3463,1031,520837,4760,1514151,3952,46839,3760,1467312,5030,457702,2525,31456,2983,426246,3471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,620066,406,304978,1249,58894,973,935,691,57959,931,190157,1268,2705,590,187452,1412,55927,850,2706,803,53221,1159,315088,1242,56326,979,421,368,55905,1025,194124,1058,4149,1044,189975,1402,64638,1056,3888,746,60750,1048,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2998585,1702,1493695,2828,352634,1662,3729,1208,348905,2201,919516,2211,17765,2481,901751,3612,221545,1036,15304,1831,206241,1959,1504890,2461,335675,1914,4399,1475,331276,2448,920136,1779,20780,2254,899356,2506,249079,937,17794,2290,231285,2436,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1776965,393,875991,2882,187051,2601,2172,888,184879,2598,527492,2096,18985,2150,508507,3038,161448,1371,14787,2155,146661,2358,900974,2890,175096,2667,2131,798,172965,2724,535339,2122,20363,2372,514976,2900,190539,1198,16215,2214,174324,2274,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3861581,1714,1890693,4375,486530,3207,5671,999,480859,3343,1135769,3201,32935,2898,1102834,4115,268394,1561,24136,1534,244258,2045,1970888,3998,468064,3332,5816,1114,462248,3302,1170553,2221,34937,2429,1135616,3292,332271,1758,28975,2157,303296,2664,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5740669,1241,2840025,3779,649496,2898,3744,695,645752,2801,1749778,2848,25320,2425,1724458,4024,440751,2067,19006,1771,421745,2665,2900644,3608,620641,2722,4201,1067,616440,2943,1759319,2694,24774,2193,1734545,3616,520684,2140,26376,2059,494308,3048,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3171580,573,1503544,3619,304118,3180,4392,1150,299726,3541,914342,906,42512,4348,871830,4508,285084,786,45479,2774,239605,2672,1668036,3519,289002,3180,4403,1179,284599,3303,1010791,553,53326,3918,957465,4055,368243,842,57998,3188,310245,3374,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8301038,4855,4021624,8895,956487,5637,8150,1398,948337,5579,2489985,6312,41136,3062,2448849,6883,575152,2659,34605,2834,540547,3438,4279414,7860,910397,5556,7060,1313,903337,5802,2651781,4308,50266,4157,2601515,6294,717236,3051,46283,3250,670953,4239,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,743793,1039,380836,2526,91087,1848,376,230,90711,1833,237894,1503,4009,850,233885,1821,51855,721,3577,981,48278,1135,362957,2508,83377,1927,409,270,82968,1976,221181,1617,3303,833,217878,1825,58399,659,4435,932,53964,1159,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4990240,2332,2395810,6329,567385,5494,5252,1679,562133,5525,1437348,3246,34808,3921,1402540,5394,391077,1893,23283,2106,367794,2596,2594430,6319,534706,4923,4632,1377,530074,5158,1569145,3120,44642,5058,1524503,5435,490579,1996,32978,3045,457601,3655,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4151076,824,2049138,3481,446395,3218,2485,923,443910,3414,1267972,2688,23431,2852,1244541,3712,334771,1984,17467,1941,317304,2286,2101938,3380,424257,3044,4219,1050,420038,3294,1284021,2911,25172,3094,1258849,4413,393660,1929,23959,2268,369701,3200,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,567008,846,285006,2522,67648,2034,75,102,67573,2013,172243,2123,3253,869,168990,2257,45115,837,2435,753,42680,873,282002,2275,64836,1843,326,346,64510,1912,168079,1604,2705,824,165374,1639,49087,1093,3410,990,45677,1459,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,39062465,5627,19285965,8141,4589025,5053,30939,3381,4558086,5457,12214289,7462,179012,6701,12035277,9905,2482651,3177,138111,5452,2344540,6231,19776500,7568,4384057,4861,30715,3223,4353342,5785,12302786,5624,188073,6314,12114713,9138,3089657,3230,203096,8746,2886561,9727,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2919673,1311,1394037,5677,359663,4834,4361,1229,355302,5185,833957,3318,26107,2902,807850,4521,200417,1503,17239,2039,183178,2371,1525636,5461,344071,4804,5204,1403,338867,4727,920957,2724,34365,3525,886592,4459,260608,2030,25232,2584,235376,3382,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3523842,1078,1708046,2507,373236,1582,3043,852,370193,1858,1075688,2105,16089,2846,1059599,3399,259122,1348,10977,1630,248145,1963,1815796,2520,361523,1780,1511,666,360012,1951,1121194,2272,18673,2417,1102521,3109,333079,1159,18074,1845,315005,2217,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,28243191,4197,13900012,10523,3768271,8229,31596,3906,3736675,8340,8556178,7740,179412,9347,8376766,11851,1575563,4239,114041,5502,1461522,6689,14343179,9034,3621232,8333,31085,3782,3590147,9127,8782882,6312,200721,9149,8582161,11193,1939065,5065,148251,6673,1790814,7735,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5943064,2569,2857917,4343,683021,3207,4490,1275,678531,3501,1781466,3332,27999,2810,1753467,4090,393430,2021,20875,2300,372555,3052,3085147,4188,653645,3147,3585,915,650060,3199,1916790,2594,29656,3289,1887134,4449,514712,1893,25780,2558,488932,3120,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20996007,3241,10172936,9155,2151593,6514,14457,1984,2137136,6933,6083454,6244,113615,5833,5969839,7959,1937889,3771,111593,5559,1826296,6655,10823071,7934,2067639,6297,14650,2392,2052989,6445,6401905,6340,124455,6923,6277450,8833,2353527,4168,152082,7121,2201445,8284,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6830796,760,3307550,3395,696697,2321,4484,1224,692213,2571,2129851,2601,28786,2888,2101065,3810,481002,1832,20223,2178,460779,2872,3523246,3422,668184,2408,2954,883,665230,2760,2232727,2011,33905,2928,2198822,3771,622335,2146,35575,2627,586760,3263,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,692817,606,326328,1577,64808,1346,613,573,64195,1486,227608,919,5450,1490,222158,1806,33912,614,1860,650,32052,899,366489,1636,62124,1367,670,521,61454,1459,254817,533,6300,2012,248517,2014,49548,512,4245,1173,45303,1184,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3135573,903,1574603,2922,477017,2050,1513,509,475504,2134,934795,2502,9079,1604,925716,2779,162791,1315,7241,1037,155550,1561,1560970,2611,452276,2155,2304,856,449972,2320,924734,2258,14052,1867,910682,2970,183960,1111,12193,1473,171767,1756,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,19302636,2649,9330935,6066,2072622,3330,13345,1984,2059277,4025,5913587,4210,85222,4779,5828365,6293,1344726,2491,69888,3864,1274838,4636,9971701,5425,1983127,3400,13618,1810,1969509,3671,6216456,3586,104228,5836,6112228,6883,1772118,3332,106614,4609,1665504,6405,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8803988,1605,4279096,3606,990069,3030,6138,1272,983931,3467,2682164,2457,38447,3386,2643717,4118,606863,1721,24941,2913,581922,3333,4524892,3361,957965,2885,4257,1150,953708,3084,2773018,2244,37707,3529,2735311,4490,793909,1968,47587,3564,746322,3780,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,11517226,1419,5625655,6170,1323057,3847,8487,1601,1314570,4338,3448292,4925,70669,3961,3377623,5809,854306,2890,48505,3126,805801,4453,5891571,6414,1263246,4084,9012,1610,1254234,4364,3553867,3735,76096,5043,3477771,6458,1074458,3326,68674,3781,1005784,5130,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,6014742,1422,2928278,5547,702676,3648,6410,1623,696266,3771,1781994,3869,36996,3220,1744998,5073,443608,2564,29771,2984,413837,3500,3086464,5403,671132,3786,5043,1243,666089,3816,1860788,3540,40522,3647,1820266,5344,554544,2873,35041,2726,519503,3286,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12604311,1036,6137247,5163,1345139,3516,11007,1931,1334132,3991,3798232,3576,71957,4466,3726275,5167,993876,2355,48123,2992,945753,3750,6467064,5239,1293958,3628,10777,1842,1283181,3787,3912937,3816,83741,4856,3829196,5890,1260169,2616,75972,3986,1184197,4724,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9888529,864,4853614,3766,1106419,3453,7451,1439,1098968,3493,2991334,3210,53545,4029,2937789,5131,755861,2089,38812,2308,717049,3212,5034915,3541,1054187,2892,7226,1254,1046961,3257,3055926,3009,65278,3811,2990648,4518,924802,2583,52656,3108,872146,4182,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1900165,832,943358,2741,243007,2632,2263,680,240744,2620,567588,2157,10041,1643,557547,2651,132763,1088,7295,1106,125468,1545,956807,2868,230540,2748,1705,655,228835,2899,566714,1976,10289,1467,556425,2553,159553,1189,9692,1148,149861,1694,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1733484,857,866901,3680,229431,2964,2111,781,227320,3169,507154,2827,12622,2099,494532,3433,130316,1782,7500,1100,122816,1870,866583,3717,215090,3146,1210,674,213880,3273,507199,2526,11222,2008,495977,3007,144294,1583,9552,1310,134742,2182,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2060718,1535,1011160,3677,245361,2767,2767,1012,242594,2769,599641,2469,16314,2507,583327,3166,166158,1567,12864,2061,153294,2335,1049558,3376,233804,2653,2229,1033,231575,2904,618671,2579,16808,2220,601863,3584,197083,1658,15696,2054,181387,2294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1368549,2598,667869,2677,154196,1353,1034,595,153162,1458,396948,2492,4826,989,392122,2603,116725,783,4808,1140,111917,1277,700680,1769,148836,1193,1128,596,147708,1279,411305,1270,5809,1213,405496,1794,140539,738,8527,1473,132012,1799,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,864598,699,434607,2883,110256,1942,1063,615,109193,2109,258109,2544,6382,1365,251727,3113,66242,996,2013,497,64229,1165,429991,2819,103066,1686,392,223,102674,1692,253298,3047,5624,1206,247674,3278,73627,812,4544,973,69083,1142,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7427599,3185,3685003,5286,845316,3787,5949,1443,839367,3767,2314683,4076,39656,3858,2275027,5305,525004,2150,25193,2544,499811,3061,3742596,5035,814804,3597,6821,1649,807983,3620,2308979,3971,42655,3801,2266324,5645,618813,2240,38674,3050,580139,3339,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1041309,1059,506269,2301,105458,1445,915,467,104543,1502,323992,1878,7126,2098,316866,2942,76819,987,4564,923,72255,1331,535040,1905,98258,1159,436,325,97822,1181,338167,1701,6863,1413,331304,2247,98615,824,5187,1244,93428,1502,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,7064799,2070,3475367,3669,836775,2176,5719,1418,831056,2504,2064794,2964,44553,3317,2020241,3861,573798,1365,34051,3007,539747,3271,3589432,3389,802764,2141,6064,1371,796700,2450,2113203,2719,43770,3949,2069433,4628,673465,1619,45626,3041,627839,3333,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6667784,1852,3231469,6035,773433,4729,7963,1466,765470,4779,1977801,4945,49523,3603,1928278,6318,480235,2411,34999,2652,445236,4050,3436315,5938,733737,4974,6302,1248,727435,5326,2106164,3632,57962,4089,2048202,5372,596414,3015,43830,3205,552584,4430,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2854774,1728,1409001,4266,357368,2704,2857,790,354511,2834,851164,3302,14779,1754,836385,4003,200469,1573,12093,1682,188376,2277,1445773,3604,346142,2898,2914,845,343228,2867,856525,2724,20113,2433,836412,3439,243106,2093,15043,1740,228063,2469,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
