GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001EA,B13016_001MA,B13016_002MA,B13016_002EA,B13016_003MA,B13016_003EA,B13016_004MA,B13016_004EA,B13016_005MA,B13016_005EA,B13016_006MA,B13016_006EA,B13016_007MA,B13016_007EA,B13016_008MA,B13016_008EA,B13016_009MA,B13016_009EA,B13016_010MA,B13016_010EA,B13016_011MA,B13016_011EA,B13016_012EA,B13016_012MA,B13016_013MA,B13016_013EA,B13016_014MA,B13016_014EA,B13016_015MA,B13016_015EA,B13016_016MA,B13016_016EA,B13016_017MA,B13016_017EA,state
0400000US01,1143519,5742,66070,4793,2636,801,16676,2481,20552,2618,15365,2382,7020,1590,2297,780,1524,825,1077449,7522,159274,4298,139616,4070,148992,3422,139802,4085,143430,5614,154279,5463,192056,4002,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,137964,1376,5767,1277,21,43,1325,726,1297,491,1608,574,983,312,452,379,81,94,132197,1938,19583,994,20439,1046,17884,890,16822,855,17363,1609,16830,1632,23276,917,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,711652,2821,36733,3284,1276,741,7793,1512,10174,1786,8746,1304,6554,1513,1468,500,722,315,674919,4244,86609,1783,81208,2071,99852,2120,96558,1752,93919,4114,98241,4300,118532,2440,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,389283,3100,18926,2564,1205,585,4620,1137,4771,1260,5098,1236,1946,751,847,558,439,365,370357,3500,52168,2472,49428,2232,49662,1680,45136,1894,50849,3034,54283,3236,68831,2045,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,909783,3317,51095,3205,1546,480,11396,1882,17833,1740,12396,1365,5511,1011,1633,526,780,395,858688,4563,128836,2854,117766,3395,121837,2513,118835,2109,125867,3300,110146,3454,135401,2283,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1299497,3170,68743,3495,1750,757,9335,1448,19571,1739,22340,2228,10775,1390,3322,823,1650,712,1230754,4244,185026,2408,183252,2523,161449,2541,156073,2540,171729,4732,163347,4193,209878,2845,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,745223,2967,21107,2781,2097,1010,5771,1390,5384,1468,4731,1357,1885,700,1049,673,190,199,724116,3963,100220,3231,104026,3011,98741,1880,86570,1925,97378,3651,108745,3600,128436,2336,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2035149,6537,99351,5523,2507,795,16240,2711,24272,2691,28183,2855,18739,2127,6142,1451,3268,1077,1935798,8282,277966,5101,261751,5075,261011,4310,260805,4843,275755,6484,263125,7335,335385,5034,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,171076,2101,11264,1676,96,124,2058,686,3847,900,3053,837,1825,836,51,61,334,323,159812,2399,21844,1229,27625,1820,23789,1522,22387,1453,22069,1995,18877,1823,23221,1341,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1172188,4992,63951,4991,2493,1077,11138,2079,17961,2506,17451,2357,10738,2062,2436,920,1734,651,1108237,6836,154835,4901,151911,3791,156006,4024,142624,3577,154211,6838,153374,6149,195276,3812,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,981781,4334,45820,3106,330,229,5395,1208,12579,1533,15106,2086,8521,1631,2949,905,940,474,935961,5085,123717,3103,124396,3100,134148,2072,128997,2914,135530,4353,131376,4243,157797,3055,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,127854,2013,8297,1286,386,326,2036,853,2110,599,2532,815,959,494,133,166,141,167,119557,2261,19350,2067,14897,1838,15711,1436,15560,1102,17544,1680,15936,1630,20559,1545,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,9647172,8061,454027,11738,11644,2215,54727,4340,115148,6481,133379,5725,93565,4826,31601,3082,13963,1737,9193145,13183,1241420,5385,1254767,6142,1389820,7110,1281794,6436,1254309,15282,1228559,15472,1542476,8202,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,710350,4409,35639,3535,1380,804,8023,1554,11512,2221,8115,1782,4453,973,1311,789,845,463,674711,5843,103883,4776,92887,4500,91082,3643,85809,3490,99033,4584,91065,5048,110952,3998,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,818773,2817,35625,3419,335,349,2909,1143,7411,1423,12836,2293,8012,1314,3379,818,743,329,783148,4425,117604,1971,115161,2057,99610,1889,98886,2466,100783,4477,103671,4409,147433,2596,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7084083,10216,383580,15108,18730,2953,65706,5892,103336,7259,102790,6697,64891,5506,19167,2720,8960,1806,6700503,18602,993648,8242,893999,8588,941972,8331,909148,7996,960689,13314,907639,12859,1093408,8335,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1439455,4087,72172,5146,1722,826,8729,1528,14904,1956,24278,2620,16928,2494,3409,834,2202,768,1367283,6720,183786,2921,182227,3362,189875,2926,185454,3352,193618,5752,182626,5837,249697,3587,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4707598,7701,230832,10602,5985,1438,32114,3750,63137,5082,67185,5159,39324,4031,15799,2940,7288,1666,4476766,13198,594064,6898,578167,6994,637956,6510,594537,7217,625636,10383,622850,8995,823556,5916,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1673115,4578,74345,4014,854,507,7750,1636,14841,1905,26049,2893,16343,2049,4794,1180,3714,948,1598770,5954,226359,2797,240196,2771,235912,2589,216096,3065,206006,5904,202737,6193,271464,3889,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,211812,1090,8651,1728,138,233,1143,634,1808,872,2603,1019,2360,772,466,385,133,158,203161,1935,20150,775,27130,1016,42781,917,39771,1014,29552,2124,21194,2095,22583,960,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,792695,2717,52085,4170,1135,566,9681,1587,17263,2078,13707,2223,7460,1330,1999,757,840,473,740610,4834,122268,2516,115910,2626,102879,2215,93410,2305,103037,3825,101885,3939,101221,2104,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4681876,6627,216046,7411,4001,1116,22288,2656,47437,4163,65147,4319,52553,4085,16398,2119,8222,1705,4465830,10215,586152,4165,625712,3992,690226,4438,628570,4950,592094,10031,573923,10125,769153,6093,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2057854,4897,105146,4921,2718,1276,10073,1623,21265,2895,35694,3110,24256,2616,8220,1595,2920,1070,1952708,7446,270284,2448,263533,2944,260712,3224,248103,3267,272440,6569,271061,6884,366575,4097,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2650262,6580,146391,6595,5616,1298,28620,2874,43506,4183,41831,3719,19260,2309,5404,1371,2154,790,2503871,9797,371554,4736,340204,4746,353674,4522,322777,3991,342708,7423,334282,6890,438672,5341,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1395834,4363,80307,5016,2784,828,16578,2095,23510,2691,21631,2277,11389,1716,2939,888,1476,545,1315527,6943,188093,3578,183294,3881,185672,3634,178649,3328,180471,5259,175591,5208,223757,3725,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2871135,5897,147829,6771,4630,1214,20642,2317,41355,3392,47678,3753,23867,2391,6432,1385,3225,904,2723306,8817,395522,2994,378391,3728,384095,4004,361518,4352,361195,6996,356041,6964,486544,5365,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2262486,5337,115629,5760,3182,1031,19934,2408,35166,2979,32087,2399,16195,1854,5684,1229,3381,666,2146857,7072,319882,3321,316809,3620,299365,3494,265682,3155,279775,4927,284629,5105,380715,4519,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,440475,2230,25692,2421,593,450,4494,1136,7503,1219,7614,1279,3652,861,1304,452,532,314,414783,3496,62827,1932,61756,2083,54396,1798,56152,1850,61739,2798,53397,2586,64516,1944,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,399415,3359,23502,2413,219,197,4733,1065,6688,1219,6491,1380,3266,822,1214,495,891,502,375913,4122,60078,2385,50599,2135,50031,2020,48817,2094,51018,3335,54399,3350,60971,2483,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,469484,3412,23984,2699,1133,601,6457,1501,5931,1144,4573,1045,4335,1180,1251,668,304,227,445500,4165,67663,2960,61508,2474,60333,2072,62585,2257,61888,3435,59865,3462,71658,2346,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316420,1964,18527,2069,343,251,2516,836,4987,1059,4926,1169,4280,1082,872,344,603,352,297893,3027,37518,1366,37678,1483,43886,1410,43197,1243,43626,2302,40242,2338,51746,1509,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,193298,2990,11346,1551,312,240,2205,719,3617,656,2874,620,1824,742,347,268,167,182,181952,2824,29090,2034,28393,2316,24661,1310,22746,1301,25024,1558,24334,2005,27704,1327,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1782781,5038,92209,5583,2093,743,13075,2245,24757,2740,27934,2966,16644,1985,5252,1297,2454,752,1690572,7750,221014,3812,214079,3885,255996,3327,248858,3899,245281,7010,227220,6122,278124,3720,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,251952,2553,10910,1950,546,574,624,454,2728,986,3655,1035,2215,702,410,392,732,448,241042,3639,37997,1720,36249,1541,35050,1515,30713,1228,31078,2482,27948,2324,42007,1653,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1640226,4096,92780,5929,4119,1207,16953,2696,25507,3028,22929,2715,14927,1627,5282,1254,3063,956,1547446,7606,230600,2754,217558,3308,220412,3362,202834,3108,209665,5838,205766,6127,260611,3878,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1594616,4644,83897,5896,2670,881,14073,2007,27803,3365,20354,2140,13089,2280,3817,1237,2091,795,1510719,6636,210021,4032,203583,3705,215278,4478,198211,3093,208781,6237,204325,6277,270520,4380,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,657156,3537,41218,2877,2028,796,7598,1162,11321,1618,10589,1513,6623,1358,1923,745,1136,398,615938,4835,96797,2647,91989,3167,81043,2310,81266,2314,83839,3252,83686,2991,97318,2159,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
