GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001MA,B13004_001EA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007MA,B13004_007EA,B13004_008EA,B13004_008MA,B13004_009EA,B13004_009MA,B13004_010MA,B13004_010EA,B13004_011MA,B13004_011EA,state
0400000US08,1346093,5095,70735,4740,52677,4354,18058,2918,5545,1555,12513,2420,1275358,6938,592042,8882,683316,8668,106933,5687,576383,9084,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1503226,6158,89348,5423,53855,4119,35493,3790,12623,2010,22870,3014,1413878,7422,630696,10540,783182,12362,132068,6778,651114,12101,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,988118,5019,56375,3836,36855,3034,19520,2469,7080,1531,12440,2047,931743,6053,441892,7643,489851,8199,84971,4899,404880,8453,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1076637,5300,62165,4455,34592,3347,27573,3214,8451,1686,19122,3081,1014472,6566,387810,8383,626662,9426,73951,5867,552711,9160,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2943303,5942,157534,6461,105153,5449,52381,3645,13794,1729,38587,3651,2785769,8659,1168956,11347,1616813,11368,226782,7920,1390031,12960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,680804,3600,40366,2904,28919,2321,11447,1630,6547,1265,4900,1176,640438,4138,299092,6267,341346,6408,66983,5079,274363,7173,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,284724,2270,13483,1917,8746,1310,4737,1312,1965,691,2772,1144,271241,2641,122331,4069,148910,4269,29107,2333,119803,4824,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,675408,4748,39488,2787,22471,2192,17017,2175,5226,1484,11791,1834,635920,5367,289917,7278,346003,7045,47512,3897,298491,7525,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,209598,1899,9764,1834,6490,1520,3274,996,1371,669,1903,746,199834,2555,79384,3624,120450,4379,16488,2192,103962,4216,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1243745,4047,75851,3866,55845,3400,20006,2130,8782,1438,11224,1602,1167894,5238,533260,7836,634634,7705,114349,4246,520285,8255,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,220123,2529,11388,1548,7707,1340,3681,1104,1227,500,2454,947,208735,2899,97138,3511,111597,3582,22896,2480,88701,4401,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,271768,2324,14372,2013,9967,1741,4405,1096,2843,940,1562,630,257396,3289,111286,3660,146110,4626,34816,3012,111294,4904,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2396723,8066,118022,5999,77439,5096,40583,3525,12658,2425,27925,2771,2278701,10101,1018578,13886,1260123,15330,168137,6702,1091986,15739,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2557121,8513,121706,5699,75710,5712,45996,3949,11649,2105,34347,3747,2435415,9724,1017814,17412,1417601,17682,154079,8575,1263522,20033,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,168139,2041,10697,1581,6698,1325,3999,1016,1161,459,2838,935,157442,2538,75376,2913,82066,3153,14781,1548,67285,3018,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1110194,6183,65633,4774,40549,4160,25084,2553,5946,1266,19138,2531,1044561,7884,459078,9323,585483,11475,56158,4459,529325,12369,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,128757,1653,5710,1282,3826,930,1884,790,889,551,995,519,123047,2127,54642,2717,68405,2644,15217,1660,53188,2752,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,705793,3131,36453,3260,19934,2365,16519,2074,5545,1522,10974,1906,669340,4444,278657,6767,390683,7345,55590,3776,335093,7263,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,377955,3403,18657,2500,10895,1765,7762,1630,2277,959,5485,1385,359298,3583,159734,5215,199564,5976,32907,2831,166657,6100,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,886764,3693,50570,3238,32443,2396,18127,2502,6439,1476,11688,1681,836194,4822,391508,6208,444686,7148,61169,3549,383517,7355,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1260690,3508,68575,3504,47686,3120,20889,1918,10254,1489,10635,1678,1192115,4453,522873,6698,669242,7474,134989,4998,534253,8457,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,741550,2935,21107,2781,10406,1566,10701,1977,3251,958,7450,1695,720443,3864,205704,6329,514739,7414,76360,4855,438379,8780,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1967846,6918,98928,5489,68520,4111,30408,3727,8850,2031,21558,2996,1868918,8824,865147,11138,1003771,10526,122706,7235,881065,11650,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,165743,2372,11205,1683,8456,1514,2749,821,1973,657,776,402,154538,2716,75602,3718,78936,4328,18203,2194,60733,4137,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1137445,5576,63601,4906,34571,3560,29030,3440,6704,1693,22326,2949,1073844,7325,451852,8274,621992,10002,73083,5355,548909,11378,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,961641,4492,45447,3067,36100,2737,9347,1837,4202,972,5145,1556,916194,5466,408088,8113,508106,9657,103556,5587,404550,9776,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,124516,2011,8206,1278,5405,1103,2801,851,1198,584,1603,637,116310,2222,56450,2810,59860,3219,11120,1491,48740,3179,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,9457390,10856,451266,11697,307896,8926,143370,7896,47389,3577,95981,6705,9006124,14874,3802296,23888,5203828,26712,608108,15290,4595720,26779,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,686992,4964,35587,3539,20870,2738,14717,2299,2634,1089,12083,2171,651405,6353,267466,6443,383939,7917,38700,4485,345239,8285,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,785279,3284,35518,3440,26129,2874,9389,1826,3204,1172,6185,1543,749761,4361,303951,7147,445810,7938,58219,4541,387591,7359,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6961668,10739,381738,15048,249524,10097,132214,8703,32380,3889,99834,7653,6579930,18408,2965033,25422,3614897,27405,400664,13262,3214233,26642,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1404538,4610,72045,5138,49340,3784,22705,2942,5758,1505,16947,2670,1332493,6742,562398,9732,770095,9373,90595,4954,679500,9745,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4629247,8137,229391,10627,137986,7555,91405,6490,26510,2913,64895,5877,4399856,13258,1771884,18837,2627972,21847,321646,9838,2306326,22388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1579079,5428,73332,4052,53715,3592,19617,2548,4951,1441,14666,2209,1505747,6503,617839,10572,887908,12191,124056,5533,763852,12026,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
