GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001MA,B13004_001EA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007MA,B13004_007EA,B13004_008EA,B13004_008MA,B13004_009EA,B13004_009MA,B13004_010MA,B13004_010EA,B13004_011MA,B13004_011EA,state
0400000US11,196475,1682,8452,1680,4415,1044,4037,1332,694,403,3343,1256,188023,2334,48630,3410,139393,4219,14687,2036,124706,4615,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,777457,2967,51808,4197,43389,3583,8419,1690,3561,1145,4858,1314,725649,4835,377022,6315,348627,6729,35530,3022,313097,6260,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4518122,7983,213274,7254,155419,6109,57855,4326,19538,2381,38317,3753,4304848,10964,1711378,15723,2593470,17139,322151,9674,2271319,17436,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2018364,5011,104143,4957,74650,3754,29493,3505,8414,1617,21079,3075,1914221,7314,843861,11231,1070360,11581,127776,6389,942584,13349,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2574966,7410,145613,6585,87226,4402,58387,4149,21026,2469,37361,3467,2429353,10029,1015465,13856,1413888,14612,245129,9051,1168759,14137,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1357467,4996,79679,5016,53935,3702,25744,3143,8557,1731,17187,2816,1277788,7311,582307,9378,695481,10439,113341,5717,582140,9764,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2757238,6577,146717,6873,96594,5596,50123,4052,16665,2383,33458,3232,2610521,9068,1126356,12283,1484165,13810,231467,6722,1252698,14867,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2208203,5996,115148,5805,75166,4216,39982,3467,16179,2094,23803,2595,2093055,7505,867809,9145,1225246,11050,195791,6600,1029455,10343,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,426717,2812,25648,2421,18407,1950,7241,1376,3009,726,4232,1112,401069,3825,194457,4050,206612,4820,37216,2901,169396,4677,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,391890,3434,23436,2416,18745,2297,4691,1211,1484,628,3207,1016,368454,4263,181797,6733,186657,6998,27342,3348,159315,7601,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,464027,3354,23803,2706,11597,1988,12206,2171,4063,1218,8143,1817,440224,4143,176744,5585,263480,5621,39953,3996,223527,6121,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,306307,2675,18238,2023,12316,1515,5922,1332,1841,749,4081,1089,288069,3593,136707,4813,151362,5274,16316,1686,135046,5097,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,185340,3317,11346,1551,7139,1313,4207,917,2192,717,2015,627,173994,3060,81053,3497,92941,3791,16258,2086,76683,3999,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1752080,5549,91707,5638,66047,4692,25660,3136,12500,2315,13160,2100,1660373,7768,782455,11857,877918,12102,164910,7124,713008,11683,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,237039,2805,10910,1950,6950,1516,3960,1382,1347,679,2613,1044,226129,3892,83595,4434,142534,4469,22079,2515,120455,4856,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1607122,5010,92321,5936,57520,4373,34801,4100,10378,1804,24423,3605,1514801,7894,630929,9846,883872,11166,138705,6995,745167,11820,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1553059,5331,83585,5878,52377,4926,31208,3854,7655,1553,23553,3441,1469474,7420,665185,11242,804289,12205,103866,5556,700423,12008,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,641159,3542,41130,2880,29581,2321,11549,1822,4392,1003,7157,1826,600029,4782,288021,5891,312008,5776,51919,3767,260089,5675,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
