GEO_ID,C17003_001E,C17003_001M,C17003_002E,C17003_002M,C17003_003E,C17003_003M,C17003_004E,C17003_004M,C17003_005E,C17003_005M,C17003_006E,C17003_006M,C17003_007E,C17003_007M,C17003_008E,C17003_008M,C17003_009E,C17003_009M,C17003_010E,C17003_010M,C17003_011E,C17003_011M,NAME,C17003_001MA,C17003_001EA,C17003_002MA,C17003_002EA,C17003_003EA,C17003_003MA,C17003_004EA,C17003_004MA,C17003_005EA,C17003_005MA,C17003_006EA,C17003_006MA,C17003_007EA,C17003_007MA,C17003_008EA,C17003_008MA,C17003_009EA,C17003_009MA,C17003_010EA,C17003_010MA,C17003_011MA,C17003_011EA,state
0400000US08,3846402,5058,298076,10073,57274,4439,81534,6002,93873,5900,65395,3821,3548326,11631,248161,9746,706864,14665,1037860,20692,1555441,15739,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4382852,5574,445669,12926,112591,7222,167276,7411,116983,5687,48819,3712,3937183,14455,359272,10227,1270549,17389,1152696,16300,1154666,20175,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2974275,5122,412878,13059,120952,6937,156368,7594,103986,6465,31572,2961,2561397,13762,261779,8826,808662,12837,774025,13754,716931,12626,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3048288,6373,456264,14418,137194,8528,182516,9025,97219,5844,39335,3619,2592024,15428,276081,9819,858265,16713,742939,15677,714739,12979,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8558519,5532,839871,17493,194716,9582,280767,10257,235319,8870,129069,6462,7718648,18607,677748,12738,1931270,18049,2200778,19035,2908852,24926,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2066198,4307,175332,7241,32900,3134,69327,3788,53141,3478,19964,2144,1890866,8696,121944,5349,560626,8797,621704,9110,586592,11207,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,956336,1712,59376,3926,11180,1735,23690,2455,13600,2099,10906,1707,896960,4133,52880,3982,238421,6388,260913,6687,344746,7015,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1977082,5212,264252,11134,65359,5221,103022,7278,72418,4803,23453,3157,1712830,11005,182675,7146,564102,11474,522693,12066,443360,11580,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,669042,1013,67261,5422,13882,2418,29023,3553,15712,2329,8644,1768,601781,5652,51157,4287,192856,7841,154202,5688,203566,6659,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3757888,3697,289322,8488,59367,4081,97707,4491,86138,5241,46110,3193,3468566,8758,185239,6398,798436,11540,1139047,11258,1345844,12726,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,724950,2418,76886,4975,11272,1763,29571,2819,26694,3148,9349,1641,648064,5860,31380,2868,171853,5459,222232,6699,222599,6219,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,970661,2013,100307,5000,16457,2161,39471,3386,28389,2897,15990,2149,870354,5392,49636,3402,263338,6908,264625,6828,292755,7036,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6998606,8796,775441,19533,213336,10080,255426,11061,214058,9027,92621,6321,6223165,20355,592657,13771,1508939,18426,1955812,22550,2165757,23076,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6854336,8702,779412,17946,217480,9781,273737,10976,195733,8635,92462,6629,6074924,20746,608383,15032,1616954,20943,1724861,22349,2124726,24152,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,478760,1449,43873,3811,6777,1310,19063,2188,13485,1897,4548,980,434887,3920,24879,2342,114696,4822,154026,5323,141286,5902,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3277745,5694,441028,13578,129651,7909,164258,8672,109846,5478,37273,3377,2836717,14563,298855,10110,838566,14296,888793,16600,810503,14865,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,440388,1586,41371,3475,8227,1801,16771,2225,8513,1150,7860,1292,399017,4022,19337,2261,108957,4242,107211,3973,163512,4708,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2073062,2370,229836,9449,55906,4669,73972,5700,71299,5098,28659,2947,1843226,9964,212635,7658,499168,13316,639359,10422,492064,11962,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1255405,3176,180883,8481,44922,4295,76509,4973,45480,3759,13972,2311,1074522,9172,105078,6006,419452,10003,292250,8340,257742,9189,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2549337,4332,307478,8243,72748,4326,119787,5266,86077,4019,28866,2606,2241859,9684,212865,6823,672064,11198,721434,10157,635496,12179,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,3930440,3848,333356,9735,67963,4584,126669,5241,96308,4640,42416,2923,3597084,10225,234087,6966,1066048,13381,1145446,13121,1151503,13298,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2268253,2420,882680,16384,311508,11036,290378,9662,180389,8471,100405,5861,1385573,16665,194858,8933,348015,10486,335632,10185,507068,13712,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5726533,7431,489912,14651,123291,7542,173719,9111,123348,6287,69554,4597,5236621,17067,441537,13030,1182940,17774,1401301,18437,2210843,22281,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,491096,2575,42092,3600,9406,1833,13825,2248,12574,1519,6287,1247,449004,4422,26648,2866,111317,4444,169574,5361,141465,5189,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3437841,6390,411352,14255,107941,7186,158247,8444,106164,5584,39000,3598,3026489,15034,277417,10262,863648,17283,939580,14818,945844,17207,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,2918965,4114,305277,10735,58451,5373,93606,5991,101423,5142,51797,4168,2613688,11571,215980,9395,549042,12308,901887,14069,946779,13662,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,387155,2556,32551,4037,5722,1810,10369,1890,11719,2125,4741,1229,354604,4463,19703,2517,100244,5068,134507,5445,100150,4682,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,26482989,6373,2772904,34536,884052,18178,717356,17124,731051,16839,440445,12691,23710085,36940,3368193,29436,4738642,36493,6904916,38817,8698334,44327,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1925773,6772,299388,11293,86191,6173,111281,7209,79099,5237,22817,2904,1626385,13263,184451,7338,457595,12887,551422,10592,432917,13228,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2455160,2555,215440,8324,51296,4038,78720,5209,49095,3806,36329,3683,2239720,8517,164859,7242,572819,12112,554859,11951,947183,11863,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,18135150,11602,2084809,32533,703353,20842,634498,16142,497155,14129,249803,11851,16050341,34935,2160768,27318,3856631,36452,4703808,39044,5329134,37484,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,4107891,3502,306039,11421,69926,4551,112332,6843,72825,5327,50956,4419,3801852,11737,311789,11201,870273,15141,975734,15850,1644056,18672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15077833,8800,1716353,29151,406583,13878,597469,18713,433983,14169,278318,9592,13361480,30161,1292421,22227,3694015,40449,4022001,34802,4353043,39409,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4765515,3374,405263,11329,98971,5673,132353,7513,90112,5678,83827,5039,4360252,11919,330689,11028,971096,18071,1004736,15669,2053731,20245,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,493992,796,61948,4625,14685,2413,19702,3114,13168,2225,14393,2089,432044,4679,23490,2922,60621,4851,61388,3969,286545,4805,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,1852741,2743,129656,7964,25175,2950,38898,3549,40132,4180,25451,2799,1723085,7945,112434,7063,380127,10320,605673,11918,624851,11903,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,13472753,5359,1550288,25474,470675,15815,497263,13366,328147,10069,254203,9841,11922465,25640,1230167,19053,2964809,28191,2916649,31134,4810840,32751,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,6105702,3137,481565,13359,131111,6082,160175,7399,105819,6473,84460,5022,5624137,13499,455203,14102,1429122,20625,1307930,16712,2431882,19724,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,7874759,6475,875662,19312,201239,8330,345510,11998,239443,8406,89470,4821,6999097,21621,508149,11560,2212340,22259,2056573,20588,2222035,22305,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4094908,5618,425674,11233,98835,5252,160939,7075,118970,6242,46930,3656,3669234,12159,282153,8941,1064017,14160,1141056,14482,1182008,14028,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,8816519,4623,869586,16396,181932,7695,369187,10630,203866,7783,114601,6015,7946933,17657,591178,12725,2651760,20026,1971123,18893,2732872,23360,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,6775474,4978,755784,15689,164334,7139,282761,8949,223924,7937,84765,5401,6019690,16980,428892,11154,1644029,15253,2006949,19929,1939820,19523,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1245259,2527,105887,5540,21670,2070,36557,3458,34294,2460,13366,1980,1139372,5483,82107,4284,280340,6016,381273,8409,395652,7840,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1128847,3482,105269,6279,18744,2642,37605,3730,34954,3465,13966,2276,1023578,7153,82595,5080,274288,10960,365142,9572,301553,9452,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1393563,3706,227258,10056,66287,5578,69951,5459,64451,4923,26569,2746,1166305,10279,132157,7505,294166,8801,376234,9744,363748,9353,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,981251,2138,74597,5152,12595,2134,27405,3138,21497,2652,13100,2149,906654,5923,64618,4581,232640,8353,290856,8017,318540,8863,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,570164,2441,57787,3968,10893,1692,22400,2712,17435,2282,7059,1624,512377,4636,31554,2846,152155,5609,166759,4959,161909,5576,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5159267,5211,437344,12807,84922,6087,130487,6478,147390,6679,74545,5107,4721923,13921,343074,9927,986284,17182,1563163,19057,1829402,21437,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,729069,1805,81330,5592,22526,3364,30389,3322,15906,2470,12509,2309,647739,5997,55087,4413,175609,7151,176830,6346,240213,7733,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,4760442,2866,530909,15393,147114,7139,155274,7572,157395,7541,71126,4994,4229533,15294,439691,10857,974247,15947,1453015,16464,1362580,17045,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4563500,6661,553176,15898,152874,8610,218855,8964,128200,6495,53247,4712,4010324,17865,388990,12602,1225129,16378,1179673,16892,1216532,18385,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1873040,3979,170161,6904,37262,3077,58288,4176,51316,3132,23295,3082,1702879,9041,127817,5677,410915,8596,545694,9293,618453,9816,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
