GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001MA,B17013_001EA,B17013_002MA,B17013_002EA,B17013_003MA,B17013_003EA,B17013_004EA,B17013_004MA,B17013_005EA,B17013_005MA,B17013_006EA,B17013_006MA,B17013_007MA,B17013_007EA,B17013_008MA,B17013_008EA,B17013_009MA,B17013_009EA,B17013_010EA,B17013_010MA,B17013_011MA,B17013_011EA,B17013_012MA,B17013_012EA,B17013_013MA,B17013_013EA,B17013_014EA,B17013_014MA,B17013_015EA,B17013_015MA,B17013_016EA,B17013_016MA,B17013_017MA,B17013_017EA,B17013_018MA,B17013_018EA,B17013_019MA,B17013_019EA,B17013_020MA,B17013_020EA,B17013_021EA,B17013_021MA,B17013_022MA,B17013_022EA,B17013_023MA,B17013_023EA,B17013_024MA,B17013_024EA,B17013_025MA,B17013_025EA,B17013_026MA,B17013_026EA,B17013_027EA,B17013_027MA,B17013_028EA,B17013_028MA,B17013_029MA,B17013_029EA,B17013_030MA,B17013_030EA,B17013_031MA,B17013_031EA,B17013_032EA,B17013_032MA,B17013_033MA,B17013_033EA,B17013_034MA,B17013_034EA,B17013_035MA,B17013_035EA,state
0400000US08,1372705,11369,85547,4645,33505,2957,13043,1828,10563,1832,7870,1702,2029,903,52042,3833,9781,1619,4680,1181,4539,1093,512,295,50,70,42261,3590,15603,2149,20030,2418,5485,1407,1143,832,1287158,12066,1034680,11425,489240,8599,402735,8779,129052,5926,13653,1888,252478,7778,88954,4188,53256,3342,29312,2615,5552,1353,834,598,163524,6574,87372,4517,63582,4086,10560,1976,2010,903,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,18940,1954,20584,2548,11684,2020,3713,1146,101664,5687,17619,2467,9881,1746,5979,1517,1587,632,172,207,84045,5207,33647,3341,40273,3544,8294,1589,1831,965,1526591,12372,1193356,14682,586312,10940,446878,10656,140223,5748,19943,2203,333235,9913,112408,5718,65508,4562,41785,3733,4697,1271,418,292,220827,7451,117159,5219,90282,5586,11434,2122,1952,855,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,20611,1988,19671,2012,12167,2070,2722,856,88328,5350,13980,1967,6959,1302,5095,1281,1764,1010,162,127,74348,4793,30800,3046,35587,2999,7035,1592,926,518,995428,11461,782808,10652,385895,8715,310503,7869,77097,4828,9313,1251,212620,7320,69704,4330,41226,3702,26055,2909,2198,705,225,163,142916,6010,81290,4155,52744,4420,8094,1387,788,439,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,16771,2091,14267,2479,6645,1273,3162,1089,109845,5963,18642,2556,9536,1856,6993,1815,1691,966,422,383,91203,5519,30473,2632,46333,4284,12196,2160,2201,908,954157,12371,707759,11650,339479,7817,283838,8152,75291,4825,9151,1826,246398,8481,69647,4560,40547,3671,24692,2805,3988,1452,420,387,176751,6439,92913,5400,73839,5269,8534,1656,1465,665,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,33022,2758,27652,3098,21870,2497,4655,1305,177479,7404,27547,2604,13093,1735,11769,2025,2376,818,309,301,149932,7200,56042,4351,71804,4822,19185,2399,2901,924,2854423,16905,2205892,15963,995603,11771,900317,12449,271811,7542,38161,3466,648531,10751,199653,6299,111289,5662,74150,4682,12818,2027,1396,693,448878,8558,226958,7153,187680,6758,28436,3233,5804,1136,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,8112,1081,5781,1226,4177,960,1072,403,38169,3292,5738,1309,3249,984,2014,597,475,350,0,163,32431,2670,10823,1642,16694,2131,4231,1022,683,441,743018,8166,603000,8814,317968,6761,210747,6083,67274,3967,7011,1424,140018,5254,51405,3386,29436,2645,19135,1966,2137,680,697,361,88613,4043,45882,3329,36492,2798,5867,1114,372,249,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2500,666,1556,619,800,469,158,194,11164,1824,1628,708,882,564,533,317,213,187,0,192,9536,1739,3429,1123,4329,1241,1640,844,138,166,325574,5975,269295,5998,139077,4317,102667,4646,25677,3011,1874,575,56279,3710,20561,2285,12682,1905,7347,1439,514,317,18,30,35718,2833,18946,2140,14100,1874,2308,826,364,259,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,14395,1815,9562,1699,6976,1379,2454,867,64066,4417,10347,1934,5599,1576,4051,1242,600,355,97,138,53719,4100,17629,2170,28399,3427,6362,1250,1329,802,671681,9873,520074,8925,265093,6932,190960,6861,56642,3317,7379,1568,151607,6598,47299,3860,29086,3335,15648,2176,2537,1140,28,45,104308,4843,55667,3860,41702,3594,5841,1348,1098,596,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,2730,778,2312,932,1781,824,341,286,12862,1831,2133,702,1175,581,740,439,144,174,74,127,10729,1770,3256,960,5570,1466,1903,847,0,200,218373,5852,166670,4828,85414,3430,64588,3748,14800,1993,1868,629,51703,3861,16090,2287,8158,1594,7275,1529,379,395,278,301,35613,3033,18502,2438,14364,1945,2424,807,323,260,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,12159,1453,7923,1110,5531,1198,4031,1125,50108,3748,8104,1274,3439,804,3592,903,881,397,192,174,42004,3165,16113,1989,18680,2121,5343,1037,1868,708,1317075,9514,1073467,10241,533161,6737,401820,6788,121230,4443,17256,1865,243608,5880,88196,4329,50866,3508,32077,2342,4182,905,1071,557,155412,5083,80720,4275,63941,3529,9419,1098,1332,409,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
