GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001MA,B01001A_001EA,B01001A_002MA,B01001A_002EA,B01001A_003MA,B01001A_003EA,B01001A_004MA,B01001A_004EA,B01001A_005MA,B01001A_005EA,B01001A_006EA,B01001A_006MA,B01001A_007EA,B01001A_007MA,B01001A_008MA,B01001A_008EA,B01001A_009EA,B01001A_009MA,B01001A_010EA,B01001A_010MA,B01001A_011MA,B01001A_011EA,B01001A_012MA,B01001A_012EA,B01001A_013MA,B01001A_013EA,B01001A_014MA,B01001A_014EA,B01001A_015MA,B01001A_015EA,B01001A_016MA,B01001A_016EA,B01001A_017MA,B01001A_017EA,B01001A_018MA,B01001A_018EA,B01001A_019MA,B01001A_019EA,B01001A_020EA,B01001A_020MA,B01001A_021MA,B01001A_021EA,B01001A_022MA,B01001A_022EA,B01001A_023MA,B01001A_023EA,B01001A_024MA,B01001A_024EA,B01001A_025MA,B01001A_025EA,B01001A_026MA,B01001A_026EA,B01001A_027MA,B01001A_027EA,B01001A_028MA,B01001A_028EA,B01001A_029EA,B01001A_029MA,B01001A_030MA,B01001A_030EA,B01001A_031MA,B01001A_031EA,state
0400000US08,4790677,16307,2413545,9729,137061,2501,140014,4209,155848,4824,86828,2335,64376,2501,157251,3353,192489,3574,189683,2465,338903,3633,305546,2555,306111,1948,217892,1424,91372,2263,30171,2337,2377132,9523,129514,2672,140069,4574,137489,4736,83468,2107,61117,2201,140947,3014,175444,2380,175826,2608,316339,3115,298519,2851,320171,2338,236091,1694,110516,3047,51622,2903,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5539927,11682,2731594,7224,162899,1869,170249,5601,177958,5432,107462,2086,76025,2520,184844,3415,183593,1751,170015,1659,337742,2675,358611,2184,377535,1511,261859,977,122098,2390,40704,2377,2808333,6406,155785,2384,160979,5709,168164,5310,102944,2064,68788,2216,182114,2498,178059,1614,167673,1493,336867,2048,359626,1800,392846,1332,293586,668,165215,4146,75687,3937,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3875023,6230,1903037,4464,114359,1866,118317,4509,119289,4330,72521,1712,50353,2270,128689,3067,131449,1746,113180,1660,240611,1982,252428,1133,260232,1030,189418,693,86962,2002,25229,1907,1971986,4016,108493,1600,108454,4285,116245,4405,66713,1670,49514,2421,120244,2474,130354,1852,115836,1117,239743,1764,258782,856,280389,1079,213307,718,115765,2803,48147,2775,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2877115,7740,1418935,5079,85634,2042,82614,3620,87953,4102,50232,1547,37472,2724,86128,2866,97095,2470,95266,2135,185505,2546,181666,2752,196345,1303,144673,1351,67777,2212,20575,1926,1458180,5761,82403,2368,82607,3694,79874,3420,49051,1702,31671,2765,86632,3098,93986,1875,94596,1688,180625,2501,183952,2107,206966,1007,159251,1214,88951,2672,37615,2786,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9135145,26772,4520295,15801,260573,3514,253400,5721,287255,6794,174378,2288,114716,2419,290750,3351,308578,3562,304767,3336,577501,4750,601021,3945,633476,2772,431870,1996,207534,3056,74476,2923,4614850,14546,244437,3017,250578,6455,267254,6256,161386,2979,112848,2860,269642,4142,295135,3172,294248,2796,568090,4343,599874,3828,654003,2463,478968,1521,270813,4273,147574,3968,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2846099,5629,1408853,3664,85625,1756,85751,2913,94973,2900,56116,1437,43076,2448,93880,2798,90782,1002,85064,1055,172194,1717,171565,1687,195645,827,139792,542,69161,1731,25229,1714,1437246,4148,80712,1659,83351,2753,89224,2813,50927,1191,39662,1877,94642,2141,84642,1304,82648,965,170071,1396,170348,1400,202121,1124,150308,632,89032,2374,49558,2365,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1253931,3132,619519,2268,28772,860,30851,2022,34760,2032,22474,708,18410,988,40208,1026,40443,585,37599,480,69646,896,87104,1023,100036,388,68843,405,29447,1202,10926,1206,634412,1746,27575,915,30252,2190,32239,2292,21290,575,19179,1663,35790,1800,36951,599,36540,511,70900,885,90240,793,104080,451,73755,391,36299,1855,19322,1866,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2306096,6922,1135450,4450,66878,1511,69914,2990,72877,3151,42393,1580,30593,2199,73127,2284,75632,1752,71124,1482,140035,1825,143817,1628,149991,695,118648,786,62170,1711,18251,1733,1170646,4421,64190,1906,63604,3647,69815,3810,42159,1437,29091,1974,68557,1957,73820,1703,69358,1145,139629,1689,146164,1548,159771,771,133693,689,78760,2230,32035,2289,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,659781,4626,321770,2821,16491,658,15184,1456,18997,1540,11144,476,7966,308,18285,655,21914,450,20765,677,35003,788,41475,851,47906,857,40555,445,19308,1197,6777,1122,338011,2448,16110,596,14380,1533,17980,1597,10143,721,7394,398,17543,696,21669,513,20367,561,36369,697,42309,934,53501,596,45718,249,24786,1199,9742,1115,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4629375,8116,2301035,4800,133204,1264,131404,3375,141699,3418,84270,1165,54140,1133,142576,1459,146379,1087,152700,1560,293885,1791,297815,1333,341321,1017,230703,653,109491,2536,41448,2543,2328340,4792,124832,1190,126481,3613,135356,3927,79823,923,52189,1143,137365,1279,140080,1178,148482,1105,281885,1276,295653,1298,348732,937,246517,623,141031,3025,69914,3025,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,941438,2221,473519,1869,26252,889,27227,1763,28008,1787,15798,568,13370,1150,31426,1095,30301,902,28417,812,58373,963,54439,943,68639,510,56816,505,26791,951,7662,995,467919,1790,25119,781,23351,1811,27502,1889,15650,575,10971,1094,27585,1207,29420,749,28818,1123,55664,934,53833,861,72046,537,56462,486,29115,1359,12383,1317,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1261453,1633,617264,1163,29358,394,31442,1999,33359,2075,21845,479,15515,878,34423,1005,37823,400,36954,347,70133,551,84426,512,99263,359,76520,235,33553,1077,12650,1083,644189,1250,27867,353,28688,2115,32437,2199,19636,405,14011,877,33445,867,36842,390,37519,436,71723,405,87602,379,106531,357,83418,390,42499,1686,21971,1686,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
