GEO_ID,B09002_001E,B09002_001M,B09002_002E,B09002_002M,B09002_003E,B09002_003M,B09002_004E,B09002_004M,B09002_005E,B09002_005M,B09002_006E,B09002_006M,B09002_007E,B09002_007M,B09002_008E,B09002_008M,B09002_009E,B09002_009M,B09002_010E,B09002_010M,B09002_011E,B09002_011M,B09002_012E,B09002_012M,B09002_013E,B09002_013M,B09002_014E,B09002_014M,B09002_015E,B09002_015M,B09002_016E,B09002_016M,B09002_017E,B09002_017M,B09002_018E,B09002_018M,B09002_019E,B09002_019M,B09002_020E,B09002_020M,NAME,B09002_001MA,B09002_001EA,B09002_002MA,B09002_002EA,B09002_003EA,B09002_003MA,B09002_004MA,B09002_004EA,B09002_005EA,B09002_005MA,B09002_006MA,B09002_006EA,B09002_007MA,B09002_007EA,B09002_008MA,B09002_008EA,B09002_009MA,B09002_009EA,B09002_010MA,B09002_010EA,B09002_011MA,B09002_011EA,B09002_012MA,B09002_012EA,B09002_013EA,B09002_013MA,B09002_014EA,B09002_014MA,B09002_015MA,B09002_015EA,B09002_016MA,B09002_016EA,B09002_017MA,B09002_017EA,B09002_018MA,B09002_018EA,B09002_019MA,B09002_019EA,B09002_020MA,B09002_020EA,state
0400000US08,1144497,8304,870280,12112,139498,4794,100197,4672,45350,3262,293272,8423,291963,8197,274217,10601,76108,5855,9573,1690,7840,1947,3978,993,28763,3401,25954,2978,198109,9174,21688,2663,17663,2879,11169,1950,70708,5053,76881,5393,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1381185,9555,944616,14706,147383,5241,101253,4443,51374,3371,322959,8828,321647,8784,436569,14450,117335,8457,20566,2491,12470,2147,5597,1351,37259,4937,41443,4367,319234,14569,46182,4536,34932,3536,16406,2397,104594,6787,117120,7072,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,855377,9716,585138,10924,97965,4343,61732,3279,31258,2834,194244,5934,199939,6471,270239,10556,64475,5259,12650,2071,8002,1798,2560,872,21169,2782,20094,2442,205764,8622,30343,3138,19200,2392,10646,1691,74173,4743,71402,5057,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,936357,10697,547957,14097,88483,5046,59308,4034,28877,3016,179578,8976,191711,7132,388400,13904,76427,7676,12734,2487,8681,2036,4189,1160,25251,3476,25572,3855,311973,13552,46206,4370,34761,3933,18882,3445,108615,6886,103509,6154,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2532728,11900,1771705,18797,280031,7539,197549,5839,87446,4057,598126,11286,608553,10799,761023,19177,175375,11042,28830,3396,19173,2620,9090,1728,56559,5052,61723,5182,585648,19602,80995,6396,56089,4136,28132,3491,197179,9704,223253,8809,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,672384,5104,476197,9563,78591,2885,53495,3393,26528,2318,160774,5474,156809,4879,196187,9102,55546,5140,10592,1615,6741,1445,3254,974,17171,2531,17788,2514,140641,7320,18305,2023,14445,2526,6734,1262,47813,3648,53344,3884,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,230672,3466,168861,6133,23672,2229,16950,1529,8637,1503,56830,3210,62772,4268,61811,5352,18939,2562,2767,959,2547,992,873,410,5048,1162,7704,1654,42872,4934,5539,1394,3303,1057,2076,860,14855,2774,17099,2366,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,612986,6694,396833,10469,57671,3349,43221,2759,21183,2779,135594,5545,139164,6191,216153,9576,41736,4405,7800,1625,4716,1279,2645,980,15290,2630,11285,2041,174417,9719,29888,3900,17531,2332,7930,1640,61214,4355,57854,5492,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,175631,3217,113436,4360,16795,1860,13198,1947,5206,1325,35510,2768,42727,3062,62195,4510,15074,3009,1666,694,3027,1103,410,273,5003,1485,4968,1549,47121,4252,6314,1661,4996,1532,2077,975,18437,2546,15297,2962,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1201057,6920,893537,10614,150990,3887,100807,3969,48945,3072,296297,6658,296498,6252,307520,10438,89440,6079,15186,2034,8488,1470,4085,907,31551,3216,30130,2974,218080,9370,31608,3289,19428,2185,12314,1758,79064,4800,75666,4438,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
