GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,NAME,B16008_001MA,B16008_001EA,B16008_002MA,B16008_002EA,B16008_003MA,B16008_003EA,B16008_004MA,B16008_004EA,B16008_005EA,B16008_005MA,B16008_006MA,B16008_006EA,B16008_007MA,B16008_007EA,B16008_008MA,B16008_008EA,B16008_009EA,B16008_009MA,B16008_010EA,B16008_010MA,B16008_011MA,B16008_011EA,B16008_012MA,B16008_012EA,B16008_013MA,B16008_013EA,B16008_014EA,B16008_014MA,B16008_015MA,B16008_015EA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018MA,B16008_018EA,B16008_019EA,B16008_019MA,B16008_020EA,B16008_020MA,B16008_021MA,B16008_021EA,B16008_022MA,B16008_022EA,B16008_023MA,B16008_023EA,B16008_024EA,B16008_024MA,B16008_025EA,B16008_025MA,B16008_026MA,B16008_026EA,B16008_027MA,B16008_027EA,B16008_028MA,B16008_028EA,B16008_029EA,B16008_029MA,B16008_030EA,B16008_030MA,B16008_031MA,B16008_031EA,B16008_032MA,B16008_032EA,B16008_033MA,B16008_033EA,B16008_034EA,B16008_034MA,B16008_035EA,B16008_035MA,B16008_036MA,B16008_036EA,B16008_037MA,B16008_037EA,B16008_038MA,B16008_038EA,B16008_039EA,B16008_039MA,B16008_040EA,B16008_040MA,B16008_041MA,B16008_041EA,B16008_042MA,B16008_042EA,B16008_043MA,B16008_043EA,B16008_044MA,B16008_044EA,B16008_045MA,B16008_045EA,B16008_046EA,B16008_046MA,B16008_047EA,B16008_047MA,B16008_048MA,B16008_048EA,B16008_049MA,B16008_049EA,B16008_050MA,B16008_050EA,B16008_051EA,B16008_051MA,B16008_052EA,B16008_052MA,B16008_053EA,B16008_053MA,state
0400000US08,5359922,2467,4814645,15848,900078,5582,738267,8999,133047,7181,114753,7603,18294,3134,28764,3296,25891,3169,2873,834,3914567,13845,3624549,17908,232984,10105,197883,8839,35101,3635,57034,3924,47941,3690,9093,1631,545277,15245,246876,10848,10403,2262,6041,1867,1871,953,1609,871,262,345,2491,981,2223,915,268,304,236473,10027,58060,3522,82891,6988,39673,4669,43218,4894,95522,5847,61442,5148,34080,3098,298401,12455,20615,3433,1729,761,8750,2189,4546,1466,4204,1681,10136,2761,6431,2080,3705,1457,277786,11209,34092,3181,163472,9360,46163,4685,117309,8958,80222,6488,42643,4321,37579,3953,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6274104,2647,5922297,12025,1122852,4780,1018848,7062,67544,4043,56792,4465,10752,2485,36460,4390,29243,4225,7217,1514,4799445,10555,4623924,12229,99916,5907,82073,5465,17843,2417,75605,6188,60942,5679,14663,2376,351807,11381,144074,7309,8339,1567,5872,1621,1159,589,1137,583,22,42,1308,753,932,687,376,302,135735,7232,36209,3919,37424,3726,15741,2088,21683,2916,62102,4436,38510,3578,23592,3134,207733,10618,18092,3317,4732,1920,5960,1722,4183,1534,1777,1034,7400,1900,4071,1755,3329,1502,189641,9022,26224,3420,85185,5349,28004,3319,57181,4795,78232,5695,40900,4628,37332,4233,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4194913,2663,4026794,7233,720252,4038,679523,4540,23813,2513,18714,2600,5099,1364,16916,3244,12755,3001,4161,1203,3306542,6327,3247259,7849,34545,3280,27259,2896,7286,1693,24738,3080,19623,2530,5115,1387,168119,6690,68498,4506,6121,1550,4104,1227,560,306,491,301,69,112,1457,744,1148,626,309,292,62377,4002,15608,2205,12689,1896,5330,1120,7359,1566,34080,3147,20467,2594,13613,2076,99621,5929,7919,1759,1102,999,2922,965,2245,827,677,516,3895,1252,2086,801,1809,1072,91702,5270,10860,1972,42185,3434,10770,1806,31415,2905,38657,4190,17881,3031,20776,2842,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4358121,2840,4165582,8289,779848,4241,741106,4914,24661,3600,19444,3108,5217,1857,14081,2667,12817,2627,1264,585,3385734,7318,3249140,9427,42483,3636,33171,2982,9312,1783,94111,6182,81390,5915,12721,2588,192539,8352,77644,5503,4299,1765,2007,921,1319,1236,466,592,853,1044,973,864,973,864,0,217,73345,4845,17222,2317,23801,2703,13174,1868,10627,1878,32322,3985,17058,2660,15264,2532,114895,7531,11581,2107,1474,848,6695,1789,3141,1203,3554,1392,3412,1131,1976,736,1436,738,103314,6715,14283,3088,56271,5013,13205,2732,43066,4140,32760,3713,14866,2289,17894,2709,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11981624,2046,10200884,19908,2027063,6471,1558055,10395,347990,8838,301257,8682,46733,4316,121018,6236,105037,6099,15981,2243,8173821,18590,7393362,17804,580717,13318,496777,13462,83940,5945,199742,8436,177622,7674,22120,2438,1780740,19248,925592,14691,24647,2901,11317,2043,4017,1130,2696,976,1321,579,9313,1801,7885,1663,1428,736,900945,14115,131527,6393,268218,8705,114808,5880,153410,6934,501200,10907,296855,8518,204345,7848,855148,19732,44636,4639,5235,1223,15855,3015,10255,2128,5600,1889,23546,3153,16921,2647,6625,1637,810512,18491,68091,4286,423430,15408,113228,6427,310202,13776,318991,12141,163377,8188,155614,8875,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2958262,2271,2784323,8183,521058,3109,473961,4261,31458,2821,26796,2640,4662,1402,15639,2978,13771,2892,1868,742,2263265,6788,2197224,7185,41224,2992,36341,2950,4883,1401,24817,2625,20433,2505,4384,1205,173939,7562,68324,4658,4370,1231,2439,928,905,564,645,468,260,291,1026,530,653,402,373,293,63954,4576,12590,1948,16990,2316,7254,1581,9736,1863,34374,3572,20141,2736,14233,2350,105615,6979,10078,2444,711,476,1968,807,1254,713,714,556,7399,2231,5773,2102,1626,861,95537,5658,10039,1728,31284,2612,7231,1348,24053,2486,54214,4812,21334,3291,32880,3837,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1293601,978,1211161,4681,189626,2155,179618,2639,5316,1330,4786,1221,530,399,4692,1243,3941,1057,751,509,1021535,4322,985788,4778,15410,2269,11566,1769,3844,1381,20337,2379,18350,2428,1987,611,82440,4732,51020,3594,2743,1165,1660,816,137,233,137,233,0,192,946,766,384,310,562,504,48277,3368,17499,2224,5178,1234,1943,707,3235,1144,25600,2732,15294,2125,10306,1933,31420,3407,2902,1361,696,636,439,469,108,174,331,446,1767,870,696,447,1071,678,28518,2813,8051,1692,4612,1307,1448,753,3164,858,15855,2024,8917,1411,6938,1534,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2825733,2697,2682634,6842,506939,3697,465526,3937,36026,3138,31523,3192,4503,1350,5387,1480,3576,1302,1811,945,2175695,6473,2116290,6721,41861,3452,32519,3342,9342,2028,17544,2825,15502,2548,2042,1027,143099,6141,50149,4666,1732,837,1216,814,516,292,411,264,105,108,0,201,0,201,0,201,48417,4547,11406,2613,21793,3157,10706,2134,11087,2504,15218,2298,8282,1754,6936,1704,92950,6643,7197,2150,775,509,3653,1596,3133,1430,520,367,2769,1151,1328,739,1441,846,85753,6087,13802,2616,51097,3678,10593,2364,40504,3627,20854,3247,7896,1482,12958,2917,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,912836,334,823002,5527,143187,1563,121525,2601,15394,1566,13042,1446,2352,969,6268,1841,4297,1309,1971,1349,679815,4986,653469,4937,18512,2707,14684,2275,3828,1110,7834,1765,7076,1554,758,477,89834,5510,42411,4108,1359,607,561,407,557,389,426,372,131,160,241,278,218,267,23,41,41052,3932,11486,2452,9234,2107,5210,1752,4024,1196,20332,2510,14679,2482,5653,1380,47423,4614,4269,1426,1028,580,2068,910,1145,736,923,645,1173,727,575,458,598,533,43154,3974,5431,1243,19671,2478,6478,1735,13193,2139,18052,2423,9183,1762,8869,2195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5256247,1722,4775306,12340,903552,4291,788641,6047,53788,3745,44950,3536,8838,1654,61123,4820,49334,4561,11789,1911,3871754,11141,3727953,10904,63551,4371,53892,3905,9659,1743,80250,4194,68181,4176,12069,1929,480941,12492,253852,10601,18692,2826,8361,1683,1418,628,1005,506,413,332,8913,2034,6160,1664,2753,1031,235160,9067,55820,3826,23843,2471,13149,1981,10694,1895,155497,6526,80139,4507,75358,4632,227089,10054,24871,3309,4596,1352,4896,1571,2363,1007,2533,1216,15379,3039,8016,2055,7363,2010,202218,8495,28996,3779,64075,4125,17409,2211,46666,4379,109147,6714,55400,4015,53747,4928,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
