GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001MA,B27010_001EA,B27010_002EA,B27010_002MA,B27010_003EA,B27010_003MA,B27010_004EA,B27010_004MA,B27010_005MA,B27010_005EA,B27010_006EA,B27010_006MA,B27010_007EA,B27010_007MA,B27010_008EA,B27010_008MA,B27010_009EA,B27010_009MA,B27010_010MA,B27010_010EA,B27010_011MA,B27010_011EA,B27010_012EA,B27010_012MA,B27010_013EA,B27010_013MA,B27010_014EA,B27010_014MA,B27010_015EA,B27010_015MA,B27010_016EA,B27010_016MA,B27010_017EA,B27010_017MA,B27010_018EA,B27010_018MA,B27010_019EA,B27010_019MA,B27010_020EA,B27010_020MA,B27010_021EA,B27010_021MA,B27010_022MA,B27010_022EA,B27010_023MA,B27010_023EA,B27010_024MA,B27010_024EA,B27010_025EA,B27010_025MA,B27010_026EA,B27010_026MA,B27010_027MA,B27010_027EA,B27010_028EA,B27010_028MA,B27010_029EA,B27010_029MA,B27010_030EA,B27010_030MA,B27010_031EA,B27010_031MA,B27010_032MA,B27010_032EA,B27010_033MA,B27010_033EA,B27010_034MA,B27010_034EA,B27010_035EA,B27010_035MA,B27010_036EA,B27010_036MA,B27010_037EA,B27010_037MA,B27010_038MA,B27010_038EA,B27010_039EA,B27010_039MA,B27010_040EA,B27010_040MA,B27010_041EA,B27010_041MA,B27010_042EA,B27010_042MA,B27010_043EA,B27010_043MA,B27010_044EA,B27010_044MA,B27010_045MA,B27010_045EA,B27010_046MA,B27010_046EA,B27010_047EA,B27010_047MA,B27010_048EA,B27010_048MA,B27010_049EA,B27010_049MA,B27010_050EA,B27010_050MA,B27010_051EA,B27010_051MA,B27010_052EA,B27010_052MA,B27010_053EA,B27010_053MA,B27010_054EA,B27010_054MA,B27010_055MA,B27010_055EA,B27010_056MA,B27010_056EA,B27010_057EA,B27010_057MA,B27010_058EA,B27010_058MA,B27010_059EA,B27010_059MA,B27010_060MA,B27010_060EA,B27010_061EA,B27010_061MA,B27010_062EA,B27010_062MA,B27010_063EA,B27010_063MA,B27010_064EA,B27010_064MA,B27010_065EA,B27010_065MA,B27010_066EA,B27010_066MA,state
0400000US08,5604105,2082,1345058,5020,1203159,9642,676676,15440,83645,6159,3011,2445,403315,13182,35719,4313,793,591,79667,5842,11526,2170,59,104,4518,1544,12773,2734,0,204,50791,4282,62232,6011,1295169,6734,1060388,11219,730671,11615,112871,5730,2191,836,185673,8539,22974,3096,6008,1812,80148,5303,27668,3034,1301,908,3680,1145,8391,1546,1943,783,37165,3936,154633,8359,2170248,4661,1800465,11033,1314395,14208,202201,8105,27100,2989,213630,8220,33516,3574,9623,1758,171574,8079,38305,3587,6401,1187,5145,1530,29751,2950,13147,2087,5947,1355,72878,4567,198209,8958,793630,2101,281189,7822,22284,2491,2501,713,255251,7402,567,395,586,371,505871,8031,872,570,127060,5910,163186,6736,46444,3710,65,84,18727,1689,149517,5474,6570,1578,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,1660376,5565,1451446,12310,877822,17452,61804,4980,1835,786,498803,16320,11173,2556,9,15,99936,7775,18770,2734,1196,681,2815,897,6167,1515,0,198,70988,6726,108994,7363,1405727,7077,1131717,12920,849992,13847,96608,5687,5340,1428,167598,7123,8121,1665,4058,1492,82451,4759,29082,2789,1302,623,7195,1483,4862,1261,652,433,39358,3748,191559,9451,2510513,5955,2055156,13894,1605502,15777,158533,6973,51292,4264,212493,8969,12680,1839,14656,2330,217212,9279,49950,4298,16610,1765,9564,1580,56163,3896,6792,1681,6963,1332,71170,5229,238145,9263,1015888,3127,329085,7699,19316,1937,2093,631,306456,7678,116,139,1104,555,680378,7479,723,329,170417,5912,248969,6937,51236,3444,139,161,29973,3195,178921,6217,6425,1620,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,1066094,4243,962524,8059,478368,12806,37271,4854,2147,839,426195,12788,18037,2716,506,422,63546,4741,8778,1817,134,141,6095,1944,4593,1230,251,254,43695,4453,40024,4831,913345,5394,765346,9480,497761,9570,49713,4181,3254,973,199945,8262,11455,1875,3218,986,56704,4351,15162,2143,534,356,7891,1888,2812,870,433,299,29872,3365,91295,6728,1699249,4537,1395734,8848,943948,12299,96117,4919,56876,3970,274957,9555,15985,2425,7851,1455,189561,6888,30140,2992,15346,1789,9412,1635,52503,4342,5391,1260,5400,1062,71369,4913,113954,5977,709516,2481,212744,6811,13672,1857,1921,791,196635,6726,40,64,476,250,494404,7128,295,219,127532,4828,143597,6044,59806,4144,80,101,18578,2231,144516,5778,2368,945,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,1160494,4418,1045389,9471,423808,11985,43916,4886,3017,1216,557855,13727,16527,2762,266,255,75901,7032,11422,3676,283,287,2871,933,6921,1943,39,71,54365,4757,39204,4234,977614,5959,773413,8814,461048,13030,66053,5284,6450,2262,225609,8381,11543,2219,2710,1072,63098,5359,16018,2419,1009,528,6035,1550,4917,1267,1119,521,34000,3935,141103,8059,1719085,6453,1350508,11981,896433,13328,126513,7406,46070,4147,252481,8781,16463,2670,12548,2313,189946,7769,34962,3615,9888,1777,7488,1543,57228,4593,8570,1771,5767,1268,66043,5159,178631,8643,698885,3199,253066,7975,19228,2327,3597,1158,229124,7284,318,266,799,517,441395,8599,1030,571,120583,6467,106483,5452,70559,4878,0,217,17702,2018,125038,6105,4424,1527,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,3027744,5964,2786609,11201,1630155,18524,126648,7138,5618,1799,1008223,18950,15423,2341,542,500,138669,7731,31731,3606,1142,669,3738,1174,6016,1339,555,830,95487,6667,102466,7229,2715568,6972,2266691,13048,1628535,16152,215436,7225,7726,1722,400908,11007,10179,1566,3907,1018,120599,5004,48167,3600,2594,927,10220,2040,5575,1176,1768,624,52275,3530,328278,10769,4895060,5213,4135075,16340,3162059,18204,362343,10253,74252,4298,504213,11850,17256,2158,14952,1730,333509,9077,93365,4837,23848,2531,13325,1837,80057,4870,9742,1676,7427,1359,105745,5377,426476,12663,1925536,3819,642863,10394,61060,3656,8661,1393,571755,10654,293,227,1094,643,1265285,9799,1620,544,357275,8528,442699,11108,138476,7175,85,141,36397,2680,288733,7291,17388,2843,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,780762,4106,698368,6663,420882,9205,38255,3402,1413,894,231703,9016,6073,1607,42,75,61372,4475,11105,2255,371,242,1218,489,1485,612,36,59,47157,4039,21022,3389,655289,5200,551401,6438,409654,7351,45873,3608,1354,599,89322,4714,3418,916,1780,733,45040,3008,16672,1976,102,110,3703,988,1900,652,485,302,22178,2352,58848,4276,1161273,4672,987449,7453,766367,7881,92361,4073,11030,1436,104702,5874,5853,1218,7136,1836,107860,4655,28139,2702,5455,1239,3940,879,24341,2436,3894,1219,2252,686,39839,3199,65964,4848,515705,2101,133060,3985,10348,1649,1343,576,120685,4024,101,126,583,409,381440,4344,307,253,64604,3107,176447,4174,22838,2196,44,75,13620,1744,103580,4313,1205,558,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,279907,2464,259634,3373,173055,5592,11860,2137,197,225,71982,5553,2519,930,21,35,13017,2222,2463,891,187,269,509,452,811,844,0,192,9047,1652,7256,1719,268902,2826,228813,4145,174519,5189,18680,2323,1862,1051,31099,3166,2134,785,519,419,11603,1539,3016,884,451,395,1720,644,874,424,24,41,5518,1160,28486,2614,553805,2063,470615,4254,378967,6673,38102,3167,13231,2187,33844,3269,4255,1060,2216,761,42749,3127,8109,1319,3696,789,1447,522,10193,1640,2381,952,1401,570,15522,2257,40441,3168,236935,1307,73307,3998,7489,1524,854,425,64693,3772,199,202,72,120,162800,4212,226,179,42963,3132,58712,3516,7286,1280,0,192,6364,1290,47249,2962,828,423,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,746754,4497,674461,7516,273790,8430,27656,3376,1493,970,359233,10293,12176,2818,113,167,38578,4016,5602,1506,0,201,5830,1918,3519,1533,229,314,23398,2826,33715,4726,622313,6034,481248,7328,320500,7659,43035,3687,2661,882,106387,5742,7533,1887,1132,550,44502,4507,10917,2142,1453,647,6562,1381,2645,1186,680,467,22245,2778,96563,5719,1100544,5158,861100,10430,568211,11998,92199,6059,39362,3789,142302,6207,9891,1765,9135,1577,128772,6619,19385,2546,6830,1447,6509,1451,39745,4057,5324,1338,5731,1098,45248,3696,110672,6486,490892,2821,157807,5477,5791,1337,1300,643,150268,5048,0,201,448,334,330450,6572,0,201,63011,3753,104559,4601,40341,3331,93,140,17827,2028,104619,4745,2635,824,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,215130,1599,194567,3394,109079,5306,9347,1892,86,144,73234,4509,2821,1153,0,200,12725,2463,3474,1253,0,200,577,680,897,521,0,200,7777,1864,7838,2190,193792,2010,160100,3756,109966,4914,10714,1756,1001,955,36061,3790,1702,614,656,464,14667,2254,3111,909,505,584,784,493,1500,757,0,200,8767,1793,19025,2838,366402,1555,305603,4403,226002,5202,25006,3194,8056,1629,42422,3846,3290,1013,827,489,34567,3002,5951,1400,2906,932,1240,706,7892,1833,2565,922,598,359,13415,2195,26232,3391,176887,1004,47473,3277,3453,916,426,372,43489,3248,0,200,105,141,128547,3135,262,224,44904,3040,33113,3210,7637,1262,0,200,2233,582,40398,2909,867,547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,1376114,3686,1243246,7344,812422,10769,60187,3714,692,328,360666,10773,9159,2063,120,107,87674,5584,13703,1951,155,152,1416,632,3264,1039,423,362,68713,5200,45194,3702,1172347,3855,1025670,7635,750094,9546,88442,4912,3228,1025,176032,6789,5560,1399,2314,762,63190,3814,23860,2601,534,375,3833,964,2622,653,1231,622,31110,2503,83487,5519,2146751,3691,1877994,7861,1456920,10720,161294,5303,24904,2149,218556,6884,7957,1232,8363,1383,155869,5597,42840,3025,7961,1198,9684,1400,29193,2503,3982,908,4794,902,57415,3306,112888,4982,858352,2411,204090,5406,21145,2027,2060,597,180263,5672,0,147,622,380,651452,6013,204,142,110012,4472,316595,6831,43245,2863,0,147,21904,1997,159492,4490,2810,1134,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
