GEO_ID,B07404F_001E,B07404F_001M,B07404F_002E,B07404F_002M,B07404F_003E,B07404F_003M,B07404F_004E,B07404F_004M,B07404F_005E,B07404F_005M,NAME,B07404F_001MA,B07404F_001EA,B07404F_002MA,B07404F_002EA,B07404F_003EA,B07404F_003MA,B07404F_004EA,B07404F_004MA,B07404F_005MA,B07404F_005EA,state
0400000US48,1661411,35757,1427736,31694,164492,18339,47745,6328,21438,3420,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US24,289762,14862,243705,15114,33749,7323,7587,2275,4721,2035,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US12,683823,30917,572435,27939,65713,8237,27142,5355,18533,4406,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US25,292877,15030,258439,14577,26231,5021,5636,2212,2571,953,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US11,33296,5564,26994,5013,2412,1675,0,198,3890,1795,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US49,163856,11521,132351,11284,24860,4628,4710,1624,1935,1400,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1658139,38178,1499798,35613,92597,10854,41712,6420,24032,4274,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US34,586355,25122,522411,24956,42850,7065,11558,3018,9536,2707,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US39,109363,8255,87127,7727,15699,3452,3268,1042,3269,1231,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US29,54878,6233,48620,6238,2756,1094,1201,545,2301,929,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US42,294236,16033,244322,16288,32991,5846,10722,2850,6201,1953,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US26,116593,8834,99087,8277,9921,2611,4618,1879,2967,1407,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US31,42725,4644,34592,4387,5913,1872,1143,588,1077,554,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US16,57962,7074,48035,6229,4338,1758,3681,2583,1908,755,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US35,144410,10412,121309,9527,11953,2948,5998,1989,5150,1549,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US15,17551,3234,12960,2848,2688,1648,178,306,1725,1174,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5298,1546,3587,1373,539,492,734,663,438,242,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US53,335683,17294,265026,13984,51843,8547,11619,3272,7195,2580,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US44,57187,7591,49761,7111,5478,2441,1656,1637,292,221,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US04,364526,19112,297427,16614,49967,7208,8573,1863,8559,2719,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US47,99742,10189,84454,9531,7677,2429,2992,1706,4619,2265,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US20,69586,7648,55015,6432,9777,3384,3258,1506,1536,846,Kansas,null,null,null,null,null,null,null,null,null,null,20
