GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001EA,B19201_001MA,B19201_002EA,B19201_002MA,B19201_003EA,B19201_003MA,B19201_004EA,B19201_004MA,B19201_005EA,B19201_005MA,B19201_006EA,B19201_006MA,B19201_007EA,B19201_007MA,B19201_008EA,B19201_008MA,B19201_009EA,B19201_009MA,B19201_010EA,B19201_010MA,B19201_011EA,B19201_011MA,B19201_012MA,B19201_012EA,B19201_013EA,B19201_013MA,B19201_014EA,B19201_014MA,B19201_015EA,B19201_015MA,B19201_016EA,B19201_016MA,B19201_017EA,B19201_017MA,state
0400000US30,165778,5123,20995,2374,17101,2106,11334,1524,15316,1810,12223,1796,11136,1786,8377,1221,8718,1484,6830,1239,13642,1772,14173,1594,12889,2178,6379,1214,2561,855,2071,638,2033,677,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,227765,6229,27184,2696,24942,2652,22209,2022,17291,2014,14044,1458,13897,1664,13304,1853,9536,1461,11148,1655,17479,2190,18272,2173,17151,2049,8967,1420,4443,1089,4489,1118,3409,819,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,1389167,18401,168887,6978,134356,6727,116429,6258,115923,5578,92836,4640,91025,5152,87886,5571,79913,5143,61218,4031,112798,6011,108555,5358,100501,5966,53350,3768,23472,2315,20236,2364,21782,2347,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1265606,17384,170120,6616,97515,4987,97742,5870,93881,4298,78967,4897,77680,4587,64602,4776,69245,4553,54362,4941,97647,5688,117581,6279,103393,5938,59703,4645,26485,2864,28761,3120,27922,2585,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,87024,3673,7924,1392,5407,1010,4867,1022,5170,1054,4478,1053,3953,933,5117,1081,3695,795,3496,826,8106,1453,10705,1570,9882,1681,5009,985,2719,932,3246,799,3250,995,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,640390,12125,113915,6149,77819,4883,62832,3612,54087,4173,40319,3024,39238,2982,33471,3178,27586,2979,23721,2681,42759,3242,43261,3588,38176,3100,19809,2199,8666,1768,6814,1190,7917,1454,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,105569,3532,11877,1939,10412,1546,7942,1180,7146,1189,6562,1002,7076,1275,6374,1149,5983,1308,3831,780,10448,1621,8582,1253,8427,1111,4736,979,2467,761,2228,758,1478,468,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,423172,8627,53296,3467,29348,2949,27781,2138,29251,3156,25158,2516,27800,2266,23612,2529,26816,3122,18995,2514,33306,3257,38543,3533,36644,3181,20841,2219,11164,2012,9976,1809,10641,1684,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,272792,7322,44164,3253,31048,2998,31492,2514,27825,2920,20896,2140,20166,2356,16227,2309,11751,1965,9878,1582,16269,1898,15654,2003,11210,1630,8751,1547,2526,841,2075,722,2860,800,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,502003,6550,68562,3576,51411,3073,44764,2348,42966,2723,31768,2405,36081,2421,29004,2260,27787,2601,21930,1965,37862,2412,39324,2466,32587,2479,17205,1613,7276,1217,6349,1234,7127,1093,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,884590,9569,87858,3571,79529,4463,66669,3374,71778,3903,63027,3522,60251,3092,55813,3050,50810,3190,43782,3223,72884,3445,82736,4348,73137,3250,34783,2321,16736,2132,12819,1663,11978,1335,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,388283,7736,162104,6312,63979,3797,40206,3662,30457,3306,17611,2158,15068,2107,11906,1782,8877,1670,8637,1603,9379,1657,7709,1428,5838,1383,2331,740,1673,959,1415,695,1093,498,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1081217,15995,116043,5982,80127,4863,72430,4288,69873,3761,58056,4004,56652,4216,49915,3554,51582,2931,47948,3269,80621,5736,100356,5395,105819,5209,70915,3864,40153,3867,44401,3681,36326,2520,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,131436,4802,14935,2001,10312,1443,10017,1700,8265,1715,8138,1330,7711,1369,7337,1332,7559,1320,8308,1748,11726,1927,13385,1909,11303,1783,6863,1568,2757,866,1554,629,1266,500,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,669718,12458,98593,5589,67684,4322,60692,3884,51254,3228,45929,3843,44731,4015,36776,3048,33340,3498,27433,2700,50281,4451,54498,4289,47892,2931,20418,2254,8524,1321,10835,1725,10838,1863,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,612322,10742,62936,3565,48793,3153,43394,4053,43628,2851,40740,3179,35832,3545,34675,3053,31804,3059,26614,2718,48082,3075,55568,3574,61699,3690,32797,3166,18818,2205,12303,1460,14639,2157,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,85727,4781,8760,1698,5605,1200,7368,1464,6966,1270,6612,1164,6987,1382,3816,1168,3929,957,4735,1102,7950,1253,7369,1719,6918,1605,4076,1088,1181,560,1880,622,1575,617,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,4137501,24438,425311,10254,349597,10521,231879,7780,246562,8384,187523,7818,192102,7327,166957,6889,164239,7132,140614,6401,278270,8615,367870,9477,437041,10262,314013,8809,174020,5781,206359,8637,255144,8082,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,380682,9232,73518,4960,46414,4002,36976,3030,33512,3161,27526,2921,22928,2922,19641,2414,18015,2081,15445,2285,21912,2493,26831,3077,20178,2464,7308,1399,3280,976,2961,810,4237,887,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,486156,9737,52954,3709,37068,3200,30599,3010,33108,3199,26690,2568,24066,2215,21426,1888,23498,2502,18969,2205,37561,2677,44807,3527,52358,3639,31132,2700,17115,2110,16090,1756,18715,1883,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3045815,27390,389995,10138,247299,9461,210197,7211,216100,7273,174929,7349,178284,8178,164030,6970,159374,6838,127380,5963,251459,9606,275771,8604,266082,8291,152144,6847,84123,4946,70336,5092,78312,4893,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,743563,10975,74278,4225,44635,3294,39142,3395,38672,3158,32117,2582,34290,3073,34711,3184,37051,3171,29903,3258,62726,4327,76079,3667,89534,4165,61473,4358,30496,2418,34671,3170,23785,2360,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2782843,22343,344265,11765,241669,8021,226086,8085,225794,8448,177857,7366,182679,6721,153036,8363,144438,6773,119636,5608,213814,7476,224951,7997,211934,8855,124074,5475,61622,4709,59796,4812,71192,4401,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,980089,11647,103388,4931,87598,4810,66782,3559,58283,3516,46728,3287,43905,3751,39593,3678,40847,3396,34327,2855,65978,4517,89813,4898,103457,5755,70651,4796,39572,3162,45351,3324,43816,3392,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,165947,4916,20109,2228,9926,1734,4177,1209,4863,1222,4876,1194,5731,1322,4810,1298,5777,1502,4543,1253,7456,1443,14336,2050,21019,2111,17957,1966,11963,2065,13565,1635,14839,1709,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,255124,6231,24542,2541,17324,2091,16927,1816,17175,2240,17433,2169,14802,1705,14300,2046,16508,2533,13883,1956,22311,2533,24067,1944,24567,2344,13136,1957,7659,1701,4986,1277,5504,1248,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2734079,21438,338903,10243,244512,8612,183083,7720,176089,6459,134482,5877,136643,6374,121670,5845,113152,5815,99109,5767,185399,7063,222654,8508,260925,9245,167662,6675,96450,4937,114378,5903,138968,7003,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1017931,14289,107634,5426,68193,4632,67438,4466,68728,4120,51698,4000,50288,3860,46297,3369,41652,3154,36222,3893,75404,4910,100158,5574,111652,6237,70261,4115,41011,3791,41087,3775,40208,3343,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1761203,15307,232387,8277,154831,6106,146051,5672,144458,6595,120559,5752,121169,4877,100062,5218,96734,5271,80234,4169,135530,4921,149341,5602,133987,6240,69275,3763,27468,2396,24427,2499,24690,2239,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,883930,13454,107393,5813,88998,5136,76712,3958,69930,3980,58574,3908,67730,4255,52046,3460,48486,3698,42015,3264,66680,4876,71576,4081,62800,3974,31322,2990,14252,1748,13198,1919,12218,1468,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1835674,17489,230658,6848,162590,6089,159768,6964,142693,5603,123170,4527,118895,5503,97236,4489,87740,4357,78781,3880,137887,4937,159337,6700,148816,6707,80295,4312,37416,2398,32952,3140,37440,2854,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1437465,12879,185095,5842,122589,5321,116900,5023,120453,4968,98634,4281,103030,5303,86082,4127,82424,3793,60757,3475,107576,4965,117856,5042,109687,4873,56031,3694,25460,2353,22800,1859,22091,1754,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,279862,4801,29331,2393,26264,1910,24698,2162,21505,1608,19397,1803,19638,1854,17560,1804,14881,1465,14049,1474,25299,2545,25097,1793,20192,2051,10741,1421,4931,1090,3784,847,2495,766,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,202505,7340,24884,2821,17892,2022,17504,2255,20923,2173,12310,1940,14685,2194,12749,1787,12273,2371,9204,1441,14438,2038,18543,2226,12255,1855,7929,1966,1697,602,2458,909,2761,795,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,298715,8158,49572,3836,30362,3338,23731,2403,26430,2773,21477,2599,16991,2225,15889,2247,14727,1857,13006,1770,17734,2416,23505,2488,20075,2394,11184,1983,5005,1174,5156,1063,3871,884,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,138460,4548,16802,2203,7085,1138,10011,1836,6924,1415,8422,1528,7936,1197,6014,1193,7583,1395,5686,1338,11728,1736,11742,1513,15656,2003,9327,1433,5166,1064,3716,922,4662,895,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,125742,4947,13286,1605,11375,1502,9404,1343,9461,1503,10465,1602,10449,1604,8397,1236,7380,1451,7775,1482,10027,1457,10106,1607,10122,1549,3751,967,1099,367,1091,606,1554,554,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1015938,13644,97982,4878,62847,4086,62552,4452,59528,4530,53870,4010,51974,3994,49652,3217,52304,3247,46614,3531,81241,4411,98888,5317,109138,5750,67808,4505,39977,3548,41545,3062,40018,2798,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,159097,6034,21036,2672,15582,2130,12286,2059,9132,1429,8509,1686,7199,1707,8181,1471,8195,1448,5770,1247,14880,2164,14213,2160,11784,1545,9925,1481,5210,1347,4139,1209,3056,721,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,901292,11708,102778,5711,63462,3908,69918,4430,68824,4104,54961,3738,54627,3480,53626,4054,47461,3453,41854,3618,72897,4232,80546,4094,79726,4263,45814,3605,22500,2676,21193,2502,21105,2294,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,894972,12803,119434,6112,89378,5518,85002,4721,69483,3470,59889,3286,61466,4667,55241,4108,46782,3460,35845,3391,69399,4156,67149,4540,61075,4057,33321,3037,14906,1877,12550,2071,14052,2153,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,406660,7644,48300,3425,36938,2924,36560,3388,33769,2514,30247,2654,28761,2996,23096,2182,23609,2246,17019,1832,32456,3217,33399,2545,29748,2931,15757,2159,4512,1125,5860,1147,6629,1423,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
