GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,C16001_014E,C16001_014M,C16001_015E,C16001_015M,C16001_016E,C16001_016M,C16001_017E,C16001_017M,C16001_018E,C16001_018M,C16001_019E,C16001_019M,C16001_020E,C16001_020M,C16001_021E,C16001_021M,C16001_022E,C16001_022M,C16001_023E,C16001_023M,C16001_024E,C16001_024M,C16001_025E,C16001_025M,C16001_026E,C16001_026M,C16001_027E,C16001_027M,C16001_028E,C16001_028M,C16001_029E,C16001_029M,C16001_030E,C16001_030M,C16001_031E,C16001_031M,C16001_032E,C16001_032M,C16001_033E,C16001_033M,C16001_034E,C16001_034M,C16001_035E,C16001_035M,C16001_036E,C16001_036M,C16001_037E,C16001_037M,C16001_038E,C16001_038M,NAME,C16001_001EA,C16001_001MA,C16001_002EA,C16001_002MA,C16001_003MA,C16001_003EA,C16001_004EA,C16001_004MA,C16001_005EA,C16001_005MA,C16001_006EA,C16001_006MA,C16001_007EA,C16001_007MA,C16001_008MA,C16001_008EA,C16001_009MA,C16001_009EA,C16001_010MA,C16001_010EA,C16001_011EA,C16001_011MA,C16001_012EA,C16001_012MA,C16001_013EA,C16001_013MA,C16001_014MA,C16001_014EA,C16001_015EA,C16001_015MA,C16001_016EA,C16001_016MA,C16001_017EA,C16001_017MA,C16001_018MA,C16001_018EA,C16001_019MA,C16001_019EA,C16001_020MA,C16001_020EA,C16001_021MA,C16001_021EA,C16001_022MA,C16001_022EA,C16001_023EA,C16001_023MA,C16001_024EA,C16001_024MA,C16001_025EA,C16001_025MA,C16001_026EA,C16001_026MA,C16001_027EA,C16001_027MA,C16001_028EA,C16001_028MA,C16001_029EA,C16001_029MA,C16001_030EA,C16001_030MA,C16001_031MA,C16001_031EA,C16001_032MA,C16001_032EA,C16001_033EA,C16001_033MA,C16001_034EA,C16001_034MA,C16001_035EA,C16001_035MA,C16001_036MA,C16001_036EA,C16001_037EA,C16001_037MA,C16001_038EA,C16001_038MA,state
0400000US08,5359922,2467,4462738,22506,623015,18193,404627,13289,218388,12013,20491,3902,15771,2830,4720,2055,27755,3586,23759,3287,3996,1438,28152,4048,20033,3297,8119,1946,50905,5747,37394,4355,13511,2685,14331,2426,6799,2011,7532,1430,22779,2736,11703,2238,11076,1794,17996,2850,8529,1890,9467,1804,7398,1636,5662,1226,1736,703,37340,4445,25454,3729,11886,1938,13789,3459,8880,2532,4909,1404,33233,4335,22587,3604,10646,1901,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6274104,2647,5715809,16067,297188,8443,187930,8069,109258,6936,13383,2929,9039,2225,4344,1623,63569,7269,50561,6542,13008,2478,17327,2717,12852,2141,4475,1342,45327,4875,34601,4187,10726,2532,5860,1659,3110,931,2750,1101,25595,3372,12833,2250,12762,2497,7226,1929,2899,1087,4327,1289,7975,1619,5521,1354,2454,937,43402,5301,21456,4150,21946,3287,12836,4374,8216,3014,4620,2000,18607,3739,13510,3163,5097,1776,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4194913,2663,3958456,10241,116714,5223,64809,4960,51905,3327,7114,1681,5777,1520,1337,501,19690,3635,14790,3015,4900,1594,13191,3349,7632,2091,5559,1980,18665,2808,11402,2051,7263,2006,2988,1296,1705,850,1283,728,8830,2029,4375,1448,4455,1166,5413,1774,2187,832,3226,1706,4655,1334,3362,1117,1293,707,18444,3658,10149,2717,8295,2153,7097,2637,4798,1781,2299,1101,13656,3808,7783,2475,5873,1965,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4358121,2840,4025232,11224,155230,6572,82601,5895,72629,5479,79676,5377,68629,5272,11047,2074,5387,1430,4595,1289,792,493,1938,1001,1791,967,147,206,16740,3672,11425,2735,5315,1790,1762,696,635,352,1127,640,9270,2201,4678,1288,4592,1487,24495,3427,10849,2215,13646,2443,7333,2163,4919,1657,2414,1216,10548,2660,6581,1649,3967,1742,13836,5257,9106,3986,4730,2146,6674,2162,5872,1978,802,473,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11981624,2046,9167587,22975,1640227,15910,1039021,17472,601206,16862,38656,4898,29346,3674,9310,2692,35382,3720,28815,3115,6567,2135,290476,11332,167629,9239,122847,6741,310770,11711,225833,8818,84937,5968,41170,4748,20095,2872,21075,3063,104259,7268,55707,4822,48552,5051,29212,5506,11776,2782,17436,3740,84160,6867,60605,4674,23555,3786,106347,6876,73360,5644,32987,3231,67795,8368,43477,5640,24318,4462,65583,6949,51054,6149,14529,2254,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2958262,2271,2696964,10614,123829,5409,79521,4804,44308,3814,11312,2935,6538,2010,4774,1568,15520,2252,12719,1927,2801,1008,12139,3619,8908,3261,3231,1070,20230,4189,13952,3152,6278,1837,3375,1330,1217,645,2158,940,11441,1933,5726,1631,5715,1370,9650,2438,2457,1023,7193,1788,2955,935,2284,779,671,479,24920,4340,14556,3140,10364,2604,11940,3780,5497,2029,6443,2599,13987,3175,8251,1991,5736,1989,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1293601,978,1193312,5820,31092,2704,19988,2479,11104,1749,17383,2120,13797,1802,3586,1292,3738,1160,3489,1147,249,174,5150,1737,3638,1508,1512,869,17463,3073,11614,1908,5849,1915,1137,576,775,518,362,263,5139,1948,2478,1182,2661,1209,1989,1079,654,407,1335,792,1983,918,1593,838,390,315,9108,2061,5672,1356,3436,1603,1162,1075,608,567,554,581,4945,1235,3264,890,1681,800,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2825733,2697,2609015,8332,154946,6211,88885,5801,66061,4277,4311,1880,3359,1199,952,855,4586,1213,4042,1120,544,296,1762,659,1053,514,709,538,8959,2456,6983,1952,1976,1187,2113,1151,613,427,1500,1026,3601,1455,1481,623,2120,1073,6140,1658,2374,989,3766,1285,3395,1298,1223,756,2172,1011,23053,3861,12422,2796,10631,2918,1018,569,872,529,146,185,2834,1188,2162,986,672,447,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,912836,334,793500,5694,65436,3347,40985,3610,24451,2839,5507,2014,3891,1487,1616,1195,4812,2824,3378,1714,1434,1557,2694,1029,1790,818,904,512,14606,2900,10435,2412,4171,1512,1395,858,687,459,708,541,8114,2122,2883,1034,5231,1828,1637,1065,1055,778,582,427,2401,1111,1560,874,841,439,6902,2174,5532,1828,1370,706,1381,1000,877,653,504,579,4451,1615,3940,1539,511,555,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5256247,1722,4614367,14325,211571,7343,132768,6577,78803,5599,18008,3054,13767,2636,4241,1607,23315,2360,21154,2294,2161,547,25725,3790,14920,2327,10805,2357,41115,5422,31509,4140,9606,2127,4392,1276,2582,865,1810,894,24871,3742,15141,3168,9730,1635,20834,3485,9587,2145,11247,2231,8205,1775,6130,1689,2075,794,118737,5966,65615,4984,53122,4120,15293,3697,9981,3037,5312,1647,129814,8656,76844,6113,52970,5883,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
