GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002MA,B18108_002EA,B18108_003MA,B18108_003EA,B18108_004MA,B18108_004EA,B18108_005EA,B18108_005MA,B18108_006MA,B18108_006EA,B18108_007MA,B18108_007EA,B18108_008MA,B18108_008EA,B18108_009MA,B18108_009EA,B18108_010MA,B18108_010EA,B18108_011MA,B18108_011EA,B18108_012MA,B18108_012EA,B18108_013MA,B18108_013EA,B18108_014MA,B18108_014EA,B18108_015MA,B18108_015EA,B18108_016EA,B18108_016MA,B18108_017MA,B18108_017EA,B18108_018MA,B18108_018EA,B18108_019MA,B18108_019EA,B18108_020MA,B18108_020EA,B18108_021MA,B18108_021EA,B18108_022MA,B18108_022EA,B18108_023MA,B18108_023EA,B18108_024MA,B18108_024EA,B18108_025MA,B18108_025EA,state
0400000US08,5604105,2082,335642,2467,1840,798,76,126,333726,2669,929486,3683,31083,2609,9970,1703,888433,4726,1375099,5444,50453,3293,29840,3587,1294806,6076,2170248,4661,132682,6192,98007,5338,1939559,9373,498474,2327,66155,3702,40868,2577,391451,4287,295156,2264,62318,3026,77372,4072,155466,4041,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,417774,2647,1910,704,404,346,415460,2659,1145409,3294,44409,3728,21085,2493,1079915,5230,1502920,4560,64668,4274,45438,3730,1392814,6940,2510513,5955,189405,6698,172933,6394,2148175,9518,604990,3024,90355,4796,66668,3265,447967,6211,410898,2390,82966,3983,114827,4839,213105,5347,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,273489,2663,1729,661,248,221,271512,2764,732097,3230,42877,3731,17670,2468,671550,5334,973853,4748,44084,3925,37086,3732,892683,7772,1699249,4537,165813,6995,170825,6581,1362611,9965,429925,2348,76340,3910,62299,3825,291286,5183,279591,1924,51187,2832,91944,3886,136460,4386,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,301857,2840,808,526,201,265,300848,2958,793979,3086,44726,4935,15585,2316,733668,6315,1042272,5244,48407,4794,33908,3734,959957,8515,1719085,6453,151588,7494,140518,7607,1426979,11785,427425,3877,67092,4103,58059,4040,302274,6776,271460,3171,54243,3174,86127,4415,131090,4446,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,759425,2047,3424,1076,1070,675,754931,2332,2092506,2651,69944,4092,27000,2815,1995562,5712,2891381,4724,90198,5552,68278,4182,2732905,8680,4895060,5213,277164,7319,239452,7708,4378444,11808,1126004,3381,144883,4620,112293,5140,868828,6818,799532,2728,143386,4541,215530,5322,440616,6754,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,197883,2271,1558,584,36,59,196289,2327,533365,2398,20967,2003,7676,1280,504722,3368,704803,4330,24657,2481,17268,2235,662878,4887,1161273,4672,71778,3573,61254,3520,1028241,6808,295306,1869,40371,2645,22448,1970,232487,3138,220399,1387,45079,2466,52528,2745,122792,3479,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,62857,978,459,431,228,356,62170,1141,195057,1549,8417,1380,2620,671,184020,1882,290895,2089,14606,1983,8191,1494,268098,3290,553805,2063,35916,3215,32041,3295,485848,4579,144574,1374,19891,2056,10869,1542,113814,2801,92361,1008,19606,1782,21947,1853,50808,2432,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,188092,2697,1233,597,15,35,186844,2767,514253,3602,30396,3029,10754,1779,473103,4645,666722,4861,30097,3382,25644,2391,610981,6201,1100544,5158,107606,5002,112363,5834,880575,7628,292460,2882,48267,3217,46998,3662,197195,4193,198432,1870,41436,2559,68745,3088,88251,3391,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,54335,334,732,534,0,200,53603,585,148399,389,7023,1664,1886,727,139490,1840,206188,1462,8196,1634,6355,1577,191637,2274,366402,1555,25062,2644,21918,2704,319422,3944,106931,1215,16127,1552,8729,1399,82075,2147,69956,1111,15240,1782,14531,1723,40185,1974,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,354932,1722,2020,773,857,475,352055,1911,945200,2114,29628,3105,14950,1719,900622,4141,1248329,3116,44824,3172,28702,2483,1174803,4750,2146751,3691,128789,5458,94166,4754,1923796,7461,505561,2438,63440,3152,43272,2728,398849,4346,352791,1828,72683,3330,85413,3851,194695,4033,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
