GEO_ID,B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M,NAME,B27015_001EA,B27015_001MA,B27015_002MA,B27015_002EA,B27015_003MA,B27015_003EA,B27015_004EA,B27015_004MA,B27015_005EA,B27015_005MA,B27015_006EA,B27015_006MA,B27015_007EA,B27015_007MA,B27015_008MA,B27015_008EA,B27015_009EA,B27015_009MA,B27015_010EA,B27015_010MA,B27015_011EA,B27015_011MA,B27015_012MA,B27015_012EA,B27015_013MA,B27015_013EA,B27015_014EA,B27015_014MA,B27015_015EA,B27015_015MA,B27015_016EA,B27015_016MA,B27015_017EA,B27015_017MA,B27015_018EA,B27015_018MA,B27015_019MA,B27015_019EA,B27015_020EA,B27015_020MA,B27015_021EA,B27015_021MA,B27015_022EA,B27015_022MA,B27015_023EA,B27015_023MA,B27015_024MA,B27015_024EA,B27015_025MA,B27015_025EA,B27015_026MA,B27015_026EA,state
0400000US08,5552661,2082,561163,14172,508217,13394,197849,8479,395853,14104,52946,5138,897003,24172,779565,21145,433340,16066,473940,17946,117438,10482,925869,22085,840401,20823,629079,17906,334766,13968,85468,6653,831149,26181,767463,24571,636755,21757,223236,11600,63686,6885,2337477,28680,2237156,29819,2029685,25507,391426,16949,100321,8243,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6500746,1099,957479,25714,844962,21591,336057,10968,651922,20840,112517,7989,1365224,31006,1202497,27158,777227,20882,658320,20078,162727,12073,1281274,28599,1161692,26834,929739,23829,421349,16425,119582,9994,1021454,25565,962815,25076,848444,22473,220787,10884,58639,6890,1875315,33981,1789657,34223,1668487,35012,255157,10714,85658,8213,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4331183,1180,805729,17926,750375,17090,214945,9905,644022,17101,55354,5072,993190,23104,912840,21779,499193,13553,586578,19714,80350,6351,808402,21323,753051,19940,566643,16799,313369,13217,55351,5248,602917,20245,575599,19629,491542,18122,158522,7956,27318,3893,1120945,25668,1095229,25315,1005042,23589,191932,8027,25716,3444,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4519567,1982,972475,24881,875775,21822,244939,10071,733658,21230,96700,8253,1005295,26466,900838,23166,471489,15593,575705,17648,104457,8365,764756,27427,698448,26611,493283,21633,311175,16967,66308,6658,565075,21563,523072,20451,424272,18100,161338,11446,42003,4979,1211966,30606,1161220,30406,1039946,27875,227593,12795,50746,6369,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12436347,1625,1653381,29230,1486052,25950,525378,14011,1178515,24874,167329,10026,2191363,38804,1945190,35363,1098054,23055,1189470,25126,246173,12742,2100910,37358,1910712,33478,1447839,27842,742417,20546,190198,12738,1691223,35684,1590864,32382,1358939,27823,420947,14873,100359,7429,4799470,43788,4635538,43058,4300542,41939,686719,15260,163932,9889,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055860,531,390482,12981,361405,12030,157189,6444,282512,11299,29077,3655,591466,17084,549404,15852,353491,12016,330157,12170,42062,4331,588577,15833,557906,15232,445447,13898,215658,8132,30671,3369,519864,17072,498653,15930,441047,14397,120837,6698,21211,5011,965471,21688,943248,20995,884203,19957,141699,6985,22223,3636,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312826,562,120136,7489,110858,7419,41561,4010,92838,6647,9278,2189,190827,10268,170522,9440,103876,6726,106318,7010,20305,3708,197613,10700,181463,9993,145199,8957,74774,6269,16150,2599,200030,12021,188484,11537,159177,10541,57764,5647,11546,2508,604220,14152,585461,14015,543871,12821,95742,6043,18759,3046,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2926412,988,583546,18534,526789,16750,158354,7804,439227,15226,56757,5222,724173,25224,646603,22519,351648,13823,405758,16587,77570,7010,567412,21366,516219,19704,367417,15204,225719,11213,51193,5585,368466,18204,343821,17379,288000,15746,101348,7072,24645,4573,682815,20580,651792,19850,597064,18777,127731,6506,31023,4457,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,939164,1135,121926,8352,112670,7951,43759,5216,87631,6468,9256,2505,165004,10114,154050,9917,91192,6121,96413,8060,10954,2008,170904,12256,161481,11860,122314,8936,72601,7794,9423,2286,139565,10078,132051,9967,111285,8877,47537,4988,7514,1799,341765,12774,325227,12111,294057,10909,71337,5551,16538,3982,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5477578,740,548634,14265,510103,13184,216211,7291,412037,12073,38531,4629,899198,19197,832651,18555,514206,11943,518416,15093,66547,5741,897145,20340,846086,19431,650209,17864,362359,11378,51059,4567,825727,21230,792739,20698,685490,17750,212141,10651,32988,3260,2306874,28298,2253797,27924,2113344,25144,309873,12362,53077,4978,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1030790,795,149558,7907,132848,7141,51653,3689,106581,6123,16710,2534,228755,9661,204840,9447,121885,7553,127210,7325,23915,3041,209215,10323,189532,8903,146784,7514,75980,5614,19683,2792,156088,9222,145622,8679,122618,7525,46323,4168,10466,2466,287174,11160,274007,11221,244628,11627,59950,5094,13167,2520,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
