GEO_ID,B22005D_001E,B22005D_001M,B22005D_002E,B22005D_002M,B22005D_003E,B22005D_003M,NAME,B22005D_001MA,B22005D_001EA,B22005D_002MA,B22005D_002EA,B22005D_003MA,B22005D_003EA,state
0400000US08,60599,3029,2919,846,57680,3232,Colorado,null,null,null,null,null,null,08
0400000US18,48965,2502,3317,1020,45648,2501,Indiana,null,null,null,null,null,null,18
0400000US21,20095,1774,1243,495,18852,1787,Kentucky,null,null,null,null,null,null,21
0400000US22,23434,1568,1918,710,21516,1703,Louisiana,null,null,null,null,null,null,22
0400000US17,245152,4623,21285,1883,223867,5012,Illinois,null,null,null,null,null,null,17
0400000US19,26213,2054,2764,1215,23449,2306,Iowa,null,null,null,null,null,null,19
0400000US33,10301,1076,996,544,9305,1015,New Hampshire,null,null,null,null,null,null,33
0400000US05,15267,1635,566,379,14701,1594,Arkansas,null,null,null,null,null,null,05
0400000US10,13006,1102,682,490,12324,1160,Delaware,null,null,null,null,null,null,10
0400000US27,76066,2921,9678,1210,66388,2984,Minnesota,null,null,null,null,null,null,27
0400000US30,2635,747,114,175,2521,706,Montana,null,null,null,null,null,null,30
0400000US23,4561,1008,635,513,3926,1036,Maine,null,null,null,null,null,null,23
0400000US37,99942,3623,5798,1411,94144,4033,North Carolina,null,null,null,null,null,null,37
0400000US13,134715,4105,7277,1530,127438,4590,Georgia,null,null,null,null,null,null,13
0400000US02,12755,1255,1551,544,11204,1327,Alaska,null,null,null,null,null,null,02
0400000US01,21536,1871,743,420,20793,1851,Alabama,null,null,null,null,null,null,01
0400000US50,3045,704,379,364,2666,683,Vermont,null,null,null,null,null,null,50
0400000US32,84513,2936,6058,1133,78455,2903,Nevada,null,null,null,null,null,null,32
0400000US54,4710,1037,182,274,4528,1046,West Virginia,null,null,null,null,null,null,54
0400000US40,27156,1583,1868,578,25288,1626,Oklahoma,null,null,null,null,null,null,40
0400000US55,50967,2516,5459,1061,45508,2579,Wisconsin,null,null,null,null,null,null,55
0400000US72,2144,797,963,483,1181,564,Puerto Rico,null,null,null,null,null,null,72
0400000US51,172201,4777,6744,1376,165457,4537,Virginia,null,null,null,null,null,null,51
0400000US38,4129,962,915,691,3214,836,North Dakota,null,null,null,null,null,null,38
0400000US45,23610,1521,1172,628,22438,1644,South Carolina,null,null,null,null,null,null,45
0400000US41,63522,2800,5254,1284,58268,3126,Oregon,null,null,null,null,null,null,41
0400000US56,2598,735,0,203,2598,735,Wyoming,null,null,null,null,null,null,56
0400000US06,1851359,12661,82049,3913,1769310,13010,California,null,null,null,null,null,null,06
0400000US28,8288,1268,371,288,7917,1228,Mississippi,null,null,null,null,null,null,28
0400000US09,56828,2127,3014,987,53814,2179,Connecticut,null,null,null,null,null,null,09
0400000US48,446134,6322,27523,2835,418611,7205,Texas,null,null,null,null,null,null,48
0400000US24,124411,3409,7164,1566,117247,3490,Maryland,null,null,null,null,null,null,24
0400000US12,179411,5071,14192,1678,165219,5090,Florida,null,null,null,null,null,null,12
0400000US25,152548,3584,14768,1533,137780,3667,Massachusetts,null,null,null,null,null,null,25
0400000US11,11638,1114,294,251,11344,1093,District of Columbia,null,null,null,null,null,null,11
0400000US49,24605,1849,1785,1022,22820,2032,Utah,null,null,null,null,null,null,49
0400000US36,545669,8846,69281,3847,476388,8969,New York,null,null,null,null,null,null,36
0400000US34,280009,4186,15158,1684,264851,4363,New Jersey,null,null,null,null,null,null,34
0400000US39,89312,3082,6301,1238,83011,3221,Ohio,null,null,null,null,null,null,39
0400000US29,44112,2146,1640,771,42472,2203,Missouri,null,null,null,null,null,null,29
0400000US42,146977,4022,14769,1997,132208,4359,Pennsylvania,null,null,null,null,null,null,42
0400000US26,105862,3498,5969,1182,99893,3680,Michigan,null,null,null,null,null,null,26
0400000US31,13252,1056,1738,630,11514,1138,Nebraska,null,null,null,null,null,null,31
0400000US16,8911,1520,359,325,8552,1560,Idaho,null,null,null,null,null,null,16
0400000US35,12431,1651,755,450,11676,1608,New Mexico,null,null,null,null,null,null,35
0400000US15,177743,3829,10349,1559,167394,3930,Hawaii,null,null,null,null,null,null,15
0400000US46,4573,1047,299,332,4274,1012,South Dakota,null,null,null,null,null,null,46
0400000US53,234203,5609,18883,2228,215320,5956,Washington,null,null,null,null,null,null,53
0400000US44,10970,1160,986,530,9984,1184,Rhode Island,null,null,null,null,null,null,44
0400000US04,79492,3004,5228,1096,74264,3015,Arizona,null,null,null,null,null,null,04
0400000US47,37442,1971,1210,692,36232,2085,Tennessee,null,null,null,null,null,null,47
0400000US20,28223,1991,1297,579,26926,2022,Kansas,null,null,null,null,null,null,20
