GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001EA,B25100_001MA,B25100_002EA,B25100_002MA,B25100_003EA,B25100_003MA,B25100_004EA,B25100_004MA,B25100_005EA,B25100_005MA,B25100_006EA,B25100_006MA,B25100_007EA,B25100_007MA,B25100_008EA,B25100_008MA,B25100_009EA,B25100_009MA,B25100_010MA,B25100_010EA,B25100_011EA,B25100_011MA,B25100_012EA,B25100_012MA,B25100_013EA,B25100_013MA,state
0400000US08,1417981,9500,994356,9931,136974,5954,234657,5261,207607,6529,410520,8821,4598,1068,423625,8439,76130,4298,52993,3068,53742,3609,236854,5741,3906,856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,591621,10752,276859,9465,120118,5367,173184,6261,4508,1052,625459,8925,268807,7701,112537,5373,71072,3506,164697,5263,8346,1210,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,309329,8274,162073,6328,72374,4182,113712,5022,4032,1214,506209,9323,212797,6192,85748,4927,55057,3312,144207,5865,8400,1296,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,246137,8756,143902,6836,75573,4621,123498,6368,4623,1222,543791,9848,210997,7304,85385,4396,60974,3410,176176,5262,10259,1814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,879386,12327,505395,11079,231893,7120,378251,9315,7499,1364,1207689,14489,450230,9530,217421,6220,134889,4620,389528,7626,15621,1829,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,283170,7715,135600,5729,53090,3379,69156,3250,2092,651,360643,6410,157496,4709,66657,3548,41072,3141,92282,4225,3136,702,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,78941,3867,70624,3443,39429,3398,51980,3376,1102,541,136666,5000,38395,2648,23767,2069,18590,1753,55131,3071,783,457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,207331,7063,91183,4347,42052,3484,67583,4175,1986,655,350266,7304,155850,5914,60952,3475,35573,2427,92639,3619,5252,1114,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,41742,2572,46080,2949,24518,2485,51782,3411,1303,730,95720,3582,26443,2248,15586,1594,12002,1344,40648,2432,1041,509,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,363851,6501,311917,6153,147112,4701,198838,5453,3256,862,542965,7124,161742,4762,105156,3616,69061,2883,202340,5366,4666,706,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,291018,4709,164197,4260,36865,2648,38546,2633,30572,2817,57751,3872,463,300,126821,4362,34038,2188,17294,1712,14163,1633,60299,2698,1027,352,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,406226,6154,247344,5145,89507,3812,65143,3669,34517,2693,57470,2971,707,267,158882,4066,49849,2780,25724,2045,18282,1575,63410,3545,1617,446,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2612904,19709,1623735,15836,592602,11420,439221,9223,220063,8901,364085,10346,7764,1341,989169,13290,359161,10184,160177,5201,109508,4997,348013,8972,12310,1659,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2426435,18052,1568112,21446,615436,12727,405752,9968,207351,8608,327300,9561,12273,1900,858323,14730,325752,8450,144392,5843,95765,6122,276093,9028,16321,2069,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167108,3496,102706,3651,30261,2449,29112,2391,16136,1616,27035,2652,162,117,64402,2833,21543,1904,10833,1486,7853,1336,23554,1650,619,325,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1262257,12735,694367,11928,321671,9532,168458,6480,77007,4415,122486,6013,4745,1190,567890,8912,240815,6934,92750,4723,59430,3568,163375,5584,11520,1865,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,188798,4006,116755,3633,35222,2285,31644,2328,18592,1808,30819,2230,478,254,72043,2755,17342,1452,11423,1032,9136,1136,33297,2142,845,365,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,641551,6758,435070,6717,75742,3663,101969,4547,84102,4108,170238,5269,3019,796,206481,5433,47043,2780,28828,2532,28684,2647,98610,3944,3316,975,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,532674,7982,244953,6434,118989,4985,57212,3669,23591,2681,43146,2912,2015,846,287721,6569,129282,5194,46443,3079,31650,2864,76893,4280,3453,846,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
