GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001EA,B20017F_001MA,B20017F_002EA,B20017F_002MA,B20017F_003MA,B20017F_003EA,B20017F_004MA,B20017F_004EA,B20017F_005EA,B20017F_005MA,B20017F_006EA,B20017F_006MA,B20017F_007EA,B20017F_007MA,state
0400000US51,26373,1076,30571,1079,33748,2169,18320,5410,21213,912,30031,4586,10968,1303,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,26236,5225,30102,7774,31327,2307,13454,11052,25337,15319,31224,1816,8494,4479,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,22734,1569,26351,1759,31838,6497,11170,1357,19708,2247,22309,1664,10721,3871,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,27146,1316,30788,1511,33585,2678,12922,3714,22212,1778,30112,3252,9776,2738,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,25512,4504,32757,8961,48056,19395,25427,40268,16817,13138,32679,9476,6266,10348,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,27125,237,31184,244,37288,528,14307,636,22295,263,31826,375,11937,189,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,25191,7477,30212,6320,32532,8372,10547,1584,19601,5195,27209,11902,9780,8539,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,22481,1286,26388,1777,32408,3828,15939,1452,19772,2125,30970,1499,10484,1030,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,26172,505,30455,537,35526,551,11554,526,20536,650,28488,970,10168,453,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,27469,1378,32009,954,36300,921,15527,2410,22726,1869,31206,1636,11354,973,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,25901,696,28163,2052,33812,1347,12129,1103,22538,1222,30623,837,10838,943,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,28180,1678,32001,2059,40638,1944,16279,2208,24321,1011,34196,1880,15333,1840,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,32314,6029,34882,10363,45680,5283,22560,18674,28318,11050,55422,15977,10284,7278,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,25944,2212,31974,1757,36102,1835,17027,4004,20212,2111,26508,4533,9690,1989,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,26881,385,31269,434,36435,557,14700,992,21840,388,32046,872,11874,381,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,27897,1572,31619,730,36740,2068,15449,1825,22420,1161,31379,1289,12336,1034,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,26286,2181,30549,2679,38493,3518,10181,1778,20813,1556,31348,1400,11603,1539,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,25502,2236,24897,4023,32334,3791,16013,6054,26037,2395,31134,1798,12763,5637,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,23082,1364,26026,2024,32028,1765,12073,1916,20818,1156,30427,2158,9504,1264,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,26698,1076,28415,2809,33643,2985,12949,3895,24877,2867,30745,1364,11180,1169,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,24846,2006,25700,1878,33236,6868,15216,4845,23501,2451,31612,5277,7085,4800,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,26273,2889,30807,3634,34368,2530,16295,5022,19521,5576,29897,6435,5963,3055,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,24724,2399,27127,1747,34661,5364,10365,2177,19587,3293,30265,2263,8658,1523,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,24971,2611,26286,3663,28675,14790,22149,1389,20555,4737,47888,13015,12976,4551,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,28140,4547,35408,9704,40361,8574,3930,610,15019,10856,28410,3749,12961,8303,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,27814,1245,32365,1609,36942,646,16967,1360,22292,876,29484,1629,12397,1505,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,25369,3966,31902,3894,35861,3231,7114,3628,20679,2850,31863,6117,12992,4376,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,26927,809,29123,2127,36107,941,12771,2094,25087,1365,31807,708,12644,1390,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,25009,3520,28511,1727,31120,1408,12728,6230,17693,2526,25846,3297,8949,4469,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,26326,1834,30962,1155,35295,2488,15623,2401,18961,2357,25216,5758,10970,3929,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
