GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001EA,B27007_001MA,B27007_002EA,B27007_002MA,B27007_003MA,B27007_003EA,B27007_004MA,B27007_004EA,B27007_005MA,B27007_005EA,B27007_006EA,B27007_006MA,B27007_007EA,B27007_007MA,B27007_008MA,B27007_008EA,B27007_009MA,B27007_009EA,B27007_010MA,B27007_010EA,B27007_011MA,B27007_011EA,B27007_012EA,B27007_012MA,B27007_013EA,B27007_013MA,B27007_014EA,B27007_014MA,B27007_015EA,B27007_015MA,B27007_016MA,B27007_016EA,B27007_017MA,B27007_017EA,B27007_018EA,B27007_018MA,B27007_019EA,B27007_019MA,B27007_020EA,B27007_020MA,B27007_021EA,B27007_021MA,B27007_022MA,B27007_022EA,B27007_023EA,B27007_023MA,B27007_024EA,B27007_024MA,B27007_025EA,B27007_025MA,B27007_026MA,B27007_026EA,B27007_027MA,B27007_027EA,B27007_028EA,B27007_028MA,B27007_029EA,B27007_029MA,B27007_030EA,B27007_030MA,B27007_031EA,B27007_031MA,B27007_032EA,B27007_032MA,B27007_033EA,B27007_033MA,B27007_034EA,B27007_034MA,B27007_035EA,B27007_035MA,B27007_036EA,B27007_036MA,B27007_037EA,B27007_037MA,B27007_038MA,B27007_038EA,B27007_039MA,B27007_039EA,B27007_040MA,B27007_040EA,B27007_041EA,B27007_041MA,B27007_042EA,B27007_042MA,B27007_043EA,B27007_043MA,B27007_044MA,B27007_044EA,B27007_045EA,B27007_045MA,B27007_046EA,B27007_046MA,B27007_047EA,B27007_047MA,B27007_048MA,B27007_048EA,B27007_049MA,B27007_049EA,B27007_050MA,B27007_050EA,B27007_051EA,B27007_051MA,B27007_052EA,B27007_052MA,B27007_053EA,B27007_053MA,B27007_054EA,B27007_054MA,B27007_055MA,B27007_055EA,B27007_056EA,B27007_056MA,B27007_057EA,B27007_057MA,state
0400000US08,5604105,2082,2794853,5393,205962,3538,75850,4865,130112,5068,483517,5194,158733,7162,324784,8210,265288,5735,40470,3372,224818,6286,396805,4796,55591,4315,341214,5368,386800,2920,42320,3107,344480,3839,350042,2378,40085,3487,309957,3502,341883,1853,44343,3638,297540,3873,237847,1330,20012,1800,217835,2162,126709,1018,15403,1899,111306,2270,2809252,4984,198625,3536,75080,4631,123545,4583,456954,5551,148447,6593,308507,6509,257103,4280,50083,3747,207020,5029,375973,4524,71428,4376,304545,5311,376112,2851,55916,3759,320196,4892,352293,2442,50307,3880,301986,4232,363118,1740,50063,3559,313055,4129,260627,1922,27051,2366,233576,2951,168447,2076,23477,2277,144970,2915,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,256042,4346,102875,4946,153167,5680,594285,6271,191776,7681,402509,9070,327421,6483,34672,3098,292749,6348,376527,6449,39846,3227,336681,6490,398371,3408,39063,3177,359308,4136,408902,3159,44477,3400,364425,4695,419899,1995,48508,3511,371391,3972,283231,1950,23233,2169,259998,2573,166440,1919,14625,1584,151815,2535,3361386,5708,243732,3880,97747,4655,145985,5055,566317,5495,179578,8101,386739,9065,314992,5403,54551,3899,260441,6003,386787,4567,76500,4545,310287,6089,412769,3209,61970,4565,350799,5259,424680,2919,55389,3445,369291,4600,445892,2184,60828,4263,385064,4576,321759,1995,33976,2195,287783,2433,244458,1970,27014,2056,217444,2780,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,167410,3226,85032,4209,82378,3933,380029,5158,165679,6726,214350,6657,208890,4722,41024,3163,167866,4489,243444,4058,54674,4397,188770,5023,266231,2640,54655,3864,211576,4225,276674,2487,54526,3326,222148,4244,284256,2136,57886,3193,226370,4210,201184,1437,24472,2279,176712,2599,114452,1464,15653,1620,98799,1983,2245634,5101,159248,3822,76609,3812,82639,3777,359407,5119,148497,6047,210910,6166,205441,4981,59428,3891,146013,4840,255570,4015,75896,4125,179674,4838,273135,2826,73610,3567,199525,4333,290390,2570,65565,3486,224825,3572,308563,2012,67794,4085,240769,4089,228741,1587,34208,2603,194533,2979,165139,1437,25780,2393,139359,2633,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,184923,5133,104662,5464,80261,4221,411566,5234,210745,6901,200821,7152,207993,5607,44802,4603,163191,5615,264646,6146,50395,4085,214251,6474,271980,3598,44500,3529,227480,4472,265982,4539,47688,3745,218294,4679,281074,2449,52483,3737,228591,3978,197498,2605,26058,2685,171440,3387,109129,1990,13988,1746,95141,2385,2361287,6963,178531,5048,103134,5113,75397,5066,385474,5457,196107,7692,189367,6556,213050,4356,72513,4314,140537,5253,291925,4775,93500,5584,198425,5782,296956,3760,77413,4853,219543,5656,289956,3528,65369,4202,224587,4440,313137,1975,69759,3596,243378,4021,229927,2816,36487,2781,193440,3364,162331,2444,29651,3092,132680,3375,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,462125,4293,182755,5896,279370,6454,1086053,5431,376949,10056,709104,9868,581862,6383,71993,5216,509869,7153,778536,6185,96399,5142,682137,7307,801232,3697,89400,3969,711832,5693,793935,3411,85170,4737,708765,5377,798956,2288,98378,5013,700578,5378,523834,2299,48099,3285,475735,3646,321891,1720,31456,2222,290435,2383,6415484,5220,440023,4920,180693,5666,259330,6228,1039543,6666,366223,8914,673320,10141,574785,6842,117281,5056,457504,7334,780385,5112,165944,6316,614441,7854,821859,3231,140384,5041,681475,5451,825804,3572,111391,6170,714413,6291,853274,1913,123036,4528,730238,4690,602170,2425,71144,3702,531026,4636,477641,2429,61375,4216,416266,4321,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,120285,2771,46583,3127,73702,3158,280180,4009,97167,5436,183013,5283,152836,3935,21696,2576,131140,4011,178095,3696,22304,2176,155791,4228,190309,2484,21816,2250,168493,3021,182472,2286,19118,2129,163354,2843,204046,1572,24803,2429,179243,2669,141383,1123,10431,1350,130952,1484,91084,851,9245,1060,81839,1448,1572339,3755,117608,3453,45043,3150,72565,2717,262689,2639,90600,3893,172089,3836,148645,3478,30272,2993,118373,3556,175713,3195,37417,2496,138296,3309,189481,2403,32851,2529,156630,3042,183403,1860,26060,2354,157343,2551,211562,1596,31107,2483,180455,2429,153923,1314,15808,1389,138115,1865,129315,1444,14275,1582,115040,1833,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,38569,1963,13673,2094,24896,1690,102058,2507,26918,2721,75140,3345,62974,2374,5613,1171,57361,2559,74094,2195,8635,1605,65459,2205,75599,1360,8035,1335,67564,1807,92991,1297,6378,1283,86613,1609,103932,1054,7565,1274,96367,1758,69896,922,3433,778,66463,1242,39179,695,3203,674,35976,809,680257,2304,37610,1579,13204,1580,24406,1741,101670,2600,27724,2763,73946,3328,58967,2191,9182,1711,49785,2337,72867,1629,12959,1855,59908,2202,77386,1352,10322,1752,67064,1904,95459,1091,8414,1337,87045,1600,108438,904,10309,1674,98129,1881,74678,910,5177,1035,69501,1322,53182,908,5035,957,48147,1427,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,115421,3067,67279,3634,48142,3195,263600,4219,125861,5224,137739,5728,140213,4675,22518,3003,117695,4673,169517,3984,28799,2603,140718,4310,172460,3162,27416,2831,145044,3329,177086,3504,28022,3051,149064,4228,181442,1705,32875,2292,148567,2592,136296,1722,16187,1723,120109,2162,85562,1232,10429,1405,75133,1879,1518906,4340,108534,3343,63316,3579,45218,3151,259199,4042,131947,4918,127252,5509,135283,4053,32221,2896,103062,4547,177300,3991,48523,3463,128777,4437,183941,2693,40142,2979,143799,3541,187809,2588,39714,2925,148095,3805,197806,1858,44038,2954,153768,3539,156164,1821,21242,2189,134922,2449,112870,1563,22398,2053,90472,2276,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,32204,1678,14633,1983,17571,1858,75809,1791,27394,2943,48415,2555,40833,1620,7764,1673,33069,2074,54727,1655,12240,2189,42487,2295,52253,1154,7438,1530,44815,1663,57622,908,6073,1056,51549,1170,63212,750,9761,1648,53451,1624,49319,912,4132,862,45187,1136,30440,770,2759,691,27681,960,495792,1400,30441,1299,12251,1644,18190,2085,76676,1859,27310,2750,49366,2622,40906,2237,11236,1845,29670,1974,57326,1824,13298,2249,44028,2381,57552,1039,11094,1742,46458,1874,63679,1122,12768,1891,50911,1903,72084,563,11853,1807,60231,1884,57612,670,6469,1160,51143,1284,39516,705,5062,788,34454,1029,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,218759,3309,78158,3784,140601,3834,485623,4013,143074,5278,342549,5663,251483,4144,37947,3249,213536,4520,341542,3948,47004,2999,294538,4245,356256,2415,46488,3281,309768,3970,343948,2309,39381,2548,304567,3070,370298,1609,43695,2488,326603,2611,242775,1445,17680,1547,225095,2157,150852,1513,12891,1228,137961,1755,2792028,3590,207005,3011,72370,4024,134635,4205,464727,3604,137215,5637,327512,6393,241591,3246,48381,2904,193210,4024,337731,3220,71753,3688,265978,4177,352529,2439,59913,3141,292616,2975,341666,1928,42474,2544,299192,3155,382054,1903,53142,2808,328912,3293,262786,1633,24101,2241,238685,2563,201939,1787,23703,1548,178236,2075,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
