GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001EA,C14005_001MA,C14005_002MA,C14005_002EA,C14005_003MA,C14005_003EA,C14005_004MA,C14005_004EA,C14005_005EA,C14005_005MA,C14005_006EA,C14005_006MA,C14005_007MA,C14005_007EA,C14005_008MA,C14005_008EA,C14005_009EA,C14005_009MA,C14005_010EA,C14005_010MA,C14005_011EA,C14005_011MA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014EA,C14005_014MA,C14005_015MA,C14005_015EA,C14005_016EA,C14005_016MA,C14005_017MA,C14005_017EA,C14005_018MA,C14005_018EA,C14005_019EA,C14005_019MA,state
0400000US08,295740,5846,154030,4097,126450,4991,27580,2940,20611,2569,17094,2287,3517,1224,6969,1637,3745,1050,3224,1127,141710,3893,120245,3788,21465,2472,17655,2245,13669,1918,3986,1151,3810,1205,2289,997,1521,815,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,369821,6108,192865,5254,161176,4604,31689,2921,21071,2403,17334,2249,3737,1188,10618,1840,5411,1243,5207,1151,176956,4626,152847,4622,24109,2370,15969,2025,13171,1886,2798,814,8140,1576,4525,1287,3615,884,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,231896,5029,120137,3523,98673,3524,21464,2589,15920,2071,12086,1618,3834,1114,5544,1365,2866,978,2678,888,111759,3720,94172,3388,17587,2286,13543,2282,8657,1852,4886,1302,4044,1014,821,438,3223,946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,248235,6510,131565,4810,104396,5084,27169,2994,19228,2455,12944,2116,6284,1560,7941,1612,2402,956,5539,1344,116670,5173,99035,5110,17635,2624,14143,2433,8548,2256,5595,1595,3492,950,629,458,2863,892,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,670902,6868,344866,5162,294162,5190,50704,3417,37025,2974,28104,2593,8921,1596,13679,2105,8235,1692,5444,1277,326036,5282,288494,6275,37542,3528,28604,3201,22203,2988,6401,1667,8938,1453,5218,1043,3720,1019,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,181653,4638,94765,3730,81180,3552,13585,1787,9129,1694,7410,1586,1719,726,4456,898,2495,794,1961,686,86888,2562,75192,2716,11696,1538,8504,1405,6607,1136,1897,690,3192,702,1672,539,1520,525,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,73720,2450,35692,1574,29988,1931,5704,1102,4765,1033,4386,1020,379,231,939,493,576,407,363,258,38028,2002,33087,2060,4941,1567,4348,1467,3686,1414,662,436,593,415,116,155,477,396,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,167921,5758,85166,3540,67141,3598,18025,2283,13334,2040,9037,1660,4297,1160,4691,990,2020,774,2671,738,82755,4148,68313,3656,14442,2097,10775,1779,6647,1457,4128,1107,3667,1099,1703,800,1964,888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,49046,1825,24376,1383,21087,1462,3289,805,2349,690,1869,621,480,328,940,431,482,357,458,295,24670,1436,22357,1443,2313,758,1349,621,1177,607,172,123,964,505,663,452,301,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,283170,3783,146604,3329,128908,3356,17696,1812,12031,1636,8648,1330,3383,908,5665,1168,3619,935,2046,686,136566,2482,122410,2918,14156,1826,10341,1526,7780,1355,2561,778,3815,958,2167,703,1648,650,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
