GEO_ID,B99021_001E,B99021_002E,B99021_003E,NAME,B99021_001EA,B99021_002EA,B99021_003EA,state
0400000US08,5695564,122049,5573515,Colorado,null,null,null,08
0400000US18,6691878,94715,6597163,Indiana,null,null,null,18
0400000US21,4468402,39942,4428460,Kentucky,null,null,null,21
0400000US22,4659978,45018,4614960,Louisiana,null,null,null,22
0400000US17,12741080,184089,12556991,Illinois,null,null,null,17
0400000US19,3156145,45060,3111085,Iowa,null,null,null,19
0400000US33,1356458,16999,1339459,New Hampshire,null,null,null,33
0400000US05,3013825,30359,2983466,Arkansas,null,null,null,05
0400000US10,967171,11456,955715,Delaware,null,null,null,10
0400000US27,5611179,69013,5542166,Minnesota,null,null,null,27
0400000US30,1062305,12913,1049392,Montana,null,null,null,30
0400000US23,1338404,14544,1323860,Maine,null,null,null,23
0400000US37,10383620,121777,10261843,North Carolina,null,null,null,37
0400000US13,10519475,136126,10383349,Georgia,null,null,null,13
0400000US02,737438,11226,726212,Alaska,null,null,null,02
0400000US01,4887871,55082,4832789,Alabama,null,null,null,01
0400000US50,626299,10894,615405,Vermont,null,null,null,50
0400000US32,3034392,74463,2959929,Nevada,null,null,null,32
0400000US54,1805832,16285,1789547,West Virginia,null,null,null,54
0400000US40,3943079,42397,3900682,Oklahoma,null,null,null,40
0400000US55,5813568,66240,5747328,Wisconsin,null,null,null,55
0400000US72,3195153,42354,3152799,Puerto Rico,null,null,null,72
0400000US51,8517685,126133,8391552,Virginia,null,null,null,51
0400000US38,760077,8510,751567,North Dakota,null,null,null,38
0400000US45,5084127,55868,5028259,South Carolina,null,null,null,45
0400000US41,4190713,85066,4105647,Oregon,null,null,null,41
0400000US56,577737,10687,567050,Wyoming,null,null,null,56
0400000US06,39557045,968102,38588943,California,null,null,null,06
0400000US28,2986530,27628,2958902,Mississippi,null,null,null,28
0400000US09,3572665,73446,3499219,Connecticut,null,null,null,09
0400000US48,28701845,456457,28245388,Texas,null,null,null,48
0400000US24,6042718,102647,5940071,Maryland,null,null,null,24
0400000US12,21299325,293187,21006138,Florida,null,null,null,12
0400000US25,6902149,132642,6769507,Massachusetts,null,null,null,25
0400000US11,702455,13711,688744,District of Columbia,null,null,null,11
0400000US49,3161105,42378,3118727,Utah,null,null,null,49
0400000US36,19542209,463067,19079142,New York,null,null,null,36
0400000US34,8908520,157668,8750852,New Jersey,null,null,null,34
0400000US39,11689442,142625,11546817,Ohio,null,null,null,39
0400000US29,6126452,69555,6056897,Missouri,null,null,null,29
0400000US42,12807060,214631,12592429,Pennsylvania,null,null,null,42
0400000US26,9995915,142433,9853482,Michigan,null,null,null,26
0400000US31,1929268,23911,1905357,Nebraska,null,null,null,31
0400000US16,1754208,30156,1724052,Idaho,null,null,null,16
0400000US35,2095428,45845,2049583,New Mexico,null,null,null,35
0400000US15,1420491,35023,1385468,Hawaii,null,null,null,15
0400000US46,882235,7028,875207,South Dakota,null,null,null,46
0400000US53,7535591,130347,7405244,Washington,null,null,null,53
0400000US44,1057315,24649,1032666,Rhode Island,null,null,null,44
0400000US04,7171646,171837,6999809,Arizona,null,null,null,04
0400000US47,6770010,72453,6697557,Tennessee,null,null,null,47
0400000US20,2911510,34414,2877096,Kansas,null,null,null,20
