GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001MA,B20017D_001EA,B20017D_002MA,B20017D_002EA,B20017D_003EA,B20017D_003MA,B20017D_004EA,B20017D_004MA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007MA,B20017D_007EA,state
0400000US12,35179,1775,40462,1716,51549,1994,13320,2523,30762,1113,42092,2676,14221,1834,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,50459,3417,62002,4584,83236,6539,17107,2763,38786,3167,66462,5307,12196,1481,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,67284,9665,76250,19796,100390,13172,11572,3031,60710,11982,75564,12367,15607,8405,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,33737,3812,40189,4603,51621,7233,16889,5313,26813,2729,36056,2522,11929,4581,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,40157,757,42134,986,57750,3014,14992,1084,36482,937,60328,1177,12320,438,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,61779,1165,76740,1644,92080,3096,16797,1240,47325,3885,69390,3817,15284,1160,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,36480,4115,52323,8034,73151,3251,11998,3692,26027,1376,46570,5370,11018,1439,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,45022,4444,62049,7781,78356,7876,18227,6696,31098,2754,47096,4607,11888,2282,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,37211,1552,48541,4589,67072,6132,12502,1782,28406,2868,51212,2745,9042,1115,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,43781,3576,60457,4848,79953,4791,11542,1185,31238,1701,53468,5557,7621,1425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,30155,2992,36177,5057,47625,8361,11164,3016,25283,4582,40066,7462,8805,2349,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,25459,4844,37282,10947,60481,34140,11353,2416,21691,8484,30725,7735,5011,1648,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,35665,3873,46633,7572,62708,18744,19994,9951,16664,4497,43333,21413,10367,5131,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,37612,1398,42328,1674,51441,1111,16248,1364,33976,1375,41469,1151,14080,1673,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,26465,6655,40912,6486,42857,5313,11235,7421,15379,11366,26748,4437,5443,8697,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,47531,2045,60860,1697,81068,2968,17621,2186,38991,2135,57761,4027,14632,2103,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,40717,4672,46297,7642,59585,6650,17369,12145,36306,7432,46715,6211,10539,5839,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,41479,2432,51444,6236,69446,5699,12223,2940,34045,3083,51406,4912,12854,2032,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,34318,4061,43244,7377,61259,4035,15147,2825,26794,2040,39858,4523,10053,1576,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,34694,3591,50003,14152,71292,5149,9321,6009,30082,5145,42162,4454,13098,2117,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
